dna_id,dias_avaliados,taxa_alvo_min_dia_pct,taxa_alvo_max_dia_pct,taxa_alvo_mediana_dias_pct,dias_acima_50_pct,dias_acima_58_pct,proporcao_dias_acima_50_pct,proporcao_dias_acima_58_pct,taxa_primeira_metade_pct,taxa_segunda_metade_pct,degradacao_segunda_menos_primeira_pp
DNA_CB7226A14E54,2,66.66666666666667,80.0,73.33333333333334,2,2,100.0,100.0,66.66666666666667,80.0,13.333333333333329
DNA_CB74299F180D,2,33.333333333333336,100.0,66.66666666666667,1,1,50.0,50.0,33.333333333333336,100.0,66.66666666666666
DNA_CBF35243CF41,2,0.0,50.0,25.0,1,0,50.0,0.0,0.0,50.0,50.0
DNA_CC438BE29159,1,50.0,50.0,50.0,1,0,100.0,0.0,50.0,50.0,0.0
DNA_CC87CC65D357,4,50.0,100.0,90.0,4,3,100.0,75.0,100.0,65.0,-35.0
DNA_CD8E60489F87,3,50.0,100.0,75.0,3,2,100.0,66.66666666666667,75.0,50.0,-25.0
DNA_CDE5325D0F02,4,80.0,100.0,100.0,4,4,100.0,100.0,100.0,90.0,-10.0
DNA_CE50009D9771,2,80.0,100.0,90.0,2,2,100.0,100.0,80.0,100.0,20.0
DNA_CEA0D4DD30CF,4,0.0,83.33333333333333,68.57142857142857,3,2,75.0,50.0,41.666666666666664,68.57142857142857,26.904761904761905
DNA_CF7C4A6B5337,2,50.0,100.0,75.0,2,1,100.0,50.0,100.0,50.0,-50.0
DNA_D00849C63E60,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_D13CB1CF8A67,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_D2BEE9B0069D,3,33.333333333333336,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,100.0,0.0
DNA_D383C44C5631,2,60.0,100.0,80.0,2,2,100.0,100.0,100.0,60.0,-40.0
DNA_D543EFFA0C30,4,66.66666666666667,88.88888888888889,73.21428571428572,4,4,100.0,100.0,80.15873015873015,70.83333333333334,-9.325396825396808
DNA_D57518E95A6C,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_D98BE00C2AF5,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,100.0,50.0,-50.0
DNA_DABBDF1E34DF,4,0.0,100.0,70.0,2,2,50.0,50.0,50.0,70.0,20.0
DNA_DC03BCF36072,4,60.0,100.0,66.66666666666667,4,4,100.0,100.0,63.333333333333336,83.33333333333334,20.000000000000007
DNA_DC1EF7E69080,4,0.0,100.0,62.5,3,2,75.0,50.0,87.5,25.0,-62.5
DNA_DCD5DBB2C846,2,50.0,75.0,62.5,2,1,100.0,50.0,50.0,75.0,25.0
DNA_DCF64349B81C,3,66.66666666666667,100.0,100.0,3,3,100.0,100.0,100.0,66.66666666666667,-33.33333333333333
DNA_DD3F96881643,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_DD440C958DC6,3,40.0,66.66666666666667,50.0,2,1,66.66666666666667,33.333333333333336,40.0,66.66666666666667,26.66666666666667
DNA_DD51CE690AD9,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_DDA6363F8912,3,66.66666666666667,100.0,80.0,3,3,100.0,100.0,80.0,66.66666666666667,-13.333333333333329
DNA_DF8EBE9D9DFF,4,75.0,100.0,89.01098901098901,4,4,100.0,100.0,87.5,89.01098901098901,1.5109890109890074
DNA_DFE2AD29CDBA,4,0.0,100.0,50.0,2,2,50.0,50.0,50.0,50.0,0.0
DNA_E0406E437ED4,4,75.0,100.0,100.0,4,4,100.0,100.0,100.0,87.5,-12.5
DNA_E07B8E568077,2,50.0,83.33333333333333,66.66666666666666,2,1,100.0,50.0,50.0,83.33333333333333,33.33333333333333
DNA_E23451CCC141,4,50.0,100.0,83.75,4,3,100.0,75.0,68.75,90.0,21.25
DNA_E29FF0440092,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_E3336332A6D5,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_E3A1FE45AED7,4,69.23076923076923,100.0,83.75,4,4,100.0,100.0,84.61538461538461,83.75,-0.8653846153846132
DNA_E3E076C0C2A8,4,100.0,100.0,100.0,4,4,100.0,100.0,100.0,100.0,0.0
DNA_E3F37591A376,4,100.0,100.0,100.0,4,4,100.0,100.0,100.0,100.0,0.0
DNA_E744B5FCC88E,2,100.0,100.0,100.0,2,2,100.0,100.0,100.0,100.0,0.0
DNA_E851B889C196,4,50.0,100.0,100.0,4,3,100.0,75.0,100.0,75.0,-25.0
DNA_EA8B627CAB0A,2,50.0,100.0,75.0,2,1,100.0,50.0,50.0,100.0,50.0
DNA_EBA78324FDA9,3,0.0,100.0,33.333333333333336,1,1,33.333333333333336,33.333333333333336,0.0,33.333333333333336,33.333333333333336
DNA_EBF35E328EE8,3,0.0,100.0,50.0,2,1,66.66666666666667,33.333333333333336,50.0,100.0,50.0
DNA_EDAF64BFBF50,3,0.0,50.0,0.0,1,0,33.333333333333336,0.0,50.0,0.0,-50.0
DNA_EF2D362205FC,3,0.0,100.0,83.33333333333333,2,2,66.66666666666667,66.66666666666667,0.0,100.0,100.0
DNA_EF361E9CFF98,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,100.0,100.0,0.0
DNA_EF5299932931,3,0.0,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,100.0,0.0
DNA_F086F40D1616,2,50.0,66.66666666666667,58.333333333333336,2,1,100.0,50.0,50.0,66.66666666666667,16.66666666666667
DNA_F31DAF631022,4,0.0,75.0,53.333333333333336,2,2,50.0,50.0,20.0,70.83333333333334,50.83333333333334
DNA_F39FC5A561B0,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0
DNA_F4AED977ED52,3,33.333333333333336,100.0,100.0,2,2,66.66666666666667,66.66666666666667,100.0,33.333333333333336,-66.66666666666666
DNA_F4EFDE913E65,4,0.0,100.0,25.0,2,1,50.0,25.0,25.0,50.0,25.0
DNA_F545FC110364,4,50.0,88.88888888888889,59.5959595959596,4,2,100.0,50.0,69.44444444444444,59.5959595959596,-9.848484848484844
DNA_F7CCC5382459,4,50.0,100.0,83.33333333333333,4,3,100.0,75.0,91.66666666666666,66.66666666666666,-25.0
DNA_F8D212E57228,4,60.0,100.0,66.66666666666667,4,4,100.0,100.0,63.333333333333336,83.33333333333334,20.000000000000007
DNA_F91142E96C6B,3,100.0,100.0,100.0,3,3,100.0,100.0,100.0,100.0,0.0
DNA_FA7BD00B022E,3,0.0,100.0,66.66666666666667,2,2,66.66666666666667,66.66666666666667,66.66666666666667,100.0,33.33333333333333
DNA_FBEDD15D0B95,3,50.0,100.0,100.0,3,2,100.0,66.66666666666667,50.0,100.0,50.0
DNA_FD7242040785,3,40.0,75.0,60.0,2,2,66.66666666666667,66.66666666666667,40.0,75.0,35.0
