cluster,ajuste_estrutura__mudanca_total_z,ajuste_estrutura__inicio_meio_z,ajuste_estrutura__meio_fim_z,ajuste_estrutura__nivel_final_z,ajuste_estrutura_compra__mudanca_total_z,ajuste_estrutura_compra__inicio_meio_z,ajuste_estrutura_compra__meio_fim_z,ajuste_estrutura_compra__nivel_final_z,ajuste_estrutura_venda__mudanca_total_z,ajuste_estrutura_venda__inicio_meio_z,ajuste_estrutura_venda__meio_fim_z,ajuste_estrutura_venda__nivel_final_z,confirmacoes_candidata__mudanca_total_z,confirmacoes_candidata__inicio_meio_z,confirmacoes_candidata__meio_fim_z,confirmacoes_candidata__nivel_final_z,campanha_entradas__mudanca_total_z,campanha_entradas__inicio_meio_z,campanha_entradas__meio_fim_z,campanha_entradas__nivel_final_z
0,0.20801673033862267,-0.05213642987855728,0.24338610374772546,0.14064808145904062,-1.0313536402101524,-0.14734408691009626,-1.0101677266502544,-0.6741160174854324,2.2438624295773937,-0.020705236978481843,5.392403739893477,1.475378509784271,0.018017511952036085,0.13368714367055634,-0.11566963171852034,0.21731096593514704,-0.1396682374366014,-0.004373932630003468,-0.1352943048065978,-0.09754762780932516
1,-0.10410321661232941,0.04013318030437861,-0.13278628138754892,-0.2180670186139107,0.22584979061087737,0.02388430055976312,0.22959209253170182,0.269037973180916,-0.5474920868934312,0.013318474956322764,-1.340233453284141,-0.24400440894078662,0.019557892515844492,-0.041440788508831525,0.06099868102467648,0.17815805455521577,-0.022560532618234805,-0.015193689514309628,-0.007366843103924707,-0.004279630774750482
