id;data_hora;data_qt;lado;preco_entrada;gain;stop;stop_protegido;protecionado;tp_mt5;sl_mt5;protecao_pontos;regra;taxa_historica;motivo_x;status;mfe_mt5;mae_mt5;tempo_mfe_s;tempo_mae_s;tempo_resultado_s;preco_resultado;resultado_mt5;spread_qt;agressor_compra;agressor_venda;delta_agressor;imbalance;dia;hora;offset_preco;offset_pontos;aprovado;executado;motivo_y;ticket;offset_faixa;executado_ea
20260716153626;2026-07-16 15:36:26;2026-07-16 15:36:26.637;VENDA;29233,25;29218,25;29278,25;29233,25;True;1500;4500;1050,0;VENDA_FORTE_1500_spread_askbaixo;86,83;spread_qt 1.00 < 1.25 | agressor_compra 0.00 < 1;PROTEGIDO;1100,0;-400,0;23,63;2,3;67,4;29233,25;0;1,0;0;1;-1;1,0;2026-07-16;15;-197,72;-19772;NAO;NAO;BLOQUEADO_OFFSET;0;-199,99 a -190;False
