indice_base;dia_teste;classe_real;probabilidade_impulso;dna_score;alerta_dna;classe_prevista
798;2026-07-14;0;0,02561904761904762;2,561904761904762;False;0
799;2026-07-14;0;0,0158;1,58;False;0
800;2026-07-14;0;0,028937586489310628;2,8937586489310627;False;0
801;2026-07-14;0;0,0079375;0,79375;False;0
802;2026-07-14;0;0,013958333333333333;1,3958333333333333;False;0
803;2026-07-14;0;0,11618614528939017;11,618614528939016;False;0
804;2026-07-14;0;0,027281576962768915;2,7281576962768916;False;0
805;2026-07-14;0;0,03922047873306454;3,9220478733064543;False;0
806;2026-07-14;0;0,013596190476190475;1,3596190476190475;False;0
807;2026-07-14;0;0,009417483660130718;0,9417483660130719;False;0
808;2026-07-14;0;0,11630929622310057;11,630929622310058;False;0
809;2026-07-14;0;0,027172482256305787;2,7172482256305788;False;0
810;2026-07-14;0;0,06305370800121077;6,305370800121077;False;0
811;2026-07-14;0;0,14262701390807772;14,262701390807772;False;0
812;2026-07-14;0;0,09212454715219422;9,212454715219422;False;0
813;2026-07-14;0;0,02383333333333333;2,3833333333333333;False;0
814;2026-07-14;0;0,1125721411371566;11,25721411371566;False;0
815;2026-07-14;0;0,08879297924297924;8,879297924297925;False;0
816;2026-07-14;0;0,044921214517190125;4,4921214517190124;False;0
817;2026-07-14;0;0,04736149572649573;4,736149572649573;False;0
818;2026-07-14;0;0,009548654244306417;0,9548654244306417;False;0
819;2026-07-14;0;0,033650757575757584;3,3650757575757586;False;0
820;2026-07-14;0;0,11388250200391131;11,38825020039113;False;0
821;2026-07-14;0;0,08100758757525998;8,100758757525998;False;0
822;2026-07-14;0;0,10728844925321908;10,728844925321908;False;0
823;2026-07-14;0;0,0764751640287244;7,64751640287244;False;0
824;2026-07-14;0;0,011712820512820514;1,1712820512820514;False;0
825;2026-07-14;0;0,037353307907396424;3,7353307907396425;False;0
826;2026-07-14;0;0,021387626728110596;2,1387626728110596;False;0
827;2026-07-14;0;0,009695396419437341;0,9695396419437341;False;0
828;2026-07-14;0;0,3949493648902809;39,494936489028085;False;0
829;2026-07-14;0;0,10766259679298582;10,766259679298582;False;0
830;2026-07-14;0;0,07985096669003496;7,985096669003496;False;0
831;2026-07-14;0;0,03689816131580838;3,6898161315808378;False;0
832;2026-07-14;0;0,0406530701754386;4,06530701754386;False;0
833;2026-07-14;0;0,07758504281056618;7,758504281056617;False;0
834;2026-07-14;0;0,04466070641332378;4,466070641332378;False;0
835;2026-07-14;0;0,03335307108350587;3,3353071083505865;False;0
836;2026-07-14;0;0,02908380873451;2,908380873451;False;0
837;2026-07-14;0;0,1030323379930669;10,303233799306689;False;0
838;2026-07-14;0;0,1800126407411151;18,001264074111507;False;0
839;2026-07-14;0;0,3497878390777347;34,97878390777347;False;0
840;2026-07-14;0;0,11717200485721481;11,71720048572148;False;0
841;2026-07-14;0;0,049846123218349254;4,984612321834925;False;0
842;2026-07-14;0;0,07948836184455378;7,948836184455378;False;0
843;2026-07-14;0;0,04096840972364259;4,096840972364259;False;0
844;2026-07-14;0;0,1129156437731515;11,291564377315149;False;0
845;2026-07-14;0;0,009862068965517242;0,9862068965517242;False;0
846;2026-07-14;0;0,02352402977139819;2,352402977139819;False;0
847;2026-07-14;0;0,038828444459976;3,8828444459975997;False;0
848;2026-07-14;0;0,058889177695369645;5,888917769536964;False;0
849;2026-07-14;0;0,015335281385281386;1,5335281385281385;False;0
850;2026-07-14;0;0,16298602945358573;16,298602945358574;False;0
851;2026-07-14;0;0,021213095238095236;2,1213095238095234;False;0
852;2026-07-14;0;0,03941211825414983;3,941211825414983;False;0
853;2026-07-14;0;0,07233079716713617;7,2330797167136165;False;0
854;2026-07-14;0;0,01930632078918524;1,930632078918524;False;0
855;2026-07-14;0;0,0406652978600347;4,0665297860034695;False;0
856;2026-07-14;0;0,011538676236044659;1,1538676236044658;False;0
857;2026-07-14;0;0,04297221319743059;4,297221319743059;False;0
858;2026-07-14;0;0,009633304916169367;0,9633304916169366;False;0
859;2026-07-14;0;0,03479435154217763;3,479435154217763;False;0
860;2026-07-14;0;0,015583333333333333;1,5583333333333333;False;0
861;2026-07-14;0;0,021391762866762868;2,1391762866762867;False;0
862;2026-07-14;0;0,042193102097045854;4,219310209704585;False;0
863;2026-07-14;0;0,027576140350877194;2,7576140350877196;False;0
864;2026-07-14;0;0,02352217046238786;2,3522170462387857;False;0
865;2026-07-14;0;0,0078000000000000005;0,78;False;0
866;2026-07-14;0;0,0462556981949565;4,62556981949565;False;0
867;2026-07-14;0;0,04202940220753314;4,202940220753313;False;0
868;2026-07-14;0;0,04796031625555245;4,796031625555245;False;0
869;2026-07-14;0;0,025393454644155905;2,5393454644155904;False;0
870;2026-07-14;0;0,14298193882378624;14,298193882378623;False;0
871;2026-07-14;0;0,13121898472904373;13,121898472904373;False;0
872;2026-07-14;0;0,3102018531745888;31,020185317458882;False;0
873;2026-07-14;0;0,08167739894668528;8,167739894668529;False;0
874;2026-07-14;0;0,04073214755479461;4,073214755479461;False;0
875;2026-07-14;0;0,055053896103896105;5,50538961038961;False;0
876;2026-07-14;0;0,18303561790950806;18,303561790950805;False;0
877;2026-07-14;0;0,16980937754581996;16,980937754581994;False;0
878;2026-07-14;0;0,019555386178861787;1,9555386178861787;False;0
879;2026-07-14;0;0,07629729256250996;7,629729256250996;False;0
