filtro;tp;sl;protecao_pct;trades;gains;losses;protegidos;timeouts;fim_dados;positivos;negativos;taxa_gain_pct;taxa_sem_loss_pct;resultado_total;media_trade;profit_factor;drawdown_max;maior_seq_losses;tempo_medio_s;sinais_ignorados_posicao_aberta
AJUSTE_GE_8;2000;1500;SEM_PROTECAO;180;77;92;0;11;0;82;98;42,77777777777778;48,888888888888886;17325,0;96,25;1,122114537444934;-15425,0;6;1561,9722222222222;25
TODAS;1600;1800;0.8;285;144;116;10;15;0;150;125;50,526315789473685;59,29824561403509;17100,0;60,0;1,078404401650619;-30125,0;5;1142,0070175438595;39
TODAS;1800;1800;0.8;277;129;119;12;17;0;137;128;46,57039711191336;57,03971119133574;17000,0;61,371841155234655;1,0760626398210291;-35400,0;5;1198,7545126353791;47
AJUSTE_GE_8;1400;1500;0.8;192;98;79;5;10;0;102;85;51,041666666666664;58,854166666666664;16775,0;87,36979166666667;1,1370786516853932;-15750,0;5;1422,578125;13
AJUSTE_EQ_12;1600;1800;0.7;135;71;51;6;7;0;71;58;52,592592592592595;62,22222222222222;15725,0;116,48148148148148;1,1606641123882504;-14600,0;4;482,36296296296297;6
TODAS;2000;2000;0.5;270;117;108;27;18;0;125;118;43,333333333333336;60,0;15700,0;58,148148148148145;1,0692850838481907;-36100,0;5;1234,411111111111;54
TODAS;2000;2000;0.6;268;118;109;23;18;0;126;119;44,02985074626866;59,32835820895522;15700,0;58,582089552238806;1,068678915135608;-36100,0;5;1245,25;56
AJUSTE_EQ_12;1400;1500;SEM_PROTECAO;134;73;56;0;5;0;73;61;54,47761194029851;58,208955223880594;15550,0;116,04477611940298;1,1794575879976918;-10900,0;4;478,8955223880597;7
AJUSTE_GE_8;1200;1200;SEM_PROTECAO;192;99;85;0;8;0;102;90;51,5625;55,729166666666664;15550,0;80,98958333333333;1,1485905398948877;-11725,0;5;1416,9635416666667;13
AJUSTE_EQ_12;1800;1800;0.6;132;63;51;11;7;0;63;58;47,72727272727273;61,36363636363637;15525,0;117,61363636363636;1,1586206896551725;-15800,0;4;503,9621212121212;9
TODAS;2000;1800;SEM_PROTECAO;265;121;125;0;19;0;129;136;45,660377358490564;52,83018867924528;14750,0;55,660377358490564;1,0626194014009764;-36775,0;7;1272,0981132075472;59
AJUSTE_GE_8;2000;1800;0.5;184;75;75;22;12;0;80;82;40,76086956521739;59,23913043478261;14675,0;79,7554347826087;1,104429816758584;-22100,0;5;1514,4728260869565;21
AJUSTE_EQ_12;2000;1800;0.7;128;58;53;10;7;0;58;60;45,3125;58,59375;14525,0;113,4765625;1,143138704114314;-15600,0;4;538,578125;13
AJUSTE_EQ_12;1200;1500;0.5;137;76;50;7;4;0;76;54;55,47445255474452;63,503649635036496;14425,0;105,2919708029197;1,1878866818625855;-9075,0;4;448,82481751824815;4
AJUSTE_EQ_12;1200;1500;0.6;137;76;50;7;4;0;76;54;55,47445255474452;63,503649635036496;14425,0;105,2919708029197;1,1878866818625855;-9075,0;4;448,82481751824815;4
AJUSTE_EQ_12;2000;1800;0.6;128;57;52;12;7;0;57;59;44,53125;59,375;14325,0;111,9140625;1,143717080511663;-17600,0;4;535,65625;13
AJUSTE_EQ_12;1600;2000;0.5;137;72;48;11;6;0;72;54;52,55474452554745;64,96350364963503;14000,0;102,18978102189782;1,1383399209486167;-14725,0;4;464,62773722627736;4
AJUSTE_EQ_12;2000;2000;0.5;129;58;48;16;7;0;58;55;44,96124031007752;62,7906976744186;13925,0;107,94573643410853;1,1364192995346558;-15200,0;4;520,1550387596899;12
TODAS;2000;2000;0.7;267;119;111;19;18;0;127;121;44,56928838951311;58,42696629213483;13700,0;51,31086142322097;1,0588993981083406;-36100,0;5;1251,6179775280898;57
AJUSTE_EQ_12;1200;1500;0.7;137;76;50;6;5;0;76;55;55,47445255474452;63,503649635036496;13550,0;98,9051094890511;1,1745009658725047;-9950,0;4;448,82481751824815;4
AJUSTE_EQ_12;2000;1800;0.8;128;58;53;9;8;0;58;61;45,3125;58,59375;13550,0;105,859375;1,1322596388482187;-16575,0;4;539,296875;13
TODAS;1800;1800;SEM_PROTECAO;277;133;125;0;19;0;142;135;48,014440433213;54,87364620938628;13475,0;48,64620938628159;1,0572734034640314;-36375,0;6;1209,5126353790613;47
TODAS;1600;1800;SEM_PROTECAO;283;146;120;0;17;0;153;130;51,590106007067135;57,59717314487632;13175,0;46,5547703180212;1,0582256104297867;-31300,0;5;1158,035335689046;41
AJUSTE_GE_8;1600;1800;0.5;193;93;75;15;10;0;97;81;48,18652849740933;61,13989637305699;12600,0;65,28497409326425;1,0902255639097744;-17975,0;4;1396,1917098445597;12
AJUSTE_GE_8;1400;1500;SEM_PROTECAO;190;98;82;0;10;0;102;88;51,578947368421055;56,8421052631579;12275,0;64,60526315789474;1,0967487684729065;-14700,0;5;1441,6684210526316;15
AJUSTE_GE_8;1800;1800;0.5;189;82;75;20;12;0;87;82;43,386243386243386;60,317460317460316;12275,0;64,94708994708995;1,0873510051592243;-20575,0;4;1461,920634920635;16
AJUSTE_EQ_12;1400;1800;0.5;137;74;48;9;6;0;74;54;54,01459854014598;64,96350364963503;12000,0;87,5912408759124;1,1310043668122272;-12525,0;4;451,56934306569343;4
TODAS;1200;1500;0.5;299;161;119;7;12;0;166;126;53,84615384615385;60,20066889632107;11850,0;39,63210702341137;1,064630488137442;-25500,0;9;1099,9030100334448;25
TODAS;1200;1500;0.6;299;161;119;7;12;0;166;126;53,84615384615385;60,20066889632107;11850,0;39,63210702341137;1,064630488137442;-25500,0;9;1099,9030100334448;25
AJUSTE_EQ_12;1800;2000;0.5;134;63;48;16;7;0;63;55;47,014925373134325;64,17910447761194;11325,0;84,51492537313433;1,1109478324761204;-17000,0;4;491,2835820895522;7
AJUSTE_EQ_12;1400;1800;0.6;137;74;48;8;7;0;74;55;54,01459854014598;64,96350364963503;11125,0;81,2043795620438;1,1203027845363611;-13400,0;4;451,56934306569343;4
TODAS;1200;1500;0.7;299;161;119;6;13;0;166;127;53,84615384615385;60,20066889632107;10975,0;36,7056856187291;1,0595738906228795;-26375,0;9;1099,9030100334448;25
AJUSTE_EQ_12;1200;1500;0.8;135;75;51;4;5;0;75;56;55,55555555555556;62,22222222222222;10850,0;80,37037037037037;1,137081490840177;-9950,0;4;459,4962962962963;6
AJUSTE_EQ_12;1600;1800;0.8;134;70;53;4;7;0;70;60;52,23880597014925;60,44776119402985;10525,0;78,54477611940298;1,1037201281103721;-16400,0;4;489,92537313432837;7
AJUSTE_EQ_12;1600;1800;SEM_PROTECAO;134;71;54;0;9;0;72;62;52,985074626865675;59,701492537313435;10400,0;77,61194029850746;1,0997601918465227;-15775,0;4;506,2238805970149;7
AJUSTE_EQ_12;1800;1800;0.8;131;63;54;7;7;0;63;61;48,091603053435115;58,778625954198475;10125,0;77,29007633587786;1,0980392156862746;-15800,0;4;514,7175572519084;10
AJUSTE_EQ_12;1800;1800;0.7;131;62;53;9;7;0;62;60;47,32824427480916;59,541984732824424;10125,0;77,29007633587786;1,099778270509978;-17600,0;4;511,8625954198473;10
AJUSTE_EQ_12;1600;2000;0.6;135;71;49;8;7;0;71;56;52,592592592592595;63,7037037037037;9525,0;70,55555555555556;1,0915205380735047;-15600,0;4;475,45185185185187;6
AJUSTE_EQ_12;1800;1800;SEM_PROTECAO;131;65;57;0;9;0;66;65;49,61832061068702;56,48854961832061;8400,0;64,12213740458016;1,076607387140903;-18575,0;7;536,1374045801526;10
AJUSTE_GE_8;1600;1800;0.6;191;92;76;12;11;0;96;83;48,167539267015705;60,20942408376963;8325,0;43,58638743455497;1,0584928860003513;-22250,0;5;1413,5968586387435;14
TODAS;1200;1500;0.8;297;160;120;4;13;0;165;128;53,872053872053876;59,5959595959596;8275,0;27,86195286195286;1,044555121819895;-26375,0;9;1109,138047138047;27
AJUSTE_EQ_12;1400;1800;0.7;135;73;49;6;7;0;73;56;54,074074074074076;63,7037037037037;7925,0;58,7037037037037;1,0840625828692654;-13400,0;4;462,2814814814815;6
TODAS;1400;1800;0.5;295;155;113;12;15;0;161;122;52,54237288135593;61,69491525423729;7600,0;25,76271186440678;1,0357310766337564;-31200,0;5;1107,8474576271187;29
AJUSTE_EQ_12;1600;2000;0.7;134;71;50;6;7;0;71;57;52,985074626865675;62,6865671641791;7525,0;56,156716417910445;1,0709403723780344;-16000,0;4;482,4850746268657;7
AJUSTE_EQ_12;1800;2000;0.6;131;63;50;11;7;0;63;57;48,091603053435115;61,83206106870229;7325,0;55,916030534351144;1,0690549139759604;-17200,0;4;504,2519083969466;10
AJUSTE_GE_8;1800;1800;0.6;187;82;78;15;12;0;87;85;43,850267379679146;58,288770053475936;6875,0;36,76470588235294;1,0471132431043344;-24900,0;5;1481,3155080213903;18
AJUSTE_EQ_12;2000;1800;SEM_PROTECAO;127;60;59;0;8;0;60;67;47,24409448818898;53,54330708661417;6750,0;53,1496062992126;1,0596026490066226;-20175,0;7;551,0;14
TODAS;2000;2000;0.8;266;119;114;14;19;0;127;125;44,73684210526316;57,142857142857146;6725,0;25,281954887218046;1,0280705415840552;-37075,0;5;1259,6165413533834;58
AJUSTE_EQ_12;1600;2200;0.5;136;72;47;11;6;0;72;53;52,94117647058823;65,44117647058823;6600,0;48,529411764705884;1,0607734806629834;-17725,0;4;469,3529411764706;5
AJUSTE_EQ_12;2000;2200;0.5;128;58;47;16;7;0;58;54;45,3125;63,28125;6525,0;50,9765625;1,0596026490066226;-18600,0;4;525,984375;13
TODAS;1200;1500;SEM_PROTECAO;296;161;122;0;13;0;166;130;54,391891891891895;58,78378378378378;6475,0;21,875;1,0343091800238442;-26900,0;9;1115,587837837838;28
TODAS;1800;2000;0.5;282;128;111;25;18;0;136;121;45,39007092198582;60,638297872340424;6100,0;21,631205673758867;1,026225279449699;-36900,0;5;1173,5531914893618;42
AJUSTE_EQ_12;2000;2000;0.7;127;58;52;10;7;0;58;59;45,669291338582674;59,05511811023622;5925,0;46,653543307086615;1,0538269361798773;-17200,0;4;539,6456692913385;14
AJUSTE_EQ_12;2000;2000;0.6;127;57;51;12;7;0;57;58;44,881889763779526;59,84251968503937;5925,0;46,653543307086615;1,054823039555864;-19200,0;4;536,7007874015748;14
TODAS;1800;2000;0.6;278;129;112;19;18;0;137;122;46,402877697841724;59,71223021582734;5900,0;21,223021582733814;1,025149190110827;-36900,0;5;1189,0431654676258;46
AJUSTE_GE_8;1200;1500;0.5;195;102;77;7;9;0;106;82;52,30769230769231;60,51282051282051;5850,0;30,0;1,049367088607595;-17800,0;4;1397,1641025641027;10
AJUSTE_GE_8;1200;1500;0.6;195;102;77;7;9;0;106;82;52,30769230769231;60,51282051282051;5850,0;30,0;1,049367088607595;-17800,0;4;1397,1641025641027;10
AJUSTE_GE_8;2000;1800;0.7;182;75;80;15;12;0;80;87;41,20879120879121;56,043956043956044;5675,0;31,181318681318682;1,037953519478348;-23700,0;5;1540,7472527472528;23
AJUSTE_GE_8;2000;1800;0.6;183;74;79;18;12;0;79;86;40,43715846994535;56,830601092896174;5475,0;29,918032786885245;1,0370621086478253;-27500,0;5;1530,8142076502731;22
AJUSTE_GE_8;1200;1500;0.7;195;102;77;6;10;0;106;83;52,30769230769231;60,51282051282051;4975,0;25,512820512820515;1,041675392670157;-18675,0;4;1397,1641025641027;10
AJUSTE_EQ_12;2000;2000;0.8;127;58;52;9;8;0;58;60;45,669291338582674;59,05511811023622;4950,0;38,976377952755904;1,0445745159837911;-18175,0;4;540,3700787401575;14
AJUSTE_GE_8;1600;1800;0.7;191;92;78;10;11;0;96;85;48,167539267015705;59,16230366492147;4725,0;24,73821989528796;1,032379647078979;-25850,0;5;1418,544502617801;14
TODAS;1400;1800;0.6;294;154;114;11;15;0;160;123;52,38095238095238;61,224489795918366;4400,0;14,965986394557824;1,0205128205128204;-31200,0;5;1112,2925170068027;30
AJUSTE_EQ_12;1400;1800;0.8;135;73;51;4;7;0;73;58;54,074074074074076;62,22222222222222;4325,0;32,03703703703704;1,0441890166028096;-15600,0;4;469,2814814814815;6
AJUSTE_EQ_12;1800;2200;0.5;133;63;47;16;7;0;63;54;47,36842105263158;64,66165413533835;3925,0;29,51127819548872;1,0358529344599223;-20000,0;4;496,3157894736842;8
TODAS;1800;2000;0.7;278;129;113;18;18;0;137;123;46,402877697841724;59,35251798561151;3900,0;14,028776978417266;1,0164835164835164;-36900,0;5;1191,136690647482;46
AJUSTE_EQ_12;1200;1500;SEM_PROTECAO;134;74;55;0;5;0;74;60;55,223880597014926;58,95522388059702;3650,0;27,238805970149254;1,0428655314151498;-13250,0;4;473,74626865671644;7
AJUSTE_GE_8;2000;1800;0.8;182;76;82;11;13;0;81;90;41,75824175824176;54,94505494505494;3100,0;17,032967032967033;1,0201168072680078;-22875,0;5;1545,2967032967033;23
TODAS;1600;2000;0.5;288;144;111;17;16;0;150;121;50,0;61,458333333333336;2600,0;9,027777777777779;1,0111779879621667;-34925,0;5;1125,5590277777778;36
AJUSTE_EQ_12;1400;2000;0.5;137;74;48;9;6;0;74;54;54,01459854014598;64,96350364963503;2400,0;17,51824817518248;1,023715415019763;-15725,0;4;451,6569343065693;4
AJUSTE_GE_8;1200;1500;0.8;193;101;78;4;10;0;105;84;52,33160621761658;59,58549222797927;2275,0;11,787564766839377;1,0188210961737332;-21375,0;5;1414,4559585492227;12
AJUSTE_EQ_12;1600;2000;0.8;133;70;52;4;7;0;70;59;52,63157894736842;60,902255639097746;1925,0;14,473684210526315;1,0174880763116056;-18000,0;4;490,57894736842104;8
AJUSTE_EQ_12;1600;2200;0.6;134;71;48;8;7;0;71;55;52,985074626865675;64,17910447761194;1925,0;14,365671641791044;1,0172375195880905;-18600,0;4;480,4179104477612;7
AJUSTE_EQ_12;1600;2000;SEM_PROTECAO;133;71;53;0;9;0;72;61;53,38345864661654;60,150375939849624;1600,0;12,030075187969924;1,0141530296329058;-17375,0;4;507,0;8
AJUSTE_EQ_12;1400;2000;0.6;137;74;48;8;7;0;74;55;54,01459854014598;64,96350364963503;1525,0;11,13138686131387;1,014939995101641;-16600,0;4;451,6569343065693;4
AJUSTE_EQ_12;1800;2000;0.7;130;62;52;9;7;0;62;59;47,69230769230769;60,0;1525,0;11,73076923076923;1,0138541903247786;-19200,0;4;512,7;11
AJUSTE_GE_8;1800;1800;0.8;185;82;81;10;12;0;87;88;44,32432432432432;56,21621621621622;1475,0;7,972972972972973;1,0097472327771353;-23100,0;5;1501,6972972972974;20
AJUSTE_GE_8;1800;1800;0.7;186;81;80;13;12;0;86;87;43,54838709677419;56,98924731182796;1475,0;7,93010752688172;1,0098645711419496;-26700,0;5;1492,1344086021506;19
AJUSTE_EQ_12;1800;2000;0.8;130;63;53;7;7;0;63;60;48,46153846153846;59,23076923076923;1325,0;10,192307692307692;1,0118224403301361;-17400,0;4;515,5769230769231;11
TODAS;1400;1800;0.7;292;153;115;9;15;0;159;124;52,397260273972606;60,61643835616438;1200,0;4,109589041095891;1,0055478502080444;-32600,0;5;1121,7705479452054;32
AJUSTE_GE_8;1400;1800;0.5;194;99;75;10;10;0;103;81;51,03092783505155;61,34020618556701;900,0;4,639175257731959;1,0064446831364124;-22750,0;4;1400,5515463917525;11
TODAS;1400;1800;0.8;291;154;116;6;15;0;160;125;52,92096219931271;60,13745704467354;800,0;2,7491408934707904;1,003668042182485;-34400,0;5;1126,680412371134;33
TODAS;1600;2000;0.7;284;144;112;12;16;0;150;122;50,70422535211268;60,563380281690144;600,0;2,112676056338028;1,0025575447570332;-38525,0;5;1142,6830985915492;40
AJUSTE_GE_8;1400;1800;0.6;194;99;75;9;11;0;103;82;51,03092783505155;61,34020618556701;25,0;0,12886597938144329;1,0001779042874934;-23625,0;4;1400,5515463917525;11
AJUSTE_EQ_12;1600;2200;0.7;133;71;49;6;7;0;71;56;53,38345864661654;63,1578947368421;-275,0;-2,0676691729323307;0,9975850713501646;-19200,0;4;487,54135338345867;8
AJUSTE_GE_8;2000;2000;0.5;184;75;75;22;12;0;80;82;40,76086956521739;59,23913043478261;-325,0;-1,766304347826087;0,9979103038096769;-31500,0;5;1514,5380434782608;21
AJUSTE_EQ_12;1200;1800;0.5;137;76;48;7;6;0;76;54;55,47445255474452;64,96350364963503;-400,0;-2,9197080291970803;0,9956331877729258;-14325,0;4;449,26277372262774;4
AJUSTE_EQ_12;1200;1800;0.6;137;76;48;7;6;0;76;54;55,47445255474452;64,96350364963503;-400,0;-2,9197080291970803;0,9956331877729258;-14325,0;4;449,26277372262774;4
AJUSTE_EQ_12;1800;2200;0.6;130;63;49;11;7;0;63;56;48,46153846153846;62,30769230769231;-475,0;-3,6538461538461537;0,9958287596048299;-20400,0;4;509,5923076923077;11
AJUSTE_EQ_12;1800;2000;SEM_PROTECAO;130;65;56;0;9;0;66;64;50,0;56,92307692307692;-1000,0;-7,6923076923076925;0,9916001679966401;-20375,0;7;537,4461538461538;11
TODAS;1600;2000;0.6;286;143;112;15;16;0;149;122;50,0;60,83916083916084;-1000,0;-3,4965034965034967;0,9957374254049446;-38525,0;5;1135,2902097902097;38
AJUSTE_EQ_12;1400;1800;SEM_PROTECAO;134;73;54;0;7;0;73;61;54,47761194029851;59,701492537313435;-1075,0;-8,022388059701493;0,9895908980876301;-16000,0;4;479,53731343283584;7
AJUSTE_EQ_12;1200;1800;0.7;137;76;48;6;7;0;76;55;55,47445255474452;64,96350364963503;-1275,0;-9,306569343065693;0,986212489862125;-15200,0;4;449,26277372262774;4
AJUSTE_EQ_12;1400;2000;0.7;135;73;49;6;7;0;73;56;54,074074074074076;63,7037037037037;-1875,0;-13,88888888888889;0,9819841460485227;-16600,0;4;462,3703703703704;6
AJUSTE_GE_8;1800;1800;SEM_PROTECAO;185;85;86;0;14;0;91;94;45,945945945945944;53,513513513513516;-2050,0;-11,08108108108108;0,9872907625542467;-23350,0;6;1520,335135135135;20
AJUSTE_EQ_12;2000;2200;0.6;126;57;50;12;7;0;57;57;45,23809523809524;60,317460317460316;-2075,0;-16,46825396825397;0,9821236269653242;-23000,0;4;542,8571428571429;15
AJUSTE_EQ_12;2000;2200;0.7;126;58;51;10;7;0;58;58;46,03174603174603;59,523809523809526;-2275,0;-18,055555555555557;0,9807651659268654;-21000,0;4;545,8253968253969;15
AJUSTE_GE_8;1600;1800;0.8;190;91;81;7;11;0;95;88;47,89473684210526;57,36842105263158;-2275,0;-11,973684210526315;0,9849661324962828;-27650,0;5;1430,0105263157895;15
AJUSTE_GE_8;1600;2000;0.5;193;93;75;15;10;0;97;81;48,18652849740933;61,13989637305699;-2400,0;-12,435233160621761;0,9844810863239574;-27575,0;4;1396,2538860103627;12
AJUSTE_GE_8;1600;1800;SEM_PROTECAO;189;93;83;0;13;0;98;91;49,20634920634921;56,08465608465608;-2600,0;-13,756613756613756;0,9833226427196922;-22575,0;5;1450,3650793650793;16
AJUSTE_GE_8;1800;2000;0.5;189;82;75;20;12;0;87;82;43,386243386243386;60,317460317460316;-2725,0;-14,417989417989418;0,9824787011734448;-28700,0;4;1461,984126984127;16
AJUSTE_EQ_12;2000;2000;SEM_PROTECAO;126;60;58;0;8;0;60;66;47,61904761904762;53,96825396825397;-3050,0;-24,206349206349206;0,9752133279154815;-22175,0;7;552,2619047619048;15
AJUSTE_GE_8;1400;1800;0.7;192;98;76;7;11;0;102;83;51,041666666666664;60,416666666666664;-3175,0;-16,536458333333332;0,9776919023362024;-26825,0;5;1417,96875;13
AJUSTE_EQ_12;2000;2200;0.8;126;58;51;9;8;0;58;59;46,03174603174603;59,523809523809526;-3250,0;-25,793650793650794;0,9727463312368972;-21975,0;4;546,5555555555555;15
TODAS;1600;2000;0.8;284;144;114;10;16;0;150;124;50,70422535211268;59,859154929577464;-3400,0;-11,971830985915492;0,9857502095557418;-40525,0;5;1145,5845070422536;40
AJUSTE_EQ_12;1400;2200;0.5;137;75;47;9;6;0;75;53;54,74452554744526;65,69343065693431;-3600,0;-26,277372262773724;0,9668508287292817;-19725,0;4;453,13138686131384;4
AJUSTE_EQ_12;1400;2000;0.8;134;73;50;4;7;0;73;57;54,47761194029851;62,6865671641791;-3875,0;-28,917910447761194;0,9634692434598162;-17200,0;4;469,3059701492537;7
TODAS;1800;2000;0.8;276;129;117;12;18;0;137;127;46,73913043478261;57,608695652173914;-4100,0;-14,855072463768115;0,9832379394930498;-38700,0;5;1202,7282608695652;48
AJUSTE_EQ_12;1200;1800;0.8;135;75;49;4;7;0;75;56;55,55555555555556;63,7037037037037;-4275,0;-31,666666666666668;0,954653937947494;-15200,0;4;459,94074074074075;6
AJUSTE_EQ_12;1400;2200;0.6;137;75;47;8;7;0;75;54;54,74452554744526;65,69343065693431;-4475,0;-32,66423357664234;0,9591230874628911;-20600,0;4;453,13138686131384;4
AJUSTE_GE_8;1200;1500;SEM_PROTECAO;192;100;82;0;10;0;104;88;52,083333333333336;57,291666666666664;-4925,0;-25,651041666666668;0,9611822660098522;-25875,0;5;1429,375;13
TODAS;1400;1800;SEM_PROTECAO;290;155;120;0;15;0;161;129;53,44827586206897;58,62068965517241;-5000,0;-17,24137931034483;0,9778073679538394;-34800,0;5;1134,796551724138;34
TODAS;2000;2200;0.5;268;116;107;27;18;0;124;117;43,28358208955224;60,07462686567164;-5700,0;-21,26865671641791;0,9768292682926829;-42825,0;5;1244,044776119403;56
TODAS;2000;2200;0.6;266;117;108;23;18;0;125;118;43,984962406015036;59,3984962406015;-5900,0;-22,18045112781955;0,976228847703465;-45025,0;5;1255,0864661654136;58
AJUSTE_EQ_12;1600;2200;0.8;132;70;51;4;7;0;70;58;53,03030303030303;61,36363636363637;-6275,0;-47,53787878787879;0,9469456774466286;-21400,0;4;495,8333333333333;9
AJUSTE_EQ_12;2000;2200;SEM_PROTECAO;124;60;55;0;9;0;61;63;48,38709677419355;55,645161290322584;-6525,0;-52,62096774193548;0,9490433424443576;-20650,0;7;569,8870967741935;17
AJUSTE_EQ_12;1800;2200;0.7;129;62;51;9;7;0;62;58;48,06201550387597;60,46511627906977;-6675,0;-51,74418604651163;0,9435637285986049;-22600,0;4;518,2480620155038;12
AJUSTE_GE_8;1800;2000;0.6;186;82;77;15;12;0;87;84;44,086021505376344;58,60215053763441;-6725,0;-36,155913978494624;0,9578435981821031;-32700,0;5;1486,774193548387;19
AJUSTE_GE_8;1400;1800;0.8;192;98;78;5;11;0;102;85;51,041666666666664;59,375;-6775,0;-35,286458333333336;0,9535720404317286;-30425,0;5;1422,890625;13
AJUSTE_EQ_12;1600;2200;SEM_PROTECAO;132;71;52;0;9;0;72;60;53,78787878787879;60,60606060606061;-6800,0;-51,515151515151516;0,9440098806093042;-20775,0;4;512,3787878787879;9
AJUSTE_GE_8;1600;2000;0.6;191;92;76;12;11;0;96;83;48,167539267015705;60,20942408376963;-6875,0;-35,99476439790576;0,9563561339469926;-32050,0;5;1413,6596858638743;14
AJUSTE_EQ_12;1800;2200;0.8;129;63;52;7;7;0;63;59;48,83720930232558;59,689922480620154;-7075,0;-54,84496124031008;0,9412741232620876;-20800,0;4;521,1472868217054;12
AJUSTE_EQ_12;1600;2500;0.5;136;72;47;11;6;0;72;53;52,94117647058823;65,44117647058823;-7500,0;-55,14705882352941;0,9388753056234719;-23525,0;4;475,11764705882354;5
TODAS;2000;2000;SEM_PROTECAO;264;121;123;0;20;0;129;135;45,833333333333336;53,40909090909091;-7550,0;-28,598484848484848;0,9707194105099864;-41075,0;7;1276,435606060606;60
AJUSTE_EQ_12;2000;2500;0.5;128;58;47;16;7;0;58;54;45,3125;63,28125;-7575,0;-59,1796875;0,9387011936071212;-23700,0;4;532,109375;13
AJUSTE_EQ_12;1400;2200;0.7;135;74;48;6;7;0;74;55;54,81481481481482;64,44444444444444;-8075,0;-59,81481481481482;0,9276919632863219;-20600,0;4;463,9555555555556;6
TODAS;1600;2000;SEM_PROTECAO;282;146;118;0;18;0;153;129;51,773049645390074;58,156028368794324;-8125,0;-28,81205673758865;0,9671816621225892;-37250,0;5;1161,7801418439717;42
TODAS;2000;2200;0.7;265;118;110;19;18;0;126;120;44,528301886792455;58,490566037735846;-8300,0;-31,32075471698113;0,9671417260490894;-40825,0;5;1262,1094339622641;59
AJUSTE_GE_8;2000;2000;0.7;181;75;79;15;12;0;80;86;41,43646408839779;56,353591160220994;-8325,0;-45,994475138121544;0,9490903531570096;-31500,0;5;1547,1049723756905;24
AJUSTE_GE_8;2000;2000;0.6;182;74;78;18;12;0;79;85;40,65934065934066;57,142857142857146;-8325,0;-45,74175824175824;0,9484599907135118;-35500,0;5;1537,010989010989;23
TODAS;1800;2000;SEM_PROTECAO;276;133;123;0;20;0;142;134;48,18840579710145;55,43478260869565;-8825,0;-31,97463768115942;0,9657381345239251;-39875,0;6;1213,659420289855;48
AJUSTE_GE_8;1600;2000;0.7;190;92;77;10;11;0;96;84;48,421052631578945;59,473684210526315;-8875,0;-46,71052631578947;0,9443660868202476;-34050,0;5;1423,5578947368422;15
AJUSTE_GE_8;2000;1800;SEM_PROTECAO;180;77;90;0;13;0;82;98;42,77777777777778;50,0;-9300,0;-51,666666666666664;0,9448071216617211;-28675,0;6;1568,9611111111112;25
AJUSTE_EQ_12;1400;2000;SEM_PROTECAO;133;73;53;0;7;0;73;60;54,88721804511278;60,150375939849624;-9875,0;-74,24812030075188;0,9118893598037029;-17800,0;4;480,1127819548872;8
AJUSTE_EQ_12;1200;2000;0.5;137;76;48;7;6;0;76;54;55,47445255474452;64,96350364963503;-10000,0;-72,99270072992701;0,9011857707509882;-18325,0;4;449,35036496350364;4
AJUSTE_EQ_12;1200;2000;0.6;137;76;48;7;6;0;76;54;55,47445255474452;64,96350364963503;-10000,0;-72,99270072992701;0,9011857707509882;-18325,0;4;449,35036496350364;4
AJUSTE_EQ_12;1800;2200;SEM_PROTECAO;129;65;55;0;9;0;66;63;50,3875968992248;57,36434108527132;-10000,0;-77,51937984496124;0,9219055056618508;-23975,0;7;543,4728682170543;12
AJUSTE_EQ_12;1800;2500;0.5;133;63;47;16;7;0;63;54;47,36842105263158;64,66165413533835;-10175,0;-76,50375939849624;0,9176613392676513;-24500,0;4;502,2105263157895;8
AJUSTE_EQ_12;1400;2200;0.8;134;74;49;4;7;0;74;56;55,223880597014926;63,43283582089552;-10275,0;-76,67910447761194;0,9097694840834248;-21400,0;4;470,9029850746269;7
AJUSTE_EQ_12;1600;3200;0.5;134;76;39;11;7;1;77;46;56,71641791044776;70,8955223880597;-10600,0;-79,1044776119403;0,9202857680015041;-23275,0;4;541,2835820895523;7
AJUSTE_EQ_12;2000;3200;0.5;124;59;39;17;9;0;61;46;47,58064516129032;68,54838709677419;-10675,0;-86,08870967741936;0,9184336198662846;-24325,0;4;612,9758064516129;17
AJUSTE_EQ_12;1200;2000;0.7;137;76;48;6;7;0;76;55;55,47445255474452;64,96350364963503;-10875,0;-79,37956204379562;0,893460690668626;-19200,0;4;449,35036496350364;4
AJUSTE_GE_8;2000;2000;0.8;181;76;81;11;13;0;81;89;41,988950276243095;55,248618784530386;-11300,0;-62,430939226519335;0,9329376854599406;-30475,0;5;1551,6795580110497;24
AJUSTE_GE_8;1400;1800;SEM_PROTECAO;190;98;81;0;11;0;102;88;51,578947368421055;57,36842105263158;-12175,0;-64,07894736842105;0,9195440277548323;-29025,0;5;1442,121052631579;15
AJUSTE_EQ_12;1600;2500;0.7;133;71;48;6;8;0;72;55;53,38345864661654;63,909774436090224;-12450,0;-93,60902255639098;0,901249256395003;-23500,0;4;495,9323308270677;8
AJUSTE_EQ_12;1600;2500;0.6;134;71;48;8;7;0;71;55;52,985074626865675;64,17910447761194;-12475,0;-93,09701492537313;0,9010509617291295;-24400,0;4;486,2686567164179;7
