entrada_hora;entrada_preco;lado;tp;sl;protecao_pct;protegido_ativado;mfe;mae;score_entrada;score_oposto;diferenca_score;ajuste_estrutura;estrutura;estrutura_bruta;saida_hora;saida_preco;tempo_s;status;resultado_mt5;mfe_mt5;mae_mt5
2026-07-21 13:54:55;29346,5;COMPRA;2000;1200;0,6;False;0,0;-1650,0;100;8;92;12;ALTA;ALTA;2026-07-21 14:25:07;29330,0;1812,0;LOSS;-1200,0;0,0;-1650,0
2026-07-21 14:26:04;29328,25;VENDA;2000;1200;0,6;False;0,0;-3225,0;98;22;76;-2;ALTA;BAIXA;2026-07-21 14:50:23;29360,5;1459,0;LOSS;-1200,0;0,0;-3225,0
2026-07-21 14:55:41;29347,75;COMPRA;2000;1200;0,6;False;300,0;-1550,0;94;26;68;-6;BAIXA;BAIXA;2026-07-21 15:21:36;29332,25;1555,0;LOSS;-1200,0;300,0;-1550,0
2026-07-21 15:32:23;29311,5;VENDA;2000;1200;0,6;False;0,0;-3425,0;100;8;92;12;BAIXA;BAIXA;2026-07-21 15:44:18;29345,75;715,0;LOSS;-1200,0;0,0;-3425,0
2026-07-21 15:46:57;29355,5;COMPRA;2000;1200;0,6;False;0,0;-3125,0;100;12;88;8;ALTA;BAIXA;2026-07-21 15:55:26;29324,25;509,0;LOSS;-1200,0;0,0;-3125,0
2026-07-21 16:05:41;29323,25;COMPRA;2000;1200;0,6;False;0,0;-3250,0;94;22;72;-6;BAIXA;TRANSICAO;2026-07-21 16:30:20;29290,75;1479,0;LOSS;-1200,0;0,0;-3250,0
2026-07-21 16:31:17;29304,5;COMPRA;2000;1200;0,6;True;2075,0;0,0;100;12;88;8;ALTA;BAIXA;2026-07-21 16:36:20;29325,25;303,0;GAIN;2000,0;2075,0;0,0
2026-07-21 16:37:27;29328,0;COMPRA;2000;1200;0,6;True;1700,0;-400,0;100;8;92;12;ALTA;ALTA;2026-07-21 16:59:49;29324,0;1342,0;PROTEGIDO;0,0;1700,0;-400,0
2026-07-21 17:00:47;29295,0;VENDA;2000;1200;0,6;False;0,0;-350,0;100;8;92;12;BAIXA;BAIXA;2026-07-21 17:31:04;29298,5;1817,0;TIMEOUT;-350,0;0,0;-350,0
2026-07-21 17:41:45;29300,5;COMPRA;2000;1200;0,6;False;0,0;-500,0;94;22;72;-6;BAIXA;TRANSICAO;2026-07-21 19:00:24;29295,5;4719,0;TIMEOUT;-500,0;0,0;-500,0
2026-07-21 19:07:51;29289,0;COMPRA;2000;1200;0,6;False;0,0;-1475,0;93;12;81;-6;BAIXA;TRANSICAO;2026-07-21 19:24:58;29274,25;1027,0;LOSS;-1200,0;0,0;-1475,0
2026-07-21 19:28:38;29271,75;VENDA;2000;1200;0,6;False;800,0;-975,0;100;0;100;12;BAIXA;BAIXA;2026-07-21 20:15:39;29280,5;2821,0;TIMEOUT;-875,0;800,0;-975,0
2026-07-21 20:19:28;29296,5;COMPRA;2000;1200;0,6;False;0,0;-325,0;100;8;92;12;ALTA;ALTA;2026-07-21 20:49:43;29293,25;1815,0;TIMEOUT;-325,0;0,0;-325,0
2026-07-21 20:54:11;29279,75;COMPRA;2000;1200;0,6;True;2000,0;0,0;93;20;73;-6;BAIXA;TRANSICAO;2026-07-21 20:59:35;29299,75;324,0;GAIN;2000,0;2000,0;0,0
2026-07-21 21:07:47;29333,0;COMPRA;2000;1200;0,6;False;0,0;-3300,0;100;5;95;8;ALTA;TRANSICAO;2026-07-21 21:27:00;29300,0;1153,0;LOSS;-1200,0;0,0;-3300,0
2026-07-21 21:30:11;29300,25;COMPRA;2000;1200;0,6;False;0,0;-3325,0;100;6;94;8;ALTA;TRANSICAO;2026-07-21 21:47:04;29267,0;1013,0;LOSS;-1200,0;0,0;-3325,0
2026-07-21 21:57:02;29282,0;COMPRA;2000;1200;0,6;False;0,0;-2475,0;100;7;93;12;ALTA;ALTA;2026-07-21 22:01:21;29257,25;259,0;LOSS;-1200,0;0,0;-2475,0
2026-07-21 22:02:07;29245,0;VENDA;2000;1200;0,6;False;1175,0;0,0;100;11;89;8;BAIXA;ALTA;2026-07-21 22:32:19;29233,25;1812,0;TIMEOUT;1175,0;1175,0;0,0
2026-07-21 22:37:15;29255,0;COMPRA;2000;1200;0,6;True;2150,0;0,0;100;8;92;8;ALTA;TRANSICAO;2026-07-21 22:46:56;29276,5;581,0;GAIN;2000,0;2150,0;0,0
2026-07-21 23:00:49;29263,0;VENDA;2000;1200;0,6;True;1525,0;-1725,0;100;8;92;12;BAIXA;BAIXA;2026-07-21 23:29:21;29280,25;1712,0;PROTEGIDO;0,0;1525,0;-1725,0
2026-07-21 23:46:50;29255,25;COMPRA;2000;1200;0,6;False;0,0;-3975,0;94;22;72;-6;BAIXA;TRANSICAO;2026-07-22 00:10:05;29215,5;1395,0;LOSS;-1200,0;0,0;-3975,0
2026-07-22 00:30:18;29262,25;COMPRA;2000;1200;0,6;False;0,0;-3800,0;100;8;92;12;ALTA;ALTA;2026-07-22 00:33:24;29224,25;186,0;LOSS;-1200,0;0,0;-3800,0
2026-07-22 00:45:20;29232,0;COMPRA;2000;1200;0,6;False;0,0;-3175,0;94;22;72;-6;BAIXA;TRANSICAO;2026-07-22 00:53:43;29200,25;503,0;LOSS;-1200,0;0,0;-3175,0
2026-07-22 00:54:29;29196,0;VENDA;2000;1200;0,6;False;0,0;-2975,0;94;22;72;-6;ALTA;TRANSICAO;2026-07-22 01:15:59;29225,75;1290,0;LOSS;-1200,0;0,0;-2975,0
2026-07-22 01:23:49;29236,0;COMPRA;2000;1200;0,6;False;0,0;-3000,0;100;8;92;12;ALTA;ALTA;2026-07-22 01:47:32;29206,0;1423,0;LOSS;-1200,0;0,0;-3000,0
2026-07-22 01:49:18;29211,0;VENDA;2000;1200;0,6;True;1525,0;-25,0;100;8;92;8;BAIXA;TRANSICAO;2026-07-22 01:58:09;29211,25;531,0;PROTEGIDO;0,0;1525,0;-25,0
2026-07-22 02:22:41;29178,0;COMPRA;2000;1200;0,6;False;0,0;-2875,0;94;22;72;-6;BAIXA;TRANSICAO;2026-07-22 02:42:53;29149,25;1212,0;LOSS;-1200,0;0,0;-2875,0
2026-07-22 02:45:07;29146,0;VENDA;2000;1200;0,6;False;0,0;-3100,0;100;8;92;12;BAIXA;BAIXA;2026-07-22 02:52:50;29177,0;463,0;LOSS;-1200,0;0,0;-3100,0
2026-07-22 03:00:09;29172,75;COMPRA;2000;1200;0,6;False;0,0;-3475,0;100;4;96;4;ALTA;RANGE;2026-07-22 03:05:38;29138,0;329,0;LOSS;-1200,0;0,0;-3475,0
2026-07-22 03:15:23;29126,25;VENDA;2000;1200;0,6;True;2850,0;0,0;94;22;72;-6;ALTA;TRANSICAO;2026-07-22 03:18:39;29097,75;196,0;GAIN;2000,0;2850,0;0,0
2026-07-22 03:24:54;29083,0;COMPRA;2000;1200;0,6;True;1950,0;0,0;100;8;92;12;ALTA;ALTA;2026-07-22 03:46:20;29083,0;1286,0;PROTEGIDO;0,0;1950,0;0,0
2026-07-22 03:51:11;29077,5;COMPRA;2000;1200;0,6;True;2050,0;0,0;100;8;92;12;ALTA;ALTA;2026-07-22 03:53:11;29098,0;120,0;GAIN;2000,0;2050,0;0,0
2026-07-22 03:56:25;29092,5;COMPRA;2000;1200;0,6;False;0,0;-3175,0;94;26;68;-6;BAIXA;BAIXA;2026-07-22 04:07:08;29060,75;643,0;LOSS;-1200,0;0,0;-3175,0
2026-07-22 04:11:35;29078,0;COMPRA;2000;1200;0,6;True;2025,0;0,0;100;0;100;8;ALTA;TRANSICAO;2026-07-22 04:14:25;29098,25;170,0;GAIN;2000,0;2025,0;0,0
2026-07-22 04:19:06;29111,0;COMPRA;2000;1200;0,6;False;0,0;-2525,0;100;8;92;12;ALTA;ALTA;2026-07-22 04:31:51;29085,75;765,0;LOSS;-1200,0;0,0;-2525,0
2026-07-22 04:38:33;29073,25;COMPRA;2000;1200;0,6;False;0,0;-4325,0;98;22;76;-2;BAIXA;ALTA;2026-07-22 04:42:00;29030,0;207,0;LOSS;-1200,0;0,0;-4325,0
2026-07-22 04:42:36;29040,5;COMPRA;2000;1200;0,6;True;2075,0;0,0;94;21;73;-6;BAIXA;TRANSICAO;2026-07-22 04:44:38;29061,25;122,0;GAIN;2000,0;2075,0;0,0
2026-07-22 04:48:54;29048,25;VENDA;2000;1200;0,6;False;0,0;-3000,0;98;21;77;-2;ALTA;BAIXA;2026-07-22 05:04:58;29078,25;964,0;LOSS;-1200,0;0,0;-3000,0
2026-07-22 05:10:39;29088,75;VENDA;2000;1200;0,6;True;2200,0;0,0;100;1;99;12;BAIXA;BAIXA;2026-07-22 05:12:41;29066,75;122,0;GAIN;2000,0;2200,0;0,0
2026-07-22 05:13:54;29073,0;COMPRA;2000;1200;0,6;True;2050,0;0,0;88;15;73;-6;BAIXA;TRANSICAO;2026-07-22 05:22:38;29093,5;524,0;GAIN;2000,0;2050,0;0,0
2026-07-22 05:30:48;29110,5;COMPRA;2000;1200;0,6;False;0,0;-2950,0;100;0;100;8;ALTA;TRANSICAO;2026-07-22 05:45:06;29081,0;858,0;LOSS;-1200,0;0,0;-2950,0
2026-07-22 05:45:54;29099,25;COMPRA;2000;1200;0,6;True;2325,0;0,0;93;12;81;-6;BAIXA;TRANSICAO;2026-07-22 06:02:37;29122,5;1003,0;GAIN;2000,0;2325,0;0,0
2026-07-22 06:08:33;29143,75;VENDA;2000;1200;0,6;True;3475,0;-300,0;98;19;79;-2;ALTA;BAIXA;2026-07-22 06:33:31;29109,0;1498,0;GAIN;2000,0;3475,0;-300,0
2026-07-22 06:49:30;29116,5;VENDA;2000;1200;0,6;True;2200,0;0,0;93;20;73;-6;ALTA;TRANSICAO;2026-07-22 06:53:24;29094,5;234,0;GAIN;2000,0;2200,0;0,0
2026-07-22 07:02:26;29145,0;COMPRA;2000;1200;0,6;False;0,0;-2825,0;100;8;92;8;ALTA;TRANSICAO;2026-07-22 07:17:23;29116,75;897,0;LOSS;-1200,0;0,0;-2825,0
2026-07-22 07:19:13;29137,5;COMPRA;2000;1200;0,6;True;2025,0;0,0;100;6;94;12;ALTA;ALTA;2026-07-22 07:20:52;29157,75;99,0;GAIN;2000,0;2025,0;0,0
2026-07-22 07:30:57;29165,75;COMPRA;2000;1200;0,6;False;0,0;-2750,0;100;12;88;8;ALTA;BAIXA;2026-07-22 07:39:58;29138,25;541,0;LOSS;-1200,0;0,0;-2750,0
2026-07-22 07:48:37;29153,0;COMPRA;2000;1200;0,6;True;1825,0;0,0;100;7;93;8;ALTA;TRANSICAO;2026-07-22 08:00:10;29153,0;693,0;PROTEGIDO;0,0;1825,0;0,0
2026-07-22 08:03:52;29148,75;VENDA;2000;1200;0,6;True;4275,0;0,0;100;7;93;12;BAIXA;BAIXA;2026-07-22 08:27:03;29106,0;1391,0;GAIN;2000,0;4275,0;0,0
2026-07-22 08:37:17;29106,5;VENDA;2000;1200;0,6;True;2050,0;0,0;100;8;92;12;BAIXA;BAIXA;2026-07-22 08:40:34;29086,0;197,0;GAIN;2000,0;2050,0;0,0
2026-07-22 08:46:57;29051,75;COMPRA;2000;1200;0,6;True;2150,0;0,0;100;0;100;4;ALTA;RANGE;2026-07-22 08:48:11;29073,25;74,0;GAIN;2000,0;2150,0;0,0
2026-07-22 08:56:11;29057,25;VENDA;2000;1200;0,6;True;2300,0;0,0;100;8;92;8;BAIXA;TRANSICAO;2026-07-22 09:03:33;29034,25;442,0;GAIN;2000,0;2300,0;0,0
2026-07-22 09:05:12;29038,5;COMPRA;2000;1200;0,6;False;0,0;-3150,0;100;3;97;12;ALTA;ALTA;2026-07-22 09:21:51;29007,0;999,0;LOSS;-1200,0;0,0;-3150,0
2026-07-22 09:24:07;29002,25;VENDA;2000;1200;0,6;False;0,0;-3450,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 09:30:29;29036,75;382,0;LOSS;-1200,0;0,0;-3450,0
2026-07-22 09:31:56;29058,75;COMPRA;2000;1200;0,6;False;0,0;-3800,0;100;10;90;12;ALTA;ALTA;2026-07-22 09:48:28;29020,75;992,0;LOSS;-1200,0;0,0;-3800,0
2026-07-22 09:50:09;29021,75;COMPRA;2000;1200;0,6;True;2075,0;0,0;100;12;88;8;ALTA;BAIXA;2026-07-22 09:53:39;29042,5;210,0;GAIN;2000,0;2075,0;0,0
2026-07-22 09:56:21;29042,0;COMPRA;2000;1200;0,6;False;0,0;-4975,0;94;22;72;-6;BAIXA;TRANSICAO;2026-07-22 09:57:23;28992,25;62,0;LOSS;-1200,0;0,0;-4975,0
2026-07-22 10:09:16;29057,5;COMPRA;2000;1200;0,6;True;2000,0;0,0;100;8;92;12;ALTA;ALTA;2026-07-22 10:19:54;29077,5;638,0;GAIN;2000,0;2000,0;0,0
2026-07-22 10:36:25;29133,75;VENDA;2000;1200;0,6;False;0,0;-2375,0;100;8;92;12;BAIXA;BAIXA;2026-07-22 10:39:54;29157,5;209,0;LOSS;-1200,0;0,0;-2375,0
2026-07-22 10:40:31;29140,0;VENDA;2000;1200;0,6;False;0,0;-3700,0;94;22;72;-6;ALTA;TRANSICAO;2026-07-22 10:42:45;29177,0;134,0;LOSS;-1200,0;0,0;-3700,0
2026-07-22 10:45:23;29208,25;COMPRA;2000;1200;0,6;False;0,0;-3500,0;100;12;88;8;ALTA;BAIXA;2026-07-22 10:48:25;29173,25;182,0;LOSS;-1200,0;0,0;-3500,0
2026-07-22 10:57:02;29254,25;COMPRA;2000;1200;0,6;True;2125,0;0,0;100;8;92;12;ALTA;ALTA;2026-07-22 11:01:01;29275,5;239,0;GAIN;2000,0;2125,0;0,0
2026-07-22 11:03:24;29243,75;VENDA;2000;1200;0,6;False;0,0;-2250,0;100;7;93;8;BAIXA;TRANSICAO;2026-07-22 11:06:21;29266,25;177,0;LOSS;-1200,0;0,0;-2250,0
2026-07-22 11:06:57;29259,75;VENDA;2000;1200;0,6;True;2600,0;0,0;100;8;92;12;BAIXA;BAIXA;2026-07-22 11:07:44;29233,75;47,0;GAIN;2000,0;2600,0;0,0
2026-07-22 11:10:07;29222,75;VENDA;2000;1200;0,6;False;0,0;-2800,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 11:11:53;29250,75;106,0;LOSS;-1200,0;0,0;-2800,0
2026-07-22 11:13:04;29250,5;VENDA;2000;1200;0,6;True;2000,0;0,0;94;22;72;-6;ALTA;TRANSICAO;2026-07-22 11:14:14;29230,5;70,0;GAIN;2000,0;2000,0;0,0
2026-07-22 11:16:00;29202,25;VENDA;2000;1200;0,6;False;0,0;-5025,0;90;18;72;-10;ALTA;RANGE;2026-07-22 11:20:10;29252,5;250,0;LOSS;-1200,0;0,0;-5025,0
2026-07-22 11:23:09;29244,75;VENDA;2000;1200;0,6;True;2950,0;0,0;100;8;92;12;BAIXA;BAIXA;2026-07-22 11:23:33;29215,25;24,0;GAIN;2000,0;2950,0;0,0
2026-07-22 11:25:57;29231,0;COMPRA;2000;1200;0,6;True;2500,0;0,0;100;8;92;12;ALTA;ALTA;2026-07-22 11:32:56;29256,0;419,0;GAIN;2000,0;2500,0;0,0
2026-07-22 11:33:20;29250,0;VENDA;2000;1200;0,6;True;2350,0;0,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 11:34:44;29226,5;84,0;GAIN;2000,0;2350,0;0,0
2026-07-22 11:35:08;29217,75;VENDA;2000;1200;0,6;True;2750,0;0,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 11:42:07;29190,25;419,0;GAIN;2000,0;2750,0;0,0
2026-07-22 11:43:19;29186,0;VENDA;2000;1200;0,6;False;0,0;-3875,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 11:46:55;29224,75;216,0;LOSS;-1200,0;0,0;-3875,0
2026-07-22 11:51:31;29188,75;VENDA;2000;1200;0,6;False;0,0;-3500,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 11:57:32;29223,75;361,0;LOSS;-1200,0;0,0;-3500,0
2026-07-22 12:03:09;29261,75;COMPRA;2000;1200;0,6;True;2925,0;0,0;100;8;92;12;ALTA;ALTA;2026-07-22 12:06:09;29291,0;180,0;GAIN;2000,0;2925,0;0,0
2026-07-22 12:10:31;29304,0;COMPRA;2000;1200;0,6;True;2175,0;0,0;100;12;88;8;ALTA;BAIXA;2026-07-22 12:24:26;29325,75;835,0;GAIN;2000,0;2175,0;0,0
2026-07-22 12:28:10;29330,25;VENDA;2000;1200;0,6;True;2275,0;0,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 12:32:52;29307,5;282,0;GAIN;2000,0;2275,0;0,0
2026-07-22 12:38:44;29285,5;VENDA;2000;1200;0,6;False;0,0;-3600,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 12:51:46;29321,5;782,0;LOSS;-1200,0;0,0;-3600,0
2026-07-22 12:53:33;29329,5;VENDA;2000;1200;0,6;True;2200,0;0,0;98;22;76;-2;ALTA;BAIXA;2026-07-22 12:54:32;29307,5;59,0;GAIN;2000,0;2200,0;0,0
2026-07-22 13:26:19;29304,75;VENDA;2000;1200;0,6;True;2100,0;0,0;100;8;92;12;BAIXA;BAIXA;2026-07-22 13:46:06;29283,75;1187,0;GAIN;2000,0;2100,0;0,0
