dna_id,tipo_causa_stop,classe_dna,sequencia,stops_associados,dias_com_stop,motores_com_stop,lados_com_stop,hora_mais_frequente,concentracao_hora_pct,classe_certificacao,score_certificacao_v1_1,precisao_pct,recall_sensibilidade_pct,f1_score,mcc,lift_classe_alvo,wilson_95_inferior_classe_alvo_pct,profit_factor_classe_alvo_r,expectancia_classe_alvo_r,cobertura_historia_media_pct,previsoes,score_estabilidade
DNA_A2CCB9BA9DA2,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,12,4,2,1,11,25.0,D_REJEITADO,62.32722722774572,92.3076923076923,1.6973125884016973,0.03333333333333333,0.06240276983219324,1.4113806985094113,66.68546607175266,12.0,0.8461538461538461,75.16483516483515,13,81.83931876988908
DNA_2F81D1AF8F8D,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,12,3,1,2,11,25.0,D_REJEITADO,51.31124795324308,80.0,1.6973125884016973,0.0332409972299169,0.036402274316981106,1.223196605374823,54.81406466534955,4.0,0.6,39.53174603174603,15,51.67006838144548
DNA_9EFBCD98CBED,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,12,3,2,1,11,16.666666666666664,D_REJEITADO,49.668319868637006,80.0,1.6973125884016973,0.0332409972299169,0.036402274316981106,1.223196605374823,54.81406466534955,4.0,0.6,61.26984126984125,15,43.4554279584151
DNA_DCF64349B81C,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,12,3,1,1,20,25.0,D_REJEITADO,48.815473818874466,80.0,1.6973125884016973,0.0332409972299169,0.036402274316981106,1.223196605374823,54.81406466534955,4.0,0.6,26.068783068783066,15,39.19119770960239
DNA_AACC8236FADF,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,12,4,1,1,13,25.0,D_REJEITADO,56.1409119065557,75.0,1.6973125884016973,0.03319502074688796,0.02473020889401005,1.1467468175388966,50.50123107060135,3.0,0.5,60.39186507936508,16,85.1753222024825
DNA_A25328664744,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,12,4,1,1,12,16.666666666666664,D_REJEITADO,50.06575430303663,75.0,1.6973125884016973,0.03319502074688796,0.02473020889401005,1.1467468175388966,50.50123107060135,3.0,0.5,21.54265873015873,16,54.79953418488715
DNA_C5989630D0E0,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,12,4,2,1,21,25.0,D_REJEITADO,46.54766297251173,70.58823529411765,1.6973125884016973,0.03314917127071823,0.013780092028884902,1.0792911223895498,46.8664666737861,2.4,0.4117647058823529,54.20168067226891,17,45.13459320686743
DNA_BAA5BFFDC026,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,12,4,1,2,11,16.666666666666664,D_REJEITADO,51.49446332992144,66.66666666666666,1.6973125884016973,0.03310344827586206,0.003458491513132896,1.0193305044790193,43.74906934425036,2.0,0.3333333333333333,21.944444444444443,18,76.64827927040207
DNA_625C2B7C54B9,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,12,4,1,1,11,33.33333333333333,D_REJEITADO,47.12728651691635,66.66666666666666,1.6973125884016973,0.03310344827586206,0.003458491513132896,1.0193305044790193,43.74906934425036,2.0,0.3333333333333333,32.883597883597886,18,54.81239520537666
DNA_9C2330692362,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,11,3,2,1,14,18.181818181818183,D_REJEITADO,58.639731692931896,91.66666666666666,1.5558698727015559,0.030598052851182195,0.058498825936859795,1.4015794436586515,64.61140782014047,11.0,0.8333333333333334,69.04761904761905,12,68.01154402020504
DNA_CC87CC65D357,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ESTAVEL,11,4,2,1,11,27.27272727272727,D_REJEITADO,52.01267365561216,84.61538461538461,1.5558698727015559,0.030555555555555555,0.04456161823510229,1.2937656403002937,57.764829491368985,5.5,0.6923076923076923,45.27472527472527,13,49.38748978380572
DNA_5E844DE1A903,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,11,3,1,1,5,18.181818181818183,D_REJEITADO,51.831983943790846,84.61538461538461,1.5558698727015559,0.030555555555555555,0.04456161823510229,1.2937656403002937,57.764829491368985,5.5,0.6923076923076923,69.55128205128206,13,48.48404122469916
DNA_DDA6363F8912,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,11,3,1,2,13,27.27272727272727,D_REJEITADO,53.73243247117075,78.57142857142857,1.5558698727015559,0.030513176144244106,0.03171141076268703,1.2013538088502727,52.410276226791716,3.6666666666666665,0.5714285714285714,48.605442176870746,14,69.71915633849696
DNA_0ACFAB4AE0CD,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS,11,4,1,2,15,18.181818181818183,D_REJEITADO,41.95963529979038,61.111111111111114,1.5558698727015559,0.030344827586206893,-0.011739188672625887,0.9343862957724344,38.61866858065617,1.5714285714285714,0.2222222222222222,46.044973544973544,18,41.56685736691212
DNA_7EE261923995,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,10,3,1,1,11,30.0,D_REJEITADO,64.07953633373496,100.0,1.4144271570014144,0.027894002789400275,0.07027993623465943,1.5289957567185288,72.24598312333833,inf,1.0,75.04761904761904,10,80.0
DNA_959B8C8FDFED,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,10,4,2,1,12,20.0,D_REJEITADO,64.07953633373496,100.0,1.4144271570014144,0.027894002789400275,0.07027993623465943,1.5289957567185288,72.24598312333833,inf,1.0,48.71428571428571,10,80.0
DNA_0CDC5A943B30,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,10,4,2,1,10,20.0,D_REJEITADO,59.83829491436242,90.9090909090909,1.4144271570014144,0.027855153203342614,0.054367413339741946,1.3899961424713898,62.26353745137962,10.0,0.8181818181818182,34.95670995670995,11,79.03963049040817
DNA_4620A3000395,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,10,4,2,1,11,20.0,D_REJEITADO,58.36485784606159,90.9090909090909,1.4144271570014144,0.027855153203342614,0.054367413339741946,1.3899961424713898,62.26353745137962,10.0,0.8181818181818182,43.344155844155836,11,71.67244514890403
DNA_F39FC5A561B0,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,10,3,1,2,12,20.0,D_REJEITADO,57.83215814395961,90.9090909090909,1.4144271570014144,0.027855153203342614,0.054367413339741946,1.3899961424713898,62.26353745137962,10.0,0.8181818181818182,24.062049062049063,11,69.00894663839412
DNA_87D404EEDC1A,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,10,4,2,1,21,20.0,D_REJEITADO,50.86845983130176,83.33333333333334,1.4144271570014144,0.027816411682892905,0.03993785416176574,1.2741631305987742,55.19636426153273,5.0,0.6666666666666666,59.325396825396815,12,49.59000129012061
DNA_11B91A053005,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,10,4,1,2,14,20.0,D_REJEITADO,49.908085603279076,83.33333333333334,1.4144271570014144,0.027816411682892905,0.03993785416176574,1.2741631305987742,55.19636426153273,5.0,0.6666666666666666,59.52380952380951,12,44.78813015000717
DNA_6FA612A87BD0,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,10,2,1,2,10,20.0,D_REJEITADO,47.88379290661098,83.33333333333334,1.4144271570014144,0.027816411682892905,0.03993785416176574,1.2741631305987742,55.19636426153273,5.0,0.6666666666666666,90.0793650793651,12,34.66666666666666
DNA_8074D439BE99,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,10,3,1,2,9,20.0,D_REJEITADO,57.44502801934445,76.92307692307693,1.4144271570014144,0.027777777777777776,0.026720466638011333,1.1761505820911762,49.74312600487308,3.3333333333333335,0.5384615384615384,59.706959706959694,13,94.77126738316385
DNA_F8D212E57228,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,10,4,1,1,1,20.0,D_REJEITADO,52.951685919480084,71.42857142857143,1.4144271570014144,0.02773925104022191,0.01451119248147043,1.0921398262275206,45.35045882751561,2.5,0.42857142857142855,47.278911564625844,14,82.3725141201226
DNA_DC03BCF36072,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,10,4,1,1,1,20.0,D_REJEITADO,52.951685919480084,71.42857142857143,1.4144271570014144,0.02773925104022191,0.01451119248147043,1.0921398262275206,45.35045882751561,2.5,0.42857142857142855,47.278911564625844,14,82.3725141201226
DNA_AE4B58C7ADDC,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,10,4,1,1,13,30.0,D_REJEITADO,48.59146880974127,71.42857142857143,1.4144271570014144,0.02773925104022191,0.01451119248147043,1.0921398262275206,45.35045882751561,2.5,0.42857142857142855,48.40136054421769,14,60.57142857142857
DNA_6D38AE4E4F5E,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,10,3,1,1,8,20.0,D_REJEITADO,48.362897381169844,71.42857142857143,1.4144271570014144,0.02773925104022191,0.01451119248147043,1.0921398262275206,45.35045882751561,2.5,0.42857142857142855,45.17857142857143,14,59.42857142857143
DNA_46CF488DD681,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,10,4,1,1,11,20.0,D_REJEITADO,46.709756952899156,66.66666666666666,1.4144271570014144,0.027700831024930744,0.00315271070341408,1.0193305044790193,41.71312515121298,2.0,0.3333333333333333,63.214285714285715,15,59.53846696111759
DNA_DD51CE690AD9,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,9,3,1,2,11,22.22222222222222,D_REJEITADO,65.79044194976207,100.0,1.272984441301273,0.02513966480446927,0.06664229676953665,1.5289957567185288,70.08472464490407,inf,1.0,65.23809523809523,9,92.44444444444444
DNA_A61F45077ACD,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,9,4,1,2,4,11.11111111111111,D_REJEITADO,64.0126641719843,100.0,1.272984441301273,0.02513966480446927,0.06664229676953665,1.5289957567185288,70.08472464490407,inf,1.0,80.0,9,83.55555555555556
DNA_E3336332A6D5,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,9,2,2,1,0,11.11111111111111,D_REJEITADO,62.23488639420652,100.0,1.272984441301273,0.02513966480446927,0.06664229676953665,1.5289957567185288,70.08472464490407,inf,1.0,60.31746031746031,9,74.66666666666666
DNA_48D4B430C7FE,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,9,4,1,2,12,22.22222222222222,D_REJEITADO,57.45918123335798,90.0,1.272984441301273,0.02510460251046025,0.04996640386309076,1.376096181046676,59.58436145024278,9.0,0.8,62.876984126984134,10,72.70715449444683
DNA_34233F371B93,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,9,4,2,1,11,22.22222222222222,D_REJEITADO,55.331737038610854,90.0,1.272984441301273,0.02510460251046025,0.04996640386309076,1.376096181046676,59.58436145024278,9.0,0.8,45.107142857142854,10,62.0699335207112
DNA_C65749F92451,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,9,3,2,1,5,22.22222222222222,D_REJEITADO,54.39226693487471,90.0,1.272984441301273,0.02510460251046025,0.04996640386309076,1.376096181046676,59.58436145024278,9.0,0.8,91.42857142857142,10,57.37258300203048
DNA_3A810E62CFAB,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,9,4,1,2,5,22.22222222222222,D_REJEITADO,50.95877706002547,90.0,1.272984441301273,0.02510460251046025,0.04996640386309076,1.376096181046676,59.58436145024278,9.0,0.8,92.85714285714286,10,40.20513362778426
DNA_AE9EA427A06E,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,9,3,2,1,11,33.33333333333333,D_REJEITADO,44.517750334468616,90.0,1.272984441301273,0.02510460251046025,0.04996640386309076,1.376096181046676,59.58436145024278,9.0,0.8,77.71428571428571,10,8.0
DNA_38B853F46855,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,9,4,1,2,15,33.33333333333333,D_REJEITADO,55.46331484780615,81.81818181818183,1.272984441301273,0.025069637883008356,0.03499017172409373,1.250996528224251,52.30138624217553,4.5,0.6363636363636364,51.03896103896104,11,79.11422453687517
DNA_37FF78005FE9,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,9,4,2,1,10,22.22222222222222,D_REJEITADO,55.35688686024583,81.81818181818183,1.272984441301273,0.025069637883008356,0.03499017172409373,1.250996528224251,52.30138624217553,4.5,0.6363636363636364,24.559884559884562,11,78.58208459907354
DNA_13989E9F24E9,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,9,3,1,1,1,22.22222222222222,D_REJEITADO,55.302050125879425,81.81818181818183,1.272984441301273,0.025069637883008356,0.03499017172409373,1.250996528224251,52.30138624217553,4.5,0.6363636363636364,61.417748917748916,11,78.30790092724153
DNA_117945C7E9CD,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,9,4,2,1,21,44.44444444444444,D_REJEITADO,53.34028838027342,81.81818181818183,1.272984441301273,0.025069637883008356,0.03499017172409373,1.250996528224251,52.30138624217553,4.5,0.6363636363636364,80.0,11,68.49909219921152
DNA_EF2D362205FC,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,9,2,1,2,11,33.33333333333333,D_REJEITADO,48.51319721315839,81.81818181818183,1.272984441301273,0.025069637883008356,0.03499017172409373,1.250996528224251,52.30138624217553,4.5,0.6363636363636364,29.71139971139971,11,44.36363636363636
DNA_47B9488E2463,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,CAMPANHA_ENTRADAS_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,9,3,2,1,10,22.22222222222222,D_REJEITADO,40.367742667703844,81.81818181818183,1.272984441301273,0.025069637883008356,0.03499017172409373,1.250996528224251,52.30138624217553,4.5,0.6363636363636364,29.812409812409815,11,3.63636363636364
DNA_370E5ECFD599,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,9,3,1,1,12,22.22222222222222,D_REJEITADO,39.32769200133286,75.0,1.272984441301273,0.025034770514603618,0.021376882386671688,1.1467468175388966,46.76896608793401,3.0,0.5,41.14087301587301,12,11.333333333333329
DNA_400FB800A654,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,9,3,1,1,14,22.22222222222222,D_REJEITADO,46.266455226074285,69.23076923076923,1.272984441301273,0.024999999999999998,0.008879315040920382,1.0585355238820584,42.36888781333764,2.25,0.38461538461538464,29.603174603174597,13,56.45294390254925
DNA_0F9D05010CF8,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,9,4,2,2,13,44.44444444444444,D_REJEITADO,45.159198405143165,69.23076923076923,1.272984441301273,0.024999999999999998,0.008879315040920382,1.0585355238820584,42.36888781333764,2.25,0.38461538461538464,42.71978021978022,13,50.91665979789365
DNA_896C5CCD29FD,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,9,3,2,1,11,44.44444444444444,D_REJEITADO,37.61908200561895,64.28571428571429,1.272984441301273,0.024965325936199722,-0.0026890257997461654,0.9829258436047686,38.76400468214042,1.8,0.2857142857142857,57.39795918367347,14,21.79322183699512
DNA_2539A49474E0,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,8,3,2,1,12,25.0,D_REJEITADO,64.04947220829891,100.0,1.1315417256011315,0.02237762237762238,0.06280167494804423,1.5289957567185288,67.55843804891231,inf,1.0,54.10714285714286,8,88.0
DNA_E0406E437ED4,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,8,4,1,1,11,25.0,D_REJEITADO,56.31312935646483,88.88888888888889,1.1315417256011315,0.022346368715083803,0.045239942994174456,1.359107339305359,56.49937852319398,8.0,0.7777777777777778,42.65873015873016,9,73.20684013741044
DNA_0B7B4EA435EA,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,8,3,1,2,21,25.0,D_REJEITADO,51.41023174892553,88.88888888888889,1.1315417256011315,0.022346368715083803,0.045239942994174456,1.359107339305359,56.49937852319398,8.0,0.7777777777777778,46.172839506172835,9,48.69235209971397
DNA_36F144CF65A6,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,8,4,1,1,13,25.0,D_REJEITADO,53.798846010855385,80.0,1.1315417256011315,0.022315202231520226,0.029652871491522084,1.223196605374823,49.01568467207235,4.0,0.6,58.0,10,78.1214634833405
DNA_39E0EA4335D7,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,8,2,1,1,14,37.5,D_REJEITADO,50.49765611352501,72.72727272727273,1.1315417256011315,0.022284122562674095,0.01561293010844551,1.111996913977112,43.43497069897538,2.6666666666666665,0.45454545454545453,43.506493506493506,11,75.13968957871397
DNA_498725606F18,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,8,4,1,1,12,25.0,D_REJEITADO,49.355314530079696,72.72727272727273,1.1315417256011315,0.022284122562674095,0.01561293010844551,1.111996913977112,43.43497069897538,2.6666666666666665,0.45454545454545453,21.262626262626267,11,69.42798166148735
DNA_2A22C099C159,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,8,4,2,1,21,50.0,D_REJEITADO,42.2634152276197,72.72727272727273,1.1315417256011315,0.022284122562674095,0.01561293010844551,1.111996913977112,43.43497069897538,2.6666666666666665,0.45454545454545453,49.80519480519481,11,33.96848514918744
DNA_0E0759144567,PADRAO_DE_STOP_CONFIRMADO,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,8,4,1,1,1,25.0,D_REJEITADO,47.90840153454167,66.66666666666666,1.1315417256011315,0.022253129346314328,0.0028159106115776362,1.0193305044790193,39.06175873976138,2.0,0.3333333333333333,68.45238095238095,12,72.96386136700845
