posicao_ranking;id_regra;score_lado_max;score_oposto_min;perda_minima;persistencia_s;mfe_maximo;modo_fluxo;exigir_rompimento_contrario;conjunto_treino;qtd_trades_treino;disparos_treino;taxa_disparo_pct_treino;resultado_real_total_treino;resultado_sombra_total_treino;impacto_liquido_treino;impacto_medio_trade_treino;losses_salvos_treino;gains_prejudicados_treino;protegidos_prejudicados_treino;timeouts_melhorados_treino;score_lado_max_treino;score_oposto_min_treino;perda_minima_treino;persistencia_s_treino;mfe_maximo_treino;modo_fluxo_treino;exigir_rompimento_contrario_treino;conjunto_validacao;qtd_trades_validacao;disparos_validacao;taxa_disparo_pct_validacao;resultado_real_total_validacao;resultado_sombra_total_validacao;impacto_liquido_validacao;impacto_medio_trade_validacao;losses_salvos_validacao;gains_prejudicados_validacao;protegidos_prejudicados_validacao;timeouts_melhorados_validacao;score_lado_max_validacao;score_oposto_min_validacao;perda_minima_validacao;persistencia_s_validacao;mfe_maximo_validacao;modo_fluxo_validacao;exigir_rompimento_contrario_validacao;validacao_positiva;impacto_conservador
976;139;20;80;300;3;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13200,0;6700,0;159,52380952380952;5;0;1;0;20;80;300;3;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;300;3;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
977;129;20;80;300;2;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-13450,0;6450,0;153,57142857142858;5;0;1;0;20;80;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;300;2;;SOMENTE_SCORES;False;False;-5200,0
978;137;20;80;300;3;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-13450,0;6450,0;153,57142857142858;5;0;1;0;20;80;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;300;3;;SOMENTE_SCORES;False;False;-5200,0
979;145;20;80;300;5;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-13450,0;6450,0;153,57142857142858;5;0;1;0;20;80;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;300;5;;SOMENTE_SCORES;False;False;-5200,0
980;153;20;80;300;8;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-13450,0;6450,0;153,57142857142858;5;0;1;0;20;80;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;300;8;;SOMENTE_SCORES;False;False;-5200,0
981;163;20;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;20;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
982;171;20;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;20;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
983;675;30;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;30;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
984;683;30;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;30;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
985;1187;40;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;40;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
986;1195;40;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;40;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
987;1699;50;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;50;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;500;2;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
988;1707;50;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;6;14,285714285714286;-19900,0;-13775,0;6125,0;145,83333333333334;5;0;1;0;50;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;500;3;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
989;659;30;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-13825,0;6075,0;144,64285714285714;5;0;2;0;30;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
990;667;30;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-13825,0;6075,0;144,64285714285714;5;0;2;0;30;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
991;1171;40;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-13825,0;6075,0;144,64285714285714;5;0;2;0;40;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
992;1179;40;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-13825,0;6075,0;144,64285714285714;5;0;2;0;40;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
993;1683;50;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-13825,0;6075,0;144,64285714285714;5;0;2;0;50;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;300;5;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
994;1691;50;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;TREINO;42;7;16,666666666666668;-19900,0;-13825,0;6075,0;144,64285714285714;5;0;2;0;50;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;300;8;;DELTA_E_SALDO_CONTRARIOS;False;False;-5200,0
995;161;20;80;500;2;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;500;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;500;2;;SOMENTE_SCORES;False;False;-5200,0
996;169;20;80;500;3;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;500;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;500;3;;SOMENTE_SCORES;False;False;-5200,0
997;177;20;80;500;5;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;500;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;500;5;;SOMENTE_SCORES;False;False;-5200,0
998;185;20;80;500;8;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;500;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;500;8;;SOMENTE_SCORES;False;False;-5200,0
999;193;20;80;700;2;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;700;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;700;2;;SOMENTE_SCORES;False;False;-5200,0
1000;201;20;80;700;3;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;700;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;700;3;;SOMENTE_SCORES;False;False;-5200,0
1001;209;20;80;700;5;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;700;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;700;5;;SOMENTE_SCORES;False;False;-5200,0
1002;217;20;80;700;8;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-14025,0;5875,0;139,88095238095238;5;0;1;0;20;80;700;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;700;8;;SOMENTE_SCORES;False;False;-5200,0
1003;673;30;80;500;2;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;500;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;500;2;;SOMENTE_SCORES;False;False;-5200,0
1004;681;30;80;500;3;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;500;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;500;3;;SOMENTE_SCORES;False;False;-5200,0
1005;689;30;80;500;5;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;500;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;500;5;;SOMENTE_SCORES;False;False;-5200,0
1006;697;30;80;500;8;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;500;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;500;8;;SOMENTE_SCORES;False;False;-5200,0
1007;705;30;80;700;2;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;700;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;700;2;;SOMENTE_SCORES;False;False;-5200,0
1008;713;30;80;700;3;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;700;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;700;3;;SOMENTE_SCORES;False;False;-5200,0
1009;721;30;80;700;5;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;700;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;700;5;;SOMENTE_SCORES;False;False;-5200,0
1010;729;30;80;700;8;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;30;80;700;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;700;8;;SOMENTE_SCORES;False;False;-5200,0
1011;1185;40;80;500;2;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;500;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;500;2;;SOMENTE_SCORES;False;False;-5200,0
1012;1193;40;80;500;3;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;500;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;500;3;;SOMENTE_SCORES;False;False;-5200,0
1013;1201;40;80;500;5;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;500;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;500;5;;SOMENTE_SCORES;False;False;-5200,0
1014;1209;40;80;500;8;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;500;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;500;8;;SOMENTE_SCORES;False;False;-5200,0
1015;1217;40;80;700;2;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;700;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;700;2;;SOMENTE_SCORES;False;False;-5200,0
1016;1225;40;80;700;3;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;700;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;700;3;;SOMENTE_SCORES;False;False;-5200,0
1017;1233;40;80;700;5;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;700;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;700;5;;SOMENTE_SCORES;False;False;-5200,0
1018;1241;40;80;700;8;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;40;80;700;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;700;8;;SOMENTE_SCORES;False;False;-5200,0
1019;1697;50;80;500;2;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;500;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;500;2;;SOMENTE_SCORES;False;False;-5200,0
1020;1705;50;80;500;3;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;500;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;500;3;;SOMENTE_SCORES;False;False;-5200,0
1021;1713;50;80;500;5;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;500;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;500;5;;SOMENTE_SCORES;False;False;-5200,0
1022;1721;50;80;500;8;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;500;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;500;8;;SOMENTE_SCORES;False;False;-5200,0
1023;1729;50;80;700;2;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;700;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;700;2;;SOMENTE_SCORES;False;False;-5200,0
1024;1737;50;80;700;3;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;700;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;700;3;;SOMENTE_SCORES;False;False;-5200,0
1025;1745;50;80;700;5;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;700;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;700;5;;SOMENTE_SCORES;False;False;-5200,0
1026;1753;50;80;700;8;;SOMENTE_SCORES;False;TREINO;42;7;16,666666666666668;-19900,0;-14750,0;5150,0;122,61904761904762;5;0;2;0;50;80;700;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;700;8;;SOMENTE_SCORES;False;False;-5200,0
1027;641;30;80;300;2;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;30;80;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;300;2;;SOMENTE_SCORES;False;False;-5200,0
1028;649;30;80;300;3;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;30;80;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;300;3;;SOMENTE_SCORES;False;False;-5200,0
1029;657;30;80;300;5;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;30;80;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;300;5;;SOMENTE_SCORES;False;False;-5200,0
1030;665;30;80;300;8;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;30;80;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;300;8;;SOMENTE_SCORES;False;False;-5200,0
1031;1153;40;80;300;2;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;40;80;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;300;2;;SOMENTE_SCORES;False;False;-5200,0
1032;1161;40;80;300;3;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;40;80;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;300;3;;SOMENTE_SCORES;False;False;-5200,0
1033;1169;40;80;300;5;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;40;80;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;300;5;;SOMENTE_SCORES;False;False;-5200,0
1034;1177;40;80;300;8;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;40;80;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;40;80;300;8;;SOMENTE_SCORES;False;False;-5200,0
1035;1665;50;80;300;2;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;50;80;300;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;300;2;;SOMENTE_SCORES;False;False;-5200,0
1036;1673;50;80;300;3;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;50;80;300;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;300;3;;SOMENTE_SCORES;False;False;-5200,0
1037;1681;50;80;300;5;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;50;80;300;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;300;5;;SOMENTE_SCORES;False;False;-5200,0
1038;1689;50;80;300;8;;SOMENTE_SCORES;False;TREINO;42;10;23,80952380952381;-19900,0;-14775,0;5125,0;122,02380952380952;6;1;3;0;50;80;300;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;50;80;300;8;;SOMENTE_SCORES;False;False;-5200,0
1039;225;20;80;900;2;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-15400,0;4500,0;107,14285714285714;5;0;1;0;20;80;900;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;900;2;;SOMENTE_SCORES;False;False;-5200,0
1040;233;20;80;900;3;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-15400,0;4500,0;107,14285714285714;5;0;1;0;20;80;900;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;900;3;;SOMENTE_SCORES;False;False;-5200,0
1041;241;20;80;900;5;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-15400,0;4500,0;107,14285714285714;5;0;1;0;20;80;900;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;900;5;;SOMENTE_SCORES;False;False;-5200,0
1042;249;20;80;900;8;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-15400,0;4500,0;107,14285714285714;5;0;1;0;20;80;900;8;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;20;80;900;8;;SOMENTE_SCORES;False;False;-5200,0
1043;737;30;80;900;2;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-15400,0;4500,0;107,14285714285714;5;0;1;0;30;80;900;2;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;900;2;;SOMENTE_SCORES;False;False;-5200,0
1044;745;30;80;900;3;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-15400,0;4500,0;107,14285714285714;5;0;1;0;30;80;900;3;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;900;3;;SOMENTE_SCORES;False;False;-5200,0
1045;753;30;80;900;5;;SOMENTE_SCORES;False;TREINO;42;6;14,285714285714286;-19900,0;-15400,0;4500,0;107,14285714285714;5;0;1;0;30;80;900;5;;SOMENTE_SCORES;False;VALIDACAO;19;3;15,789473684210526;6000,0;800,0;-5200,0;-273,6842105263158;1;1;1;0;30;80;900;5;;SOMENTE_SCORES;False;False;-5200,0
