amostra;grupo;inicio_movimento;fim_movimento;direcao_movimento;movimento_total_pts;amplitude_total_pts;pre5s_linhas;pre5s_duracao_s;pre5s_preco_var_pts;pre5s_amplitude_pts;pre5s_spread_medio;pre5s_spread_max;pre5s_volume_var;pre5s_volume_vel_s;pre5s_ticks_var;pre5s_ticks_vel_s;pre5s_trades_var;pre5s_trades_vel_s;pre5s_agressor_compra_sum;pre5s_agressor_venda_sum;pre5s_saldo_agressor;pre5s_razao_agressor_cv;pre5s_delta_var;pre5s_delta_agressor_medio;pre5s_imbalance_medio;pre5s_imbalance_min;pre5s_imbalance_max;pre5s_imbalance_std;pre5s_bid_size_medio;pre5s_ask_size_medio;pre5s_razao_bid_ask;pre5s_last_size_medio;pre5s_last_size_max;pre10s_linhas;pre10s_duracao_s;pre10s_preco_var_pts;pre10s_amplitude_pts;pre10s_spread_medio;pre10s_spread_max;pre10s_volume_var;pre10s_volume_vel_s;pre10s_ticks_var;pre10s_ticks_vel_s;pre10s_trades_var;pre10s_trades_vel_s;pre10s_agressor_compra_sum;pre10s_agressor_venda_sum;pre10s_saldo_agressor;pre10s_razao_agressor_cv;pre10s_delta_var;pre10s_delta_agressor_medio;pre10s_imbalance_medio;pre10s_imbalance_min;pre10s_imbalance_max;pre10s_imbalance_std;pre10s_bid_size_medio;pre10s_ask_size_medio;pre10s_razao_bid_ask;pre10s_last_size_medio;pre10s_last_size_max;pre15s_linhas;pre15s_duracao_s;pre15s_preco_var_pts;pre15s_amplitude_pts;pre15s_spread_medio;pre15s_spread_max;pre15s_volume_var;pre15s_volume_vel_s;pre15s_ticks_var;pre15s_ticks_vel_s;pre15s_trades_var;pre15s_trades_vel_s;pre15s_agressor_compra_sum;pre15s_agressor_venda_sum;pre15s_saldo_agressor;pre15s_razao_agressor_cv;pre15s_delta_var;pre15s_delta_agressor_medio;pre15s_imbalance_medio;pre15s_imbalance_min;pre15s_imbalance_max;pre15s_imbalance_std;pre15s_bid_size_medio;pre15s_ask_size_medio;pre15s_razao_bid_ask;pre15s_last_size_medio;pre15s_last_size_max;pre30s_linhas;pre30s_duracao_s;pre30s_preco_var_pts;pre30s_amplitude_pts;pre30s_spread_medio;pre30s_spread_max;pre30s_volume_var;pre30s_volume_vel_s;pre30s_ticks_var;pre30s_ticks_vel_s;pre30s_trades_var;pre30s_trades_vel_s;pre30s_agressor_compra_sum;pre30s_agressor_venda_sum;pre30s_saldo_agressor;pre30s_razao_agressor_cv;pre30s_delta_var;pre30s_delta_agressor_medio;pre30s_imbalance_medio;pre30s_imbalance_min;pre30s_imbalance_max;pre30s_imbalance_std;pre30s_bid_size_medio;pre30s_ask_size_medio;pre30s_razao_bid_ask;pre30s_last_size_medio;pre30s_last_size_max;pre60s_linhas;pre60s_duracao_s;pre60s_preco_var_pts;pre60s_amplitude_pts;pre60s_spread_medio;pre60s_spread_max;pre60s_volume_var;pre60s_volume_vel_s;pre60s_ticks_var;pre60s_ticks_vel_s;pre60s_trades_var;pre60s_trades_vel_s;pre60s_agressor_compra_sum;pre60s_agressor_venda_sum;pre60s_saldo_agressor;pre60s_razao_agressor_cv;pre60s_delta_var;pre60s_delta_agressor_medio;pre60s_imbalance_medio;pre60s_imbalance_min;pre60s_imbalance_max;pre60s_imbalance_std;pre60s_bid_size_medio;pre60s_ask_size_medio;pre60s_razao_bid_ask;pre60s_last_size_medio;pre60s_last_size_max;inicio5s_linhas;inicio5s_duracao_s;inicio5s_preco_var_pts;inicio5s_amplitude_pts;inicio5s_spread_medio;inicio5s_spread_max;inicio5s_volume_var;inicio5s_volume_vel_s;inicio5s_ticks_var;inicio5s_ticks_vel_s;inicio5s_trades_var;inicio5s_trades_vel_s;inicio5s_agressor_compra_sum;inicio5s_agressor_venda_sum;inicio5s_saldo_agressor;inicio5s_razao_agressor_cv;inicio5s_delta_var;inicio5s_delta_agressor_medio;inicio5s_imbalance_medio;inicio5s_imbalance_min;inicio5s_imbalance_max;inicio5s_imbalance_std;inicio5s_bid_size_medio;inicio5s_ask_size_medio;inicio5s_razao_bid_ask;inicio5s_last_size_medio;inicio5s_last_size_max;inicio10s_linhas;inicio10s_duracao_s;inicio10s_preco_var_pts;inicio10s_amplitude_pts;inicio10s_spread_medio;inicio10s_spread_max;inicio10s_volume_var;inicio10s_volume_vel_s;inicio10s_ticks_var;inicio10s_ticks_vel_s;inicio10s_trades_var;inicio10s_trades_vel_s;inicio10s_agressor_compra_sum;inicio10s_agressor_venda_sum;inicio10s_saldo_agressor;inicio10s_razao_agressor_cv;inicio10s_delta_var;inicio10s_delta_agressor_medio;inicio10s_imbalance_medio;inicio10s_imbalance_min;inicio10s_imbalance_max;inicio10s_imbalance_std;inicio10s_bid_size_medio;inicio10s_ask_size_medio;inicio10s_razao_bid_ask;inicio10s_last_size_medio;inicio10s_last_size_max;inicio15s_linhas;inicio15s_duracao_s;inicio15s_preco_var_pts;inicio15s_amplitude_pts;inicio15s_spread_medio;inicio15s_spread_max;inicio15s_volume_var;inicio15s_volume_vel_s;inicio15s_ticks_var;inicio15s_ticks_vel_s;inicio15s_trades_var;inicio15s_trades_vel_s;inicio15s_agressor_compra_sum;inicio15s_agressor_venda_sum;inicio15s_saldo_agressor;inicio15s_razao_agressor_cv;inicio15s_delta_var;inicio15s_delta_agressor_medio;inicio15s_imbalance_medio;inicio15s_imbalance_min;inicio15s_imbalance_max;inicio15s_imbalance_std;inicio15s_bid_size_medio;inicio15s_ask_size_medio;inicio15s_razao_bid_ask;inicio15s_last_size_medio;inicio15s_last_size_max;inicio30s_linhas;inicio30s_duracao_s;inicio30s_preco_var_pts;inicio30s_amplitude_pts;inicio30s_spread_medio;inicio30s_spread_max;inicio30s_volume_var;inicio30s_volume_vel_s;inicio30s_ticks_var;inicio30s_ticks_vel_s;inicio30s_trades_var;inicio30s_trades_vel_s;inicio30s_agressor_compra_sum;inicio30s_agressor_venda_sum;inicio30s_saldo_agressor;inicio30s_razao_agressor_cv;inicio30s_delta_var;inicio30s_delta_agressor_medio;inicio30s_imbalance_medio;inicio30s_imbalance_min;inicio30s_imbalance_max;inicio30s_imbalance_std;inicio30s_bid_size_medio;inicio30s_ask_size_medio;inicio30s_razao_bid_ask;inicio30s_last_size_medio;inicio30s_last_size_max;inicio60s_linhas;inicio60s_duracao_s;inicio60s_preco_var_pts;inicio60s_amplitude_pts;inicio60s_spread_medio;inicio60s_spread_max;inicio60s_volume_var;inicio60s_volume_vel_s;inicio60s_ticks_var;inicio60s_ticks_vel_s;inicio60s_trades_var;inicio60s_trades_vel_s;inicio60s_agressor_compra_sum;inicio60s_agressor_venda_sum;inicio60s_saldo_agressor;inicio60s_razao_agressor_cv;inicio60s_delta_var;inicio60s_delta_agressor_medio;inicio60s_imbalance_medio;inicio60s_imbalance_min;inicio60s_imbalance_max;inicio60s_imbalance_std;inicio60s_bid_size_medio;inicio60s_ask_size_medio;inicio60s_razao_bid_ask;inicio60s_last_size_medio;inicio60s_last_size_max
LATERAL_0001;LATERAL;2026-07-14 04:04:00;2026-07-14 04:05:00;LATERAL;2300,0;2850,0;12,0;1,791;25,0;175,0;1,4791666666666667;1,75;8,0;4,46677833612507;212,0;118,36962590731436;8,0;4,46677833612507;5,0;5,0;0,0;1,0;-1,0;0,0;0,5624999999999999;0,25;1,0;0,2659821944750772;1,0;2,1666666666666665;0,46153846153846156;1,0;1,0;14,0;8,81;400,0;400,0;1,5;1,75;9,0;1,021566401816118;534,0;60,61293984108967;9,0;1,021566401816118;5,0;7,0;-2,0;0,7142857142857143;-1,0;-0,14285714285714285;0,5892857142857143;0,25;1,0;0,27179642992454456;1,0714285714285714;2,142857142857143;0,5;1,0;1,0;16,0;13,538;525,0;525,0;1,546875;2,0;10,0;0,7386615452799528;801,0;59,16678977692421;10,0;0,7386615452799528;5,0;9,0;-4,0;0,5555555555555556;-3,0;-0,25;0,5625;0,25;1,0;0,2676090120555235;1,125;2,375;0,47368421052631576;1,0;1,0;42;28,763;425,0;525,0;1,5119047619047619;2,0;29,0;1,0082397524597573;1596,0;55,4879532733025;29,0;1,0082397524597573;21,0;15,0;6,0;1,4;7,0;0,14285714285714285;0,9722222222222223;0,25;3,0;0,6613544970158621;1,2857142857142858;1,7380952380952381;0,7397260273972603;1,0;1,0;101;56,772;950,0;1275,0;1,452970297029703;2,0;73,0;1,2858451349256677;3388,0;59,67730571408441;64,0;1,127316282674558;50,0;34,0;16,0;1,4705882352941178;17,0;0,15841584158415842;1,0847634763476346;0,1;6,0;0,8518391319815355;1,4257425742574257;1,9207920792079207;0,7422680412371134;1,099009900990099;9,0;21,0;4,129;-125,0;250,0;1,2619047619047619;1,75;12,0;2,90627270525551;350,0;84,76628723661905;12,0;2,90627270525551;6,0;9,0;-3,0;0,6666666666666666;-4,0;-0,14285714285714285;0,9206349206349206;0,3333333333333333;2,0;0,3318181739740773;1,1428571428571428;1,380952380952381;0,8275862068965517;1,0;1,0;30,0;5,418;-375,0;500,0;1,2916666666666667;2,0;17,0;3,137689184200812;448,0;82,68733850129199;17,0;3,137689184200812;6,0;15,0;-9,0;0,4;-10,0;-0,3;0,9388888888888889;0,3333333333333333;2,0;0,42921835359374877;1,1666666666666667;1,4333333333333333;0,813953488372093;1,0;1,0;51,0;12,919;125,0;900,0;1,2549019607843137;2,0;37,0;2,8639987615140488;882,0;68,2715380447403;35,0;2,7091880176484247;21,0;21,0;0,0;1,0;-1,0;0,0;1,1013071895424837;0,3333333333333333;4,0;0,6560248940595703;1,4313725490196079;1,5098039215686274;0,948051948051948;1,0392156862745099;3,0;125;29,157;1550,0;2000,0;1,27;2,0;86,0;2,949548993380663;1993,0;68,35408306753095;84,0;2,880954830743904;66,0;34,0;32,0;1,9411764705882353;31,0;0,256;1,2406666666666668;0,3333333333333333;5,0;0,9808848612916357;1,488;1,424;1,0449438202247192;1,016;3,0;312;59,124;2300,0;2850,0;1,2524038461538463;2,0;215,0;3,636425140382924;4159,0;70,34368445977944;213,0;3,602597929774711;159,0;83,0;76,0;1,9156626506024097;75,0;0,24358974358974358;1,225;0,2;5,0;0,8907525868276618;1,5064102564102564;1,5256410256410255;0,9873949579831933;1,0064102564102564;3,0
LATERAL_0002;LATERAL;2026-07-14 04:05:00;2026-07-14 04:06:00;LATERAL;300,0;1425,0;51,0;4,495;100,0;400,0;1,3186274509803921;1,5;37,0;8,231368186874304;387,0;86,0956618464961;37,0;8,231368186874304;34,0;7,0;27,0;4,857142857142857;26,0;0,5294117647058824;0,9009803921568628;0,2;2,0;0,5183391837585251;1,1372549019607843;1,6666666666666667;0,6823529411764705;1,0;1,0;91,0;9,866;300,0;475,0;1,25;1,75;67,0;6,790999391850801;914,0;92,64139468883033;67,0;6,790999391850801;53,0;21,0;32,0;2,5238095238095237;31,0;0,3516483516483517;1,0012820512820513;0,2;3,0;0,7019692810992697;1,3296703296703296;1,7362637362637363;0,7658227848101266;1,0;1,0;105,0;13,014;525,0;700,0;1,2380952380952381;1,75;75,0;5,763024435223605;1133,0;87,06008913477794;75,0;5,763024435223605;59,0;24,0;35,0;2,4583333333333335;34,0;0,3333333333333333;1,0534920634920635;0,2;3,0;0,732191373623706;1,3523809523809525;1,6666666666666667;0,8114285714285714;1,0;1,0;187;29,893;750,0;1225,0;1,2406417112299466;1,75;129,0;4,315391563242231;2155,0;72,0904559595892;129,0;4,315391563242231;93,0;49,0;44,0;1,8979591836734695;44,0;0,23529411764705882;1,2145276292335117;0,2;4,0;0,8248651015822065;1,518716577540107;1,5935828877005347;0,953020134228188;1,0;1,0;312;59,124;2300,0;2850,0;1,2524038461538463;2,0;215,0;3,636425140382924;4159,0;70,34368445977944;213,0;3,602597929774711;159,0;83,0;76,0;1,9156626506024097;75,0;0,24358974358974358;1,225;0,2;5,0;0,8907525868276618;1,5064102564102564;1,5256410256410255;0,9873949579831933;1,0064102564102564;3,0;27,0;3,999;-25,0;275,0;1,1203703703703705;1,5;19,0;4,751187796949237;197,0;49,26231557889472;17,0;4,251062765691422;11,0;11,0;0,0;1,0;-1,0;0,0;1,2716049382716048;0,3333333333333333;6,0;1,0629837539728353;1,5185185185185186;1,3703703703703705;1,1081081081081081;1,0740740740740742;3,0;55,0;9,9;0,0;300,0;1,1045454545454545;1,5;38,0;3,8383838383838382;569,0;57,474747474747474;36,0;3,6363636363636362;23,0;19,0;4,0;1,2105263157894737;3,0;0,07272727272727272;1,321212121212121;0,3333333333333333;6,0;1,0204250181325694;1,490909090909091;1,290909090909091;1,1549295774647887;1,0363636363636364;3,0;102,0;14,4;-175,0;475,0;1,1274509803921569;1,75;79,0;5,486111111111111;973,0;67,56944444444444;71,0;4,930555555555555;45,0;40,0;5,0;1,125;4,0;0,049019607843137254;1,4888188608776844;0,1428571428571428;6,0;1,0488110626343667;1,7352941176470589;1,4705882352941178;1,18;1,0980392156862746;5,0;193;28,807;475,0;1100,0;1,0971502590673574;1,75;153,0;5,3112090811261154;1966,0;68,24730100322839;136,0;4,7210747387787695;104,0;68,0;36,0;1,5294117647058822;35,0;0,18652849740932642;1,3948186528497408;0,1428571428571428;7,0;1,0913510337622905;1,7357512953367875;1,8652849740932642;0,9305555555555556;1,1295336787564767;5,0;326;59,399;300,0;1425,0;1,1004601226993864;2,25;247,0;4,158319163622283;3706,0;62,39162275459183;225,0;3,787942557955521;171,0;107,0;64,0;1,5981308411214954;63,0;0,19631901840490798;1,1788854805725972;0,1428571428571428;7,0;0,9384245931359091;1,5705521472392638;1,861963190184049;0,8434925864909391;1,1042944785276074;5,0
LATERAL_0003;LATERAL;2026-07-14 04:06:00;2026-07-14 04:07:00;LATERAL;50,0;700,0;22,0;2,653;-375,0;500,0;1,2840909090909092;2,25;17,0;6,407840180927252;181,0;68,2246513381078;14,0;5,277044854881266;8,0;12,0;-4,0;0,6666666666666666;-5,0;-0,18181818181818182;0,9431818181818182;0,25;2,0;0,4802845087720311;1,5454545454545454;1,8636363636363635;0,8292682926829269;1,2272727272727273;3,0;39,0;8,989;-600,0;725,0;1,1666666666666667;2,25;28,0;3,114918233396373;558,0;62,07587050839915;25,0;2,7811769941039044;11,0;21,0;-10,0;0,5238095238095238;-9,0;-0,2564102564102564;0,973076923076923;0,2;2,0;0,48866956110626136;1,4871794871794872;1,794871794871795;0,8285714285714285;1,1282051282051282;3,0;59,0;14,074;-500,0;800,0;1,0508474576271187;2,25;41,0;2,913173227227512;812,0;57,69504050021316;38,0;2,7000142106011085;19,0;26,0;-7,0;0,7307692307692307;-6,0;-0,11864406779661017;0,9680790960451977;0,2;2,0;0,5194547349055118;1,3898305084745763;1,7118644067796611;0,8118811881188118;1,0847457627118644;3,0;133;28,459;-150,0;800,0;1,105263157894737;2,25;93,0;3,2678590252644155;1643,0;57,73217611300468;88,0;3,092167679820092;67,0;39,0;28,0;1,7179487179487178;27,0;0,21052631578947367;0,8655388471177944;0,2;3,0;0,5141530556308538;1,330827067669173;1,8571428571428572;0,7165991902834008;1,0676691729323309;3,0;326;59,399;300,0;1425,0;1,1004601226993864;2,25;247,0;4,158319163622283;3706,0;62,39162275459183;225,0;3,787942557955521;171,0;107,0;64,0;1,5981308411214954;63,0;0,19631901840490798;1,1788854805725972;0,1428571428571428;7,0;0,9384245931359091;1,5705521472392638;1,861963190184049;0,8434925864909391;1,1042944785276074;5,0;16,0;4,133;475,0;475,0;1,0625;1,25;7,0;1,6936849745947253;270,0;65,32784902008227;7,0;1,6936849745947253;6,0;2,0;4,0;3,0;3,0;0,25;1,1875;1,0;2,0;0,3903123748998999;1,25;1,0625;1,1764705882352942;1,0;1,0;35,0;8,535;225,0;550,0;1,0285714285714285;1,75;19,0;2,2261277094317515;590,0;69,12712360867017;19,0;2,2261277094317515;15,0;8,0;7,0;1,875;6,0;0,2;1,0685714285714285;0,25;3,0;0,694956564002629;1,3142857142857143;1,6285714285714286;0,8070175438596491;1,0;1,0;54,0;14,133;50,0;550,0;1,0462962962962963;1,75;32,0;2,264204344442086;963,0;68,13839949055402;31,0;2,193447958678271;21,0;17,0;4,0;1,2352941176470589;3,0;0,07407407407407407;1,1524691358024692;0,25;3,0;0,755728516473467;1,5185185185185186;1,6666666666666667;0,9111111111111111;1,037037037037037;2,0;94;26,714;425,0;550,0;1,1037234042553192;1,75;59,0;2,208579770906641;1764,0;66,03279179456464;58,0;2,1711462154675454;38,0;30,0;8,0;1,2666666666666666;7,0;0,0851063829787234;1,1177304964539008;0,25;3,0;0,6643479557638825;1,4148936170212767;1,5;0,9432624113475178;1,0212765957446808;2,0;186;57,279;50,0;700,0;1,1344086021505377;2,25;137,0;2,3918015328479894;3537,0;61,750379720316346;122,0;2,1299254526091587;64,0;90,0;-26,0;0,7111111111111111;-27,0;-0,13978494623655913;1,132078853046595;0,25;5,0;0,7288074601521007;1,4086021505376345;1,4623655913978495;0,9632352941176471;1,0913978494623655;6,0
LATERAL_0004;LATERAL;2026-07-14 04:07:00;2026-07-14 04:08:00;LATERAL;775,0;1350,0;4,0;1,0;0,0;0,0;1,4375;1,5;1,0;1,0;24,0;24,0;1,0;1,0;0,0;3,0;-3,0;0,0;-2,0;-0,75;0,6666666666666666;0,3333333333333333;1,0;0,33333333333333337;1,0;2,0;0,5;1,0;1,0;15,0;7,264;-300,0;300,0;1,4333333333333333;1,75;8,0;1,1013215859030836;521,0;71,72356828193833;7,0;0,9636563876651982;2,0;10,0;-8,0;0,2;-7,0;-0,5333333333333333;1,1888888888888889;0,3333333333333333;3,0;0,8753129951658281;1,4666666666666666;1,6666666666666667;0,8799999999999999;1,1333333333333333;2,0;56,0;12,956;-350,0;650,0;1,1205357142857142;1,75;56,0;4,322321704229701;962,0;74,2513121333745;42,0;3,2417412781722756;16,0;46,0;-30,0;0,34782608695652173;-29,0;-0,5357142857142857;1,0744047619047619;0,3333333333333333;3,0;0,6338028044257609;1,3928571428571428;1,5535714285714286;0,8965517241379309;1,2678571428571428;6,0;92;25,192;-325,0;650,0;1,1657608695652173;2,25;77,0;3,056525881232137;1579,0;62,67862813591616;63,0;2,500793902826294;26,0;60,0;-34,0;0,43333333333333335;-33,0;-0,3695652173913043;1,1467391304347827;0,3333333333333333;5,0;0,7889799533129334;1,4021739130434783;1,423913043478261;0,9847328244274809;1,1630434782608696;6,0;186;57,279;50,0;700,0;1,1344086021505377;2,25;137,0;2,3918015328479894;3537,0;61,750379720316346;122,0;2,1299254526091587;64,0;90,0;-26,0;0,7111111111111111;-27,0;-0,13978494623655913;1,132078853046595;0,25;5,0;0,7288074601521007;1,4086021505376345;1,4623655913978495;0,9632352941176471;1,0913978494623655;6,0;12,0;3,477;475,0;475,0;1,1666666666666667;1,5;6,0;1,7256255392579811;282,0;81,10440034512511;5,0;1,4380212827149843;5,0;6,0;-1,0;0,8333333333333334;-2,0;-0,08333333333333333;1,0;0,5;2,0;0,5;1,1666666666666667;1,3333333333333333;0,8750000000000001;1,1666666666666667;2,0;22,0;8,792;575,0;575,0;1,2272727272727273;1,75;13,0;1,478616924476797;564,0;64,14922656960874;12,0;1,364877161055505;10,0;8,0;2,0;1,25;1,0;0,09090909090909091;1,0227272727272727;0,5;2,0;0,4389365435415447;1,1363636363636365;1,2272727272727273;0,925925925925926;1,0909090909090908;2,0;44,0;13,578;900,0;900,0;1,1477272727272727;1,75;29,0;2,1358079245838857;924,0;68,05125939019001;27,0;1,9885108263367213;28,0;9,0;19,0;3,111111111111111;18,0;0,4318181818181818;1,0454545454545454;0,5;2,0;0,4371678195834397;1,1818181818181819;1,2272727272727273;0,962962962962963;1,0681818181818181;2,0;71;26,713;350,0;900,0;1,3169014084507042;2,25;47,0;1,759442967843372;1706,0;63,86403623703814;45,0;1,684573054318122;37,0;21,0;16,0;1,7619047619047619;15,0;0,22535211267605634;1,1572769953051645;0,5;2,0;0,4908292972276104;1,3098591549295775;1,2253521126760563;1,0689655172413794;1,0422535211267605;2,0;162;57,994;775,0;1350,0;1,2839506172839505;2,25;128,0;2,2071248749870676;3524,0;60,76490671448771;112,0;1,9312342656136843;103,0;57,0;46,0;1,8070175438596492;45,0;0,2839506172839506;1,1170781893004114;0,2;5,0;0,6644406009047035;1,3518518518518519;1,4320987654320987;0,9439655172413793;1,1851851851851851;9,0
LATERAL_0005;LATERAL;2026-07-14 04:08:00;2026-07-14 04:09:00;LATERAL;525,0;1000,0;5,0;3,5060000000000002;25,0;25,0;1,3;1,75;5,0;1,426126640045636;158,0;45,065601825442094;2,0;0,5704506560182544;4,0;7,0;-3,0;0,5714285714285714;-2,0;-0,6;2,25;0,25;5,0;1,8841443681416772;2,4;1,6;1,4999999999999998;2,2;4,0;33,0;7,577;-150,0;325,0;1,2878787878787878;2,0;36,0;4,751220799788834;363,0;47,90814306453741;25,0;3,2994588887422465;24,0;28,0;-4,0;0,8571428571428571;-5,0;-0,12121212121212122;1,4015151515151516;0,25;5,0;0,9730057186668074;1,606060606060606;1,1515151515151516;1,394736842105263;1,6666666666666667;9,0;51,0;12,927;-450,0;475,0;1,2990196078431373;2,0;48,0;3,7131585054537015;707,0;54,69173048657848;37,0;2,862226347953895;36,0;31,0;5,0;1,1612903225806452;4,0;0,09803921568627451;1,2352941176470589;0,25;5,0;0,8407684462213579;1,411764705882353;1,2156862745098038;1,1612903225806452;1,4313725490196079;9,0;91;27,714;425,0;1000,0;1,2582417582417582;2,0;80,0;2,886627697192755;1664,0;60,0418561016093;66,0;2,3814678501840225;66,0;36,0;30,0;1,8333333333333333;29,0;0,32967032967032966;1,0857142857142856;0,2;5,0;0,7718315096543468;1,3846153846153846;1,5934065934065933;0,8689655172413794;1,2967032967032968;9,0;162;57,994;775,0;1350,0;1,2839506172839505;2,25;128,0;2,2071248749870676;3524,0;60,76490671448771;112,0;1,9312342656136843;103,0;57,0;46,0;1,8070175438596492;45,0;0,2839506172839506;1,1170781893004114;0,2;5,0;0,6644406009047035;1,3518518518518519;1,4320987654320987;0,9439655172413793;1,1851851851851851;9,0;4,0;1,27;25,0;25,0;1,4375;1,5;1,0;0,7874015748031495;64,0;50,39370078740157;1,0;0,7874015748031495;0,0;3,0;-3,0;0,0;-2,0;-0,75;1,25;1,0;2,0;0,4330127018922193;1,25;1,0;1,25;1,0;1,0;10,0;7,17;150,0;200,0;1,425;2,25;4,0;0,5578800557880056;407,0;56,76429567642957;4,0;0,5578800557880056;0,0;7,0;-7,0;0,0;-6,0;-0,7;1,15;0,5;2,0;0,45;1,2;1,1;1,0909090909090908;1,0;1,0;12,0;13,571;550,0;600,0;1,4166666666666667;2,25;5,0;0,36843268734802154;743,0;54,749097339916;5,0;0,36843268734802154;1,0;7,0;-6,0;0,14285714285714285;-5,0;-0,5;1,125;0,5;2,0;0,414578098794425;1,1666666666666667;1,0833333333333333;1,076923076923077;1,0;1,0;61;28,713;575,0;1000,0;1,1434426229508197;2,25;61,0;2,1244732351199804;1445,0;50,32563647128478;38,0;1,323442343189496;25,0;44,0;-19,0;0,5681818181818182;-18,0;-0,3114754098360656;3,6311475409836067;0,5;25,0;7,022739201783336;3,6721311475409837;1,0655737704918034;3,446153846153846;1,3770491803278688;24,0;127;57,889;525,0;1000,0;1,1377952755905512;2,25;99,0;1,7101694622467134;2763,0;47,72927499179464;76,0;1,312857364957073;49,0;65,0;-16,0;0,7538461538461538;-15,0;-0,12598425196850394;2,380577427821523;0,3333333333333333;25,0;5,0320885303384015;2,4881889763779528;1,1496062992125984;2,164383561643836;1,1811023622047243;24,0
LATERAL_0006;LATERAL;2026-07-14 04:09:00;2026-07-14 04:10:00;LATERAL;-375,0;1050,0;7,0;2,723;-50,0;200,0;1,5714285714285714;1,75;3,0;1,1017260374586852;123,0;45,1707675358061;3,0;1,1017260374586852;3,0;1,0;2,0;3,0;1,0;0,2857142857142857;1,5;0,5;3,0;0,8017837257372732;1,7142857142857142;1,2857142857142858;1,3333333333333333;1,0;1,0;16,0;8,417;50,0;200,0;1,28125;1,75;8,0;0,9504574076274207;368,0;43,721040750861356;8,0;0,9504574076274207;6,0;3,0;3,0;2,0;2,0;0,1875;1,3125;0,5;3,0;0,7473912964438374;1,4375;1,1875;1,2105263157894737;1,0;1,0;30,0;13,937;250,0;325,0;1,1916666666666667;1,75;16,0;1,1480232474707612;686,0;49,22149673530889;16,0;1,1480232474707612;11,0;7,0;4,0;1,5714285714285714;5,0;0,13333333333333333;1,2277777777777779;0,3333333333333333;3,0;0,6864877508730693;1,4;1,3;1,0769230769230769;1,0;1,0;66;29,019;-50,0;575,0;1,1325757575757576;1,75;38,0;1,3094868879010304;1308,0;45,07391708880389;38,0;1,3094868879010304;24,0;21,0;3,0;1,1428571428571428;2,0;0,045454545454545456;1,2247474747474747;0,3333333333333333;3,0;0,6012699972821447;1,393939393939394;1,2272727272727273;1,1358024691358026;1,0;1,0;127;57,889;525,0;1000,0;1,1377952755905512;2,25;99,0;1,7101694622467134;2763,0;47,72927499179464;76,0;1,312857364957073;49,0;65,0;-16,0;0,7538461538461538;-15,0;-0,12598425196850394;2,380577427821523;0,3333333333333333;25,0;5,0320885303384015;2,4881889763779528;1,1496062992125984;2,164383561643836;1,1811023622047243;24,0;4,0;2,703;25,0;25,0;1,3125;1,5;1,0;0,3699593044765076;79,0;29,2267850536441;1,0;0,3699593044765076;1,0;2,0;-1,0;0,5;-2,0;-0,25;1,25;1,0;2,0;0,4330127018922193;1,25;1,0;1,25;1,0;1,0;13,0;6,39;-400,0;425,0;1,1923076923076923;1,5;6,0;0,9389671361502347;306,0;47,887323943661976;6,0;0,9389671361502347;3,0;7,0;-4,0;0,42857142857142855;-5,0;-0,3076923076923077;1,3461538461538463;0,5;3,0;0,6617173282340483;1,3846153846153846;1,0769230769230769;1,2857142857142858;1,0;1,0;22,0;14,814;125,0;525,0;1,1590909090909092;1,5;13,0;0,8775482651545835;654,0;44,14742810854597;13,0;0,8775482651545835;5,0;13,0;-8,0;0,38461538461538464;-9,0;-0,36363636363636365;1,5606060606060608;0,3333333333333333;4,0;1,000688468239901;1,6363636363636365;1,1818181818181819;1,3846153846153846;1,0;1,0;53;26,09;225,0;675,0;1,1084905660377358;1,75;34,0;1,303181295515523;1240,0;47,527788424683784;32,0;1,2265235722499042;18,0;27,0;-9,0;0,6666666666666666;-10,0;-0,16981132075471697;1,3459119496855345;0,3333333333333333;4,0;0,9000635061473691;1,528301886792453;1,3773584905660377;1,1095890410958906;1,0377358490566038;3,0;125;59,408;-375,0;1050,0;1,182;1,75;94,0;1,5822784810126582;2888,0;48,612981416644224;87,0;1,4644492324266092;44,0;66,0;-22,0;0,6666666666666666;-23,0;-0,176;1,4526666666666668;0,25;6,0;1,0267714232269787;1,632;1,312;1,24390243902439;1,088;3,0
