variavel;media_movimentos;media_lateral;diferenca;z_vs_lateral;z_absoluto;direcao_comum;movimentos_acima_mediana_lateral;movimentos_abaixo_mediana_lateral;consistencia_5_movimentos;percentil_lateral_medio;percentil_lateral_min;percentil_lateral_max
pre10s_bid_size_medio;1,547065043154555;1,4690409568187202;0,0780240863358348;0,12149100655958774;0,12149100655958774;ACIMA_LATERAL;4;1;0,8;0,6843478260869565;0,47391304347826085;0,8695652173913043
inicio30s_razao_agressor_cv;1,4525766896980286;55084747,162492394;-55084745,709915705;-0,10899000845329462;0,10899000845329462;ACIMA_LATERAL;4;1;0,8;0,6135593220338983;0,3559322033898305;0,9110169491525424
pre30s_razao_agressor_cv;1,0506171447709556;12711865,862995226;-12711864,81237808;-0,0652328094185314;0,0652328094185314;ABAIXO_LATERAL;1;4;0,8;0,45847457627118643;0,326271186440678;0,809322033898305
pre5s_last_size_medio;1,3181252826775216;1,055466055190007;0,2626592274875146;1,2189234877384043;1,2189234877384043;ACIMA_LATERAL;3;0;0,75;0,897783251231527;0,8472906403940886;0,9901477832512315
pre5s_imbalance_min;0,2532142857142857;0,5493431855500821;-0,2961288998357964;-1,0457118823167815;1,0457118823167815;ABAIXO_LATERAL;0;3;0,75;0,22660098522167488;0,0;0,7684729064039408
pre5s_last_size_max;7,25;1,7438423645320198;5,50615763546798;0,915024888554264;0,915024888554264;ACIMA_LATERAL;3;0;0,75;0,9408866995073891;0,8472906403940886;0,9950738916256158
pre5s_spread_medio;1,2231772011156339;1,370445555835243;-0,1472683547196092;-0,6856794392875698;0,6856794392875698;ABAIXO_LATERAL;1;3;0,75;0,2770935960591133;0,06403940886699508;0,541871921182266
pre5s_razao_bid_ask;0,9411957824107358;1,0625154805346793;-0,1213196981239435;-0,21618665839629925;0,21618665839629925;ABAIXO_LATERAL;1;3;0,75;0,4568965517241379;0,034482758620689655;0,8177339901477833
inicio5s_volume_var;44,0;6,666666666666667;37,333333333333336;4,950564640388825;4,950564640388825;ACIMA_LATERAL;3;2;0,6;0,7107981220657277;0,38028169014084506;1,0
inicio5s_trades_var;36,8;6,248826291079812;30,551173708920185;4,502730098778;4,502730098778;ACIMA_LATERAL;3;2;0,6;0,7107981220657277;0,38028169014084506;1,0
inicio10s_agressor_venda_sum;44,4;7,782608695652174;36,61739130434783;4,343141607823726;4,343141607823726;ACIMA_LATERAL;3;2;0,6;0,668695652173913;0,0782608695652174;1,0
inicio5s_agressor_venda_sum;25,6;4,178403755868545;21,421596244131457;4,015702988519749;4,015702988519749;ABAIXO_LATERAL;2;3;0,6;0,5352112676056338;0,1784037558685446;1,0
inicio5s_linhas;47,2;11,244131455399062;35,95586854460094;3,884937352585702;3,884937352585702;ACIMA_LATERAL;3;2;0,6;0,6732394366197183;0,24413145539906103;1,0
inicio15s_agressor_venda_sum;54,2;11,197424892703863;43,00257510729614;3,8125183610007825;3,8125183610007825;ACIMA_LATERAL;3;2;0,6;0,6377682403433476;0,04721030042918455;1,0
pre15s_ticks_var;1651,2;598,6808510638298;1052,5191489361703;2,8217978776303325;2,8217978776303325;ACIMA_LATERAL;3;2;0,6;0,6936170212765957;0,22127659574468084;1,0
pre30s_ticks_vel_s;109,7850461368896;52,64565237426058;57,13939376262903;2,604930264987126;2,604930264987126;ACIMA_LATERAL;3;2;0,6;0,6813559322033899;0,3686440677966102;1,0
pre15s_ticks_vel_s;117,58702926668036;54,174771942744435;63,412257323935926;2,548550929202375;2,548550929202375;ACIMA_LATERAL;3;2;0,6;0,672340425531915;0,2127659574468085;1,0
inicio5s_amplitude_pts;660,0;216,43192488262912;443,5680751173709;2,535770551772224;2,535770551772224;ACIMA_LATERAL;3;2;0,6;0,7051643192488262;0,3145539906103286;1,0
pre60s_ticks_var;6436,2;3067,3093220338983;3368,8906779661015;2,460597358386261;2,460597358386261;ACIMA_LATERAL;3;2;0,6;0,6830508474576271;0,4152542372881356;1,0
pre60s_ticks_vel_s;108,60516087624137;54,4402081316595;54,16495274458187;2,355502092449745;2,355502092449745;ACIMA_LATERAL;3;2;0,6;0,6694915254237288;0,423728813559322;1,0
pre10s_ticks_vel_s;111,153434129669;55,1858066459838;55,96762748368519;2,0157649567313616;2,0157649567313616;ACIMA_LATERAL;3;2;0,6;0,6669565217391304;0,0391304347826087;1,0
inicio10s_spread_max;2,2;1,7891304347826087;0,4108695652173915;1,3509998341365195;1,3509998341365195;ACIMA_LATERAL;3;1;0,6;0,7347826086956523;0,013043478260869565;0,991304347826087
inicio60s_preco_var_pts;960,0;17,478813559322035;942,521186440678;1,3050968746061735;1,3050968746061735;ACIMA_LATERAL;3;2;0,6;0,6711864406779661;0,08050847457627118;1,0
inicio30s_last_size_max;5,6;2,402542372881356;3,1974576271186437;1,2604233561793723;1,2604233561793723;ACIMA_LATERAL;3;0;0,6;0,8720338983050848;0,7203389830508474;0,9830508474576272
inicio5s_ticks_var;428,8;210,08920187793427;218,71079812206574;1,160998828013364;1,160998828013364;ACIMA_LATERAL;3;2;0,6;0,6431924882629108;0,04225352112676056;0,9953051643192489
inicio15s_spread_max;2,2;1,8562231759656653;0,34377682403433485;1,1110141762460273;1,1110141762460273;ACIMA_LATERAL;3;1;0,6;0,7133047210300429;0,0;0,9914163090128756
inicio30s_spread_max;2,25;1,9608050847457628;0,28919491525423724;0,8311012532388858;0,8311012532388858;ACIMA_LATERAL;3;2;0,6;0,6889830508474576;0,1016949152542373;0,9872881355932204
pre60s_imbalance_min;0,1932380952380952;0,27772578418399574;-0,08448768894590053;-0,7013840446938617;0,7013840446938617;ABAIXO_LATERAL;1;3;0,6;0,38135593220338987;0,00423728813559322;0,8813559322033898
inicio10s_imbalance_min;0,2990909090909091;0,465515873015873;-0,16642496392496392;-0,6974015786607781;0,6974015786607781;ABAIXO_LATERAL;0;3;0,6;0,40956521739130436;0,004347826086956522;0,8608695652173913
pre60s_amplitude_pts;1410,0;1075,8474576271187;334,15254237288127;0,6914983671929079;0,6914983671929079;ACIMA_LATERAL;3;2;0,6;0,6855932203389831;0,3389830508474576;0,9872881355932204
inicio15s_imbalance_min;0,2990909090909091;0,41261000563575667;-0,1135190965448476;-0,5450671860313518;0,5450671860313518;ABAIXO_LATERAL;2;3;0,6;0,44635193133047213;0,004291845493562232;0,9184549356223176
pre60s_saldo_agressor;-12,6;-0,00423728813559322;-12,595762711864406;-0,49965925788324;0,49965925788324;ABAIXO_LATERAL;2;3;0,6;0,35677966101694913;0,0635593220338983;0,652542372881356
pre60s_delta_var;-12,6;-0,05084745762711865;-12,54915254237288;-0,4992933368603697;0,4992933368603697;ABAIXO_LATERAL;2;3;0,6;0,3593220338983051;0,059322033898305086;0,6822033898305084
pre15s_duracao_s;12,4956;10,518638297872341;1,9769617021276584;0,4978639492633391;0,4978639492633391;ACIMA_LATERAL;3;2;0,6;0,6782978723404256;0,26382978723404255;0,9957446808510638
pre30s_spread_max;2,15;1,9618644067796611;0,1881355932203388;0,4733459340117322;0,4733459340117322;ACIMA_LATERAL;3;1;0,6;0,8144067796610169;0,4915254237288136;0,9491525423728814
inicio60s_delta_agressor_medio;0,08656517972703226;-0,006987367270726046;0,0935525469977583;0,4113876539272226;0,4113876539272226;ACIMA_LATERAL;3;2;0,6;0,6466101694915254;0,4067796610169492;0,8771186440677966
pre60s_preco_var_pts;-245,0;19,915254237288135;-264,91525423728814;-0,3657264305937997;0,3657264305937997;ABAIXO_LATERAL;2;3;0,6;0,39406779661016944;0,05508474576271186;0,8389830508474576
inicio15s_duracao_s;12,3732;11,173523605150216;1,199676394849785;0,3455970499728836;0,3455970499728836;ABAIXO_LATERAL;2;3;0,6;0,5648068669527897;0,24892703862660945;0,9957081545064378
pre15s_delta_agressor_medio;0,14094031320791883;0,016609886853141964;0,12433042635477687;0,30973545996493757;0,30973545996493757;ACIMA_LATERAL;3;2;0,6;0,5974468085106382;0,3446808510638298;0,8553191489361702
pre10s_razao_bid_ask;0,9254277581408653;1,0646478268772952;-0,1392200687364299;-0,29888818551521923;0,29888818551521923;ABAIXO_LATERAL;2;3;0,6;0,4495652173913044;0,0;0,9130434782608695
pre15s_delta_var;3,4;-0,6425531914893617;4,042553191489362;0,29300878392041774;0,29300878392041774;ACIMA_LATERAL;3;2;0,6;0,5259574468085106;0,11063829787234042;0,9914893617021276
pre15s_imbalance_medio;1,084469124459265;1,2395871032206338;-0,1551179787613688;-0,27528844717412837;0,27528844717412837;ABAIXO_LATERAL;2;3;0,6;0,38978723404255317;0,059574468085106386;0,7446808510638298
pre15s_saldo_agressor;2,8;-0,574468085106383;3,3744680851063826;0,2404197361593845;0,2404197361593845;ACIMA_LATERAL;3;2;0,6;0,5140425531914894;0,09787234042553192;0,9872340425531915
pre60s_imbalance_max;8,2;5,782485875706214;2,4175141242937856;0,23120210435485383;0,23120210435485383;ACIMA_LATERAL;3;1;0,6;0,7457627118644068;0,4025423728813559;0,9745762711864406
inicio60s_imbalance_max;8,2;5,782485875706215;2,417514124293784;0,23120210435485367;0,23120210435485367;ACIMA_LATERAL;3;2;0,6;0,7389830508474576;0,4025423728813559;0,9661016949152542
inicio10s_bid_size_medio;1,339911985491662;1,4477826600053376;-0,10787067451367571;-0,21259191834995575;0,21259191834995575;ACIMA_LATERAL;3;2;0,6;0,4556521739130435;0,11739130434782609;0,7869565217391304
inicio5s_duracao_s;2,9164000000000003;2,632474178403756;0,28392582159624435;0,2116390619067511;0,2116390619067511;ACIMA_LATERAL;3;2;0,6;0,5812206572769953;0,24882629107981222;0,9953051643192489
inicio60s_imbalance_medio;1,1198413038246913;1,36061799228149;-0,24077668845679878;-0,20922221208120095;0,20922221208120095;ABAIXO_LATERAL;2;3;0,6;0,32881355932203393;0,029661016949152543;0,7372881355932204
pre10s_razao_agressor_cv;0,9322576698663655;313043479,54748803;-313043478,6152304;-0,20870354308980132;0,20870354308980132;ABAIXO_LATERAL;2;3;0,6;0,40869565217391307;0,06956521739130435;0,6565217391304348
pre15s_preco_var_pts;-65,0;0,851063829787234;-65,85106382978724;-0,2069887313177336;0,2069887313177336;ABAIXO_LATERAL;2;3;0,6;0,3991489361702128;0,08936170212765958;0,9787234042553191
pre15s_razao_agressor_cv;1,7296730398261424;208510639,75421956;-208510638,02454653;-0,17958961909802565;0,17958961909802565;ACIMA_LATERAL;3;2;0,6;0,5787234042553191;0,3574468085106383;0,8851063829787233
inicio60s_bid_size_medio;1,4175984138881563;1,6444648678570615;-0,22686645396890515;-0,16858100258961978;0,16858100258961978;ABAIXO_LATERAL;2;3;0,6;0,4042372881355932;0,07627118644067797;0,8432203389830508
pre30s_imbalance_medio;1,1640777144431993;1,3921452693874163;-0,22806755494421704;-0,16622932293545237;0,16622932293545237;ABAIXO_LATERAL;2;3;0,6;0,42372881355932196;0,09322033898305085;0,7923728813559322
inicio15s_imbalance_std;0,5546466640640733;0,7687025306327474;-0,21405586656867415;-0,16317782685184534;0,16317782685184534;ABAIXO_LATERAL;2;3;0,6;0,3965665236051502;0,22317596566523606;0,5622317596566524
inicio30s_imbalance_std;0,6566628968334653;0,8629987223703603;-0,206335825536895;-0,15972427174924173;0,15972427174924173;ACIMA_LATERAL;3;2;0,6;0,4440677966101695;0,2584745762711864;0,5847457627118644
inicio15s_bid_size_medio;1,3308859661820156;1,5236148284603908;-0,19272886227837516;-0,15866108525017802;0,15866108525017802;ABAIXO_LATERAL;2;3;0,6;0,42060085836909866;0,08583690987124463;0,6609442060085837
inicio10s_imbalance_std;0,5730739384377534;0,6481190306580736;-0,07504509222032019;-0,1484380175959296;0,1484380175959296;ACIMA_LATERAL;3;2;0,6;0,4886956521739131;0,20434782608695654;0,6521739130434783
pre10s_imbalance_std;0,827615884502551;0,6899370204251983;0,13767886407735264;0,14448313853367564;0,14448313853367564;ACIMA_LATERAL;3;2;0,6;0,6582608695652173;0,40869565217391307;0,9434782608695652
pre10s_delta_agressor_medio;-0,04183789387225192;0,02106522142785507;-0,06290311530010699;-0,14314895001155192;0,14314895001155192;ABAIXO_LATERAL;2;3;0,6;0,4495652173913043;0,13478260869565217;0,7913043478260869
pre10s_preco_var_pts;40,0;6,521739130434782;33,47826086956522;0,13297298711101752;0,13297298711101752;ACIMA_LATERAL;3;1;0,6;0,5869565217391305;0,043478260869565216;0,9695652173913043
pre30s_bid_size_medio;1,4859363588640266;1,6702392884559796;-0,18430292959195294;-0,12569078433768316;0,12569078433768316;ABAIXO_LATERAL;2;3;0,6;0,5016949152542374;0,25;0,8940677966101694
inicio5s_bid_size_medio;1,3763670411985018;1,4750718990968155;-0,09870485789831362;-0,12266226291498177;0,12266226291498177;ACIMA_LATERAL;3;2;0,6;0,5333333333333334;0,17370892018779344;0,8075117370892019
pre60s_imbalance_medio;1,221911961896525;1,3602445443157527;-0,13833258241922763;-0,12019585096575743;0,12019585096575743;ABAIXO_LATERAL;2;3;0,6;0,4974576271186441;0,13983050847457626;0,847457627118644
inicio60s_razao_agressor_cv;1,2500940133855114;1,1642963209546273;0,08579769243088409;0,11686048822458234;0,11686048822458234;ACIMA_LATERAL;3;2;0,6;0,6254237288135592;0,4194915254237288;0,847457627118644
pre60s_last_size_medio;1,0802971138111117;1,0682187486444046;0,012078365166707128;0,11156411498639424;0,11156411498639424;ABAIXO_LATERAL;2;3;0,6;0,573728813559322;0,2245762711864407;0,940677966101695
pre30s_imbalance_std;0,8023828886816544;1,1323283925226981;-0,3299455038410437;-0,10755329884665157;0,10755329884665157;ACIMA_LATERAL;3;2;0,6;0,5516949152542373;0,07627118644067797;0,902542372881356
pre60s_bid_size_medio;1,5219820038240655;1,643417602509586;-0,12143559868552045;-0,09023200458948794;0,09023200458948794;ABAIXO_LATERAL;2;3;0,6;0,561864406779661;0,2288135593220339;0,8559322033898306
inicio5s_imbalance_std;0,5288253858507966;0,5706799027062759;-0,04185451685547925;-0,08270242145953566;0,08270242145953566;ACIMA_LATERAL;3;2;0,6;0,5126760563380282;0,09859154929577464;0,8356807511737089
inicio60s_imbalance_std;0,9528067263474913;1,14443743266062;-0,19163070631312862;-0,06826590208290162;0,06826590208290162;ABAIXO_LATERAL;2;3;0,6;0,5228813559322034;0,1694915254237288;0,9661016949152542
pre30s_imbalance_max;4,2;4,8545197740113;-0,6545197740113;-0,06396204480066488;0,06396204480066488;ACIMA_LATERAL;3;1;0,6;0,7110169491525424;0,211864406779661;0,9449152542372882
pre10s_saldo_agressor;0,2;-0,48695652173913045;0,6869565217391305;0,0581130775350272;0,0581130775350272;ABAIXO_LATERAL;2;3;0,6;0,47913043478260864;0,034782608695652174;0,9869565217391304
pre15s_imbalance_max;4,0;3,5780141843971633;0,42198581560283666;0,05717917287543408;0,05717917287543408;ACIMA_LATERAL;3;1;0,6;0,788936170212766;0,425531914893617;0,9744680851063829
pre60s_imbalance_std;0,9904322619285157;1,1441801186766098;-0,1537478567480941;-0,05477016969343557;0,05477016969343557;ACIMA_LATERAL;3;2;0,6;0,614406779661017;0,2033898305084746;0,9661016949152542
pre30s_last_size_medio;1,0780696032446;1,0857864134015478;-0,0077168101569478065;-0,03681290605844447;0,03681290605844447;ACIMA_LATERAL;3;2;0,6;0,6296610169491526;0,4703389830508475;0,9279661016949152
inicio5s_imbalance_max;2,4;2,3489827856025043;0,051017214397495625;0,031803205633872865;0,031803205633872865;ACIMA_LATERAL;3;2;0,6;0,6507042253521126;0,25821596244131456;0,9530516431924883
pre10s_imbalance_medio;1,2166487866162368;1,203346767756758;0,013302018859478792;0,03009220724961016;0,03009220724961016;ABAIXO_LATERAL;2;3;0,6;0,5330434782608695;0,27391304347826084;0,8652173913043478
pre15s_imbalance_std;0,7872524337917151;0,8083781504835057;-0,02112571669179064;-0,014492366723793748;0,014492366723793748;ACIMA_LATERAL;3;2;0,6;0,5863829787234042;0,2553191489361702;0,9361702127659575
pre15s_bid_size_medio;1,5184554318920518;1,5138390425368407;0,004616389355211137;0,005955378461115012;0,005955378461115012;ACIMA_LATERAL;3;2;0,6;0,5778723404255319;0,3021276595744681;0,9106382978723404
pre5s_agressor_compra_sum;27,5;4,270935960591133;23,22906403940887;4,805104980493174;4,805104980493174;ACIMA_LATERAL;2;0;0,5;0,7906403940886699;0,5812807881773399;1,0
pre5s_saldo_agressor;7,75;-0,42857142857142855;8,178571428571429;0,7464491901884258;0,7464491901884258;ACIMA_LATERAL;2;2;0,5;0,5233990147783251;0,04926108374384237;1,0
pre5s_spread_max;1,875;1,7019704433497538;0,17302955665024622;0,6946768354674707;0,6946768354674707;ACIMA_LATERAL;2;1;0,5;0,7844827586206896;0,39901477832512317;0,9852216748768473
pre5s_delta_var;7,0;-0,3842364532019704;7,384236453201971;0,6815113601045972;0,6815113601045972;ACIMA_LATERAL;2;2;0,5;0,5246305418719212;0,054187192118226604;0,9950738916256158
pre5s_preco_var_pts;-62,5;8,251231527093596;-70,7512315270936;-0,4394552747380325;0,4394552747380325;ACIMA_LATERAL;2;2;0,5;0,46921182266009853;0,0;1,0
pre5s_razao_agressor_cv;1,898809523809524;251231528,40602842;-251231526,5072189;-0,3137169804492526;0,3137169804492526;ACIMA_LATERAL;2;2;0,5;0,4433497536945813;0,19704433497536947;0,8423645320197044
pre5s_delta_agressor_medio;0,11986092265943012;0,004805904806649191;0,11505501785278092;0,2383727459408311;0,2383727459408311;ACIMA_LATERAL;2;2;0,5;0,48891625615763545;0,18719211822660098;1,0
inicio5s_spread_max;2,0;1,7230046948356808;0,27699530516431925;1,141950337640018;1,141950337640018;ACIMA_LATERAL;2;2;0,4;0,568075117370892;0,028169014084507043;1,0
inicio5s_imbalance_min;0,35909090909090907;0,5764848349355391;-0,21739392584463008;-0,7037104162643567;0,7037104162643567;ABAIXO_LATERAL;0;2;0,4;0,4694835680751174;0,0;0,7370892018779343
inicio30s_imbalance_max;4,8;4,173728813559322;0,626271186440678;0,110241271270878;0,110241271270878;ACIMA_LATERAL;2;0;0,4;0,7177966101694915;0,5805084745762712;0,9788135593220338
pre10s_delta_var;0,6;-0,5260869565217391;1,126086956521739;0,09724858346616044;0,09724858346616044;ACIMA_LATERAL;2;2;0,4;0,4965217391304348;0,0391304347826087;0,991304347826087
inicio15s_imbalance_max;3,0;3,429184549356223;-0,42918454935622297;-0,07792951766107988;0,07792951766107988;ACIMA_LATERAL;1;1;0,2;0,7030042918454935;0,40772532188841204;0,8669527896995708
