grupo;feature;qtd_movimentos;qtd_laterais;media_movimentos;mediana_movimentos;media_lateral;mediana_lateral;diferenca;cohen_d;cohen_d_abs;ks_stat;ks_pvalue;mann_whitney_pvalue;direcao;dna_forte_estatistico
QUEDA;pre_60_0s_spread_q90;86;471;1,4779069767441864;1,5;1,710456475583864;1,75;-0,23254949883967768;-0,8292114640170712;0,8292114640170712;0,4281094158890041;1,4546140505561254e-12;4,815169409433258e-12;MENOR_NO_IMPULSO;True
QUEDA;pre_5_0s_spread_mediana;86;347;1,1453488372093024;1,0;1,3836455331412103;1,375;-0,23829669593190794;-0,8185000779028454;0,8185000779028454;0,4456470745928557;6,119894846763831e-13;8,879355485062096e-12;MENOR_NO_IMPULSO;True
QUEDA;pre_60_30s_spread_min;84;470;0,34523809523809523;0,25;0,5478723404255319;0,5;-0,20263424518743667;-0,7836184755842114;0,7836184755842114;0,4559270516717325;5,66664365838641e-14;2,1193281770907044e-12;MENOR_NO_IMPULSO;False
QUEDA;pre_30_0s_spread_q90;86;470;1,4732558139534884;1,5;1,6945212765957445;1,75;-0,2212654626422561;-0,751255906662959;0,751255906662959;0,4428500742206828;1,959729777945739e-13;9,747312763359781e-12;MENOR_NO_IMPULSO;False
QUEDA;pre_120_60s_spread_min;84;471;0,27976190476190477;0,25;0,4156050955414013;0,25;-0,13584319077949653;-0,7119375547198222;0,7119375547198222;0,3901273885350318;3,0056201425973366e-10;9,052610430772867e-11;MENOR_NO_IMPULSO;False
QUEDA;pre_15_0s_spread_q90;86;458;1,451453488372093;1,5;1,6697052401746726;1,75;-0,2182517518025795;-0,7101690256182851;0,7101690256182851;0,45491012491114047;4,004774611356175e-14;3,2638191292883626e-11;MENOR_NO_IMPULSO;False
QUEDA;pre_10_0s_spread_q90;86;434;1,4348837209302325;1,25;1,6499423963133641;1,65;-0,21505867538313161;-0,6845267714229429;0,6845267714229429;0,47486871717929485;2,839321670067704e-15;9,211018451476704e-12;MENOR_NO_IMPULSO;False
QUEDA;pre_60_0s_spread_min;86;471;0,29651162790697677;0,25;0,4156050955414013;0,25;-0,11909346763442452;-0,6012951525733126;0,6012951525733126;0,35718165210092334;8,588389839332017e-09;1,4521266861962796e-09;MENOR_NO_IMPULSO;False
QUEDA;pre_5_0s_spread_q90;86;347;1,4232558139534885;1,25;1,619380403458213;1,5250000000000004;-0,19612458950472456;-0,5989584315460623;0,5989584315460623;0,4511091749882716;2,88884788131914e-13;5,032999300281982e-09;MENOR_NO_IMPULSO;False
QUEDA;pre_60_30s_spread_std;84;470;0,28940831623234997;0,2702770758435662;0,3352753208822193;0,32909157959470026;-0,045867004649869314;-0,5744522512586455;0,5744522512586455;0,3638297872340426;6,120335763053672e-09;5,896613537446172e-08;MENOR_NO_IMPULSO;False
QUEDA;pre_60_0s_spread_max;86;471;2,421511627906977;2,25;2,1178343949044587;2,0;0,30367723300251814;0,5398515368729115;0,5398515368729115;0,23500222189305298;0,0005104058199892781;0,058945564373096844;MAIOR_NO_IMPULSO;False
QUEDA;acel_spread_60_para_15_spread_pct_acima_1_5_ratio;86;458;0,828357758602473;0,8474258916843875;1,028717270614424;0,9991939198526025;-0,20035951201195112;-0,4619441914465449;0,4619441914465449;0,24702955214786232;0,0002238602867242254;0,00028873406664188316;MENOR_NO_IMPULSO;False
