grupo;feature;qtd_movimentos;qtd_laterais;media_movimentos;mediana_movimentos;media_lateral;mediana_lateral;diferenca;cohen_d;cohen_d_abs;ks_stat;ks_pvalue;mann_whitney_pvalue;direcao
TODOS;pre_60_30s_ask_size_medio;173;470;1,6357442875367714;1,5479930191972078;1,444614509809199;1,4083916083916086;0,19112977772757245;0,5653312884426676;0,5653312884426676;0,2847743205017833;1,5066344193977164e-09;5,441947300500901e-13;MAIOR_NO_IMPULSO
TODOS;pre_30_0s_volatilidade_preco;175;470;0,6458066483257946;0,6105615997817317;0,7784683444113591;0,7472345859005685;-0,13266169608556455;-0,5511822190188823;0,5511822190188823;0,3070516717325228;3,857918135144242e-11;1,6505552242428596e-13;MENOR_NO_IMPULSO
TODOS;pre_60_30s_volatilidade_preco;173;470;0,6538077224082198;0,6216858314185276;0,7786126111135597;0,7472345859005685;-0,1248048887053399;-0,5265782846043301;0,5265782846043301;0,30119296519493294;1,2121191010404965e-10;2,0176345453229265e-12;MENOR_NO_IMPULSO
TODOS;pre_60_30s_spread_q90;173;470;1,5065028901734103;1,5;1,6902659574468084;1,75;-0,18376306727339808;-0,5245177305404725;0,5245177305404725;0,4177099987701389;2,367726895341064e-20;2,3513891088507877e-15;MENOR_NO_IMPULSO
TODOS;pre_120_60s_spread_medio;173;471;1,189053622424223;1,147196261682243;1,3455976002798833;1,34375;-0,15654397785566032;-0,5094490378668787;0,5094490378668787;0,47671293398623027;1,1951579249925017e-26;6,546534605793127e-17;MENOR_NO_IMPULSO
TODOS;pre_10_0s_eficiencia_preco;175;434;0,8123633941854655;0,8809523809523809;0,6620298096296103;0,7368421052631579;0,15033358455585522;0,5084948266002026;0,5084948266002026;0,26737327188940097;2,383071384956707e-08;0,000101214760313425;MAIOR_NO_IMPULSO
TODOS;pre_30_0s_spread_max;175;470;2,4085714285714284;2,0;1,9659574468085106;2,0;0,4426139817629178;0,5056157812431049;0,5056157812431049;0,22851063829787233;2,4719005544703685e-06;0,0023644255282785293;MAIOR_NO_IMPULSO
TODOS;pre_30_10s_ask_size_medio;173;464;1,6160379375963385;1,5;1,435146257465785;1,375;0,18089168013055357;0,5038188670106849;0,5038188670106849;0,2695834163842934;1,4351688812184763e-08;2,3630180777606858e-11;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_persistencia_alta;175;347;0,24213548529798865;0,23595505617977527;0,18131708270552743;0,18181818181818182;0,06081840259246121;0,5029977729963829;0,5029977729963829;0,21641827912721284;2,8848611582787565e-05;8,850103568777396e-07;MAIOR_NO_IMPULSO
TODOS;pre_15_0s_spread_max;175;458;2,1314285714285712;1,75;1,8335152838427948;1,75;0,2979132875857764;0,4910826288582239;0,4910826288582239;0,19907673112913282;7,057510073520729e-05;0,01965756539125006;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_persistencia_queda;175;347;0,24248459192280816;0,25;0,18020482099524657;0,18181818181818182;0,062279770927561595;0,4902688502185056;0,4902688502185056;0,23777686290654587;2,8013591565433505e-06;7,963590022527235e-08;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_persistencia_queda;175;434;0,24886375824522947;0,2631578947368421;0,1973697603568438;0,2;0,051493997888385656;0,4710431059043563;0,4710431059043563;0,26764976958525344;2,2941056737263623e-08;2,4872386438112932e-08;MAIOR_NO_IMPULSO
TODOS;pre_60_0s_spread_q90;175;471;1,5404285714285717;1,5;1,710456475583864;1,75;-0,17002790415529234;-0,4696134633447176;0,4696134633447176;0,3921625720351835;4,450925136707958e-18;6,781650152301407e-15;MENOR_NO_IMPULSO
TODOS;pre_30_0s_spread_q90;175;470;1,5332857142857146;1,5;1,6945212765957445;1,75;-0,1612355623100299;-0,4613632372769879;0,4613632372769879;0,39574468085106385;2,1165638162092432e-18;2,926738060916144e-13;MENOR_NO_IMPULSO
TODOS;pre_60_30s_spread_max;173;470;2,342485549132948;2,0;1,9622340425531914;2,0;0,3802515065797565;0,4575118406142132;0,4575118406142132;0,2227770261960399;5,3884657522287095e-06;0,07136406908533552;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_persistencia_alta;175;434;0,24806332177890308;0,25;0,20051872597044737;0,20256410256410257;0,047544595808455714;0,456360781184566;0,456360781184566;0,1935483870967742;0,0001431766695547933;2,313083917768366e-06;MAIOR_NO_IMPULSO
TODOS;pre_15_0s_persistencia_queda;175;458;0,25319919661945994;0,2619047619047619;0,2097041813423048;0,21428571428571427;0,04349501527715513;0,4554233279856233;0,4554233279856233;0,25297567061759196;1,2707514606779344e-07;9,342093561777526e-08;MAIOR_NO_IMPULSO
TODOS;pre_15_0s_spread_q90;175;458;1,5115714285714283;1,5;1,6697052401746726;1,75;-0,15813381160324425;-0,44726293616541796;0,44726293616541796;0,3988396756082346;1,4678651058060888e-18;1,4580231397295766e-12;MENOR_NO_IMPULSO
TODOS;acel_spread_60_para_15_spread_max_diff;175;458;-0,6157142857142858;-0,25;-0,2920305676855895;-0,25;-0,3236837180286963;-0,43872201051878745;0,43872201051878745;0,12344354335620712;0,03800991411691411;0,06209622782354562;MENOR_NO_IMPULSO
TODOS;acel_spread_30_para_5_spread_std_ratio;175;347;0,9407078641801646;0,9642700403301832;0,8088019767582937;0,8279395334006838;0,13190588742187093;0,43129294968732435;0,43129294968732435;0,24171263894606826;1,8534512404459883e-06;4,987395462548561e-06;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_spread_max;175;434;2,0357142857142856;1,75;1,7793778801843319;1,75;0,25633640552995374;0,43080842413452725;0,43080842413452725;0,18036866359447012;0,0005012729447990147;0,2017476742584391;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_spread_q90;175;434;1,4978571428571428;1,5;1,6499423963133641;1,65;-0,15208525345622137;-0,4219946237016981;0,4219946237016981;0,42599078341013824;7,050281033655961e-21;1,454392929688665e-12;MENOR_NO_IMPULSO
TODOS;pre_30_10s_persistencia_queda;173;464;0,25631568863790744;0,26717557251908397;0,2210730039684031;0,2243421052631579;0,03524268466950434;0,4027603714151729;0,4027603714151729;0,24928991429140923;2,210669518320298e-07;5,1704595977606e-07;MAIOR_NO_IMPULSO
TODOS;pre_30_10s_volatilidade_preco;173;464;0,6467284554325645;0,613052347809;0,7524548535383737;0,7236837160166357;-0,1057263981058092;-0,39014261922559174;0,39014261922559174;0,22469852501494908;4,506490777275532e-06;1,8670979799470932e-07;MENOR_NO_IMPULSO
TODOS;pre_30_0s_persistencia_queda;175;470;0,2555878791311743;0,27205882352941174;0,2272330814063379;0,22916666666666666;0,0283547977248364;0,38069792448089723;0,38069792448089723;0,2490577507598784;1,8963519257707418e-07;5,830764765672523e-06;MAIOR_NO_IMPULSO
TODOS;pre_15_0s_persistencia_alta;175;458;0,2472956031969225;0,25;0,21362946652130013;0,2204861111111111;0,03366613667562238;0,37159567963179585;0,37159567963179585;0,16089831565814094;0,0024502105906110006;0,0001506025538709587;MAIOR_NO_IMPULSO
TODOS;acel_spread_30_para_5_spread_std_diff;175;347;-0,027521530062295116;-0,009147012444084446;-0,06790765520849464;-0,0550168611018495;0,04038612514619952;0,35228791180698366;0,35228791180698366;0,28200905722519554;1,198767724984547e-08;8,846898671292768e-06;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_eficiencia_preco;175;347;0,8313832640024241;0,9069767441860465;0,727205683050934;0,8947368421052632;0,1041775809514901;0,3516879039346513;0,3516879039346513;0,20227254013997528;0,00011696148073859145;0,35724792519219417;MAIOR_NO_IMPULSO
TODOS;pre_120_60s_spread_max;173;471;2,621387283236994;2,25;2,1141188959660298;2,0;0,5072683872709645;0,34351096148410415;0,34351096148410415;0,19431046966851984;0,0001156227319223368;0,014049382979728735;MAIOR_NO_IMPULSO
TODOS;acel_spread_30_para_5_spread_max_diff;175;347;-0,5385714285714286;-0,25;-0,29250720461095103;-0,25;-0,24606422396047756;-0,3431624570395402;0,3431624570395402;0,13765335529024292;0,021496785400790103;0,03100922219307616;MENOR_NO_IMPULSO
TODOS;pre_60_30s_persistencia_queda;173;470;0,2508577468558784;0,25609756097560976;0,22719803760158197;0,22916666666666666;0,023659709254296446;0,330535499385295;0,330535499385295;0,20892879104661174;2,5307419546472863e-05;0,00022590520234390158;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_spread_q90;175;347;1,4935714285714285;1,5;1,619380403458213;1,5250000000000004;-0,12580897488678455;-0,3211102812856707;0,3211102812856707;0,40805269658295595;7,656359403266461e-18;2,813116758543163e-09;MENOR_NO_IMPULSO
TODOS;pre_30_10s_spread_max;173;464;2,158959537572254;2,0;1,9014008620689655;1,75;0,2575586755032886;0,30912895808844215;0,30912895808844215;0,1885962726729121;0,00021047630293527414;0,692819060703191;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_spread_max;175;347;1,87;1,75;1,7060518731988472;1,75;0,1639481268011529;0,29362076414291716;0,29362076414291716;0,179629477151091;0,000912664362917501;0,9542244958427556;MAIOR_NO_IMPULSO
TODOS;acel_spread_30_para_5_spread_max_ratio;175;347;0,8273901703404847;0,8571428571428571;0,8712129169261733;0,875;-0,04382274658568863;-0,2926612139476508;0,2926612139476508;0,19181556195965416;0,0003113699912369238;0,02231755309488469;MENOR_NO_IMPULSO
TODOS;pre_15_0s_bid_size_medio;175;458;1,7186286375972428;1,5491329479768785;1,4868601910857742;1,3846153846153846;0,23176844651146866;0,29208397144085074;0,29208397144085074;0,2909419837804117;5,747138034334091e-10;9,435246837744383e-12;MAIOR_NO_IMPULSO
TODOS;pre_60_0s_persistencia_queda;175;471;0,2540640137979059;0,26764314247669774;0,23816702072207466;0,23671497584541062;0,01589699307583123;0,29180692277570547;0,29180692277570547;0,23154382772217164;1,7016943661119856e-06;0,00011114348243338147;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_imbalance_std;175;434;0,9942787857401929;0,7943952381537533;0,6802575446852711;0,5986021388258722;0,3140212410549218;0,28821034628310294;0,28821034628310294;0,3533640552995391;2,2971099400346837e-14;2,3140295364024483e-16;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_bid_size_medio;175;347;1,700675431470682;1,55;1,4603203138445908;1,375;0,24035511762609119;0,2857231268535692;0,2857231268535692;0,24360642239604777;1,4345127307389035e-06;6,507094662608904e-08;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_imbalance_std;175;347;0,9864683385088935;0,7531348289372513;0,6388145575653967;0,5590169943749475;0,34765378094349675;0,28333600126080916;0,28333600126080916;0,29592424866200084;1,730729795641711e-09;8,979670128614508e-13;MAIOR_NO_IMPULSO
TODOS;acel_spread_60_para_15_spread_max_ratio;175;458;0,8353392200358761;0,875;0,8774957120754064;0,875;-0,04215649203953031;-0,2827742171556215;0,2827742171556215;0,13082969432314412;0,023436246279248882;0,1091936988959404;MENOR_NO_IMPULSO
TODOS;pre_120_60s_persistencia_alta;173;471;0,25257232791695117;0,2548076923076923;0,23835870872701587;0,2361111111111111;0,0142136191899353;0,27888160308812393;0,27888160308812393;0,2210154265306874;6,5310734352211615e-06;0,0002548262155256107;MAIOR_NO_IMPULSO
TODOS;pre_60_0s_persistencia_alta;175;471;0,253141621619415;0,2546213476446035;0,23833860544991656;0,2361111111111111;0,014803016169498445;0,274934774456269;0,274934774456269;0,1373369730057628;0,014420895271940602;0,0037060412598590164;MAIOR_NO_IMPULSO
TODOS;pre_10_0s_bid_size_medio;175;434;1,705530359759955;1,543859649122807;1,455349324499201;1,375;0,25018103526075386;0,27321569069890617;0,27321569069890617;0,2713364055299539;1,3762885876625099e-08;5,445079328076268e-10;MAIOR_NO_IMPULSO
TODOS;pre_120_60s_spread_q90;173;471;1,5449421965317918;1,5;1,7057324840764334;1,75;-0,16079028754464164;-0,2685891038217067;0,2685891038217067;0,42562252248935356;3,788013981210922e-21;2,552167161042805e-18;MENOR_NO_IMPULSO
TODOS;pre_15_0s_imbalance_std;175;458;1,0898371883722844;0,8074870184981023;0,762422261038664;0,613444510962231;0,32741492733362043;0,2649306764424407;0,2649306764424407;0,3497067997504678;2,7654162061780468e-14;1,1175152498071128e-16;MAIOR_NO_IMPULSO
TODOS;acel_spread_30_10_para_10_0_spread_max_ratio;173;428;1,0419880801190573;1,0;0,9514280533848289;1,0;0,09056002673422836;0,26026558268161176;0,26026558268161176;0,15190967532818325;0,005923431950890838;0,8460691164673888;MAIOR_NO_IMPULSO
TODOS;pre_30_10s_persistencia_alta;173;464;0,24393168667499876;0,24878836833602586;0,22125736849879146;0,22580645161290322;0,022674318176207298;0,26001186676429144;0,26001186676429144;0,2557678891767989;9,4475751935738e-08;0,0008801036453936466;MAIOR_NO_IMPULSO
TODOS;pre_5_0s_volatilidade_preco;175;347;0,588016458449334;0,5464456548876028;0,5159516793375254;0,5;0,07206477911180864;0,2589166146601576;0,2589166146601576;0,19988472622478387;0,00014608576138789314;0,006347137835295192;MAIOR_NO_IMPULSO
TODOS;pre_60_0s_spread_pct_acima_2;175;471;0,07498480013149939;0,010942760942760943;0,04774894718532298;0,02127659574468085;0,027235852946176406;0,2586101803225313;0,2586101803225313;0,17096754625417043;0,000977824926327019;0,09538882987027004;MAIOR_NO_IMPULSO
TODOS;pre_30_0s_spread_pct_acima_2;175;470;0,07456321012419168;0,006550218340611353;0,046217618791808183;0,011173533083645444;0,028345591332383492;0,25477284813637957;0,25477284813637957;0,12297872340425536;0,03815298546654572;0,4581453124388999;MAIOR_NO_IMPULSO
TODOS;acel_spread_30_para_5_spread_medio_ratio;175;347;0,9724391892212823;0,9678466076696165;1,0032344588060522;0,9962264150943395;-0,03079526958476997;-0,2504664641547942;0,2504664641547942;0,1897406340057637;0,00037849084629429673;0,005990910724022262;MENOR_NO_IMPULSO
TODOS;pre_30_0s_persistencia_alta;175;470;0,2503092980088965;0,2507836990595611;0,2322650981287627;0,2345301757066463;0,01804419988013381;0,24542100548862497;0,24542100548862497;0,13276595744680847;0,019941065862699683;0,004984720690742405;MAIOR_NO_IMPULSO
TODOS;acel_spread_30_para_5_spread_medio_diff;175;347;-0,037408065403831785;-0,037926582612246795;0,001789011796233163;-0,00454545454545463;-0,03919707720006495;-0,2410303587805718;0,2410303587805718;0,21170852202552504;4,576125973885265e-05;0,011205878951837969;MENOR_NO_IMPULSO
TODOS;acel_spread_60_para_15_spread_std_ratio;175;458;0,9528194837749222;0,9717966844361419;0,9019903787332021;0,906335902510117;0,05082910504172011;0,2379715579127584;0,2379715579127584;0,17907673112913286;0,0004969219284023139;0,008842824928719052;MAIOR_NO_IMPULSO
TODOS;pre_60_30s_persistencia_alta;173;470;0,2487595107612697;0,2520491803278688;0,23223005432400678;0,2345301757066463;0,016529456437262918;0,23791428711163307;0,23791428711163307;0,20084860410773583;5,9477130735217906e-05;0,0052039727727259625;MAIOR_NO_IMPULSO
TODOS;acel_spread_30_10_para_10_0_spread_std_ratio;173;428;1,1160981510377876;0,9951813015601964;0,9900973573463908;0,925428315089251;0,12600079369139683;0,2370380698903593;0,2370380698903593;0,17288369077845606;0,0010680481657331193;0,006147229464781688;MAIOR_NO_IMPULSO
