regra_bloqueio,componentes,trades_bloqueados,pct_trades_bloqueados,losses_evitados,gains_perdidos,saldo_eventos,pontos_dos_trades_bloqueados,trades_restantes,resultado_novo,melhoria_resultado,pf_novo,melhoria_pf,expectancia_nova,winrate_novo,dd_novo,reducao_dd,score_rank
13a_features_tempo_real__last__preco <= 27901.75,1,99,50.0,52,47,5,-13039.99999999578,99,20400.00000000582,13039.99999999578,1.8500000000002426,0.73780487804887,206.06060606066487,69.6969696969697,4879.999999998836,13279.999999998108,17272.68292682444
13a_features_tempo_real__last__preco <= 27865.528,1,66,33.33333333333333,38,28,10,-12159.999999997672,132,19520.000000007713,12159.999999997672,1.5545454545456736,0.442350332594301,147.8787878788463,66.66666666666666,6319.999999998981,11839.999999997963,17097.41019955354
13a_features_tempo_real__last__preco <= 27881.5,1,80,40.4040404040404,44,36,8,-12159.999999996944,118,19520.000000006985,12159.999999996944,1.6421052631581246,0.529910141206752,165.4237288136185,67.79661016949152,4879.999999998836,13279.999999998108,17085.946084720334
13a_features_tempo_real__last__preco <= 27934.05,1,119,60.1010101010101,59,60,-1,-12639.999999994325,79,20000.000000004366,12639.999999994325,2.0869565217393675,0.9747613997879949,253.16455696208058,70.88607594936708,4879.999999998836,13279.999999998108,15684.856839866461
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767,1,79,39.8989898989899,39,40,-1,-11039.99999999578,119,18400.00000000582,11039.99999999578,1.5348837209304018,0.4226885989790292,154.6218487395447,63.86554621848739,5519.999999998254,12639.99999999869,14209.613159382738
13a_features_tempo_real__last__preco <= 27961.495,1,132,66.66666666666666,64,68,-4,-10879.999999993743,66,18240.000000003783,10879.999999993743,2.2666666666669295,1.154471544715557,276.3636363636937,72.72727272727273,4559.999999999127,13599.999999997817,13428.682926822315
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524,1,40,20.2020202020202,23,17,6,-9519.999999998254,158,16880.000000008295,9519.999999998254,1.3576271186442435,0.24543199669287086,106.83544303802718,62.65822784810127,9999.999999997817,8159.999999999127,12833.259198013671
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926,1,66,33.33333333333333,34,32,2,-8959.999999996944,132,16320.000000006985,8959.999999996944,1.425000000000182,0.3128048780488093,123.63636363641655,63.63636363636363,6719.999999998254,11439.99999999869,12359.682926825772
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101,1,79,39.8989898989899,40,39,1,-7279.999999996653,119,14640.000000006694,7279.999999996653,1.435714285714485,0.3235191637631123,123.02521008408986,64.70588235294117,6719.999999997526,11439.999999999418,10300.111498254315
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595,1,50,25.252525252525253,26,24,2,-7359.999999997672,148,14720.000000007713,7359.999999997672,1.3285714285716008,0.21637630662022822,99.45945945951158,62.16216216216216,9359.999999996944,8800.0,10049.825783969809
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897,1,66,33.33333333333333,33,33,0,-6959.999999996944,132,14320.000000006985,6959.999999996944,1.3653061224491578,0.25311100049778523,108.4848484849014,62.878787878787875,6799.999999997817,11359.999999999127,9965.86660029531
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope <= -0.019074994,1,19,9.595959595959595,13,6,7,-7039.999999999418,179,14400.000000009459,7039.999999999418,1.2608695652175625,0.14867444326618995,80.44692737435452,61.452513966480446,12639.999999997963,5519.999999998981,9893.204665958776
13a_features_tempo_real__w60__pre_15s_spread_medio__slope <= -0.008663471,1,19,9.595959595959595,13,6,7,-7039.999999999418,179,14400.000000009459,7039.999999999418,1.2608695652175625,0.14867444326618995,80.44692737435452,61.452513966480446,12639.999999997963,5519.999999998981,9893.204665958776
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626,1,99,50.0,47,52,-5,-6879.999999995198,99,14240.000000005239,6879.999999995198,1.5085714285716156,0.39637630662024304,143.83838383843676,64.64646464646465,3679.9999999981083,14479.999999998836,9677.825783966939
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951,1,40,20.2020202020202,22,18,4,-6559.999999998399,158,13920.00000000844,6559.999999998399,1.290000000000176,0.1778048780488033,88.10126582283823,62.0253164556962,9999.99999999709,8159.9999999998545,9502.68292682763
13a_features_tempo_real__last__preco <= 27828.875,1,50,25.252525252525253,27,23,4,-6479.999999998108,148,13840.000000008149,6479.999999998108,1.3145454545456396,0.20235033259426705,93.51351351356857,62.83783783783784,9999.999999998545,8159.999999998399,9267.410199554108
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope <= -0.010134602,1,37,18.68686868686869,21,16,5,-6239.99999999869,161,13600.000000008731,6239.99999999869,1.2786885245903428,0.16649340263897017,84.47204968949522,62.11180124223602,11679.999999998108,6479.999999998836,8803.896041581665
13a_features_tempo_real__w60__pre_15s_spread_medio__slope <= -0.0046029285,1,37,18.68686868686869,21,16,5,-6239.99999999869,161,13600.000000008731,6239.99999999869,1.2786885245903428,0.16649340263897017,84.47204968949522,62.11180124223602,11679.999999998108,6479.999999998836,8803.896041581665
13a_features_tempo_real__last__preco <= 27989.375,1,148,74.74747474747475,68,80,-12,-7359.9999999925785,50,14720.00000000262,7359.9999999925785,2.314285714285948,1.2020905923345755,294.4000000000524,72.0,3759.999999999127,14399.999999997817,8625.25435539256
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__slope <= -0.0024077951,1,46,23.232323232323232,25,21,4,-6319.999999998254,152,13680.000000008295,6319.999999998254,1.300000000000182,0.1878048780488093,90.00000000005457,62.5,12879.99999999738,5279.999999999563,8158.682926827387
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.54031236,1,50,25.252525252525253,25,25,0,-5359.999999997672,148,12720.000000007713,5359.999999997672,1.2789473684212218,0.1667522464698492,85.94594594599806,61.48648648648649,8399.999999997817,9759.999999999127,8026.051347879276
13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899,1,99,50.0,45,54,-9,-6719.999999994616,99,14080.000000004657,6719.999999994616,1.475675675675833,0.3634805537244603,142.22222222226927,62.62626262626263,6399.999999999272,11759.999999997672,7886.088332228479
13a_features_tempo_real__last__pre_30s_spread_minimo >= 1,1,123,62.121212121212125,57,66,-9,-5759.999999994034,75,13120.000000004075,5759.999999994034,1.6560000000002038,0.5438048780488312,174.93333333338765,66.66666666666666,2959.9999999998545,15199.99999999709,7830.282926822314
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope <= -0.0079604878,1,46,23.232323232323232,25,21,4,-5359.999999998399,152,12720.00000000844,5359.999999998399,1.2789473684212378,0.1667522464698652,83.68421052637132,62.5,11519.999999998254,6639.99999999869,7662.05134787986
13a_features_tempo_real__w60__pre_15s_spread_medio__slope <= -0.0036154902,1,46,23.232323232323232,25,21,4,-5359.999999998399,152,12720.00000000844,5359.999999998399,1.2789473684212378,0.1667522464698652,83.68421052637132,62.5,11519.999999998254,6639.99999999869,7662.05134787986
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__first >= 0.14000484,1,40,20.2020202020202,21,19,2,-6479.999999998108,158,13840.000000008149,6479.999999998108,1.2836065573772162,0.17141143542584358,87.59493670891234,61.39240506329114,14239.999999997963,3919.9999999989814,7604.846861253258
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__delta >= 0.035119048,1,50,25.252525252525253,26,24,2,-5439.999999997963,148,12800.000000008004,5439.999999997963,1.2857142857144643,0.17351916376309173,86.48648648654057,62.16216216216216,13039.999999997963,5119.999999998981,6816.111498255461
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__delta <= -0.32389333,1,40,20.2020202020202,20,20,0,-5439.999999997963,158,12800.000000008004,5439.999999997963,1.2580645161291937,0.14586939417782108,81.01265822789875,60.75949367088608,13279.999999998108,4879.999999998836,6555.521636504247
13a_features_tempo_real__w60__pre_15s_spread_medio__delta <= -0.1471057,1,40,20.2020202020202,20,20,0,-5439.999999997963,158,12800.000000008004,5439.999999997963,1.2580645161291937,0.14586939417782108,81.01265822789875,60.75949367088608,13279.999999998108,4879.999999998836,6555.521636504247
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163,1,119,60.1010101010101,54,65,-11,-5519.999999993888,79,12880.000000003929,5519.999999993888,1.5750000000001754,0.46280487804880277,163.03797468359403,64.55696202531645,5119.999999998254,13039.99999999869,6523.682926822712
13a_features_tempo_real__last__pre_15s_volatilidade_close_pontos <= 257.59514,1,99,50.0,44,55,-11,-5679.99999999447,99,13040.000000004511,5679.99999999447,1.428947368421201,0.31675224646982847,131.7171717172173,61.61616161616161,6399.999999999272,11759.999999997672,6488.051347875553
13a_features_tempo_real__last__preco <= 27812.8,1,40,20.2020202020202,21,19,2,-4559.999999998399,158,11920.00000000844,4559.999999998399,1.2442622950821403,0.13206717313076766,75.44303797473697,61.39240506329114,12239.99999999869,5919.999999998254,6361.2403038762495
13a_features_tempo_real__window__n <= 30.01,1,66,33.33333333333333,33,33,0,-4079.9999999973807,132,11440.000000007421,4079.9999999973807,1.291836734694067,0.1796416127426943,86.66666666672289,62.878787878787875,8799.999999998545,9359.9999999984,6341.784967642438
13a_features_tempo_real__last__pre_15s_spread_minimo >= 1.5,1,24,12.121212121212121,14,10,4,-4959.999999999127,174,12320.000000009168,4959.999999999127,1.2264705882354627,0.11427546628409013,70.80459770120211,60.91954022988506,15599.999999997817,2559.999999999127,6176.565279769276
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__delta <= -0.25736217,1,50,25.252525252525253,23,27,-4,-5199.99999999709,148,12560.00000000713,5199.99999999709,1.2661016949154054,0.15390657296403276,84.86486486491305,60.13513513513513,11679.999999998108,6479.999999998836,6050.343943775102
13a_features_tempo_real__w60__pre_15s_spread_medio__delta <= -0.11688862,1,50,25.252525252525253,23,27,-4,-5199.99999999709,148,12560.00000000713,5199.99999999709,1.2661016949154054,0.15390657296403276,84.86486486491305,60.13513513513513,11679.999999998108,6479.999999998836,6050.343943775102
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.70158915,1,20,10.1010101010101,11,9,2,-4719.999999998981,178,12080.000000009022,4719.999999998981,1.212676056338187,0.10048093438681449,67.86516853937653,60.1123595505618,15039.999999997235,3119.999999999709,5862.288560630968
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__slope <= -0.0036425358,1,37,18.68686868686869,20,17,3,-4239.99999999869,161,11600.000000008731,4239.99999999869,1.2338709677421116,0.12167584579073898,72.04968944104802,61.49068322981367,13439.999999997235,4719.999999999709,5831.005507473032
13a_features_tempo_real__last__pre_15s_spread_minimo >= 1.1666667,1,83,41.91919191919192,39,44,-5,-4319.999999996071,115,11680.000000006112,4319.999999996071,1.3395348837211078,0.22733976176973525,101.56521739135749,62.60869565217392,8079.999999998836,10079.999999998108,5748.40385705725
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope >= 0.019729454,1,19,9.595959595959595,11,8,3,-3999.9999999992724,179,11360.000000009313,3999.9999999992724,1.200000000000164,0.08780487804879145,63.46368715089002,60.33519553072626,13839.999999997235,4319.999999999709,5736.6829268284455
13a_features_tempo_real__w60__pre_15s_spread_medio__slope >= 0.008960713,1,19,9.595959595959595,11,8,3,-3999.9999999992724,179,11360.000000009313,3999.9999999992724,1.200000000000164,0.08780487804879145,63.46368715089002,60.33519553072626,13839.999999997235,4319.999999999709,5736.6829268284455
13a_features_tempo_real__window__n <= 4.7,1,20,10.1010101010101,11,9,2,-4719.999999998981,178,12080.000000009022,4719.999999998981,1.212676056338187,0.10048093438681449,67.86516853937653,60.1123595505618,15759.999999997672,2399.9999999992724,5610.2885606308155
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__min >= 0.66434492,1,79,39.8989898989899,39,40,-1,-4319.999999996799,119,11680.00000000684,4319.999999996799,1.339534883721129,0.22733976176975634,98.15126050425916,63.86554621848739,10959.9999999984,7199.999999998545,5468.403857058143
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 1.0279678,1,99,50.0,45,54,-9,-3839.9999999950523,99,11200.000000005093,3839.9999999950523,1.3783783783785504,0.2661832564271778,113.13131313136458,62.62626262626263,5039.999999997963,13119.999999998981,5423.709953851003
13a_features_tempo_real__last__adv_ratio_volatilidade_close_pontos_15s_60s >= 1.3669823,1,79,39.8989898989899,34,45,-11,-4879.999999995198,119,12240.000000005239,4879.999999995198,1.3187500000001364,0.20655487804876382,102.85714285718689,59.66386554621849,9039.999999997963,9119.999999998981,5037.9329268241
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__last >= 1.3669823,1,79,39.8989898989899,34,45,-11,-4879.999999995198,119,12240.000000005239,4879.999999995198,1.3187500000001364,0.20655487804876382,102.85714285718689,59.66386554621849,9039.999999997963,9119.999999998981,5037.9329268241
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.674766,1,20,10.1010101010101,11,9,2,-3759.999999999127,178,11120.000000009168,3759.999999999127,1.1957746478874853,0.08357952593611273,62.47191011241105,60.1123595505618,14799.99999999709,3359.9999999998545,4976.147715560744
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 1.1075337,1,119,60.1010101010101,53,66,-13,-3519.999999993888,79,10880.000000003929,3519.999999993888,1.4689655172415486,0.35677039529017596,137.7215189873915,63.29113924050633,3119.9999999989814,15039.999999997963,4830.06223716728
13a_features_tempo_real__w60__pre_15s_spread_minimo__std <= 0.082773349,1,50,25.252525252525253,24,26,-2,-3359.9999999976717,148,10720.000000007713,3359.9999999976717,1.231034482758787,0.11883936080741431,72.43243243248455,60.810810810810814,11599.999999997817,6559.999999999127,4547.303616481815
13a_features_tempo_real__window__n <= 35.8,1,79,39.8989898989899,37,42,-5,-3199.999999996362,119,10560.000000006403,3199.999999996362,1.293333333333511,0.18113821138213848,88.73949579837313,62.18487394957983,8479.999999998836,9679.999999998108,4528.682926824982
13a_features_tempo_real__last__adv_z_pre_15s_spread_medio >= 0.42139884,1,148,74.74747474747475,67,81,-14,-3439.9999999928696,50,10800.00000000291,3439.9999999928696,1.9000000000002426,0.78780487804887,216.0000000000582,70.0,3200.0,14959.999999996944,4322.682926821122
13a_features_tempo_real__last__pre_15s_spread_medio >= 1.3545948,1,148,74.74747474747475,67,81,-14,-3439.9999999928696,50,10800.00000000291,3439.9999999928696,1.9000000000002426,0.78780487804887,216.0000000000582,70.0,3200.0,14959.999999996944,4322.682926821122
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__last >= 0.42139884,1,148,74.74747474747475,67,81,-14,-3439.9999999928696,50,10800.00000000291,3439.9999999928696,1.9000000000002426,0.78780487804887,216.0000000000582,70.0,3200.0,14959.999999996944,4322.682926821122
13a_features_tempo_real__w60__pre_15s_spread_medio__last >= 1.3545948,1,148,74.74747474747475,67,81,-14,-3439.9999999928696,50,10800.00000000291,3439.9999999928696,1.9000000000002426,0.78780487804887,216.0000000000582,70.0,3200.0,14959.999999996944,4322.682926821122
13a_features_tempo_real__window__n <= 23.25,1,50,25.252525252525253,25,25,0,-3439.9999999979627,148,10800.000000008004,3439.9999999979627,1.2368421052633334,0.12464698331196078,72.97297297302705,61.48648648648649,13439.999999997235,4719.999999999709,4316.788189985036
13a_features_tempo_real__window__n <= 53,1,151,76.26262626262627,69,82,-13,-2879.999999993015,47,10240.000000003056,2879.999999993015,1.9846153846156784,0.8724202626643058,217.87234042559695,72.3404255319149,2159.999999999127,15999.999999997817,4291.452157590837
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__slope <= -0.00018201304,1,73,36.868686868686865,34,39,-5,-3439.9999999965075,125,10800.000000006548,3439.9999999965075,1.2812500000001705,0.16905487804879793,86.40000000005239,61.6,10159.999999997672,7999.999999999272,4275.4329268255315
13a_features_tempo_real__w60__pre_15s_spread_minimo__mean >= 1.4385613,1,20,10.1010101010101,12,8,4,-2879.9999999995634,178,10240.000000009604,2879.9999999995634,1.1828571428573145,0.07066202090594187,57.52808988769441,60.67415730337079,15359.999999997672,2799.9999999992724,4222.397212542874
13a_features_tempo_real__last__cobertura_60s <= 52,1,146,73.73737373737373,66,80,-14,-2879.999999993015,52,10240.000000003056,2879.999999993015,1.8000000000002387,0.6878048780488661,196.92307692313568,69.23076923076923,2159.999999999127,15999.999999997817,4100.682926821573
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope <= -0.0047359,1,61,30.808080808080806,30,31,-1,-3119.999999997526,137,10480.000000007567,3119.999999997526,1.2519230769232588,0.13972795497188617,76.49635036501874,62.04379562043796,12239.999999996508,5920.000000000437,4073.8367729808106
13a_features_tempo_real__w60__pre_15s_spread_medio__slope <= -0.0021509486,1,61,30.808080808080806,30,31,-1,-3119.999999997526,137,10480.000000007567,3119.999999997526,1.2519230769232588,0.13972795497188617,76.49635036501874,62.04379562043796,12239.999999996508,5920.000000000437,4073.8367729808106
13a_features_tempo_real__last__adv_z_pre_15s_spread_medio >= 0.27151487,1,158,79.7979797979798,72,86,-14,-2399.999999992724,40,9760.000000002765,2399.999999992724,2.2200000000003457,1.107804878048973,244.00000000006912,75.0,1600.0,16559.999999996944,3864.6829268210386
13a_features_tempo_real__last__pre_15s_spread_medio >= 1.2865206,1,158,79.7979797979798,72,86,-14,-2399.999999992724,40,9760.000000002765,2399.999999992724,2.2200000000003457,1.107804878048973,244.00000000006912,75.0,1600.0,16559.999999996944,3864.6829268210386
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__min >= -0.16004668,1,158,79.7979797979798,72,86,-14,-2399.999999992724,40,9760.000000002765,2399.999999992724,2.2200000000003457,1.107804878048973,244.00000000006912,75.0,1600.0,16559.999999996944,3864.6829268210386
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__last >= 0.27151487,1,158,79.7979797979798,72,86,-14,-2399.999999992724,40,9760.000000002765,2399.999999992724,2.2200000000003457,1.107804878048973,244.00000000006912,75.0,1600.0,16559.999999996944,3864.6829268210386
13a_features_tempo_real__w60__pre_15s_spread_medio__min >= 1.0905142,1,158,79.7979797979798,72,86,-14,-2399.999999992724,40,9760.000000002765,2399.999999992724,2.2200000000003457,1.107804878048973,244.00000000006912,75.0,1600.0,16559.999999996944,3864.6829268210386
13a_features_tempo_real__w60__pre_15s_spread_medio__last >= 1.2865206,1,158,79.7979797979798,72,86,-14,-2399.999999992724,40,9760.000000002765,2399.999999992724,2.2200000000003457,1.107804878048973,244.00000000006912,75.0,1600.0,16559.999999996944,3864.6829268210386
13a_features_tempo_real__last__cobertura_60s <= 54,1,160,80.8080808080808,72,88,-16,-2879.9999999922875,38,10240.000000002328,2879.9999999922875,2.280000000000291,1.1678048780489185,269.4736842105876,73.68421052631578,2159.9999999998545,15999.99999999709,3820.68292682062
13a_features_tempo_real__last__preco <= 27765.175,1,20,10.1010101010101,10,10,0,-2719.9999999989814,178,10080.000000009022,2719.9999999989814,1.1750000000001566,0.06280487804878399,56.62921348319676,59.55056179775281,14159.999999997672,3999.9999999992724,3817.682926827997
13a_features_tempo_real__last__preco <= 28007.25,1,158,79.7979797979798,71,87,-16,-3279.9999999922875,40,10640.000000002328,3279.9999999922875,2.2090909090911737,1.096895787139801,266.0000000000582,72.5,3759.999999999127,14399.999999997817,3652.1374722754044
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__max >= 0.63581006,1,148,74.74747474747475,67,81,-14,-2479.999999993015,50,9840.000000003056,2479.999999993015,1.8200000000002547,0.7078048780488821,196.80000000006112,70.0,2400.0,15759.999999996944,3594.682926821275
13a_features_tempo_real__w60__pre_15s_spread_medio__max >= 1.451976,1,148,74.74747474747475,67,81,-14,-2479.999999993015,50,9840.000000003056,2479.999999993015,1.8200000000002547,0.7078048780488821,196.80000000006112,70.0,2400.0,15759.999999996944,3594.682926821275
13a_features_tempo_real__last__pre_15s_spread_minimo >= 1.3097222,1,40,20.2020202020202,20,20,0,-3519.9999999982538,158,10880.000000008295,3519.9999999982538,1.2193548387098447,0.10715971675847213,68.86075949372338,60.75949367088608,16239.999999997235,1919.999999999709,3576.2958300532355
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__std <= 0.11937539,1,50,25.252525252525253,24,26,-2,-3359.9999999976717,148,10720.000000007713,3359.9999999976717,1.231034482758787,0.11883936080741431,72.43243243248455,60.810810810810814,14639.999999997235,3519.999999999709,3483.3036164820187
13a_features_tempo_real__w60__pre_15s_spread_medio__std <= 0.054217853,1,50,25.252525252525253,24,26,-2,-3359.9999999976717,148,10720.000000007713,3359.9999999976717,1.231034482758787,0.11883936080741431,72.43243243248455,60.810810810810814,14639.999999997235,3519.999999999709,3483.3036164820187
13a_features_tempo_real__last__adv_delta_spread_minimo_15s_30s >= 0.125,1,45,22.727272727272727,23,22,1,-2559.9999999983993,153,9920.00000000844,2559.9999999983993,1.2101694915256025,0.09797436957422989,64.8366013072447,61.43790849673203,14399.99999999709,3759.9999999998545,3334.784621742887
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__last >= 0.125,1,45,22.727272727272727,23,22,1,-2559.9999999983993,153,9920.00000000844,2559.9999999983993,1.2101694915256025,0.09797436957422989,64.8366013072447,61.43790849673203,14399.99999999709,3759.9999999998545,3334.784621742887
13a_features_tempo_real__last__adv_ratio_volatilidade_close_pontos_15s_60s >= 1.3416092,1,99,50.0,42,57,-15,-3599.9999999941792,99,10960.00000000422,3599.9999999941792,1.342500000000132,0.23030487804875932,110.70707070711333,59.59595959595959,7439.99999999869,10719.999999998254,3332.182926822825
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__last >= 1.3416092,1,99,50.0,42,57,-15,-3599.9999999941792,99,10960.00000000422,3599.9999999941792,1.342500000000132,0.23030487804875932,110.70707070711333,59.59595959595959,7439.99999999869,10719.999999998254,3332.182926822825
13a_features_tempo_real__last__cobertura_60s <= 53,1,152,76.76767676767676,68,84,-16,-2559.9999999925785,46,9920.00000000262,2559.9999999925785,1.8857142857145195,0.7735191637631469,215.65217391310043,69.56521739130434,2399.9999999992724,15759.999999997672,3316.111498249651
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__delta <= -0.25,1,23,11.616161616161616,11,12,-1,-3999.999999998545,175,11360.000000008586,3999.999999998545,1.2000000000001512,0.08780487804877857,64.91428571433478,59.42857142857143,18719.999999997526,-560.0000000005821,3300.6829268276088
13a_features_tempo_real__last__adv_delta_spread_minimo_15s_30s >= 0.092237903,1,50,25.252525252525253,25,25,0,-2479.9999999981083,148,9840.000000008149,2479.9999999981083,1.2157894736843893,0.10359435173301668,66.48648648654155,61.48648648648649,13839.999999997235,4319.999999999709,3204.156611037816
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__last >= 0.092237903,1,50,25.252525252525253,25,25,0,-2479.9999999981083,148,9840.000000008149,2479.9999999981083,1.2157894736843893,0.10359435173301668,66.48648648654155,61.48648648648649,13839.999999997235,4319.999999999709,3204.156611037816
13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 203.87989,1,119,60.1010101010101,52,67,-15,-3439.999999993597,79,10800.000000003638,3439.999999993597,1.4500000000001516,0.337804878048779,136.70886075953973,62.0253164556962,6879.999999999563,11279.99999999738,3092.682926821948
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__slope <= -0.0059491096,1,19,9.595959595959595,10,9,1,-1999.9999999992724,179,9360.000000009313,1999.9999999992724,1.1625000000001617,0.05030487804878914,52.29050279334812,59.77653631284916,14799.99999999709,3359.9999999998545,3048.1829268284946
13a_features_tempo_real__last__adv_ratio_volatilidade_close_pontos_15s_60s >= 1.3958123,1,66,33.33333333333333,29,37,-8,-2799.999999996362,132,10160.000000006403,2799.999999996362,1.239622641509585,0.1274275195582124,76.96969696974547,59.84848484848485,10719.999999997526,7439.999999999418,3038.456511731085
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__last >= 1.3958123,1,66,33.33333333333333,29,37,-8,-2799.999999996362,132,10160.000000006403,2799.999999996362,1.239622641509585,0.1274275195582124,76.96969696974547,59.84848484848485,10719.999999997526,7439.999999999418,3038.456511731085
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first >= 1.3893412,1,20,10.1010101010101,10,10,0,-2719.9999999989814,178,10080.000000009022,2719.9999999989814,1.1750000000001566,0.06280487804878399,56.62921348319676,59.55056179775281,16399.99999999709,1759.9999999998545,3033.682926828201
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__slope <= -0.001503706,1,61,30.808080808080806,29,32,-3,-2079.9999999973807,137,9440.000000007421,2079.9999999973807,1.2226415094341374,0.11044638748276481,68.90510948910527,61.31386861313869,11519.999999997526,6639.999999999418,2938.2678324868357
13a_features_tempo_real__last__pre_30s_spread_minimo >= 0.9375,1,134,67.67676767676768,61,73,-12,-1519.9999999938882,64,8880.000000003929,1519.9999999938882,1.5285714285716625,0.4163763066202899,138.7500000000614,67.1875,2719.999999999709,15439.999999997235,2915.825783965094
13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__delta <= -0.54223817,1,20,10.1010101010101,10,10,0,-1759.9999999991269,178,9120.000000009168,1759.9999999991269,1.1583333333334924,0.04613821138211982,51.235955056231276,59.55056179775281,14159.999999997672,3999.9999999992724,2847.6829268281435
13a_features_tempo_real__w60__pre_15s_spread_medio__delta <= -0.24627345,1,20,10.1010101010101,10,10,0,-1759.9999999991269,178,9120.000000009168,1759.9999999991269,1.1583333333334924,0.04613821138211982,51.235955056231276,59.55056179775281,14159.999999997672,3999.9999999992724,2847.6829268281435
13a_features_tempo_real__last__adv_ratio_volatilidade_close_pontos_15s_60s >= 1.309477,1,148,74.74747474747475,65,83,-18,-3279.9999999922875,50,10640.000000002328,3279.9999999922875,1.782352941176642,0.6701578192252693,212.80000000004657,66.0,5119.999999998981,13039.999999997963,2760.094691526734
13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__last >= 1.309477,1,148,74.74747474747475,65,83,-18,-3279.9999999922875,50,10640.000000002328,3279.9999999922875,1.782352941176642,0.6701578192252693,212.80000000004657,66.0,5119.999999998981,13039.999999997963,2760.094691526734
13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__first >= 0.125,1,54,27.27272727272727,26,28,-2,-2559.9999999976717,144,9920.000000007713,2559.9999999976717,1.2214285714287436,0.10923344947737101,68.88888888894245,61.111111111111114,14319.999999997526,3839.999999999418,2721.5400696838906
13a_features_tempo_real__last__cobertura_60s <= 45,1,31,15.656565656565657,15,16,-1,-2399.999999998545,167,9760.000000008586,2399.999999998545,1.182089552238966,0.06989443028759346,58.4431137725065,59.88023952095808,15759.9999999984,2399.999999998545,2589.9366581705917
13a_features_tempo_real__last__cobertura_15s >= 12,1,145,73.23232323232324,65,80,-15,-3039.9999999928696,53,10400.00000000291,3039.9999999928696,1.7647058823531552,0.6525107604017826,196.22641509439453,67.9245283018868,6559.999999999127,11599.999999997817,2551.5064562331754
13a_features_tempo_real__w60__pre_15s_spread_minimo__std <= 0,1,23,11.616161616161616,11,12,-1,-2079.999999998836,175,9440.000000008877,2079.999999998836,1.1661971830987479,0.05400206114737527,53.94285714290787,59.42857142857143,15439.999999997235,2719.999999999709,2508.4012366871593
