regra_bloqueio,componentes,trades_bloqueados,pct_trades_bloqueados,losses_evitados,gains_perdidos,saldo_eventos,pontos_dos_trades_bloqueados,trades_restantes,resultado_novo,melhoria_resultado,pf_novo,melhoria_pf,expectancia_nova,winrate_novo,dd_novo,reducao_dd,score_rank
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__last__preco <= 27865.528),2,27,13.636363636363635,19,8,11,-10399.999999999272,171,17760.000000009313,10399.999999999272,1.3523809523811372,0.2401858304297646,103.85964912286148,63.1578947368421,9519.999999998254,8639.99999999869,14924.111498256672
(13a_features_tempo_real__last__preco <= 27934.05) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,25,12.626262626262626,18,7,11,-10799.999999999272,173,18160.000000009313,10799.999999999272,1.354687500000182,0.2424923780488093,104.97109826594979,63.005780346820806,10799.999999997817,7359.999999999127,14911.495426828253
(13a_features_tempo_real__last__preco <= 27961.495) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101),2,57,28.78787878787879,33,24,9,-10079.999999998108,141,17440.00000000815,10079.999999998108,1.4448979591838813,0.3327028372325087,123.68794326246915,65.24822695035462,6719.999999997526,11439.999999999418,14799.621702337412
(13a_features_tempo_real__last__preco <= 27989.375) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595),2,36,18.181818181818183,23,13,10,-10479.999999998836,162,17840.000000008877,10479.999999998836,1.3779661016951033,0.26577097974373065,110.12345679017825,63.580246913580254,9359.999999996944,8800.0,14757.462587845075
(13a_features_tempo_real__last__preco <= 27961.495) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951),2,28,14.14141414141414,20,8,12,-10239.999999999418,170,17600.00000000946,10239.999999999418,1.35483870967761,0.2426435877262374,103.52941176476152,63.52941176470588,9999.99999999709,8159.9999999998545,14745.58615263511
(13a_features_tempo_real__last__preco <= 27865.528) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101),2,30,15.151515151515152,21,9,12,-9839.999999999418,168,17200.00000000946,9839.999999999418,1.3524590163936365,0.24026389444226393,102.38095238100868,63.69047619047619,8959.999999997672,9199.999999999272,14674.15833666452
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897),2,42,21.21212121212121,24,18,6,-10079.999999998108,156,17440.00000000815,10079.999999998108,1.3758620689656929,0.26366694701432025,111.79487179492403,62.82051282051282,6559.999999997672,11599.999999999272,14574.200168206444
(13a_features_tempo_real__last__preco <= 27961.495) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.54031236),2,34,17.17171717171717,22,12,10,-9919.999999998981,164,17280.000000009022,9919.999999998981,1.360000000000188,0.24780487804881535,105.3658536585916,63.41463414634146,8399.999999997817,9759.999999999127,14556.682926827965
(13a_features_tempo_real__last__preco <= 27881.5) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897),2,27,13.636363636363635,19,8,11,-9439.999999999418,171,16800.00000000946,9439.999999999418,1.333333333333521,0.2211382113821485,98.24561403514303,63.1578947368421,8319.999999997526,9839.999999999418,14372.682926828504
(13a_features_tempo_real__last__preco <= 27961.495) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595),2,34,17.17171717171717,22,12,10,-9919.999999998981,164,17280.000000009022,9919.999999998981,1.360000000000188,0.24780487804881535,105.3658536585916,63.41463414634146,9359.999999996944,8800.0,14220.68292682827
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,79,39.8989898989899,39,40,-1,-11039.99999999578,119,18400.00000000582,11039.99999999578,1.5348837209304018,0.4226885989790292,154.6218487395447,63.86554621848739,5519.999999998254,12639.99999999869,14209.613159382738
(13a_features_tempo_real__last__preco <= 27901.75) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951),2,22,11.11111111111111,17,5,12,-9519.999999999709,176,16880.00000000975,9519.999999999709,1.3246153846155722,0.21242026266419956,95.9090909091463,63.06818181818182,9759.999999996944,8400.0,14193.452157598229
(13a_features_tempo_real__last__preco <= 27901.75) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595),2,27,13.636363636363635,19,8,11,-9439.999999999418,171,16800.00000000946,9439.999999999418,1.333333333333521,0.2211382113821485,98.24561403514303,63.1578947368421,8959.999999997672,9199.999999999272,14148.682926828453
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101),2,48,24.242424242424242,27,21,6,-9839.999999997963,150,17200.000000008004,9839.999999997963,1.3909090909092727,0.2787139689579001,114.66666666672002,63.33333333333333,7199.999999997817,10959.999999999127,14017.228381372399
(13a_features_tempo_real__last__preco <= 27865.528) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897),2,23,11.616161616161616,17,6,11,-9279.999999999563,175,16640.000000009604,9279.999999999563,1.3200000000001848,0.2078048780488122,95.08571428576917,62.857142857142854,9119.999999997526,9039.999999999418,13992.682926828647
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,39,19.696969696969695,22,17,5,-9679.999999998108,159,17040.00000000815,9679.999999998108,1.3550000000001698,0.24280487804879725,107.16981132080596,62.264150943396224,6799.999999997817,11359.999999999127,13963.682926827081
(13a_features_tempo_real__last__preco <= 27934.05) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.54031236),2,31,15.656565656565657,20,11,9,-9519.999999998981,167,16880.000000009022,9519.999999998981,1.3403225806453432,0.22812745869397055,101.07784431143126,62.874251497005986,9199.999999997817,8959.999999999127,13750.876475215058
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,68,34.34343434343434,35,33,2,-10479.999999996653,130,17840.000000006694,10479.999999996653,1.474468085106561,0.3622729631551884,137.23076923082073,63.84615384615384,7119.999999997526,11039.999999999418,13735.363777889565
(13a_features_tempo_real__last__preco <= 27934.05) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,41,20.707070707070706,24,17,7,-9359.9999999984,157,16720.00000000844,9359.9999999984,1.3603448275863887,0.24814970563501615,106.49681528667796,63.05732484076433,7679.999999997381,10479.999999999563,13634.889823379257
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595),2,31,15.656565656565657,19,12,7,-9439.99999999869,167,16800.00000000873,9439.99999999869,1.3333333333335067,0.22113821138213408,100.59880239526186,62.27544910179641,8559.999999996944,9600.0,13560.68292682797
(13a_features_tempo_real__last__preco <= 27881.5) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.54031236),2,19,9.595959595959595,15,4,11,-9119.999999999709,179,16480.00000000975,9119.999999999709,1.307462686567346,0.1952675646159734,92.06703910619972,62.56983240223464,10319.999999997526,7839.999999999418,13473.160538769089
(13a_features_tempo_real__last__preco <= 27961.495) E (13a_features_tempo_real__last__preco <= 27989.375),2,132,66.66666666666666,64,68,-4,-10879.999999993743,66,18240.000000003783,10879.999999993743,2.2666666666669295,1.154471544715557,276.3636363636937,72.72727272727273,4559.999999999127,13599.999999997817,13428.682926822315
(13a_features_tempo_real__last__preco <= 27934.05) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897),2,43,21.71717171717172,25,18,7,-8959.9999999984,155,16320.00000000844,8959.9999999984,1.3578947368422905,0.24569961489091785,105.29032258069961,63.2258064516129,7439.999999997235,10719.999999999709,13283.41976893285
(13a_features_tempo_real__last__preco <= 27934.05) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101),2,53,26.767676767676768,30,23,7,-8879.999999998108,145,16240.000000008149,8879.999999998108,1.3903846153848112,0.2781894934334386,112.0000000000562,64.13793103448275,7519.999999997526,10639.999999999418,13024.913696057967
(13a_features_tempo_real__last__preco <= 27828.875) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626),2,24,12.121212121212121,16,8,8,-8959.999999999127,174,16320.000000009168,8959.999999999127,1.3090909090910827,0.19689578713971012,93.79310344832855,62.06896551724138,9919.999999997526,8239.999999999418,12874.13747228275
(13a_features_tempo_real__last__pre_30s_spread_minimo >= 1) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,47,23.737373737373737,25,22,3,-8959.999999997672,151,16320.000000007713,8959.999999997672,1.3578947368422745,0.24569961489090186,108.07947019872657,62.251655629139066,6559.999999999127,11599.999999997817,12863.41976893145
(13a_features_tempo_real__last__pre_30s_spread_minimo >= 1) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163),2,75,37.878787878787875,38,37,1,-9039.999999996508,123,16400.00000000655,9039.999999996508,1.465909090909277,0.3537139689579043,133.33333333338658,64.22764227642277,4719.999999998254,13439.99999999869,12846.22838137079
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,40,20.2020202020202,23,17,6,-9519.999999998254,158,16880.000000008295,9519.999999998254,1.3576271186442435,0.24543199669287086,106.83544303802718,62.65822784810127,9999.999999997817,8159.999999999127,12833.259198013671
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,40,20.2020202020202,23,17,6,-9519.999999998254,158,16880.000000008295,9519.999999998254,1.3576271186442435,0.24543199669287086,106.83544303802718,62.65822784810127,9999.999999997817,8159.999999999127,12833.259198013671
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,40,20.2020202020202,23,17,6,-9519.999999998254,158,16880.000000008295,9519.999999998254,1.3576271186442435,0.24543199669287086,106.83544303802718,62.65822784810127,9999.999999997817,8159.999999999127,12833.259198013671
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.54031236) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,40,20.2020202020202,23,17,6,-9519.999999998254,158,16880.000000008295,9519.999999998254,1.3576271186442435,0.24543199669287086,106.83544303802718,62.65822784810127,9999.999999997817,8159.999999999127,12833.259198013671
(13a_features_tempo_real__last__preco <= 27934.05) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951),2,26,13.131313131313133,18,8,10,-8639.999999999418,172,16000.000000009459,8639.999999999418,1.3125000000001847,0.20030487804881214,93.02325581400848,62.7906976744186,9999.99999999709,8159.9999999998545,12824.182926828655
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626),2,64,32.323232323232325,33,31,2,-9359.999999996944,134,16720.000000006985,9359.999999996944,1.426530612245076,0.31433549029370345,124.7761194030372,63.43283582089553,6799.999999997817,11359.999999999127,12766.601294172862
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,64,32.323232323232325,33,31,2,-9359.999999996944,134,16720.000000006985,9359.999999996944,1.426530612245076,0.31433549029370345,124.7761194030372,63.43283582089553,6799.999999997817,11359.999999999127,12766.601294172862
(13a_features_tempo_real__last__preco <= 27828.875) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,20,10.1010101010101,14,6,8,-8799.999999999272,178,16160.000000009313,8799.999999999272,1.297058823529583,0.18486370157821042,90.7865168539849,61.79775280898876,10079.99999999738,8079.999999999563,12718.918220946045
(13a_features_tempo_real__last__preco <= 27865.528) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595),2,18,9.090909090909092,14,4,10,-8319.999999999709,180,15680.00000000975,8319.999999999709,1.2882352941178263,0.17604017216645373,87.11111111116527,62.22222222222222,10559.999999997672,7599.999999999272,12429.624103299326
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,66,33.33333333333333,34,32,2,-8959.999999996944,132,16320.000000006985,8959.999999996944,1.425000000000182,0.3128048780488093,123.63636363641655,63.63636363636363,6719.999999998254,11439.99999999869,12359.682926825772
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,66,33.33333333333333,34,32,2,-8959.999999996944,132,16320.000000006985,8959.999999996944,1.425000000000182,0.3128048780488093,123.63636363641655,63.63636363636363,6719.999999998254,11439.99999999869,12359.682926825772
(13a_features_tempo_real__last__pre_30s_spread_minimo >= 1) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101),2,46,23.232323232323232,25,21,4,-8239.999999997963,152,15600.000000008004,8239.999999997963,1.3421052631580703,0.22991014120669773,102.63157894742108,62.5,6479.999999997381,11679.999999999563,12343.946084721829
(13a_features_tempo_real__last__preco <= 27934.05) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595),2,32,16.161616161616163,20,12,8,-8319.999999998981,166,15680.000000009022,8319.999999998981,1.3161290322582464,0.2039339103068738,94.45783132535556,62.65060240963856,9359.999999996944,8800.0,12298.360346183106
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,57,28.78787878787879,29,28,1,-9759.999999996944,141,17120.000000006985,9759.999999996944,1.403773584905825,0.29157846295445244,121.41843971636159,62.4113475177305,9119.999999997526,9039.999999999418,12294.947077769411
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163),2,55,27.77777777777778,27,28,-1,-10079.999999996653,143,17440.000000006694,10079.999999996653,1.3963636363637886,0.284168514412416,121.95804195808877,61.53846153846154,9199.999999998545,8959.9999999984,12286.50110864354
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951),2,27,13.636363636363635,17,10,7,-8319.999999998981,171,15680.000000009022,8319.999999998981,1.301538461538635,0.18934333958726235,91.6959064328013,61.98830409356725,9359.999999996944,8800.0,12209.606003751338
(13a_features_tempo_real__last__pre_60s_volatilidade_close_pontos <= 192.06899) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.54031236),2,31,15.656565656565657,18,13,5,-8399.999999998545,167,15760.000000008586,8399.999999998545,1.3078125000001677,0.1956173780487951,94.37125748508136,61.67664670658682,8559.999999996944,9600.0,12175.370426827822
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626),2,76,38.38383838383838,39,37,2,-8879.999999996653,122,16240.000000006694,8879.999999996653,1.4720930232560085,0.35989790130463595,133.11475409841552,64.75409836065575,6719.999999997526,11439.999999999418,12137.938740779231
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,38,19.19191919191919,22,16,6,-8959.9999999984,160,16320.00000000844,8959.9999999984,1.340000000000176,0.22780487804880334,102.00000000005275,62.5,10559.999999997672,7599.999999999272,12100.682926827427
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626),2,67,33.83838383838384,33,34,-1,-9599.999999996362,131,16960.000000006403,9599.999999996362,1.432653061224653,0.3204579392732805,129.4656488550107,62.59541984732825,7919.999999997526,10239.999999999418,12072.274763560126
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,62,31.313131313131315,32,30,2,-8799.99999999709,136,16160.00000000713,8799.99999999709,1.4040000000001782,0.2918048780488056,118.82352941181713,63.23529411764706,7679.999999997381,10479.999999999563,11919.08292682622
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,48,24.242424242424242,26,22,4,-8799.999999997817,150,16160.000000007858,8799.999999997817,1.3607142857144612,0.24851916376308858,107.73333333338572,62.66666666666667,9359.999999996944,8800.0,11873.11149825567
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101),2,51,25.757575757575758,27,24,3,-9119.999999997526,147,16480.000000007567,9119.999999997526,1.3745454545456266,0.262350332594254,112.10884353746644,62.585034013605444,9919.999999997526,8239.999999999418,11789.410199553875
(13a_features_tempo_real__last__preco <= 27865.528) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.54031236),2,16,8.080808080808081,13,3,10,-7759.9999999998545,182,15120.000000009895,7759.9999999998545,1.27391304347844,0.16171792152706743,83.07692307697745,62.08791208791209,11119.999999997526,7039.999999999418,11699.03075291589
(13a_features_tempo_real__last__pre_30s_spread_minimo >= 1) E (13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__delta <= -0.32389333),2,24,12.121212121212121,15,9,6,-8879.999999998836,174,16240.000000008877,8879.999999998836,1.3029850746270313,0.19078995267565868,93.33333333338435,61.49425287356321,12399.999999997817,5759.999999999127,11592.473971603926
(13a_features_tempo_real__last__pre_30s_spread_minimo >= 1) E (13a_features_tempo_real__w60__pre_15s_spread_medio__delta <= -0.1471057),2,24,12.121212121212121,15,9,6,-8879.999999998836,174,16240.000000008877,8879.999999998836,1.3029850746270313,0.19078995267565868,93.33333333338435,61.49425287356321,12399.999999997817,5759.999999999127,11592.473971603926
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.93528101) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,39,19.696969696969695,22,17,5,-8719.999999998254,159,16080.000000008295,8719.999999998254,1.3350000000001727,0.22280487804880011,101.13207547175028,62.264150943396224,10799.999999997817,7359.999999999127,11591.682926827229
(13a_features_tempo_real__last__preco <= 27881.5) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595),2,21,10.606060606060606,15,6,9,-7679.999999999563,177,15040.000000009604,7679.999999999563,1.2805970149255523,0.16840189297417973,84.97175141248364,62.14689265536724,10559.999999997672,7599.999999999272,11569.041135783817
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626),2,49,24.747474747474747,26,23,3,-8559.999999997672,149,15920.000000007713,8559.999999997672,1.355357142857315,0.2431620209059424,106.84563758394438,62.41610738255034,9359.999999996944,8800.0,11447.897212541237
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,49,24.747474747474747,26,23,3,-8559.999999997672,149,15920.000000007713,8559.999999997672,1.355357142857315,0.2431620209059424,106.84563758394438,62.41610738255034,9359.999999996944,8800.0,11447.897212541237
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.81983595) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,35,17.67676767676768,20,15,5,-8559.9999999984,163,15920.00000000844,8559.9999999984,1.320967741935654,0.20877261998428143,97.6687116564935,61.963190184049076,11359.999999997672,6799.999999999272,11295.263571988713
(13a_features_tempo_real__last__preco <= 27881.5) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,17,8.585858585858585,13,4,9,-7519.999999999709,181,14880.00000000975,7519.999999999709,1.2695652173914809,0.15737009544010827,82.20994475143509,61.87845303867403,11919.999999997526,6239.999999999418,10994.42205726357
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,58,29.292929292929294,30,28,2,-7679.999999997381,140,15040.000000007421,7679.999999997381,1.3615384615386399,0.2493433395872673,107.42857142862444,62.857142857142854,7359.999999997672,10799.999999999272,10953.606003749486
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.34707626),2,39,19.696969696969695,22,17,5,-7759.999999998399,159,15120.00000000844,7759.999999998399,1.3150000000001758,0.2028048780488032,95.09433962269459,62.264150943396224,9999.99999999709,8159.9999999998545,10899.68292682763
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.41182767),2,39,19.696969696969695,22,17,5,-7759.999999998399,159,15120.00000000844,7759.999999998399,1.3150000000001758,0.2028048780488032,95.09433962269459,62.264150943396224,9999.99999999709,8159.9999999998545,10899.68292682763
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,39,19.696969696969695,22,17,5,-7759.999999998399,159,15120.00000000844,7759.999999998399,1.3150000000001758,0.2028048780488032,95.09433962269459,62.264150943396224,9999.99999999709,8159.9999999998545,10899.68292682763
(13a_features_tempo_real__last__preco <= 27865.528) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951),2,15,7.575757575757576,12,3,9,-6959.9999999998545,183,14320.000000009895,6959.9999999998545,1.2557142857144623,0.1435191637630897,78.25136612027265,61.74863387978142,11359.999999996944,6800.0,10656.11149825771
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.88386897),2,47,23.737373737373737,25,22,3,-7999.999999997817,151,15360.000000007858,7999.999999997817,1.3368421052633301,0.22464698331195754,101.7218543046878,62.251655629139066,10399.999999997817,7759.999999999127,10546.788189984687
(13a_features_tempo_real__last__preco <= 27961.495) E (13a_features_tempo_real__w60__adv_delta_spread_minimo_15s_30s__slope <= -0.0024077951),2,31,15.656565656565657,20,11,9,-7599.999999999272,167,14960.000000009313,7599.999999999272,1.3016129032259942,0.1894177812746216,89.58083832340905,62.874251497005986,12879.99999999738,5279.999999999563,10519.650668763892
(13a_features_tempo_real__last__preco <= 27865.528) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,15,7.575757575757576,12,3,9,-6959.9999999998545,183,14320.000000009895,6959.9999999998545,1.2557142857144623,0.1435191637630897,78.25136612027265,61.74863387978142,11919.999999997526,6239.999999999418,10460.111498257505
(13a_features_tempo_real__last__pre_30s_spread_minimo >= 1) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,39,19.696969696969695,21,18,3,-6719.999999998254,159,14080.000000008295,6719.999999998254,1.2885245901641045,0.17632946821273188,88.55345911954902,61.63522012578616,7759.999999999127,10399.999999997817,10297.797680925129
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__first <= 0.78725951) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.60099524),2,34,17.17171717171717,19,15,4,-7759.999999998399,164,15120.00000000844,7759.999999998399,1.3000000000001675,0.18780487804879487,92.19512195127098,61.58536585365854,11599.99999999709,6559.9999999998545,10250.682926827625
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163) E (13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope <= -0.010134602),2,21,10.606060606060606,14,7,7,-7599.999999999272,177,14960.000000009313,7599.999999999272,1.275000000000171,0.1628048780487985,84.51977401135206,61.5819209039548,13199.999999997817,4959.999999999127,10231.682926828245
(13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__std >= 0.17448163) E (13a_features_tempo_real__w60__pre_15s_spread_medio__slope <= -0.0046029285),2,21,10.606060606060606,14,7,7,-7599.999999999272,177,14960.000000009313,7599.999999999272,1.275000000000171,0.1628048780487985,84.51977401135206,61.5819209039548,13199.999999997817,4959.999999999127,10231.682926828245
(13a_features_tempo_real__last__preco <= 27828.875) E (13a_features_tempo_real__w60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.48870926),2,15,7.575757575757576,11,4,7,-6879.999999999563,183,14240.000000009604,6879.999999999563,1.2507042253522818,0.13850910340090916,77.81420765032571,61.20218579234973,11439.999999997235,6719.999999999709,10215.105462040006
(13a_features_tempo_real__last__pre_30s_spread_minimo >= 1) E (13a_features_tempo_real__w60__adv_z_pre_15s_spread_medio__slope <= -0.0079604878),2,30,15.151515151515152,18,12,6,-6719.999999998981,168,14080.000000009022,6719.999999998981,1.2750000000001762,0.16280487804880361,83.80952380957751,61.904761904761905,9839.999999997235,8319.999999999709,10209.682926828162
