variavel,n_stop,n_nao_stop,media_stop,media_nao_stop,mediana_stop,mediana_nao_stop,diferenca_medias,efeito_padronizado,correlacao_resultado,abs_efeito
07_bloqueios_auditoria_completa__last__desloc_30s,17,17,517.6470588235294,-395.5882352941176,625.0,-575.0,913.2352941176471,1.1746998585819706,-0.5277130933506033,1.1746998585819706
05_estrutura_eventos_enriquecidos__last__desloc_30s,29,34,734.4827586206897,-324.2647058823529,725.0,-425.0,1058.7474645030425,1.1435666189061733,-0.5534601994122997,1.1435666189061733
06_evolucao_score_eventos__last__desloc_30s,29,34,734.4827586206897,-324.2647058823529,725.0,-425.0,1058.7474645030425,1.1435666189061733,-0.5534601994122997,1.1435666189061733
05_estrutura_eventos_enriquecidos__last__desloc_60s,29,34,1101.7241379310344,-323.52941176470586,1000.0,-350.0,1425.2535496957403,1.072081831771524,-0.5192234784005476,1.072081831771524
06_evolucao_score_eventos__last__desloc_60s,29,34,1101.7241379310344,-323.52941176470586,1000.0,-350.0,1425.2535496957403,1.072081831771524,-0.5192234784005476,1.072081831771524
07_bloqueios_auditoria_completa__last__max_baixa_30s,17,17,-148.52941176470588,-607.3529411764706,-225.0,-600.0,458.82352941176475,0.9907308327875318,-0.4746232550734468,0.9907308327875318
05_estrutura_eventos_enriquecidos__w60__desloc_120s__mean,51,65,1137.6577752313049,-494.52701465201477,708.3333333333334,-337.5,1632.1847898833196,0.9792665348524962,-0.49588509584713203,0.9792665348524962
06_evolucao_score_eventos__w60__desloc_120s__mean,51,65,1137.6577752313049,-494.52701465201477,708.3333333333334,-337.5,1632.1847898833196,0.9792665348524962,-0.49588509584713203,0.9792665348524962
05_estrutura_eventos_enriquecidos__w60__desloc_120s__min,51,65,519.1176470588235,-1144.6153846153845,0.0,-1100.0,1663.7330316742082,0.9776836905796248,-0.5086980397580587,0.9776836905796248
06_evolucao_score_eventos__w60__desloc_120s__min,51,65,519.1176470588235,-1144.6153846153845,0.0,-1100.0,1663.7330316742082,0.9776836905796248,-0.5086980397580587,0.9776836905796248
07_bloqueios_auditoria_completa__last__ajuste_estrutura_compra,17,17,5.529411764705882,-2.4705882352941178,8.0,-6.0,8.0,0.973417168333576,-0.35466691601232964,0.973417168333576
05_estrutura_eventos_enriquecidos__last__max_alta_60s,29,34,1457.7586206896551,502.20588235294116,1275.0,525.0,955.5527383367139,0.9719597254634504,-0.41424832997441147,0.9719597254634504
06_evolucao_score_eventos__last__max_alta_60s,29,34,1457.7586206896551,502.20588235294116,1275.0,525.0,955.5527383367139,0.9719597254634504,-0.41424832997441147,0.9719597254634504
07_bloqueios_auditoria_completa__w60__desloc_60s__last,43,54,926.7441860465116,-346.2962962962963,850.0,-250.0,1273.040482342808,0.9404900681411158,-0.43766809468302564,0.9404900681411158
05_estrutura_eventos_enriquecidos__w60__desloc_60s__last,51,65,1051.9607843137255,-370.7692307692308,600.0,0.0,1422.7300150829562,0.9390184976745896,-0.44198037982012245,0.9390184976745896
06_evolucao_score_eventos__w60__desloc_60s__last,51,65,1051.9607843137255,-370.7692307692308,600.0,0.0,1422.7300150829562,0.9390184976745896,-0.44198037982012245,0.9390184976745896
05_estrutura_eventos_enriquecidos__last__max_baixa_60s,29,34,-288.7931034482759,-802.2058823529412,-200.0,-700.0,513.4127789046654,0.9231718274161539,-0.5005802394725344,0.9231718274161539
06_evolucao_score_eventos__last__max_baixa_60s,29,34,-288.7931034482759,-802.2058823529412,-200.0,-700.0,513.4127789046654,0.9231718274161539,-0.5005802394725344,0.9231718274161539
05_estrutura_eventos_enriquecidos__w60__desloc_120s__first,51,65,1242.1568627450981,-544.6153846153846,975.0,-600.0,1786.7722473604827,0.9226939752962238,-0.47192970824647806,0.9226939752962238
06_evolucao_score_eventos__w60__desloc_120s__first,51,65,1242.1568627450981,-544.6153846153846,975.0,-600.0,1786.7722473604827,0.9226939752962238,-0.47192970824647806,0.9226939752962238
05_estrutura_eventos_enriquecidos__w60__desloc_120s__max,51,65,1795.5882352941176,130.0,1525.0,0.0,1665.5882352941176,0.9217051527556033,-0.457027513121366,0.9217051527556033
06_evolucao_score_eventos__w60__desloc_120s__max,51,65,1795.5882352941176,130.0,1525.0,0.0,1665.5882352941176,0.9217051527556033,-0.457027513121366,0.9217051527556033
05_estrutura_eventos_enriquecidos__w60__desloc_30s__last,51,65,696.5686274509804,-177.30769230769232,350.0,0.0,873.8763197586727,0.9182781592579616,-0.42811016166002713,0.9182781592579616
06_evolucao_score_eventos__w60__desloc_30s__last,51,65,696.5686274509804,-177.30769230769232,350.0,0.0,873.8763197586727,0.9182781592579616,-0.42811016166002713,0.9182781592579616
05_estrutura_eventos_enriquecidos__w60__desloc_120s__last,51,65,977.4509803921569,-467.6923076923077,675.0,-150.0,1445.1432880844645,0.8983066185948222,-0.4575191020482713,0.8983066185948222
06_evolucao_score_eventos__w60__desloc_120s__last,51,65,977.4509803921569,-467.6923076923077,675.0,-150.0,1445.1432880844645,0.8983066185948222,-0.4575191020482713,0.8983066185948222
05_estrutura_eventos_enriquecidos__last__max_alta_120s,29,34,1721.551724137931,709.5588235294117,1450.0,737.5,1011.9929006085192,0.8950841399842064,-0.4023051380803701,0.8950841399842064
06_evolucao_score_eventos__last__max_alta_120s,29,34,1721.551724137931,709.5588235294117,1450.0,737.5,1011.9929006085192,0.8950841399842064,-0.4023051380803701,0.8950841399842064
05_estrutura_eventos_enriquecidos__w60__max_alta_120s__min,51,65,1307.3529411764705,194.6153846153846,850.0,0.0,1112.737556561086,0.8710358548393833,-0.4119486871596111,0.8710358548393833
06_evolucao_score_eventos__w60__max_alta_120s__min,51,65,1307.3529411764705,194.6153846153846,850.0,0.0,1112.737556561086,0.8710358548393833,-0.4119486871596111,0.8710358548393833
05_estrutura_eventos_enriquecidos__w60__desloc_60s__mean,51,65,980.566201227966,-236.36355311355314,695.0,-105.55555555555556,1216.9297543415191,0.8708216635398321,-0.3961972904097136,0.8708216635398321
06_evolucao_score_eventos__w60__desloc_60s__mean,51,65,980.566201227966,-236.36355311355314,695.0,-105.55555555555556,1216.9297543415191,0.8708216635398321,-0.3961972904097136,0.8708216635398321
07_bloqueios_auditoria_completa__w60__desloc_120s__mean,43,54,1027.2771317829458,-375.4982363315697,941.6666666666666,-293.75,1402.7753681145155,0.8618137068732086,-0.42960804424568066,0.8618137068732086
07_bloqueios_auditoria_completa__w60__desloc_120s__first,43,54,1167.4418604651162,-412.5,1000.0,-337.5,1579.9418604651162,0.8576419906620271,-0.42771142827609326,0.8576419906620271
05_estrutura_eventos_enriquecidos__last__max_baixa_30s,29,34,-190.51724137931035,-554.4117647058823,0.0,-500.0,363.89452332657197,0.8571004761954961,-0.41731821301958827,0.8571004761954961
06_evolucao_score_eventos__last__max_baixa_30s,29,34,-190.51724137931035,-554.4117647058823,0.0,-500.0,363.89452332657197,0.8571004761954961,-0.41731821301958827,0.8571004761954961
07_bloqueios_auditoria_completa__w60__max_alta_120s__min,43,54,1320.3488372093022,371.2962962962963,875.0,275.0,949.0525409130059,0.8557294085386838,-0.41493321195828264,0.8557294085386838
07_bloqueios_auditoria_completa__last__desloc_60s,17,17,947.0588235294117,-161.76470588235293,750.0,-275.0,1108.8235294117646,0.8550033362491802,-0.3962635460848215,0.8550033362491802
05_estrutura_eventos_enriquecidos__last__max_baixa_120s,29,34,-375.0,-985.2941176470588,-200.0,-987.5,610.2941176470588,0.8496790680327289,-0.49197228372793855,0.8496790680327289
06_evolucao_score_eventos__last__max_baixa_120s,29,34,-375.0,-985.2941176470588,-200.0,-987.5,610.2941176470588,0.8496790680327289,-0.49197228372793855,0.8496790680327289
07_bloqueios_auditoria_completa__w60__max_alta_120s__mean,43,54,1686.1184939091916,677.765752765753,1304.1666666666667,657.5,1008.3527411434386,0.8491487064278898,-0.3936070798123634,0.8491487064278898
07_bloqueios_auditoria_completa__last__ajuste_estrutura_venda,17,17,-0.47058823529411764,6.352941176470588,-6.0,8.0,-6.823529411764706,-0.847913345869148,0.3384105804494247,0.847913345869148
07_bloqueios_auditoria_completa__w60__desloc_60s__mean,43,54,859.2054263565893,-233.9167468334135,633.3333333333334,-105.0,1093.1221731900027,0.8416278035285967,-0.37751965657790354,0.8416278035285967
05_estrutura_eventos_enriquecidos__w60__desloc_60s__min,51,65,338.72549019607845,-888.4615384615385,0.0,-725.0,1227.1870286576168,0.8399555942467476,-0.40378955507178566,0.8399555942467476
06_evolucao_score_eventos__w60__desloc_60s__min,51,65,338.72549019607845,-888.4615384615385,0.0,-725.0,1227.1870286576168,0.8399555942467476,-0.40378955507178566,0.8399555942467476
07_bloqueios_auditoria_completa__last__max_baixa_60s,17,17,-283.8235294117647,-708.8235294117648,-300.0,-650.0,425.00000000000006,0.8291590672768046,-0.41417814423966237,0.8291590672768046
07_bloqueios_auditoria_completa__w60__desloc_120s__max,43,54,1555.2325581395348,63.425925925925924,1450.0,0.0,1491.806632213609,0.8259716768356145,-0.39152831416029754,0.8259716768356145
07_bloqueios_auditoria_completa__w60__desloc_60s__max,43,54,1372.6744186046512,128.24074074074073,1275.0,200.0,1244.4336778639106,0.8232008849894151,-0.34913414360464584,0.8232008849894151
05_estrutura_eventos_enriquecidos__w60__max_alta_60s__last,51,65,1305.3921568627452,293.84615384615387,875.0,0.0,1011.5460030165914,0.8230775901481335,-0.3798033758742874,0.8230775901481335
06_evolucao_score_eventos__w60__max_alta_60s__last,51,65,1305.3921568627452,293.84615384615387,875.0,0.0,1011.5460030165914,0.8230775901481335,-0.3798033758742874,0.8230775901481335
05_estrutura_eventos_enriquecidos__last__max_alta_30s,29,34,886.2068965517242,372.79411764705884,875.0,150.0,513.4127789046654,0.8216941727065548,-0.33912363559601316,0.8216941727065548
06_evolucao_score_eventos__last__max_alta_30s,29,34,886.2068965517242,372.79411764705884,875.0,150.0,513.4127789046654,0.8216941727065548,-0.33912363559601316,0.8216941727065548
05_estrutura_eventos_enriquecidos__w60__max_alta_120s__mean,51,65,1725.2865312791782,600.4331501831502,1319.4444444444443,387.5,1124.853381096028,0.8182199773332375,-0.3845377308660558,0.8182199773332375
06_evolucao_score_eventos__w60__max_alta_120s__mean,51,65,1725.2865312791782,600.4331501831502,1319.4444444444443,387.5,1124.853381096028,0.8182199773332375,-0.3845377308660558,0.8182199773332375
07_bloqueios_auditoria_completa__w60__max_alta_120s__last,43,54,1542.4418604651162,608.7962962962963,1100.0,537.5,933.6455641688199,0.8112529800792178,-0.40148658994545106,0.8112529800792178
05_estrutura_eventos_enriquecidos__w60__max_alta_120s__last,51,65,1543.137254901961,464.2307692307692,1125.0,125.0,1078.9064856711916,0.803524140595662,-0.3856002513801327,0.803524140595662
06_evolucao_score_eventos__w60__max_alta_120s__last,51,65,1543.137254901961,464.2307692307692,1125.0,125.0,1078.9064856711916,0.803524140595662,-0.3856002513801327,0.803524140595662
07_bloqueios_auditoria_completa__w60__desloc_120s__min,43,54,486.04651162790697,-801.3888888888889,375.0,-700.0,1287.4354005167959,0.801697468260395,-0.42427365086748237,0.801697468260395
05_estrutura_eventos_enriquecidos__last__desloc_120s,29,34,1063.7931034482758,-152.2058823529412,950.0,-75.0,1215.998985801217,0.8004824906298108,-0.39183999195102304,0.8004824906298108
06_evolucao_score_eventos__last__desloc_120s,29,34,1063.7931034482758,-152.2058823529412,950.0,-75.0,1215.998985801217,0.8004824906298108,-0.39183999195102304,0.8004824906298108
07_bloqueios_auditoria_completa__w60__max_alta_60s__last,43,54,1225.5813953488373,459.25925925925924,900.0,425.0,766.3221360895781,0.7985998223977239,-0.3698927593758671,0.7985998223977239
07_bloqueios_auditoria_completa__w60__max_alta_120s__max,43,54,2038.953488372093,963.425925925926,1925.0,862.5,1075.527562446167,0.7827487671545074,-0.3495790336254961,0.7827487671545074
05_estrutura_eventos_enriquecidos__w60__max_baixa_120s__last,51,65,-300.4901960784314,-1011.5384615384615,0.0,-725.0,711.0482654600302,0.7799839010369706,-0.44806804008322326,0.7799839010369706
06_evolucao_score_eventos__w60__max_baixa_120s__last,51,65,-300.4901960784314,-1011.5384615384615,0.0,-725.0,711.0482654600302,0.7799839010369706,-0.44806804008322326,0.7799839010369706
bloqueios_c7_dna_fluxo_v5_2__last__ajuste_estrutura_compra,20,22,4.5,-1.8181818181818181,8.0,-6.0,6.318181818181818,0.7782092134050103,-0.2719304741020699,0.7782092134050103
07_bloqueios_auditoria_completa__w60__max_alta_120s__first,43,54,1759.8837209302326,744.4444444444445,1275.0,587.5,1015.4392764857881,0.773893538361656,-0.3505127162825925,0.773893538361656
07_bloqueios_auditoria_completa__w60__desloc_60s__min,43,54,366.86046511627904,-587.5,300.0,-612.5,954.3604651162791,0.7658103712315453,-0.37348088195464085,0.7658103712315453
05_estrutura_eventos_enriquecidos__w60__desloc_60s__max,51,65,1599.5098039215686,488.0769230769231,1450.0,275.0,1111.4328808446455,0.7573483327580336,-0.33131155928607897,0.7573483327580336
06_evolucao_score_eventos__w60__desloc_60s__max,51,65,1599.5098039215686,488.0769230769231,1450.0,275.0,1111.4328808446455,0.7573483327580336,-0.33131155928607897,0.7573483327580336
07_bloqueios_auditoria_completa__w60__max_alta_60s__mean,43,54,1182.295127353267,559.7942720859387,1114.2857142857142,465.0,622.5008552673282,0.756406028621255,-0.3363231387919181,0.756406028621255
05_estrutura_eventos_enriquecidos__w60__max_alta_60s__mean,51,65,1281.1879827688651,461.525641025641,1029.5454545454545,306.25,819.6623417432241,0.745292903493314,-0.33702251483206286,0.745292903493314
06_evolucao_score_eventos__w60__max_alta_60s__mean,51,65,1281.1879827688651,461.525641025641,1029.5454545454545,306.25,819.6623417432241,0.745292903493314,-0.33702251483206286,0.745292903493314
05_estrutura_eventos_enriquecidos__w60__desloc_30s__max,51,65,1200.0,504.2307692307692,1250.0,400.0,695.7692307692307,0.7446896360492825,-0.3513040623200348,0.7446896360492825
06_evolucao_score_eventos__w60__desloc_30s__max,51,65,1200.0,504.2307692307692,1250.0,400.0,695.7692307692307,0.7446896360492825,-0.3513040623200348,0.7446896360492825
05_estrutura_eventos_enriquecidos__w60__max_alta_120s__first,51,65,1802.450980392157,696.9230769230769,1400.0,325.0,1105.52790346908,0.736839356290499,-0.34074477718862023,0.736839356290499
06_evolucao_score_eventos__w60__max_alta_120s__first,51,65,1802.450980392157,696.9230769230769,1400.0,325.0,1105.52790346908,0.736839356290499,-0.34074477718862023,0.736839356290499
05_estrutura_eventos_enriquecidos__w60__max_alta_120s__max,51,65,2150.9803921568628,1017.3076923076923,1900.0,775.0,1133.6726998491704,0.7333639389054094,-0.3398241349029031,0.7333639389054094
06_evolucao_score_eventos__w60__max_alta_120s__max,51,65,2150.9803921568628,1017.3076923076923,1900.0,775.0,1133.6726998491704,0.7333639389054094,-0.3398241349029031,0.7333639389054094
07_bloqueios_auditoria_completa__w60__desloc_120s__last,43,54,813.953488372093,-324.0740740740741,550.0,-262.5,1138.0275624461672,0.7239279006416962,-0.3811881781449894,0.7239279006416962
07_bloqueios_auditoria_completa__w60__max_alta_60s__max,43,54,1610.4651162790697,828.2407407407408,1450.0,750.0,782.2243755383289,0.7199151004464339,-0.2969312667893088,0.7199151004464339
05_estrutura_eventos_enriquecidos__w60__max_baixa_120s__mean,51,65,-418.9618877854172,-1038.9297924297925,-307.14285714285717,-812.5,619.9679046443753,0.7197135850638544,-0.42083817991953343,0.7197135850638544
06_evolucao_score_eventos__w60__max_baixa_120s__mean,51,65,-418.9618877854172,-1038.9297924297925,-307.14285714285717,-812.5,619.9679046443753,0.7197135850638544,-0.42083817991953343,0.7197135850638544
05_estrutura_eventos_enriquecidos__w60__max_alta_30s__last,51,65,796.0784313725491,219.23076923076923,350.0,0.0,576.8476621417799,0.7145705994645729,-0.3321451563062943,0.7145705994645729
06_evolucao_score_eventos__w60__max_alta_30s__last,51,65,796.0784313725491,219.23076923076923,350.0,0.0,576.8476621417799,0.7145705994645729,-0.3321451563062943,0.7145705994645729
05_estrutura_eventos_enriquecidos__w60__max_baixa_60s__last,51,65,-183.33333333333334,-687.6923076923077,0.0,-425.0,504.35897435897436,0.7129456602902475,-0.3494227951532247,0.7129456602902475
06_evolucao_score_eventos__w60__max_baixa_60s__last,51,65,-183.33333333333334,-687.6923076923077,0.0,-425.0,504.35897435897436,0.7129456602902475,-0.3494227951532247,0.7129456602902475
05_estrutura_eventos_enriquecidos__w60__max_alta_60s__max,51,65,1776.4705882352941,835.7692307692307,1650.0,700.0,940.7013574660634,0.70019507487932,-0.3074228514235895,0.70019507487932
06_evolucao_score_eventos__w60__max_alta_60s__max,51,65,1776.4705882352941,835.7692307692307,1650.0,700.0,940.7013574660634,0.70019507487932,-0.3074228514235895,0.70019507487932
07_bloqueios_auditoria_completa__last__max_baixa_120s,17,17,-401.47058823529414,-808.8235294117648,-425.0,-675.0,407.3529411764706,0.6956851596157485,-0.40778834479389603,0.6956851596157485
07_bloqueios_auditoria_completa__last__max_alta_60s,17,17,1250.0,530.8823529411765,875.0,575.0,719.1176470588235,0.6852966806576039,-0.2886160121623922,0.6852966806576039
05_estrutura_eventos_enriquecidos__w60__max_alta_30s__max,51,65,1251.4705882352941,653.8461538461538,1250.0,625.0,597.6244343891403,0.6846106679905243,-0.32469293624631745,0.6846106679905243
06_evolucao_score_eventos__w60__max_alta_30s__max,51,65,1251.4705882352941,653.8461538461538,1250.0,625.0,597.6244343891403,0.6846106679905243,-0.32469293624631745,0.6846106679905243
05_estrutura_eventos_enriquecidos__w60__max_baixa_120s__max,51,65,-106.37254901960785,-630.0,0.0,-250.0,523.6274509803922,0.6791636615444642,-0.37088608142922375,0.6791636615444642
06_evolucao_score_eventos__w60__max_baixa_120s__max,51,65,-106.37254901960785,-630.0,0.0,-250.0,523.6274509803922,0.6791636615444642,-0.37088608142922375,0.6791636615444642
07_bloqueios_auditoria_completa__last__score_compra,17,17,46.88235294117647,25.0,62.0,14.0,21.88235294117647,0.6740789820518156,-0.23048413499707812,0.6740789820518156
07_bloqueios_auditoria_completa__w60__continuidade_2s__std,43,54,1.763569282242203,0.9337027779407523,1.583881484062351,0.7166920722261818,0.8298665043014508,0.6737431100200953,-0.32031304962995494,0.6737431100200953
07_bloqueios_auditoria_completa__w60__impediu_gain_120s__all_true,43,54,0.37209302325581395,0.7037037037037037,0.0,1.0,-0.33161068044788977,-0.6675274606284629,0.25998313020303604,0.6675274606284629
bloqueios_c7_dna_fluxo_v5_2__last__ajuste_estrutura_venda,20,22,0.5,5.818181818181818,-4.0,8.0,-5.318181818181818,-0.6659416994808465,0.25848689336450204,0.6659416994808465
05_estrutura_eventos_enriquecidos__w60__max_baixa_120s__min,51,65,-830.3921568627451,-1485.7692307692307,-725.0,-1400.0,655.3770739064856,0.6649805107710568,-0.41088568424939875,0.6649805107710568
06_evolucao_score_eventos__w60__max_baixa_120s__min,51,65,-830.3921568627451,-1485.7692307692307,-725.0,-1400.0,655.3770739064856,0.6649805107710568,-0.41088568424939875,0.6649805107710568
07_bloqueios_auditoria_completa__w60__mov_contra_60s__max,43,54,1370.3488372093022,771.2962962962963,1275.0,625.0,599.0525409130059,0.6543174557234112,-0.24352530224880975,0.6543174557234112
05_estrutura_eventos_enriquecidos__w60__favor_30s__slope,39,53,63.01823176823174,-42.26813281058565,31.249999999999982,-8.928571428571427,105.2863645788174,0.6522433857663258,-0.3620491283067036,0.6522433857663258
07_bloqueios_auditoria_completa__last__diferenca_score,17,17,61.0,71.88235294117646,59.0,74.0,-10.882352941176464,-0.6424182345333193,0.2959005952369715,0.6424182345333193
07_bloqueios_auditoria_completa__last__max_alta_30s,17,17,626.4705882352941,316.1764705882353,650.0,125.0,310.29411764705884,0.6420934288239863,-0.2892621200634708,0.6420934288239863
05_estrutura_eventos_enriquecidos__w60__max_alta_60s__min,51,65,750.4901960784314,107.6923076923077,250.0,0.0,642.7978883861236,0.6397860849196804,-0.3039510645114254,0.6397860849196804
06_evolucao_score_eventos__w60__max_alta_60s__min,51,65,750.4901960784314,107.6923076923077,250.0,0.0,642.7978883861236,0.6397860849196804,-0.3039510645114254,0.6397860849196804
07_bloqueios_auditoria_completa__w60__desloc_30s__last,43,54,470.93023255813955,-112.5,325.0,-125.0,583.4302325581396,0.6392409886467089,-0.29211339191775476,0.6392409886467089
07_bloqueios_auditoria_completa__last__score_oposto,17,17,14.0,7.764705882352941,12.0,5.0,6.235294117647059,0.628397142739049,-0.3230650151231788,0.628397142739049
07_bloqueios_auditoria_completa__w60__ajuste_estrutura_compra__last,43,54,4.930232558139535,-0.07407407407407407,8.0,-6.0,5.004306632213609,0.6254386284025015,-0.2197769625909716,0.6254386284025015
07_bloqueios_auditoria_completa__w60__ref__slope,21,28,1.5129251700669963,-0.2366709183681792,1.375000000000574,-0.8499999999997265,1.7495960884351756,0.6245055401087289,-0.38742728910374774,0.6245055401087289
07_bloqueios_auditoria_completa__w60__impediu_gain_120s__changed,43,54,0.37209302325581395,0.1111111111111111,0.0,0.0,0.26098191214470284,0.6232182620798568,-0.23111865814240876,0.6232182620798568
07_bloqueios_auditoria_completa__w60__max_alta_60s__min,43,54,740.1162790697674,287.037037037037,475.0,175.0,453.0792420327304,0.6223135173922639,-0.32143769846710735,0.6223135173922639
07_bloqueios_auditoria_completa__w60__max_baixa_120s__max,43,54,-220.93023255813952,-713.425925925926,0.0,-550.0,492.49569336778643,0.6217425068868585,-0.31389006202900543,0.6217425068868585
07_bloqueios_auditoria_completa__w60__mov_contra_60s__mean,43,54,901.7594130675526,495.2329846079846,700.0,385.625,406.526428459568,0.6214107383041091,-0.2413485620299701,0.6214107383041091
07_bloqueios_auditoria_completa__w60__max_baixa_120s__last,43,54,-463.95348837209303,-989.3518518518518,-300.0,-825.0,525.3983634797588,0.6207939805651723,-0.35906905176518705,0.6207939805651723
07_bloqueios_auditoria_completa__w60__impediu_gain_120s__transitions,43,54,0.8372093023255814,0.3333333333333333,1.0,0.0,0.5038759689922481,0.620625334138291,-0.23532997593226668,0.620625334138291
05_estrutura_eventos_enriquecidos__w60__desloc_30s__delta,51,65,497.05882352941177,-128.84615384615384,225.0,-325.0,625.9049773755656,0.6182305439077247,-0.2828189214008511,0.6182305439077247
06_evolucao_score_eventos__w60__desloc_30s__delta,51,65,497.05882352941177,-128.84615384615384,225.0,-325.0,625.9049773755656,0.6182305439077247,-0.2828189214008511,0.6182305439077247
07_bloqueios_auditoria_completa__w60__impediu_gain_60s__changed,43,54,0.3953488372093023,0.12962962962962962,0.0,0.0,0.2657192075796727,0.6157829104905708,-0.2409565202947073,0.6157829104905708
07_bloqueios_auditoria_completa__w60__mov_contra_30s__max,43,54,1002.9069767441861,591.6666666666666,875.0,575.0,411.24031007751944,0.6067665622074759,-0.2557181381874802,0.6067665622074759
07_bloqueios_auditoria_completa__w60__desloc_60s__first,43,54,693.6046511627907,-117.5925925925926,550.0,-37.5,811.1972437553833,0.5977388895478992,-0.250379513923059,0.5977388895478992
07_bloqueios_auditoria_completa__w60__max_baixa_120s__mean,43,54,-506.21400885935765,-988.7503006253006,-325.0,-825.0,482.53629176594296,0.5973191010630204,-0.33739068411938955,0.5973191010630204
07_bloqueios_auditoria_completa__last__mov_contra_30s,17,17,261.7647058823529,538.2352941176471,275.0,575.0,-276.47058823529414,-0.5965068639463742,0.37635357303345196,0.5965068639463742
05_estrutura_eventos_enriquecidos__w60__desloc_30s__slope,39,53,118.54284604284602,-20.09821939067221,95.00000000000004,-29.99999999999996,138.64106543351824,0.5958280758554606,-0.2626779122969245,0.5958280758554606
06_evolucao_score_eventos__w60__desloc_30s__slope,39,53,118.54284604284602,-20.09821939067221,95.00000000000004,-29.99999999999996,138.64106543351824,0.5958280758554606,-0.2626779122969245,0.5958280758554606
05_estrutura_eventos_enriquecidos__w60__max_alta_30s__std,51,65,382.006364280062,222.24834469696603,352.27829907617075,206.51876428063383,159.75801958309594,0.5953484806141494,-0.2706231239586175,0.5953484806141494
06_evolucao_score_eventos__w60__max_alta_30s__std,51,65,382.006364280062,222.24834469696603,352.27829907617075,206.51876428063383,159.75801958309594,0.5953484806141494,-0.2706231239586175,0.5953484806141494
05_estrutura_eventos_enriquecidos__w60__desloc_30s__mean,51,65,439.24226508785324,-27.80128205128206,368.1818181818182,0.0,467.0435471391353,0.5949386195514229,-0.2848001538796628,0.5949386195514229
06_evolucao_score_eventos__w60__desloc_30s__mean,51,65,439.24226508785324,-27.80128205128206,368.1818181818182,0.0,467.0435471391353,0.5949386195514229,-0.2848001538796628,0.5949386195514229
07_bloqueios_auditoria_completa__w60__desloc_30s__max,43,54,813.953488372093,319.44444444444446,700.0,400.0,494.5090439276486,0.5880118744634867,-0.28778980722346303,0.5880118744634867
07_bloqueios_auditoria_completa__last__mov_contra_120s,17,17,610.2941176470588,1120.5882352941176,325.0,1150.0,-510.2941176470588,-0.5864547454449108,0.3773930475035094,0.5864547454449108
bloqueios_c7_dna_fluxo_v5_2__last__score_compra,20,22,47.05,28.90909090909091,51.5,18.0,18.140909090909087,0.5845941540776384,-0.18242614328636245,0.5845941540776384
07_bloqueios_auditoria_completa__w60__campanha_pullback__changed,43,54,0.13953488372093023,0.0,0.0,0.0,0.13953488372093023,0.579239550328724,-0.2578821513501266,0.579239550328724
07_bloqueios_auditoria_completa__last__score_venda,17,17,42.11764705882353,62.411764705882355,38.0,77.0,-20.294117647058826,-0.5788417467074087,0.17351238995605367,0.5788417467074087
07_bloqueios_auditoria_completa__w60__mov_contra_30s__first,43,54,576.1627906976744,273.14814814814815,500.0,100.0,303.01464254952623,0.577986547703956,-0.31584761768925884,0.577986547703956
07_bloqueios_auditoria_completa__w60__max_alta_30s__max,43,54,988.953488372093,604.6296296296297,875.0,587.5,384.32385874246336,0.5750859053000122,-0.282669879599111,0.5750859053000122
05_estrutura_eventos_enriquecidos__w60__max_alta_60s__slope,39,53,61.8081918081918,-47.47243322715019,7.142857142857132,-23.787878787878764,109.28062503534198,0.57188588591161,-0.25230053085383647,0.57188588591161
06_evolucao_score_eventos__w60__max_alta_60s__slope,39,53,61.8081918081918,-47.47243322715019,7.142857142857132,-23.787878787878764,109.28062503534198,0.57188588591161,-0.25230053085383647,0.57188588591161
07_bloqueios_auditoria_completa__last__mov_favor_120s,17,17,1227.9411764705883,611.7647058823529,700.0,600.0,616.1764705882354,0.5717542371742473,-0.3109694408755472,0.5717542371742473
07_bloqueios_auditoria_completa__w60__mov_contra_60s__first,43,54,919.1860465116279,500.0,700.0,300.0,419.18604651162786,0.5712454588486647,-0.24709749308163528,0.5712454588486647
07_bloqueios_auditoria_completa__w60__continuidade_2s__max,43,54,2.546511627906977,0.9907407407407407,2.5,1.0,1.5557708871662361,0.5687843321986322,-0.2055467007727037,0.5687843321986322
05_estrutura_eventos_enriquecidos__w60__max_baixa_120s__first,51,65,-523.5294117647059,-1082.6923076923076,-350.0,-875.0,559.1628959276018,0.5653732780339269,-0.33609436329128806,0.5653732780339269
06_evolucao_score_eventos__w60__max_baixa_120s__first,51,65,-523.5294117647059,-1082.6923076923076,-350.0,-875.0,559.1628959276018,0.5653732780339269,-0.33609436329128806,0.5653732780339269
07_bloqueios_auditoria_completa__last__mov_favor_60s,17,17,1089.7058823529412,530.8823529411765,650.0,600.0,558.8235294117648,0.5652277913557888,-0.3136564931909304,0.5652277913557888
05_estrutura_eventos_enriquecidos__last__favor_60s,29,34,1179.3103448275863,655.1470588235294,825.0,625.0,524.1632860040569,0.56268846261319,-0.2169870305146457,0.56268846261319
05_estrutura_eventos_enriquecidos__last__favor_120s,29,34,1325.0,747.0588235294117,825.0,700.0,577.9411764705883,0.5613783694204553,-0.2246683820889514,0.5613783694204553
07_bloqueios_auditoria_completa__w60__desloc_120s__slope,27,30,-208.3796296296296,32.85227272727276,-112.49999999999999,87.50000000000009,-241.23190235690237,-0.5595073499119947,0.2569064563169778,0.5595073499119947
