dna_id,classe_dna,sequencia,lado_norm,aparicoes,gains,stops,winrate_pct,wilson_95_inferior_pct,profit_factor_r,expectancia_r,sequencia_max_stops,max_drawdown_r,dias_ativos,taxa_acerto_alvo_pct
DNA_678815D30B0A,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,COMPRA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,100.0
DNA_67BF56E6F6F7,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,27,6,21,22.22222222222222,10.607095489408955,0.2857142857142857,-0.5555555555555556,8,15.0,4,77.77777777777777
DNA_6BD1657438B4,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,COMPRA,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,4,4.0,4,83.33333333333333
DNA_6BFF2F641F08,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU,COMPRA,26,9,17,34.61538461538461,19.412014972852127,0.5294117647058824,-0.3076923076923077,4,10.0,4,65.38461538461539
DNA_6CBBC9B7979D,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,1,0,1,0.0,0.0,0.0,-1.0,1,1.0,1,100.0
DNA_6CBBC9B7979D,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,VENDA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,100.0
DNA_6CEF91CE8DEB,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,5,3,2,60.0,23.0719932208837,1.5,0.2,1,1.0,3,60.0
DNA_6D38AE4E4F5E,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,14,4,10,28.571428571428573,11.721187910109101,0.4,-0.42857142857142855,5,7.0,4,71.42857142857143
DNA_6D697D805F35,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,VENDA,6,3,3,50.0,18.76128068994087,1.0,0.0,1,1.0,3,50.0
DNA_6E65B1A267EF,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,COMPRA,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,3,80.0
DNA_6EDC41322556,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS,COMPRA,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,3,5.0,4,75.0
DNA_6FA612A87BD0,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,5,5.0,2,71.42857142857143
DNA_6FA612A87BD0,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,5,0,5,0.0,0.0,0.0,-1.0,5,5.0,2,100.0
DNA_732510572C91,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,13,8,5,61.53846153846154,35.522480972268546,1.6,0.23076923076923078,3,3.0,3,61.53846153846154
DNA_752D85E593E4,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_SUBIU,COMPRA,1,0,1,0.0,0.0,0.0,-1.0,1,1.0,1,100.0
DNA_752D85E593E4,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_SUBIU,VENDA,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,3,80.0
DNA_757C6CFC0731,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,COMPRA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,100.0
DNA_757C6CFC0731,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,VENDA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,100.0
DNA_76F811B50CCB,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,COMPRA,6,3,3,50.0,18.76128068994087,1.0,0.0,3,3.0,3,50.0
DNA_7DEF0FCAEF00,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,VENDA,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,5,5.0,4,28.571428571428573
DNA_7E0528E09E26,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,8,4,4,50.0,21.52125268244419,1.0,0.0,4,4.0,3,50.0
DNA_7EE261923995,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,10,0,10,0.0,0.0,0.0,-1.0,10,10.0,3,100.0
DNA_7F9214FF9BBF,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,18,5,13,27.77777777777778,12.499569146355476,0.38461538461538464,-0.4444444444444444,5,9.0,4,72.22222222222223
DNA_801455E7B190,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,COMPRA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,100.0
DNA_801455E7B190,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,3,1,2,33.333333333333336,6.149031527616051,0.5,-0.3333333333333333,1,1.0,2,66.66666666666667
DNA_8074D439BE99,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,COMPRA,10,3,7,30.0,10.778928748621183,0.42857142857142855,-0.4,6,6.0,3,70.0
DNA_8074D439BE99,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,100.0
DNA_80D64ED2D20F,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,COMPRA,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,4,5.0,4,85.71428571428571
DNA_83D3F6DDCA33,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,VENDA,9,6,3,66.66666666666667,35.419734749908976,2.0,0.3333333333333333,1,1.0,3,66.66666666666667
DNA_8676387BEA87,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,COMPRA,9,5,4,55.55555555555556,26.664734574402967,1.25,0.1111111111111111,3,3.0,3,55.55555555555556
DNA_8676387BEA87,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,VENDA,3,2,1,66.66666666666667,20.765495512648787,2.0,0.3333333333333333,1,1.0,2,66.66666666666667
DNA_86B4984E6916,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,18,4,14,22.22222222222222,9.000781913382001,0.2857142857142857,-0.5555555555555556,6,11.0,4,77.77777777777777
DNA_87D404EEDC1A,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,12,2,10,16.666666666666668,4.696414761482225,0.2,-0.6666666666666666,8,9.0,4,83.33333333333333
DNA_8922D4425ADE,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,COMPRA,16,3,13,18.75,6.591478773586764,0.23076923076923078,-0.625,7,11.0,3,81.25
DNA_896C5CCD29FD,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,COMPRA,14,5,9,35.714285714285715,16.344490737202737,0.5555555555555556,-0.2857142857142857,3,6.0,3,64.28571428571429
DNA_8B1A08BDD880,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,COMPRA,5,1,4,20.0,3.6223160969787456,0.25,-0.6,3,3.0,2,80.0
DNA_8B5DFEB81691,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,COMPRA,6,0,6,0.0,0.0,0.0,-1.0,6,6.0,3,100.0
DNA_8CCDCFA5D8AB,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,7,0,7,0.0,0.0,0.0,-1.0,7,7.0,2,100.0
DNA_8CDBB36CBCBF,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,COMPRA,5,2,3,40.0,11.761823115925326,0.6666666666666666,-0.2,2,2.0,2,40.0
DNA_945CCA561EB6,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,VENDA,9,2,7,22.22222222222222,6.322376231222721,0.2857142857142857,-0.5555555555555556,4,5.0,3,77.77777777777777
DNA_959B8C8FDFED,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,COMPRA,10,0,10,0.0,0.0,0.0,-1.0,10,10.0,4,100.0
DNA_95D05068BD64,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,COMPRA,7,3,4,42.857142857142854,15.821692226262684,0.75,-0.14285714285714285,3,3.0,4,57.142857142857146
DNA_973119A96316,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,COMPRA,6,2,4,33.333333333333336,9.676933255921684,0.5,-0.3333333333333333,2,2.0,2,66.66666666666667
DNA_97AD30D78ABB,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_CAIU,VENDA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,0.0
DNA_980C621DFC9C,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,COMPRA,6,2,4,33.333333333333336,9.676933255921684,0.5,-0.3333333333333333,2,3.0,3,66.66666666666667
DNA_99AF8EE48A0A,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,VENDA,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,6,6.0,3,87.5
DNA_9B7A4D78E305,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,28,7,21,25.0,12.67633494220078,0.3333333333333333,-0.5,10,15.0,4,75.0
DNA_9C10A16380AC,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,COMPRA,6,2,4,33.333333333333336,9.676933255921684,0.5,-0.3333333333333333,3,3.0,3,66.66666666666667
DNA_9C2330692362,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,12,1,11,8.333333333333334,1.486470945077349,0.09090909090909091,-0.8333333333333334,10,10.0,3,91.66666666666667
DNA_9CCB6FCCE9D7,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,VENDA,9,6,3,66.66666666666667,35.419734749908976,2.0,0.3333333333333333,1,1.0,2,66.66666666666667
DNA_9D0C557BE9C4,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,COMPRA,9,2,7,22.22222222222222,6.322376231222721,0.2857142857142857,-0.5555555555555556,6,6.0,3,77.77777777777777
DNA_9E3D83F3DB3A,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,COMPRA,8,3,5,37.5,13.684175946152106,0.6,-0.25,4,4.0,3,62.5
DNA_9EFBCD98CBED,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,COMPRA,15,3,12,20.0,7.04742064361041,0.25,-0.6,11,11.0,3,80.0
DNA_A158C44E2462,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,VENDA,12,4,8,33.333333333333336,13.811783989736133,0.5,-0.3333333333333333,4,6.0,4,66.66666666666667
DNA_A18A72F5F778,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,8,6,2,75.0,40.926987910258916,3.0,0.5,2,2.0,3,75.0
DNA_A1D21B1FDC5D,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,VENDA,10,6,4,60.0,31.266954745018634,1.5,0.2,2,2.0,3,60.0
DNA_A25328664744,DNA_STOP,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,VENDA,16,4,12,25.0,10.181901984237347,0.3333333333333333,-0.5,8,10.0,4,75.0
DNA_A2C25249A193,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,6,4,2,66.66666666666667,29.998832134152863,2.0,0.3333333333333333,2,2.0,2,66.66666666666667
DNA_A2CCB9BA9DA2,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,13,1,12,7.6923076923076925,1.3710066379696304,0.08333333333333333,-0.8461538461538461,10,11.0,4,92.3076923076923
DNA_A41B4686A648,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU,VENDA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,100.0
DNA_A46A006CDACD,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,COMPRA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,100.0
DNA_A46A006CDACD,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,1,0,1,0.0,0.0,0.0,-1.0,1,1.0,1,100.0
DNA_A50C63B93A95,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS,VENDA,8,5,3,62.5,30.573785458380183,1.6666666666666667,0.25,2,2.0,3,62.5
DNA_A51A4C41D6E0,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,COMPRA,4,1,3,25.0,4.558606264463622,0.3333333333333333,-0.5,3,3.0,1,75.0
DNA_A61F45077ACD,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,100.0
DNA_A61F45077ACD,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,7,0,7,0.0,0.0,0.0,-1.0,7,7.0,3,100.0
DNA_A6366B77E8D0,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,VENDA,6,4,2,66.66666666666667,29.998832134152863,2.0,0.3333333333333333,1,1.0,3,66.66666666666667
DNA_A766C48B4FE5,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,21,7,14,33.333333333333336,17.194536432683687,0.5,-0.3333333333333333,6,8.0,4,66.66666666666667
DNA_AA02437A95B4,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,COMPRA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,100.0
DNA_AA315E3E83FE,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,VENDA,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,3,3.0,4,71.42857142857143
DNA_AA5EF9069F15,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,3,2,1,66.66666666666667,20.765495512648787,2.0,0.3333333333333333,1,1.0,2,66.66666666666667
DNA_AA7FAA42A1C2,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,21,2,19,9.523809523809524,2.6518208796947227,0.10526315789473684,-0.8095238095238095,8,17.0,4,90.47619047619048
DNA_AACC8236FADF,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,16,4,12,25.0,10.181901984237347,0.3333333333333333,-0.5,5,10.0,4,75.0
DNA_AAF0124FD7BD,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,3,100.0
DNA_AC5D9139B93E,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,COMPRA,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,4,4.0,2,83.33333333333333
DNA_ADE909EAB40C,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,24,8,16,33.333333333333336,17.971978688379643,0.5,-0.3333333333333333,8,12.0,4,66.66666666666667
DNA_AE4B58C7ADDC,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,COMPRA,14,4,10,28.571428571428573,11.721187910109101,0.4,-0.42857142857142855,4,6.0,4,71.42857142857143
DNA_AE9EA427A06E,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,COMPRA,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,9,9.0,4,90.0
DNA_AEB3D8FA975E,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,100.0
DNA_AFF3F0195078,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,12,4,8,33.333333333333336,13.811783989736133,0.5,-0.3333333333333333,4,4.0,4,66.66666666666667
