dna_id,classe_dna,sequencia,lado_norm,aparicoes,gains,stops,winrate_pct,wilson_95_inferior_pct,profit_factor_r,expectancia_r,sequencia_max_stops,max_drawdown_r,dias_ativos,taxa_acerto_alvo_pct
DNA_38356210FAE7,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,0.0
DNA_38356210FAE7,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,VENDA,2,1,1,50.0,9.452865480086611,1.0,0.0,1,1.0,1,50.0
DNA_383D9DF34358,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,21,6,15,28.571428571428573,13.813675745628203,0.4,-0.42857142857142855,5,9.0,4,71.42857142857143
DNA_383D9DF34358,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,24,8,16,33.333333333333336,17.971978688379643,0.5,-0.3333333333333333,8,12.0,4,66.66666666666667
DNA_38B853F46855,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,COMPRA,5,1,4,20.0,3.6223160969787456,0.25,-0.6,2,3.0,3,80.0
DNA_38B853F46855,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,6,1,5,16.666666666666668,3.005258587173029,0.2,-0.6666666666666666,3,4.0,3,83.33333333333333
DNA_39BF79999921,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,COMPRA,6,0,6,0.0,0.0,0.0,-1.0,6,6.0,4,100.0
DNA_39BF79999921,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,VENDA,1,0,1,0.0,0.0,0.0,-1.0,1,1.0,1,100.0
DNA_39E0EA4335D7,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,11,3,8,27.272727272727273,9.745880573921468,0.375,-0.45454545454545453,7,7.0,2,72.72727272727273
DNA_3A810E62CFAB,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,3,1,2,33.333333333333336,6.149031527616051,0.5,-0.3333333333333333,1,1.0,3,66.66666666666667
DNA_3A810E62CFAB,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,7,0,7,0.0,0.0,0.0,-1.0,7,7.0,3,100.0
DNA_3B02ABC63B44,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,VENDA,5,2,3,40.0,11.761823115925326,0.6666666666666666,-0.2,3,3.0,3,40.0
DNA_3CD537351738,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,COMPRA,6,3,3,50.0,18.76128068994087,1.0,0.0,3,3.0,3,50.0
DNA_3CD537351738,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,VENDA,1,0,1,0.0,0.0,0.0,-1.0,1,1.0,1,0.0
DNA_3E46707908B4,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,COMPRA,4,2,2,50.0,15.003570882017145,1.0,0.0,1,1.0,2,50.0
DNA_3E46707908B4,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,16,4,12,25.0,10.181901984237347,0.3333333333333333,-0.5,5,10.0,4,75.0
DNA_3E56B70A731F,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,COMPRA,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,100.0
DNA_3F23B4C3387B,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,COMPRA,2,1,1,50.0,9.452865480086611,1.0,0.0,1,1.0,1,50.0
DNA_400FB800A654,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,13,4,9,30.76923076923077,12.68049716161809,0.4444444444444444,-0.38461538461538464,4,5.0,3,69.23076923076923
DNA_41436FAF00CA,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,COMPRA,1,0,1,0.0,0.0,0.0,-1.0,1,1.0,1,100.0
DNA_41436FAF00CA,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,VENDA,18,4,14,22.22222222222222,9.000781913382001,0.2857142857142857,-0.5555555555555556,6,12.0,4,77.77777777777777
DNA_41595B69E85D,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,6,2,4,33.333333333333336,9.676933255921684,0.5,-0.3333333333333333,4,4.0,2,33.333333333333336
DNA_43691691DA74,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,COMPRA,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,5,5.0,3,85.71428571428571
DNA_449B83635188,DNA_GAIN,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,VENDA,4,2,2,50.0,15.003570882017145,1.0,0.0,2,2.0,2,50.0
DNA_454C2AF1E3D3,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,COMPRA,7,2,5,28.571428571428573,8.221716570901553,0.4,-0.42857142857142855,4,4.0,3,71.42857142857143
DNA_454C2AF1E3D3,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,VENDA,14,0,14,0.0,0.0,0.0,-1.0,14,14.0,4,100.0
DNA_45BFA82FC82E,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,VENDA,17,10,7,58.8235294117647,36.00507438551554,1.4285714285714286,0.17647058823529413,2,2.0,3,58.8235294117647
DNA_4620A3000395,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,VENDA,11,1,10,9.090909090909092,1.6231752262825987,0.1,-0.8181818181818182,8,9.0,4,90.9090909090909
DNA_46CF488DD681,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,VENDA,15,5,10,33.333333333333336,15.176100694691234,0.5,-0.3333333333333333,4,6.0,4,66.66666666666667
DNA_47B9488E2463,DNA_STOP,CAMPANHA_ENTRADAS_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,11,2,9,18.181818181818183,5.136660067100062,0.2222222222222222,-0.6363636363636364,6,8.0,4,81.81818181818181
DNA_48D4B430C7FE,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,COMPRA,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,3,5.0,4,85.71428571428571
DNA_48D4B430C7FE,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,100.0
DNA_48F2CF31D581,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,100.0
DNA_48F2CF31D581,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_CAIU,VENDA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,100.0
DNA_494555258ED6,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,COMPRA,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,100.0
DNA_494555258ED6,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,100.0
DNA_498725606F18,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,VENDA,11,3,8,27.272727272727273,9.745880573921468,0.375,-0.45454545454545453,5,7.0,4,72.72727272727273
DNA_4A8B95C90CC1,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,VENDA,9,3,6,33.333333333333336,12.058159868274291,0.5,-0.3333333333333333,4,5.0,3,66.66666666666667
DNA_4AF1D5F50CC2,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,COMPRA,10,3,7,30.0,10.778928748621183,0.42857142857142855,-0.4,5,6.0,4,70.0
DNA_4AF1D5F50CC2,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,VENDA,20,3,17,15.0,5.236779195949582,0.17647058823529413,-0.7,8,15.0,4,85.0
DNA_4B7CA5C2C782,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,100.0
DNA_4F2977ACA9F6,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,COMPRA,6,0,6,0.0,0.0,0.0,-1.0,6,6.0,3,100.0
DNA_4FA4C1B43082,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,COMPRA,7,0,7,0.0,0.0,0.0,-1.0,7,7.0,3,100.0
DNA_4FA4C1B43082,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,VENDA,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,6,6.0,3,85.71428571428571
DNA_50E975B46E3D,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU,VENDA,6,3,3,50.0,18.76128068994087,1.0,0.0,2,2.0,3,50.0
DNA_527C537E9BBB,DNA_STOP,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,8,2,6,25.0,7.1477688858027655,0.3333333333333333,-0.5,6,6.0,4,75.0
DNA_52D724F93647,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,2,1,1,50.0,9.452865480086611,1.0,0.0,1,1.0,2,50.0
DNA_52E0D6369D55,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,1,100.0
DNA_52E0D6369D55,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,12,2,10,16.666666666666668,4.696414761482225,0.2,-0.6666666666666666,8,9.0,4,83.33333333333333
DNA_532BE335AAA8,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,COMPRA,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,3,100.0
DNA_532BE335AAA8,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,VENDA,12,3,9,25.0,8.894003962896138,0.3333333333333333,-0.5,5,6.0,3,75.0
DNA_55AC3640C003,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,COMPRA,1,1,0,100.0,20.654329147389294,inf,1.0,0,0.0,1,100.0
DNA_55AC3640C003,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,8,5,3,62.5,30.573785458380183,1.6666666666666667,0.25,2,2.0,3,62.5
DNA_575CA6CFE943,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,COMPRA,4,1,3,25.0,4.558606264463622,0.3333333333333333,-0.5,3,3.0,1,75.0
DNA_575CA6CFE943,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,VENDA,1,0,1,0.0,0.0,0.0,-1.0,1,1.0,1,100.0
DNA_59B7A0672312,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,COMPRA,17,5,12,29.41176470588235,13.279793865556401,0.4166666666666667,-0.4117647058823529,6,8.0,4,70.58823529411765
DNA_59B7A0672312,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,VENDA,21,2,19,9.523809523809524,2.6518208796947227,0.10526315789473684,-0.8095238095238095,8,17.0,4,90.47619047619048
DNA_5B29B166BC76,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,COMPRA,5,1,4,20.0,3.6223160969787456,0.25,-0.6,4,4.0,3,80.0
DNA_5B6B85395894,DNA_GAIN,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,VENDA,9,5,4,55.55555555555556,26.664734574402967,1.25,0.1111111111111111,2,2.0,3,55.55555555555556
DNA_5C67446DBC61,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,COMPRA,12,0,12,0.0,0.0,0.0,-1.0,12,12.0,3,100.0
DNA_5CCB7B3B1DDB,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,VENDA,21,7,14,33.333333333333336,17.194536432683687,0.5,-0.3333333333333333,5,8.0,4,66.66666666666667
DNA_5D6059A4B67E,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,100.0
DNA_5D6059A4B67E,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,18,4,14,22.22222222222222,9.000781913382001,0.2857142857142857,-0.5555555555555556,6,11.0,4,77.77777777777777
DNA_5E0BA78DB821,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,VENDA,9,2,7,22.22222222222222,6.322376231222721,0.2857142857142857,-0.5555555555555556,5,5.0,4,77.77777777777777
DNA_5E844DE1A903,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,VENDA,13,2,11,15.384615384615385,4.325726318273798,0.18181818181818182,-0.6923076923076923,9,9.0,3,84.61538461538461
DNA_5F17EEA638BA,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,3,1,2,33.333333333333336,6.149031527616051,0.5,-0.3333333333333333,1,1.0,2,33.333333333333336
DNA_5FF182AC503E,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,COMPRA,7,4,3,57.142857142857146,25.04542304090258,1.3333333333333333,0.14285714285714285,2,2.0,3,57.142857142857146
DNA_5FF182AC503E,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,VENDA,3,2,1,66.66666666666667,20.765495512648787,2.0,0.3333333333333333,1,1.0,2,66.66666666666667
DNA_6135DE744E37,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,VENDA,38,12,26,31.57894736842105,19.084420023666638,0.46153846153846156,-0.3684210526315789,9,17.0,4,68.42105263157895
DNA_615C44D1EC83,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,3,100.0
DNA_615C44D1EC83,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,VENDA,12,1,11,8.333333333333334,1.486470945077349,0.09090909090909091,-0.8333333333333334,10,10.0,3,91.66666666666667
DNA_625C2B7C54B9,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,COMPRA,18,6,12,33.333333333333336,16.278554363662856,0.5,-0.3333333333333333,3,6.0,4,66.66666666666667
DNA_628F787ED9B5,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,COMPRA,7,3,4,42.857142857142854,15.821692226262684,0.75,-0.14285714285714285,4,4.0,3,42.857142857142854
DNA_629F4CF574CC,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,3,100.0
DNA_63F4D930DAD8,DNA_STOP,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_SUBIU,COMPRA,10,3,7,30.0,10.778928748621183,0.42857142857142855,-0.4,5,5.0,3,70.0
DNA_64024AA702F7,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,COMPRA,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,0.0
DNA_6612D78FAE3E,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,VENDA,11,6,5,54.54545454545455,28.00877556899882,1.2,0.09090909090909091,2,2.0,3,54.54545454545455
DNA_66AC9CFEA710,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,COMPRA,6,0,6,0.0,0.0,0.0,-1.0,6,6.0,2,100.0
DNA_66F37DEE2F20,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,VENDA,34,8,26,23.529411764705884,12.436838109244343,0.3076923076923077,-0.5294117647058824,7,20.0,4,76.47058823529412
