dna_id,classe_dna,sequencia,dias_ativos,motores_ativos,lados_ativos,horas_ativas,taxa_alvo_media_dias_pct,taxa_alvo_desvio_dias_pp,cv_taxa_alvo_diaria,concentracao_melhor_dia_pct,hora_modal,motor_modal,lado_modal
DNA_7E0528E09E26,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,2,1,7,46.666666666666664,41.096093353126506,0.8806305718527109,62.5,1,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_7EE261923995,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,3,1,1,6,100.0,0.0,0.0,60.0,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_7F9214FF9BBF,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,1,1,12,74.52380952380953,15.258542828582966,0.20474722006405255,38.888888888888886,13,motor_c7_dna_fluxo_v5_2,VENDA
DNA_801455E7B190,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,2,4,88.8888888888889,15.71348402636772,0.17677669529663684,60.0,16,motor_operacional_c7_v3_1,VENDA
DNA_8074D439BE99,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,2,9,76.66666666666667,2.357022603955158,0.030743773095067276,38.46153846153846,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_80D64ED2D20F,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,5,87.5,21.650635094610966,0.24743582965269675,42.857142857142854,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_83D3F6DDCA33,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,1,7,63.88888888888889,10.393492741038727,0.16268075594669312,44.44444444444444,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_8676387BEA87,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,2,9,63.333333333333336,26.246692913372705,0.4144214670532532,41.666666666666664,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_86B4984E6916,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,11,86.66666666666667,14.14213562373095,0.16317848796612633,50.0,15,motor_c7_dna_fluxo_v5_2,VENDA
DNA_87D404EEDC1A,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,2,1,8,81.25,20.72890493972125,0.2551249838734923,33.333333333333336,14,motor_c7_dna_fluxo_v5_2,VENDA
DNA_8922D4425ADE,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,3,2,1,8,78.05555555555556,8.615590232928232,0.11037766846456099,50.0,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_896C5CCD29FD,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,3,2,1,9,61.666666666666664,25.927248643506744,0.42044186989470395,35.714285714285715,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_8B1A08BDD880,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2,1,1,4,87.5,12.5,0.14285714285714285,80.0,21,motor_operacional_c7_v3_1,COMPRA
DNA_8B5DFEB81691,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,3,2,1,6,100.0,0.0,0.0,66.66666666666667,9,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_8CCDCFA5D8AB,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,2,1,1,6,100.0,0.0,0.0,57.142857142857146,17,motor_operacional_c7_v3_1,VENDA
DNA_8CDBB36CBCBF,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,2,2,1,4,33.333333333333336,33.333333333333336,1.0,60.0,22,motor_operacional_c7_v3_1,COMPRA
DNA_945CCA561EB6,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,3,1,1,6,76.66666666666667,20.548046676563256,0.26801800012908594,55.55555555555556,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_959B8C8FDFED,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,4,2,1,8,100.0,0.0,0.0,60.0,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_95D05068BD64,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,4,1,1,6,58.333333333333336,43.30127018922193,0.7423074889580902,42.857142857142854,20,motor_operacional_c7_v3_1,COMPRA
DNA_973119A96316,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,2,1,1,6,66.66666666666667,0.0,0.0,50.0,3,motor_operacional_c7_v3_1,COMPRA
DNA_97AD30D78ABB,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_CAIU,2,1,1,2,0.0,0.0,inf,50.0,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_980C621DFC9C,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,3,1,1,5,55.555555555555564,41.5739709641549,0.7483314773547881,50.0,12,motor_operacional_c7_v3_1,COMPRA
DNA_99AF8EE48A0A,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,1,8,88.8888888888889,15.71348402636772,0.17677669529663684,37.5,1,motor_c7_dna_fluxo_v5_2,VENDA
DNA_9B7A4D78E305,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,2,1,15,74.30555555555556,9.081039465709733,0.12221211991235528,42.857142857142854,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_9C10A16380AC,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,3,1,1,5,77.77777777777779,31.426968052735443,0.4040610178208842,50.0,10,motor_operacional_c7_v3_1,COMPRA
DNA_9C2330692362,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,2,1,11,94.44444444444444,7.8567420131838634,0.08318903308077032,50.0,14,motor_c7_dna_fluxo_v5_2,VENDA
DNA_9CCB6FCCE9D7,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,2,1,1,7,67.5,7.5,0.1111111111111111,55.55555555555556,10,motor_operacional_c7_v3_1,VENDA
DNA_9D0C557BE9C4,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,3,1,1,5,77.77777777777779,31.426968052735443,0.4040610178208842,44.44444444444444,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_9E3D83F3DB3A,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,3,2,1,4,70.0,21.602468994692867,0.3086066999241838,62.5,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_9EFBCD98CBED,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,2,1,10,72.5,16.20185174601965,0.2234738171864779,53.333333333333336,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_A158C44E2462,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,4,1,1,7,69.16666666666667,18.76388374866284,0.2712850662457278,41.666666666666664,1,motor_operacional_c7_v3_1,VENDA
DNA_A18A72F5F778,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,3,1,1,7,77.77777777777779,31.426968052735443,0.4040610178208842,37.5,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_A1D21B1FDC5D,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,3,1,1,6,50.0,40.824829046386306,0.8164965809277261,40.0,21,motor_c7_dna_fluxo_v5_2,VENDA
DNA_A25328664744,DNA_STOP,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,4,1,1,12,72.22222222222223,25.458753860865777,0.35250582268891073,56.25,21,motor_operacional_c7_v3_1,VENDA
DNA_A2C25249A193,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,2,1,1,5,75.0,25.0,0.3333333333333333,66.66666666666667,1,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_A2CCB9BA9DA2,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,2,1,6,93.75,10.825317547305483,0.11547005383792515,46.15384615384615,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_A41B4686A648,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU,2,1,1,2,100.0,0.0,0.0,66.66666666666667,13,motor_operacional_c7_v3_1,VENDA
DNA_A46A006CDACD,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,1,1,2,3,100.0,0.0,0.0,100.0,13,motor_operacional_c7_v3_1,COMPRA
DNA_A50C63B93A95,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS,3,1,1,5,60.0,43.20493798938573,0.7200822998230956,62.5,13,motor_c7_dna_fluxo_v5_2,VENDA
DNA_A51A4C41D6E0,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,1,1,1,3,75.0,0.0,0.0,100.0,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_A61F45077ACD,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,4,1,2,9,100.0,0.0,0.0,55.55555555555556,4,motor_c7_dna_fluxo_v5_2,VENDA
DNA_A6366B77E8D0,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,2,1,6,66.66666666666667,23.570226039551585,0.35355339059327373,33.333333333333336,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_A766C48B4FE5,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,14,69.30555555555556,9.257754507358602,0.13357882255106598,42.857142857142854,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_AA02437A95B4,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2,1,1,2,100.0,0.0,0.0,50.0,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_AA315E3E83FE,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,1,1,6,79.16666666666667,21.650635094610966,0.27348170645824377,42.857142857142854,16,motor_operacional_c7_v3_1,VENDA
DNA_AA5EF9069F15,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,2,1,1,3,75.0,25.0,0.3333333333333333,66.66666666666667,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_AA7FAA42A1C2,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,2,1,11,93.33333333333333,7.071067811865477,0.07576144084141583,47.61904761904762,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_AACC8236FADF,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,8,77.5,14.361406616345072,0.18530847246896867,31.25,13,motor_operacional_c7_v3_1,VENDA
DNA_AAF0124FD7BD,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,2,1,3,100.0,0.0,0.0,33.333333333333336,8,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_AC5D9139B93E,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,1,1,5,83.33333333333334,16.666666666666664,0.19999999999999996,50.0,11,motor_operacional_c7_v3_1,COMPRA
DNA_ADE909EAB40C,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,4,1,1,11,62.121212121212125,31.764023171570646,0.5113232998350397,45.833333333333336,12,motor_c7_dna_fluxo_v5_2,VENDA
DNA_AE4B58C7ADDC,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,4,1,1,12,83.33333333333334,16.666666666666664,0.19999999999999996,64.28571428571429,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_AE9EA427A06E,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,4,2,1,6,75.0,43.30127018922193,0.5773502691896257,50.0,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_AEB3D8FA975E,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2,1,1,4,100.0,0.0,0.0,75.0,10,motor_operacional_c7_v3_1,VENDA
DNA_AFF3F0195078,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,4,2,2,16,77.62237762237763,19.00374579258908,0.24482303138200343,34.21052631578947,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_B01B2D10C0E7,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,2,2,1,3,100.0,0.0,0.0,66.66666666666667,8,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_B123A1E6ECF4,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,4,1,1,4,100.0,0.0,0.0,50.0,11,motor_operacional_c7_v3_1,COMPRA
DNA_B21E69DBB057,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,2,1,1,6,100.0,0.0,0.0,83.33333333333333,2,motor_c7_dna_fluxo_v5_2,VENDA
DNA_B22497B06940,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,11,86.66666666666667,14.14213562373095,0.16317848796612633,50.0,15,motor_c7_dna_fluxo_v5_2,VENDA
DNA_B245A3082638,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2,1,1,5,70.83333333333334,4.166666666666664,0.05882352941176466,57.142857142857146,10,motor_operacional_c7_v3_1,COMPRA
DNA_B2D4FA3AE6B0,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2,1,1,7,75.0,25.0,0.3333333333333333,57.142857142857146,0,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_B325CC709842,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,2,1,2,5,83.33333333333334,16.666666666666664,0.19999999999999996,50.0,10,motor_operacional_c7_v3_1,COMPRA
DNA_B4262BCA8356,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,1,1,1,1,100.0,0.0,0.0,100.0,19,motor_operacional_c7_v3_1,VENDA
DNA_B5173119E64D,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,4,1,2,11,75.625,16.044372066241795,0.2121569859998915,38.095238095238095,13,motor_operacional_c7_v3_1,VENDA
DNA_B608926487D8,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,3,1,2,4,16.666666666666668,23.570226039551585,1.414213562373095,50.0,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_B7901F5FE041,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,3,2,1,8,83.33333333333333,23.570226039551585,0.28284271247461906,50.0,4,motor_c7_dna_fluxo_v5_2,VENDA
DNA_B8B7901F2244,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,4,1,1,6,25.0,43.30127018922193,1.7320508075688772,50.0,4,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_B908787D59CD,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,1,1,1,3,33.333333333333336,0.0,0.0,100.0,10,motor_operacional_c7_v3_1,COMPRA
DNA_B92FE778CF45,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2,1,1,4,100.0,0.0,0.0,75.0,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_B9D6DF562BD6,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,3,1,1,6,50.0,40.824829046386306,0.8164965809277261,40.0,21,motor_c7_dna_fluxo_v5_2,VENDA
DNA_B9FBE776D570,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_SUBIU,2,1,2,3,50.0,50.0,1.0,66.66666666666667,2,motor_operacional_c7_v3_1,VENDA
DNA_BA2AECE01079,DNA_STOP,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,3,2,1,4,91.66666666666667,11.785113019775793,0.128564869306645,57.142857142857146,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_BAA5BFFDC026,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,4,1,2,11,62.85714285714286,13.209458577790665,0.21015047737394238,38.888888888888886,20,motor_operacional_c7_v3_1,VENDA
DNA_BB7A3B9B65D5,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_SUBIU,4,1,2,7,45.833333333333336,36.084391824351606,0.7872958216222168,37.5,13,motor_c7_dna_fluxo_v5_2,VENDA
DNA_BD16C74539AB,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,4,2,1,6,50.0,50.0,1.0,50.0,1,motor_c7_dna_fluxo_v5_2,VENDA
DNA_BDDAB55D5E78,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,1,1,17,79.6945701357466,11.99988461653611,0.15057342797754325,44.067796610169495,11,motor_c7_dna_fluxo_v5_2,COMPRA
