dna_id,classe_dna,sequencia,dias_ativos,motores_ativos,lados_ativos,horas_ativas,taxa_alvo_media_dias_pct,taxa_alvo_desvio_dias_pp,cv_taxa_alvo_diaria,concentracao_melhor_dia_pct,hora_modal,motor_modal,lado_modal
DNA_BDF11E9FD35A,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,1,2,4,37.5,41.4578098794425,1.1055415967851334,33.333333333333336,12,motor_operacional_c7_v3_1,VENDA
DNA_BF68E3CCCD78,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,3,1,1,4,83.33333333333333,23.570226039551585,0.28284271247461906,50.0,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_BFC95FE3F66A,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_SUBIU,3,1,1,5,83.33333333333333,23.570226039551585,0.28284271247461906,40.0,9,motor_operacional_c7_v3_1,VENDA
DNA_C06285A630DD,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,3,1,1,7,72.22222222222223,20.78698548207745,0.28781979898261084,50.0,11,motor_operacional_c7_v3_1,COMPRA
DNA_C18E60093772,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,4,1,2,13,68.75,20.72890493972125,0.30151134457776363,38.095238095238095,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_C3E62B6C5269,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,3,2,2,7,46.666666666666664,41.096093353126506,0.8806305718527109,62.5,21,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_C5989630D0E0,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,2,1,9,70.83333333333334,18.162078931419472,0.25640582020827485,52.94117647058823,21,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_C65749F92451,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,3,2,1,7,83.33333333333333,23.570226039551585,0.28284271247461906,60.0,5,motor_c7_dna_fluxo_v5_2,VENDA
DNA_C730BE8095AC,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,40.0,10,motor_operacional_c7_v3_1,VENDA
DNA_C75189E144B6,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,4,1,1,12,92.26190476190476,7.7837481134654904,0.08436578600401307,43.75,5,motor_c7_dna_fluxo_v5_2,VENDA
DNA_C7B9F0A98B44,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,2,12,86.66666666666667,14.14213562373095,0.16317848796612633,45.0,14,motor_c7_dna_fluxo_v5_2,VENDA
DNA_C85A73486321,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU,3,1,1,5,36.111111111111114,30.681558381075725,0.8496431551682507,50.0,10,motor_operacional_c7_v3_1,COMPRA
DNA_C89225A60A2F,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,1,2,5,87.5,12.5,0.14285714285714285,57.142857142857146,11,motor_operacional_c7_v3_1,COMPRA
DNA_C8954CD0A2BE,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,3,2,1,7,83.33333333333333,11.785113019775793,0.14142135623730953,44.44444444444444,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_C933D2E4159C,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,2,1,1,4,100.0,0.0,0.0,75.0,9,motor_operacional_c7_v3_1,COMPRA
DNA_C95F1A27E8FF,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS,4,2,1,5,62.5,37.5,0.6,40.0,13,motor_operacional_c7_v3_1,COMPRA
DNA_CA55848B861F,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,4,1,1,11,100.0,0.0,0.0,42.857142857142854,0,motor_c7_dna_fluxo_v5_2,VENDA
DNA_CAB9507E140E,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU,3,1,1,5,91.66666666666667,11.785113019775793,0.128564869306645,57.142857142857146,12,motor_c7_dna_fluxo_v5_2,VENDA
DNA_CB717D7599A0,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,2,11,87.77777777777777,8.748897637790902,0.09967098574698496,40.0,13,motor_c7_dna_fluxo_v5_2,VENDA
DNA_CB7226A14E54,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2,1,2,5,73.33333333333334,6.666666666666664,0.09090909090909087,62.5,10,motor_operacional_c7_v3_1,COMPRA
DNA_CB74299F180D,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,2,1,2,5,66.66666666666667,33.333333333333336,0.5,57.142857142857146,12,motor_c7_dna_fluxo_v5_2,VENDA
DNA_CBF35243CF41,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,2,1,1,3,25.0,25.0,1.0,66.66666666666667,2,motor_operacional_c7_v3_1,VENDA
DNA_CC438BE29159,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,1,1,1,2,50.0,0.0,0.0,100.0,16,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_CC87CC65D357,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ESTAVEL,4,2,1,8,82.5,20.463381929681123,0.24804099308704392,38.46153846153846,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_CD8E60489F87,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,3,2,1,8,75.0,20.412414523193153,0.2721655269759087,50.0,0,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_CDE5325D0F02,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,4,1,2,9,95.0,8.660254037844387,0.0911605688194146,38.46153846153846,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_CE50009D9771,DNA_STOP,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,2,2,1,5,90.0,10.0,0.1111111111111111,62.5,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_CEA0D4DD30CF,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,4,2,1,14,55.11904761904762,33.3815552557474,0.6056264884412055,48.0,14,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_CF7C4A6B5337,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2,1,1,3,75.0,25.0,0.3333333333333333,66.66666666666667,11,motor_operacional_c7_v3_1,VENDA
DNA_D00849C63E60,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,3,1,1,7,100.0,0.0,0.0,57.142857142857146,4,motor_c7_dna_fluxo_v5_2,VENDA
DNA_D13CB1CF8A67,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,1,4,100.0,0.0,0.0,50.0,3,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_D2BEE9B0069D,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,3,1,2,4,77.77777777777779,31.426968052735447,0.40406101782088427,60.0,12,motor_operacional_c7_v3_1,VENDA
DNA_D383C44C5631,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,2,1,1,7,80.0,20.0,0.25,71.42857142857143,0,motor_operacional_c7_v3_1,COMPRA
DNA_D543EFFA0C30,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,2,2,15,75.49603174603175,8.278233372539043,0.10965123836424909,30.0,13,motor_c7_dna_fluxo_v5_2,VENDA
DNA_D57518E95A6C,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,1,6,100.0,0.0,0.0,33.333333333333336,3,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_D98BE00C2AF5,DNA_GAIN,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,1,4,83.33333333333333,23.570226039551585,0.28284271247461906,75.0,15,motor_c7_dna_fluxo_v5_2,VENDA
DNA_DABBDF1E34DF,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,4,1,1,7,60.0,42.42640687119285,0.7071067811865476,45.45454545454545,11,motor_operacional_c7_v3_1,VENDA
DNA_DC03BCF36072,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,4,1,1,9,73.33333333333334,15.63471919941143,0.2132007163556104,35.714285714285715,1,motor_operacional_c7_v3_1,VENDA
DNA_DC1EF7E69080,DNA_STOP,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,1,1,8,56.25,36.9754986443726,0.6573421981221795,66.66666666666667,21,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_DCD5DBB2C846,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,2,1,4,62.5,12.5,0.2,66.66666666666667,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_DCF64349B81C,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,3,1,1,10,88.8888888888889,15.71348402636772,0.17677669529663684,60.0,20,motor_operacional_c7_v3_1,COMPRA
DNA_DD3F96881643,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,2,1,1,4,100.0,0.0,0.0,50.0,11,motor_operacional_c7_v3_1,COMPRA
DNA_DD440C958DC6,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,2,1,8,52.22222222222223,10.999438818457408,0.2106275518428014,50.0,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_DD51CE690AD9,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,2,6,100.0,0.0,0.0,44.44444444444444,11,motor_operacional_c7_v3_1,COMPRA
DNA_DDA6363F8912,DNA_STOP,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,2,9,82.22222222222223,13.6986977843755,0.16660578386402636,42.857142857142854,13,motor_c7_dna_fluxo_v5_2,VENDA
DNA_DF8EBE9D9DFF,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,4,2,2,14,88.25549450549451,9.17223518348061,0.1039282056587375,48.148148148148145,12,motor_operacional_c7_v3_1,VENDA
DNA_DFE2AD29CDBA,DNA_GAIN,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,4,1,1,8,50.00000000000001,37.26779962499649,0.7453559924999298,37.5,6,motor_c7_dna_fluxo_v5_2,VENDA
DNA_E0406E437ED4,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,4,1,1,8,93.75,10.825317547305483,0.11547005383792515,44.44444444444444,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_E07B8E568077,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,1,1,6,66.66666666666666,16.666666666666664,0.25,75.0,12,motor_operacional_c7_v3_1,VENDA
DNA_E23451CCC141,DNA_STOP,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,4,2,2,12,79.375,18.40303983041932,0.23184932069819617,37.5,12,motor_c7_dna_fluxo_v5_2,VENDA
DNA_E29FF0440092,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU,2,1,2,5,100.0,0.0,0.0,57.142857142857146,20,motor_operacional_c7_v3_1,VENDA
DNA_E3336332A6D5,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,2,2,1,9,100.0,0.0,0.0,66.66666666666667,0,motor_c7_dna_fluxo_v5_2,VENDA
DNA_E3A1FE45AED7,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,4,2,2,11,84.1826923076923,11.205430286223207,0.1331084808414864,46.42857142857143,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_E3E076C0C2A8,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,4,1,1,6,100.0,0.0,0.0,42.857142857142854,10,motor_c7_dna_fluxo_v5_2,VENDA
DNA_E3F37591A376,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,1,1,12,100.0,0.0,0.0,46.15384615384615,20,motor_c7_dna_fluxo_v5_2,VENDA
DNA_E744B5FCC88E,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,2,1,1,3,100.0,0.0,0.0,66.66666666666667,12,motor_c7_dna_fluxo_v5_2,VENDA
DNA_E851B889C196,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,4,1,1,6,87.5,21.650635094610966,0.24743582965269675,33.333333333333336,0,motor_operacional_c7_v3_1,COMPRA
DNA_EA8B627CAB0A,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,2,1,1,3,75.0,25.0,0.3333333333333333,50.0,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_EBA78324FDA9,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,1,2,5,44.44444444444445,41.5739709641549,0.9354143466934852,50.0,14,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_EBF35E328EE8,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,3,1,2,6,50.0,40.824829046386306,0.8164965809277261,57.142857142857146,1,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_EDAF64BFBF50,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,3,1,1,4,16.666666666666668,23.570226039551585,1.414213562373095,50.0,2,motor_operacional_c7_v3_1,VENDA
DNA_EF2D362205FC,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,3,1,2,8,61.11111111111111,43.744488188954506,0.7158188976374374,54.54545454545455,11,motor_operacional_c7_v3_1,COMPRA
DNA_EF361E9CFF98,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,1,8,83.33333333333333,23.570226039551585,0.28284271247461906,37.5,2,motor_operacional_c7_v3_1,VENDA
DNA_EF5299932931,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,1,1,5,66.66666666666667,47.14045207910317,0.7071067811865475,50.0,10,motor_operacional_c7_v3_1,VENDA
DNA_F086F40D1616,DNA_GAIN,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,2,1,1,8,58.333333333333336,8.333333333333336,0.1428571428571429,66.66666666666667,21,motor_c7_dna_fluxo_v5_2,VENDA
DNA_F31DAF631022,DNA_GAIN,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,4,2,1,10,45.41666666666667,29.23503890881625,0.6437072787262293,38.46153846153846,12,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_F39FC5A561B0,DNA_STOP,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,3,1,2,8,83.33333333333333,23.570226039551585,0.28284271247461906,45.45454545454545,12,motor_operacional_c7_v3_1,VENDA
DNA_F4AED977ED52,DNA_STOP,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,3,1,1,5,77.77777777777779,31.426968052735443,0.4040610178208842,50.0,10,motor_operacional_c7_v3_1,COMPRA
DNA_F4EFDE913E65,DNA_GAIN,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,4,1,1,4,37.5,41.4578098794425,1.1055415967851334,40.0,11,motor_c7_dna_fluxo_v5_2,VENDA
DNA_F545FC110364,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,4,1,2,19,64.52020202020202,14.8813240585006,0.23064596192431458,33.333333333333336,12,motor_c7_dna_fluxo_v5_2,VENDA
DNA_F7CCC5382459,DNA_STOP,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,4,2,1,12,79.16666666666666,18.162078931419472,0.22941573387056177,37.5,16,motor_c7_dna_fluxo_v5_2,VENDA
DNA_F8D212E57228,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,4,1,1,9,73.33333333333334,15.63471919941143,0.2132007163556104,35.714285714285715,1,motor_operacional_c7_v3_1,VENDA
DNA_F91142E96C6B,DNA_STOP,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,3,1,1,4,100.0,0.0,0.0,40.0,11,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_FA7BD00B022E,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,3,1,2,4,55.555555555555564,41.5739709641549,0.7483314773547881,42.857142857142854,13,motor_c7_dna_fluxo_v5_2,COMPRA
DNA_FBEDD15D0B95,DNA_STOP,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,3,2,1,6,83.33333333333333,23.570226039551585,0.28284271247461906,50.0,1,motor_c7_dna_fluxo_v5_2,VENDA
DNA_FD7242040785,DNA_GAIN,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,3,2,2,11,58.333333333333336,14.337208778404378,0.2457807219155036,35.714285714285715,13,motor_c7_dna_fluxo_v5_2,COMPRA
