reconstructed_dna_id,rank_reconstruction,source_type,source_candidate_id,gene_signature,families,taxa_gain_pct,lift_gain,reconstruction_score_0_100,narrative_id,assignment_method,operational_status
RDNA_1D01457D4B6B,507,PAIR,CPAIR_E9CF34CBB0CE,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_9A65B167E88D,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_25E0D72AE6D7,508,PAIR,CPAIR_FC63766ED557,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_D458F8F86E0D,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_260D5A9828C6,509,PAIR,CPAIR_BF5FB574E2E0,GENE_18BF3F5C97E0 + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,DESCONHECIDA|NUM,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_2C04946C9087,510,PAIR,CPAIR_DA4E6ABFEA60,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_B81B8E3617B1,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_2F0B73E94528,511,PAIR,CPAIR_64B4DE8227EE,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_F1375B0170A9,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_2F2D1B94C89E,512,PAIR,CPAIR_71EBEEE972AD,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_528B08C898F3,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_367A8A918982,513,PAIR,CPAIR_55BDF0EAED7E,GENE_1B37942BEB41 + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,DESCONHECIDA|NUM,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_37E1447D5421,514,PAIR,CPAIR_973E03DCD7FE,GENE_14882DFD3B6D + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,DESCONHECIDA|NUM,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_3973A16D2CB3,515,PAIR,CPAIR_0B46F5FBEDF2,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_C2B6AA9300BD,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_3997888BA5F5,516,PAIR,CPAIR_4573D42177F9,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_39C0D2FA8D0F,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_3BC5B19500D5,517,PAIR,CPAIR_265247E7769A,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_8DF207020BCE,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_3EE24E447E4D,518,PAIR,CPAIR_BB7B71661379,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_61447D78C854,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_45DBC0422DDB,519,PAIR,CPAIR_C5BE4378CA70,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_B0AD99872F63,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_48F0BF744667,520,PAIR,CPAIR_D7EAD88D511E,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_9BAFBDF14400,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_51AA04978FF4,521,PAIR,CPAIR_C6F596E2E439,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_76AB2074B639,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_526FE0A0F8D7,522,PAIR,CPAIR_9150729D7C1D,GENE_0B7A2D242E2C + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,DESCONHECIDA|NUM,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_5E96ED26C2B2,523,PAIR,CPAIR_01D194CE3304,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_A46719CEF957,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_6151563F500C,524,PAIR,CPAIR_9AD34FFD1D87,GENE_1BD5018BF085 + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,DESCONHECIDA|NUM,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_61D5EF85929F,525,PAIR,CPAIR_FAA5E18D68E0,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_92D9825D8693,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_6F3A58ABAF58,526,PAIR,CPAIR_ED303FA41A6E,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_69DAB69CABB1,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_726C95D31A89,527,PAIR,CPAIR_C7A1BBE309AC,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_F206ABCF3D62,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_72C2F65B7372,528,PAIR,CPAIR_F2677001FE08,GENE_035C4B2B0FFF + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,DESCONHECIDA|NUM,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_75BD3AB38707,529,PAIR,CPAIR_BF8A84AF7118,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_BAEE17666C06,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_77612AF20070,530,PAIR,CPAIR_C9FA578F6C08,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_276A34905D7D,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_788CBCF9580F,531,PAIR,CPAIR_F901085862A3,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_9F81AAC8272C,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_7C621F8588C1,532,PAIR,CPAIR_B38DB4D37ECB,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_3EBC37E5543F,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_8A5F6DCA2C7C,533,PAIR,CPAIR_7981915867C6,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_929A1CEC5902,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_8B17309AC84A,534,PAIR,CPAIR_560F9F114FB4,GENE_1B7B64EFC091 + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,DESCONHECIDA|NUM,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_9FC1ECBDB550,535,PAIR,CPAIR_AFF8F01C753C,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_3B3714C087ED,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_A28CC838FAC2,536,PAIR,CPAIR_8146D63B7FFD,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_773483BF6143,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_B6C03E12ED48,537,PAIR,CPAIR_3B7EA78CB525,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_7F3DEF113C57,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_B76190A529A1,538,PAIR,CPAIR_AC9F65CAB0C8,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_F9E633166998,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_BFB753980AC2,539,PAIR,CPAIR_6E0347F1EFD5,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_C8659A968DF1,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_C143EF0CF769,540,PAIR,CPAIR_E71FB47CE656,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_7093592BE550,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_C24EB78AE21A,541,PAIR,CPAIR_55A45212E0DA,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_6C2EEC3CDEEE,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_C556FCA5FA61,542,PAIR,CPAIR_643E345CFBDE,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_DC7ACBC144F9,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_C8C67F0FD689,543,PAIR,CPAIR_785E4946CF7C,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_B5B05E989AB1,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_D5AFA8A57A34,544,PAIR,CPAIR_9B91B9771988,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_7B6541847FC0,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_DA702DDFC4B7,545,PAIR,CPAIR_44E127145FF0,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_B72467C5FDE9,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_E9A18B3BA647,546,PAIR,CPAIR_902018C62CCC,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_4A0FB2BB16B7,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_F417C7467F6C,547,PAIR,CPAIR_EF736C74E197,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_67B04509C20C,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_F57B1EF3C344,548,PAIR,CPAIR_8D5EC2259DCD,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_E723E2D3D808,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_F685250E6C28,549,PAIR,CPAIR_2A6166CEB7FE,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_EFF8628D99DA,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_F96E9E5C1F1C,550,PAIR,CPAIR_0B9BD23DFFE5,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_2224BF0E6480,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_FAC59FAC721D,551,PAIR,CPAIR_E82BFECC7429,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_A0AD854DCA9C,NUM|DESCONHECIDA,42.2960725076,1.32655863774,65.235485033,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_F673A3692B41,552,PAIR,CPAIR_9612A3A85A70,NUM::MAX_DRAWDOWN_R::ATE_P10 + GENE_7BACC808D0C3,NUM|DESCONHECIDA,50.4672897196,1.58283772302,65.0942130779,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_7987D31B60A6,553,PAIR,CPAIR_B81ACEAB723C,GENE_BF959F51F2CC + NUM::SCORE_DESCOBERTA_16E::ATE_P10,DESCONHECIDA|NUM,47.972972973,1.50460687961,65.0897970481,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_8ED34803E911,554,PAIR,CPAIR_B370EAF23D91,NUM::MAX_DRAWDOWN_R::ATE_P10 + GENE_72B7FA2E6457,NUM|DESCONHECIDA,52.8846153846,1.65865384615,65.0565587733,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_9374EAFD2D80,555,PAIR,CPAIR_E97765887574,NUM::MAX_DRAWDOWN_R::ATE_P10 + GENE_BCBBBDE41D36,NUM|DESCONHECIDA,52.8846153846,1.65865384615,65.0565587733,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_055DDEA7B04A,556,PAIR,CPAIR_7EF5EE0D59E8,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + GENE_BF959F51F2CC,NUM|DESCONHECIDA,45.0,1.41136363636,65.0114970098,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_6EF2A9E12677,557,PAIR,CPAIR_E9EF392B7C18,GENE_D643D98CFA49 + NUM::SCORE_DESCOBERTA_16E::ATE_P10,DESCONHECIDA|NUM,52.2935779817,1.64011676397,65.0080106362,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_4CF92E008D13,558,PAIR,CPAIR_579B1C1C5D8C,GENE_89EA67606038 + NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P10,DESCONHECIDA|NUM,46.3276836158,1.4530046225,64.9961707791,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_E43E3DC0690E,559,PAIR,CPAIR_29B76D2087FB,NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P10 + GENE_C28B03B5A8E5,NUM|DESCONHECIDA,46.3276836158,1.4530046225,64.9961707791,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_098BF2CADA6B,560,PAIR,CPAIR_0D76656DE241,GENE_375C727503E6 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_11A6CFD2F69A,561,PAIR,CPAIR_ADA499D8688A,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_F9E633166998,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_16443101F807,562,PAIR,CPAIR_DDFCBA4270EC,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_E723E2D3D808,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_17D0188F1878,563,PAIR,CPAIR_48857CAB3817,GENE_035C4B2B0FFF + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_19B76CAB67AF,564,PAIR,CPAIR_CA8678C2170F,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_B5B05E989AB1,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_1BEE8463E1CC,565,PAIR,CPAIR_00DFB776A618,GENE_2224BF0E6480 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_23ECA08AEAD1,566,PAIR,CPAIR_DCEAD2FD4E58,GENE_39C0D2FA8D0F + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_2428D87DBA69,567,PAIR,CPAIR_7A1B04F28824,GENE_76AB2074B639 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_26958E637DF4,568,PAIR,CPAIR_18CA6FBE1897,GENE_3EBC37E5543F + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_2CB7DFB0066B,569,PAIR,CPAIR_327CDB5A8AE3,GENE_276A34905D7D + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_322C0E9AADE9,570,PAIR,CPAIR_28A0AF4C5BBF,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_F788D1793F39,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_3B925500EB63,571,PAIR,CPAIR_786167F7E972,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_D849FDF0A923,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_431C4DF35214,572,PAIR,CPAIR_08F3ABAA8806,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_DC7ACBC144F9,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_45758D7BF555,573,PAIR,CPAIR_C48594A9CE40,GENE_14882DFD3B6D + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_4577EB7CEC33,574,PAIR,CPAIR_14B948F2CF11,GENE_7F3DEF113C57 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_47B968D5858B,575,PAIR,CPAIR_21A6B0894DB6,GENE_929A1CEC5902 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_4A51C6C0AF3F,576,PAIR,CPAIR_02B6500749D8,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_BAEE17666C06,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_4ABEFFE91154,577,PAIR,CPAIR_32C5FEEF487C,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_B72467C5FDE9,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_4CF675EE0231,578,PAIR,CPAIR_AE539F9191A2,GENE_89EA67606038 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_5EC8555DA1CE,579,PAIR,CPAIR_0B5A8E0358CC,GENE_9BAFBDF14400 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_61FCF48CD64B,580,PAIR,CPAIR_7AA0F5416FDD,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_EFF8628D99DA,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_628182322E71,581,PAIR,CPAIR_5A02D13D6A76,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_D458F8F86E0D,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_684039B80001,582,PAIR,CPAIR_594BC5282B3E,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_F206ABCF3D62,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_6AA92DDCA1C6,583,PAIR,CPAIR_278C935F61CE,GENE_A46719CEF957 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_6DEEAF252411,584,PAIR,CPAIR_C0CA2E7B83C6,GENE_69DAB69CABB1 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_75D1B53A6A51,585,PAIR,CPAIR_4140E3F2D619,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + GENE_B0AD99872F63,NUM|DESCONHECIDA,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_7C856D12F2F6,586,PAIR,CPAIR_1839EF003795,GENE_1B37942BEB41 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_860D548FAD1C,587,PAIR,CPAIR_F9E46F6D1210,GENE_0B7A2D242E2C + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_8749843DD5EE,588,PAIR,CPAIR_5AA4CF569DA0,GENE_3B3714C087ED + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_898FD8BD75BB,589,PAIR,CPAIR_08DFC1C2CA9E,GENE_4A0FB2BB16B7 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_903E7F06DDC5,590,PAIR,CPAIR_90371EA48188,GENE_9F81AAC8272C + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_922CDAC9B24B,591,PAIR,CPAIR_C024812CAE72,GENE_67B04509C20C + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_92B1019E2175,592,PAIR,CPAIR_551A48E9DCB6,GENE_4A231073E368 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
RDNA_93D33EB3AE9C,593,PAIR,CPAIR_EF89C64F5CED,GENE_61447D78C854 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,DESCONHECIDA|NUM,41.5625,1.30355113636,64.9326658013,NARRATIVA_002,KMEANS_DETERMINISTICO,NAO_OPERACIONAL
