narrative_a,narrative_b,cosine_similarity,structural_distance,relationship_type
NARRATIVA_001,NARRATIVA_002,0.3350027114002225,5.050235580604344,SIMILARIDADE_ESTRUTURAL_NAO_TEMPORAL
NARRATIVA_001,NARRATIVA_003,-0.6693828639548849,7.622310714711813,SIMILARIDADE_ESTRUTURAL_NAO_TEMPORAL
NARRATIVA_002,NARRATIVA_003,-0.6502705199978527,5.977201921721931,SIMILARIDADE_ESTRUTURAL_NAO_TEMPORAL
