dna_id,classe_dna,escopo,motor_catalogo,lado_catalogo,tamanho,sequencia,evidencia_16e,score_descoberta_16e,aparicoes,gains,stops,winrate_pct,wilson_95_inferior_pct,profit_factor_r,expectancia_r,sequencia_max_stops,max_drawdown_r,dias_ativos,classe_alvo,acertos_classe_alvo,taxa_acerto_classe_alvo_pct,taxa_erro_classe_alvo_pct
DNA_494555258ED6,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,57.8261,6,0,6,0.0,0.0,0.0,-1.0,6,6.0,2,STOP,6,100.0,0.0
DNA_B21E69DBB057,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,5,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,FRACA,61.8793,6,0,6,0.0,0.0,0.0,-1.0,6,6.0,2,STOP,6,100.0,0.0
DNA_F91142E96C6B,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,59.1343,5,0,5,0.0,0.0,0.0,-1.0,5,5.0,3,STOP,5,100.0,0.0
DNA_48F2CF31D581,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_CAIU,FRACA,55.5776,5,0,5,0.0,0.0,0.0,-1.0,5,5.0,2,STOP,5,100.0,0.0
DNA_24FF85DB4724,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,44.2542,5,0,5,0.0,0.0,0.0,-1.0,5,5.0,2,STOP,5,100.0,0.0
DNA_C933D2E4159C,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,FRACA,51.4652,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,STOP,4,100.0,0.0
DNA_D13CB1CF8A67,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,2,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,51.7468,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,3,STOP,4,100.0,0.0
DNA_757C6CFC0731,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,FRACA,52.7406,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,STOP,4,100.0,0.0
DNA_B92FE778CF45,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,52.1523,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,STOP,4,100.0,0.0
DNA_3E56B70A731F,DNA_STOP,LADO,,COMPRA,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,50.7664,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,STOP,4,100.0,0.0
DNA_DD3F96881643,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,FRACA,51.1758,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,STOP,4,100.0,0.0
DNA_37F259E0AF51,DNA_GAIN,MOTOR,motor_operacional_c7_v3_1,,5,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,FRACA,43.1674,4,4,0,100.0,51.009997959600085,inf,1.0,0,0.0,2,GAIN,4,100.0,0.0
DNA_AEB3D8FA975E,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,58.4238,4,0,4,0.0,0.0,0.0,-1.0,4,4.0,2,STOP,4,100.0,0.0
DNA_629F4CF574CC,DNA_STOP,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,FRACA,55.7137,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,3,STOP,3,100.0,0.0
DNA_AAF0124FD7BD,DNA_STOP,LADO,,COMPRA,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,FRACA,50.7091,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,3,STOP,3,100.0,0.0
DNA_B01B2D10C0E7,DNA_STOP,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,FRACA,50.7091,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,STOP,3,100.0,0.0
DNA_0FC8CD8EFED0,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,FRACA,44.8917,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,STOP,3,100.0,0.0
DNA_4B7CA5C2C782,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_CAIU,FRACA,47.9307,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,STOP,3,100.0,0.0
DNA_6CBBC9B7979D,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,MODERADA,41.026,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,STOP,3,100.0,0.0
DNA_A41B4686A648,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU,FRACA,52.0998,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,STOP,3,100.0,0.0
DNA_A46A006CDACD,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,52.7406,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,1,STOP,3,100.0,0.0
DNA_E744B5FCC88E,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,FRACA,43.3082,3,0,3,0.0,0.0,0.0,-1.0,3,3.0,2,STOP,3,100.0,0.0
DNA_0DDD8BFE6E7B,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,FRACA,52.1523,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,STOP,2,100.0,0.0
DNA_1016F676957E,DNA_GAIN,LADO,,COMPRA,3,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,42.5106,2,2,0,100.0,34.23719528896193,inf,1.0,0,0.0,2,GAIN,2,100.0,0.0
DNA_678815D30B0A,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FRACA,56.4437,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,STOP,2,100.0,0.0
DNA_AA02437A95B4,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,44.9766,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,2,STOP,2,100.0,0.0
DNA_0F5FE823FA32,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FRACA,52.1523,2,0,2,0.0,0.0,0.0,-1.0,2,2.0,1,STOP,2,100.0,0.0
DNA_B4262BCA8356,DNA_GAIN,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,36.3233,1,1,0,100.0,20.654329147389294,inf,1.0,0,0.0,1,GAIN,1,100.0,0.0
DNA_615C44D1EC83,DNA_STOP,GLOBAL,,,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,64.4471,15,1,14,6.666666666666667,1.186658860619488,0.07142857142857142,-0.8666666666666667,12,13.0,3,STOP,14,93.33333333333333,6.666666666666671
DNA_4FA4C1B43082,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,MODERADA,55.9279,14,1,13,7.142857142857143,1.272188611229165,0.07692307692307693,-0.8571428571428571,12,12.0,4,STOP,13,92.85714285714286,7.142857142857139
DNA_A2CCB9BA9DA2,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,FRACA,55.2136,13,1,12,7.6923076923076925,1.3710066379696304,0.08333333333333333,-0.8461538461538461,10,11.0,4,STOP,12,92.3076923076923,7.692307692307693
DNA_CDE5325D0F02,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,MODERADA,48.3706,13,1,12,7.6923076923076925,1.3710066379696304,0.08333333333333333,-0.8461538461538461,8,11.0,4,STOP,12,92.3076923076923,7.692307692307693
DNA_9C2330692362,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FRACA,63.4452,12,1,11,8.333333333333334,1.486470945077349,0.09090909090909091,-0.8333333333333334,10,10.0,3,STOP,11,91.66666666666667,8.333333333333329
DNA_F39FC5A561B0,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,2,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.1506,11,1,10,9.090909090909092,1.6231752262825987,0.1,-0.8181818181818182,10,10.0,3,STOP,10,90.9090909090909,9.090909090909093
DNA_0CDC5A943B30,DNA_STOP,LADO,,VENDA,3,CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,56.1959,11,1,10,9.090909090909092,1.6231752262825987,0.1,-0.8181818181818182,8,9.0,4,STOP,10,90.9090909090909,9.090909090909093
DNA_4620A3000395,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,MODERADA,48.5154,11,1,10,9.090909090909092,1.6231752262825987,0.1,-0.8181818181818182,8,9.0,4,STOP,10,90.9090909090909,9.090909090909093
DNA_AA7FAA42A1C2,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,61.0825,21,2,19,9.523809523809524,2.6518208796947227,0.10526315789473684,-0.8095238095238095,8,17.0,4,STOP,19,90.47619047619048,9.523809523809518
DNA_454C2AF1E3D3,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,MODERADA,60.8221,21,2,19,9.523809523809524,2.6518208796947227,0.10526315789473684,-0.8095238095238095,12,17.0,4,STOP,19,90.47619047619048,9.523809523809518
DNA_48D4B430C7FE,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,5,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,54.5028,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,5,8.0,4,STOP,9,90.0,10.0
DNA_3A810E62CFAB,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.7265,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,7,8.0,4,STOP,9,90.0,10.0
DNA_AE9EA427A06E,DNA_STOP,LADO,,COMPRA,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,55.7068,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,9,9.0,4,STOP,9,90.0,10.0
DNA_34233F371B93,DNA_STOP,LADO,,VENDA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,40.5483,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,7,8.0,4,STOP,9,90.0,10.0
DNA_C65749F92451,DNA_STOP,LADO,,VENDA,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.8663,10,1,9,10.0,1.7875749515721129,0.1111111111111111,-0.8,6,8.0,3,STOP,9,90.0,10.0
DNA_DF8EBE9D9DFF,DNA_STOP,GLOBAL,,,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,MODERADA,52.9613,27,3,24,11.11111111111111,3.851964789498726,0.125,-0.7777777777777778,12,21.0,4,STOP,24,88.88888888888889,11.111111111111114
DNA_0B7B4EA435EA,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,FRACA,45.4333,9,1,8,11.11111111111111,1.9890371327130516,0.125,-0.7777777777777778,8,8.0,3,STOP,8,88.88888888888889,11.111111111111114
DNA_E0406E437ED4,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,59.5658,9,1,8,11.11111111111111,1.9890371327130516,0.125,-0.7777777777777778,7,7.0,4,STOP,8,88.88888888888889,11.111111111111114
DNA_E23451CCC141,DNA_STOP,GLOBAL,,,2,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,59.2506,24,3,21,12.5,4.344255039315585,0.14285714285714285,-0.75,15,19.0,4,STOP,21,87.5,12.5
DNA_C75189E144B6,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,59.6906,16,2,14,12.5,3.4976749337057127,0.14285714285714285,-0.75,11,12.0,4,STOP,14,87.5,12.5
DNA_B7901F5FE041,DNA_STOP,LADO,,VENDA,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,FRACA,57.5355,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,5,6.0,3,STOP,7,87.5,12.5
DNA_2AA78FEE2F3D,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,3,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FRACA,45.1793,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,7,7.0,3,STOP,7,87.5,12.5
DNA_280552AE4D03,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,FRACA,55.0718,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,5,6.0,4,STOP,7,87.5,12.5
DNA_EF361E9CFF98,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,39.8487,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,4,6.0,3,STOP,7,87.5,12.5
DNA_0DB4B4CC9BFE,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,2,CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_ESTAVEL,MODERADA,48.0093,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,5,6.0,3,STOP,7,87.5,12.5
DNA_CE50009D9771,DNA_STOP,LADO,,COMPRA,3,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,FRACA,50.7091,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,4,6.0,2,STOP,7,87.5,12.5
DNA_99AF8EE48A0A,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,38.4775,8,1,7,12.5,2.2416908863296183,0.14285714285714285,-0.75,6,6.0,3,STOP,7,87.5,12.5
DNA_52E0D6369D55,DNA_STOP,GLOBAL,,,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,MODERADA,52.2873,15,2,13,13.333333333333334,3.736046989135928,0.15384615384615385,-0.7333333333333333,11,12.0,4,STOP,13,86.66666666666667,13.333333333333329
DNA_CB717D7599A0,DNA_STOP,MOTOR,motor_c7_dna_fluxo_v5_2,,3,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,MODERADA,44.2805,15,2,13,13.333333333333334,3.736046989135928,0.15384615384615385,-0.7333333333333333,7,11.0,3,STOP,13,86.66666666666667,13.333333333333329
DNA_1F43317DBDF1,DNA_STOP,GLOBAL,,,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,MODERADA,48.2496,22,3,19,13.636363636363637,4.748917264236267,0.15789473684210525,-0.7272727272727273,13,18.0,3,STOP,19,86.36363636363636,13.63636363636364
DNA_15753472146B,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,5,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,44.2542,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,3,5.0,4,STOP,6,85.71428571428571,14.285714285714292
DNA_80D64ED2D20F,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,FRACA,55.4769,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,4,5.0,4,STOP,6,85.71428571428571,14.285714285714292
DNA_BA2AECE01079,DNA_STOP,LADO,,COMPRA,3,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,FRACA,50.7091,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,3,5.0,3,STOP,6,85.71428571428571,14.285714285714292
DNA_C89225A60A2F,DNA_STOP,MOTOR,motor_operacional_c7_v3_1,,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FRACA,54.2328,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,4,5.0,2,STOP,6,85.71428571428571,14.285714285714292
DNA_2EB86B0CB4CA,DNA_STOP,MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,FRACA,54.9432,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,3,5.0,2,STOP,6,85.71428571428571,14.285714285714292
DNA_01A2AC5DEF00,DNA_STOP,MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,FRACA,52.1523,7,1,6,14.285714285714286,2.567895594897479,0.16666666666666666,-0.7142857142857143,6,6.0,3,STOP,6,85.71428571428571,14.285714285714292
