id_sinal;posicao_id;deal_fechamento;data_abertura;data_fechamento;lado;regra;volume;entrada_quantower;entrada_mt5;saida_mt5;resultado_pontos;resultado_usd;tempo_segundos;mfe_pontos;mae_pontos;spread_abertura_pontos;spread_fechamento_pontos;offset_preco;offset_pontos;motivo_fechamento;tp_configurado;sl_configurado;protecao_percentual
20260723124753604157;503074964;482382706;2026.07.23 18:47:55;2026.07.23 18:49:26;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28507.75;28330.68;28350.43;1975.00;16.39;91;1725.00;-175.00;145.00;145.00;-177.27;-17727.00;TP;2000;1200;60.00
20260723125545203929;503080535;482387970;2026.07.23 18:55:47;2026.07.23 18:56:29;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28565.00;28402.58;28401.38;-120.00;-1.00;42;1510.00;-430.00;145.00;145.00;-162.02;-16202.00;SL;2000;1200;60.00
;503084754;482391490;1970.01.01 00:00:00;2026.07.23 19:00:25;;;0.83;0.00;0.00;28418.28;0.00;-10.25;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260723130323943863;503087563;482394897;2026.07.23 19:03:25;2026.07.23 19:04:38;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28610.00;28462.93;28442.18;2075.00;17.22;73;2075.00;-195.00;145.00;145.00;-147.47;-14747.00;TP;2000;1200;60.00
20260723130412083407;503088476;482394929;2026.07.23 19:04:39;2026.07.23 19:04:43;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28614.25;28440.93;28452.88;-1195.00;-9.92;4;0.00;-1065.00;145.00;145.00;-173.12;-17312.00;SL;2000;1200;60.00
20260723130835473763;503090952;482398194;2026.07.23 19:08:37;2026.07.23 19:10:10;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28605.50;28445.88;28465.23;1935.00;16.06;93;1955.00;-275.00;145.00;145.00;-159.42;-15942.00;TP;2000;1200;60.00
20260723131632634879;503096372;482403569;2026.07.23 19:16:34;2026.07.23 19:19:25;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28630.50;28469.18;28448.33;2085.00;17.31;171;1925.00;-865.00;145.00;145.00;-161.12;-16112.00;TP;2000;1200;60.00
20260723132654184611;503103848;482409422;2026.07.23 19:26:56;2026.07.23 19:27:38;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28678.00;28512.28;28526.23;-1395.00;-11.58;42;95.00;-1205.00;145.00;145.00;-165.62;-16562.00;SL;2000;1200;60.00
20260723133017211949;503106168;482413966;2026.07.23 19:30:19;2026.07.23 19:35:36;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28698.75;28534.18;28533.88;30.00;0.25;317;1280.00;-1030.00;145.00;145.00;-162.27;-16227.00;SL;2000;1200;60.00
20260723134406203893;503113761;482418274;2026.07.23 19:44:08;2026.07.23 19:44:46;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28709.50;28543.58;28530.03;-1355.00;-11.25;38;0.00;-1265.00;145.00;145.00;-166.62;-16662.00;SL;2000;1200;60.00
20260723135012238572;503117742;482422030;2026.07.23 19:50:14;2026.07.23 19:50:34;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28624.75;28464.98;28476.43;-1145.00;-9.50;20;0.00;-1035.00;145.00;145.00;-160.27;-16027.00;SL;2000;1200;60.00
20260723135158223344;503118927;482423192;2026.07.23 19:52:00;2026.07.23 19:52:16;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28618.50;28460.13;28472.08;-1195.00;-9.92;16;155.00;-875.00;145.00;145.00;-160.77;-16077.00;SL;2000;1200;60.00
20260723140013904320;503124514;482428056;2026.07.23 20:00:15;2026.07.23 20:00:25;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28629.25;28453.23;28467.68;-1445.00;-11.99;10;0.00;-1095.00;145.00;145.00;-175.82;-17582.00;SL;2000;1200;60.00
20260723140224001833;503127493;482430932;2026.07.23 20:02:25;2026.07.23 20:02:43;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28630.50;28470.23;28481.68;-1145.00;-9.50;18;205.00;-1215.00;145.00;145.00;-160.27;-16027.00;SL;2000;1200;60.00
;503128229;482431940;1970.01.01 00:00:00;2026.07.23 20:04:40;;;0.83;0.00;0.00;28461.58;0.00;16.72;0;0.00;0.00;0.00;145.00;0.00;0.00;TP;2000;1200;60.00
20260723140644795279;503130361;482434030;2026.07.23 20:06:46;2026.07.23 20:07:13;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28601.00;28437.13;28448.98;-1185.00;-9.84;27;905.00;-775.00;145.00;145.00;-164.07;-16407.00;SL;2000;1200;60.00
20260723141252966053;503135376;482438838;2026.07.23 20:12:54;2026.07.23 20:13:51;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28648.25;28487.38;28474.93;-1245.00;-10.33;57;660.00;-1245.00;145.00;145.00;-161.17;-16117.00;SL;2000;1200;60.00
20260723142014616709;503139833;482443327;2026.07.23 20:20:16;2026.07.23 20:21:23;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28650.25;28491.58;28488.63;-295.00;-2.45;67;1835.00;-185.00;145.00;145.00;-159.07;-15907.00;SL;2000;1200;60.00
20260723142337373255;503141772;482445145;2026.07.23 20:23:39;2026.07.23 20:25:35;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28643.25;28488.08;28507.38;1930.00;16.02;116;1970.00;-145.00;145.00;145.00;-155.17;-15517.00;TP;2000;1200;60.00
20260723142624931782;503143036;482447080;2026.07.23 20:26:26;2026.07.23 20:30:17;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28660.75;28501.28;28482.13;1915.00;15.89;231;1915.00;-835.00;145.00;145.00;-158.37;-15837.00;TP;2000;1200;60.00
20260723143557238539;503148720;482454757;2026.07.23 20:35:59;2026.07.23 20:40:37;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28602.25;28434.13;28414.73;1940.00;16.10;278;1790.00;-1025.00;145.00;145.00;-167.72;-16772.00;TP;2000;1200;60.00
20260723144847494066;503159385;482463103;2026.07.23 20:48:49;2026.07.23 20:54:59;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28610.25;28455.13;28434.63;2050.00;17.02;370;1870.00;-1075.00;145.00;145.00;-154.62;-15462.00;TP;2000;1200;60.00
20260723145449472160;503161806;482463317;2026.07.23 20:54:59;2026.07.23 20:55:21;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28611.00;28434.33;28422.98;-1135.00;-9.42;22;0.00;-1095.00;145.00;145.00;-176.17;-17617.00;SL;2000;1200;60.00
20260723145601913748;503162408;482463685;2026.07.23 20:56:03;2026.07.23 20:56:17;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28590.50;28424.73;28411.68;-1305.00;-10.83;14;0.00;-1195.00;145.00;145.00;-165.87;-16587.00;SL;2000;1200;60.00
;503168034;482468923;1970.01.01 00:00:00;2026.07.23 21:01:59;;;0.83;0.00;0.00;28404.18;0.00;-11.00;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
;503169582;482473844;1970.01.01 00:00:00;2026.07.23 21:11:46;;;0.83;0.00;0.00;28399.83;0.00;-0.79;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260723150428897741;503173799;482474089;2026.07.23 21:11:47;2026.07.23 21:12:36;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28563.50;28396.88;28411.88;-1500.00;-12.45;49;555.00;-1410.00;145.00;145.00;-164.12;-16412.00;SL;2000;1200;60.00
20260723151253620457;503174294;482475037;2026.07.23 21:12:55;2026.07.23 21:14:36;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28576.00;28414.88;28404.43;-1045.00;-8.67;101;0.00;-995.00;145.00;145.00;-160.92;-16092.00;SL;2000;1200;60.00
;503176209;482476806;1970.01.01 00:00:00;2026.07.23 21:17:35;;;0.83;0.00;0.00;28393.53;0.00;-11.50;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260723152541017563;503180124;482481316;2026.07.23 21:25:43;2026.07.23 21:28:15;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28563.50;28398.93;28412.38;-1345.00;-11.16;152;555.00;-1295.00;145.00;145.00;-163.37;-16337.00;SL;2000;1200;60.00
20260723153406073241;503186273;482486544;2026.07.23 21:34:08;2026.07.23 21:35:46;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28582.00;28430.38;28415.88;-1450.00;-12.04;98;855.00;-1120.00;145.00;145.00;-151.42;-15142.00;SL;2000;1200;60.00
20260723153806846502;503188224;482487742;2026.07.23 21:38:09;2026.07.23 21:38:54;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28569.00;28403.33;28391.38;-1195.00;-9.92;45;45.00;-1185.00;145.00;145.00;-165.67;-16567.00;SL;2000;1200;60.00
20260723153931008688;503188657;482489236;2026.07.23 21:39:33;2026.07.23 21:42:08;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28563.25;28400.83;28388.78;-1205.00;-10.00;155;1085.00;-1265.00;145.00;145.00;-163.02;-16302.00;SL;2000;1200;60.00
20260723154932920899;503193693;482494279;2026.07.23 21:49:35;2026.07.23 21:54:31;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28565.75;28398.98;28378.33;2065.00;17.14;296;1885.00;-765.00;145.00;145.00;-166.07;-16607.00;TP;2000;1200;60.00
20260723155844925624;503197485;482496804;2026.07.23 21:58:47;2026.07.23 21:59:23;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28527.25;28370.18;28381.98;-1180.00;-9.79;36;0.00;-1040.00;145.00;145.00;-158.07;-15807.00;SL;2000;1200;60.00
20260723155959294625;503198256;482498317;2026.07.23 22:00:01;2026.07.23 22:01:11;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28558.50;28394.63;28382.88;-1175.00;-9.75;70;805.00;-1085.00;145.00;145.00;-163.42;-16342.00;SL;2000;1200;60.00
20260723160239252125;503199899;482498969;2026.07.23 22:02:41;2026.07.23 22:03:26;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28545.25;28384.33;28370.18;-1415.00;-11.74;45;0.00;-1315.00;145.00;145.00;-162.12;-16212.00;SL;2000;1200;60.00
20260723160328271472;503200092;482501307;2026.07.23 22:03:30;2026.07.23 22:10:01;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28532.00;28366.28;28344.98;2130.00;17.68;391;2020.00;-145.00;145.00;145.00;-166.02;-16602.00;TP;2000;1200;60.00
;503202635;482502507;1970.01.01 00:00:00;2026.07.23 22:12:04;;;0.83;0.00;0.00;28355.18;0.00;-9.75;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260723161621243287;503205679;482505203;2026.07.23 22:16:23;2026.07.23 22:18:10;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28526.25;28360.88;28359.63;-125.00;-1.04;107;1615.00;-495.00;145.00;145.00;-166.17;-16617.00;SL;2000;1200;60.00
;503208483;482508291;1970.01.01 00:00:00;2026.07.23 22:25:01;;;0.83;0.00;0.00;28412.48;0.00;16.31;0;0.00;0.00;0.00;145.00;0.00;0.00;TP;2000;1200;60.00
20260723162758847366;503211555;482510579;2026.07.23 22:28:01;2026.07.23 22:29:47;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28583.25;28417.88;28417.98;-10.00;-0.08;106;1850.00;-625.00;145.00;145.00;-165.87;-16587.00;SL;2000;1200;60.00
20260723163304053344;503214953;482513316;2026.07.23 22:33:06;2026.07.23 22:33:33;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28552.25;28392.18;28372.13;2005.00;16.64;27;1945.00;-175.00;145.00;145.00;-160.97;-16097.00;TP;2000;1200;60.00
20260723163506110361;503216039;482514319;2026.07.23 22:35:08;2026.07.23 22:35:25;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28553.75;28387.88;28400.63;-1275.00;-10.58;17;0.00;-1275.00;145.00;145.00;-165.07;-16507.00;SL;2000;1200;60.00
20260723164126341025;503218398;482517043;2026.07.23 22:41:28;2026.07.23 22:42:57;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28529.75;28367.38;28348.13;1925.00;15.98;89;1965.00;-575.00;145.00;145.00;-161.77;-16177.00;TP;2000;1200;60.00
;503219513;482517726;1970.01.01 00:00:00;2026.07.23 22:44:05;;;0.83;0.00;0.00;28341.78;0.00;-11.25;0;0.00;0.00;0.00;145.00;0.00;0.00;SL;2000;1200;60.00
20260723164616911134;503221795;482520660;2026.07.23 22:46:19;2026.07.23 22:47:29;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28494.50;28327.38;28341.13;-1375.00;-11.41;70;345.00;-1295.00;145.00;145.00;-166.32;-16632.00;SL;2000;1200;60.00
20260723164913644179;503223229;482521640;2026.07.23 22:49:15;2026.07.23 22:50:00;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28497.00;28329.68;28363.88;-3420.00;-28.39;45;535.00;-2280.00;145.00;145.00;-166.02;-16602.00;SL;2000;1200;60.00
20260723165039117095;503224370;482523284;2026.07.23 22:50:41;2026.07.23 22:52:00;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28525.25;28362.93;28376.08;-1315.00;-10.91;79;835.00;-1225.00;145.00;145.00;-161.82;-16182.00;SL;2000;1200;60.00
;503227897;482526441;1970.01.01 00:00:00;2026.07.23 22:57:07;;;0.83;0.00;0.00;28429.43;0.00;15.73;0;0.00;0.00;0.00;145.00;0.00;0.00;TP;2000;1200;60.00
20260723165954776941;503231527;482529626;2026.07.23 22:59:57;2026.07.23 23:00:03;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28620.25;28455.03;28464.27;-924.00;-7.67;6;905.00;-974.00;145.00;213.00;-167.82;-16782.00;SL;2000;1200;60.00
20260723170237607132;503234152;482531682;2026.07.23 23:02:39;2026.07.23 23:02:46;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28665.00;28514.94;28528.47;-1353.00;-11.23;7;0.00;-1353.00;213.00;213.00;-150.16;-15016.00;SL;2000;1200;60.00
20260723170336187818;503234668;482532698;2026.07.23 23:03:38;2026.07.23 23:05:00;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28725.00;28554.97;28541.94;-1303.00;-10.81;82;587.00;-1093.00;213.00;213.00;-170.03;-17003.00;SL;2000;1200;60.00
