id;data_hora;data_qt;lado;preco_entrada;gain;stop;stop_protegido;protecionado;tp_mt5;sl_mt5;protecao_pontos;regra;status;mfe_mt5;mae_mt5;tempo_mfe_s;tempo_mae_s;tempo_resultado_s;preco_resultado;resultado_mt5;score_entrada;score_base_dna;ajuste_estrutura;score_oposto;score_compra_base;score_venda_base;ajuste_estrutura_compra;ajuste_estrutura_venda;diferenca_score;hard_gates_ok;qtd_hard_gates_ok;hard_gates_faltantes;gate_delta30;gate_saldo30;gate_vel15;gate_aceleracao;gate_rompimento;gate_continuidade;gate_atividade;hard_gates_compra_ok;qtd_hard_gates_compra_ok;hard_gates_compra_faltantes;hard_gates_venda_ok;qtd_hard_gates_venda_ok;hard_gates_venda_faltantes;score_spread;dna_spread;estrutura;estrutura_bruta;estrutura_candidata;confirmacoes_candidata;nivel_invalidation;ultima_mudanca_confirmada;motivo_estrutura;motivo_estrutura_bruta;qtd_swings_confirmados;ultimo_topo;topo_anterior;ultimo_fundo;fundo_anterior;eficiencia_swings;amplitude_swings;ultima_mudanca_estrutura;swing_mais_recente_tipo;swing_mais_recente_preco;swing_mais_recente_hora;tipo_entrada_campanha;campanha_entradas_antes;delta30;delta10;saldo30;saldo10;vel15;vel5;aceleracao;rompimento_compra;rompimento_venda;continuidade_2s;ticks_s;motivos;bloqueios_no_momento;score_minimo_config;diferenca_minima_config;modo_sombra
20260717174502717820;2026-07-17 17:45:02;2026-07-17 17:44:51.049;COMPRA;28764,0;28780,0;28735,0;28764,0;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1600,0;-875,0;177312,02;349,56;177312,02;28780,0;1600;100;100;8;12;100;14;8;-2;88;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;BAIXA;BAIXA;1;28758,0;2026-07-17 17:41:07.626000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=False";topo 28759.25<28760.00 e fundo 28756.50<28757.50;12;28759,25;28760,0;28756,5;28757,5;0,0;6,5;BAIXA confirmada em 2026-07-17 17:44:19.201000;TOPO;28759,25;2026-07-17 17:44:19.201000;NOVA_CAMPANHA;0;48,0;29,0;48,0;30,0;0,265018;0,712541;0,684138;3,0;-6,25;2,5;20,2827;spread FORTE +10 | delta30 favorável 48.0 | delta10 crescente 29.0 | saldo agressor30 48.0 | saldo10 favorável 30.0 | razão fluxo 3.29 | vel15 0.2650 | vel5 acelerando 0.7125 | aceleração 0.6841 | desloc15 3.75 | ticks/s 20.28 | rompimento 3.00 | continuidade 2.50 | estrutura confirmada alinhada +8;;72;12;True
20260719190221025397;2026-07-19 19:02:21;2026-07-19 19:02:09.874;VENDA;28803,0;28787,0;28832,0;28803,0;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;4375,0;0,0;34,5;0,0;34,5;28759,25;1600;100;99;12;0;4;99;-6;12;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0;28771,75;2026-07-17 17:59:50.057000;"BAIXA mantida; estrutura bruta alinhada";topo 28804.50<28809.00 e fundo 28802.25<28806.75;12;28804,5;28809,0;28802,25;28806,75;0,057143;7,0;BAIXA confirmada em 2026-07-19 19:02:09.773000;TOPO;28804,5;2026-07-19 19:02:09.773000;NOVA_CAMPANHA;0;-33,0;-13,0;-34,0;-12,0;-0,19702;-1,104837;-1,219031;-10,25;1,75;-4,25;55,5237;spread sem bônus | delta30 favorável 33.0 | delta10 crescente 13.0 | saldo agressor30 34.0 | saldo10 favorável 12.0 | razão fluxo 1.54 | vel15 0.1970 | vel5 acelerando 1.1048 | aceleração 1.2190 | desloc15 2.75 | ticks/s 55.52 | rompimento 1.75 | continuidade 4.25 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True
20260719190721661430;2026-07-19 19:07:21;2026-07-19 19:07:09.862;VENDA;28724,5;28708,5;28753,5;28724,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;PROTEGIDO;1275,0;-2025,0;430,81;116,7;477,09;28728,5;0;100;91;12;0;4;91;-6;12;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0;28731,25;2026-07-17 17:59:50.057000;"BAIXA mantida; estrutura bruta alinhada";topo 28731.25<28734.75 e fundo 28728.00<28728.50;12;28731,25;28734,75;28728,0;28728,5;0,07772;9,75;BAIXA confirmada em 2026-07-19 19:07:06.349000;TOPO;28731,25;2026-07-19 19:07:06.349000;REENTRADA_APOS_PULLBACK_E_ROMPIMENTO;1;-25,0;-5,0;-24,0;-4,0;-0,255763;-1,529676;-1,921198;-10,25;0,5;-1,5;43,582;spread sem bônus | delta30 favorável 25.0 | saldo agressor30 24.0 | saldo10 favorável 4.0 | razão fluxo 1.41 | vel15 0.2558 | vel5 acelerando 1.5297 | aceleração 1.9212 | desloc15 3.75 | ticks/s 43.58 | rompimento 0.50 | continuidade 1.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True
20260719191628337136;2026-07-19 19:16:28;2026-07-19 19:16:16.536;COMPRA;28753,5;28769,5;28724,5;28753,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1675,0;-275,0;116,77;11,0;116,77;28770,25;1600;100;99;8;2;99;4;8;-2;98;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;ALTA;BAIXA;BAIXA;3;28728,75;2026-07-19 19:14:54.564000;"ALTA mantida; candidata BAIXA 3/2; rompeu_invalidação=False";topo 28747.00<28747.75 e fundo 28741.75<28745.00;12;28747,0;28747,75;28741,75;28745,0;0,100775;6,0;BAIXA confirmada em 2026-07-19 19:16:14.737000;FUNDO;28741,75;2026-07-19 19:16:14.737000;NOVA_CAMPANHA;0;41,0;41,0;42,0;42,0;0,775047;1,334976;1,062603;5,5;-11,25;11,75;40,7561;spread sem bônus | delta30 favorável 41.0 | delta10 crescente 41.0 | saldo agressor30 42.0 | saldo10 favorável 42.0 | razão fluxo 2.40 | vel15 0.7750 | vel5 acelerando 1.3350 | aceleração 1.0626 | desloc15 10.25 | ticks/s 40.76 | rompimento 5.50 | continuidade 11.75 | estrutura confirmada alinhada +8;;72;12;True
20260719191847974807;2026-07-19 19:18:47;2026-07-19 19:18:36.304;VENDA;28761,5;28745,5;28790,5;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;0,0;-3950,0;0,0;105,28;105,28;28801,0;-2900;97;99;-2;12;4;99;8;-2;85;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;ALTA;BAIXA;BAIXA;1;28767,5;2026-07-19 19:14:54.564000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 28768.50<28769.50 e fundo 28757.50<28764.50;12;28768,5;28769,5;28757,5;28764,5;0,247423;14,0;BAIXA confirmada em 2026-07-19 19:18:35.942000;FUNDO;28757,5;2026-07-19 19:18:35.942000;MUDANCA_ESTRUTURAL_DE_CAMPANHA;1;-33,0;-33,0;-34,0;-32,0;-0,398898;-1,415688;-1,512002;-10,0;2,5;-5,0;32,2744;spread sem bônus | delta30 favorável 33.0 | delta10 crescente 33.0 | saldo agressor30 34.0 | saldo10 favorável 32.0 | razão fluxo 1.87 | vel15 0.3989 | vel5 acelerando 1.4157 | aceleração 1.5120 | desloc15 5.50 | ticks/s 32.27 | rompimento 2.50 | continuidade 5.00 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True
20260719192449875126;2026-07-19 19:24:49;2026-07-19 19:24:38.676;VENDA;28786,5;28770,5;28815,5;28786,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1800,0;0,0;46,47;0,0;46,47;28768,5;1600;100;99;12;0;4;99;-6;12;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0;28788,75;2026-07-19 19:22:06.594000;"BAIXA mantida; estrutura bruta alinhada";topo 28788.75<28790.75 e fundo 28784.75<28786.50;12;28788,75;28790,75;28784,75;28786,5;0,265823;15,5;BAIXA confirmada em 2026-07-19 19:24:38.645000;FUNDO;28784,75;2026-07-19 19:24:38.645000;NOVA_CAMPANHA;0;-55,0;-28,0;-56,0;-29,0;-0,744873;-1,738058;-1,448572;-13,75;1,75;-2,75;36,7932;spread sem bônus | delta30 favorável 55.0 | delta10 crescente 28.0 | saldo agressor30 56.0 | saldo10 favorável 29.0 | razão fluxo 3.55 | vel15 0.7449 | vel5 acelerando 1.7381 | aceleração 1.4486 | desloc15 10.75 | ticks/s 36.79 | rompimento 1.75 | continuidade 2.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True
20260719192646810779;2026-07-19 19:26:46;2026-07-19 19:26:35.193;COMPRA;28773,75;28789,75;28744,75;28773,75;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;PROTEGIDO;1175,0;-1175,0;47,02;22,32;81,48;28765,5;0;97;99;-2;12;99;4;-2;8;85;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;BAIXA;ALTA;ALTA;1;28767,75;2026-07-19 19:22:06.594000;"BAIXA mantida; candidata ALTA 1/2; rompeu_invalidação=True";topo 28773.50>28767.50 e fundo 28771.25>28765.50;12;28773,5;28767,5;28771,25;28765,5;0,205882;9,25;ALTA confirmada em 2026-07-19 19:26:32.191000;FUNDO;28771,25;2026-07-19 19:26:32.191000;MUDANCA_ESTRUTURAL_DE_CAMPANHA;1;53,0;37,0;54,0;37,0;0,287395;1,275239;1,326876;0,25;-11,5;0,5;30,9711;spread sem bônus | delta30 favorável 53.0 | delta10 crescente 37.0 | saldo agressor30 54.0 | saldo10 favorável 37.0 | razão fluxo 2.86 | vel15 0.2874 | vel5 acelerando 1.2752 | aceleração 1.3269 | desloc15 4.25 | ticks/s 30.97 | rompimento 0.25 | continuidade 0.50 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True
20260719192908605811;2026-07-19 19:29:08;2026-07-19 19:28:56.975;VENDA;28765,0;28749,0;28794,0;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;725,0;-3250,0;213,34;248,57;248,57;28797,5;-2900;100;99;12;0;4;99;-6;12;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0;28769,0;2026-07-19 19:27:56.673000;"BAIXA mantida; estrutura bruta alinhada";topo 28771.00<28775.25 e fundo 28769.00<28772.00;12;28771,0;28775,25;28769,0;28772,0;0,085427;12,0;BAIXA confirmada em 2026-07-19 19:28:53.651000;TOPO;28771,0;2026-07-19 19:28:53.651000;NOVA_CAMPANHA;0;-33,0;-11,0;-33,0;-10,0;-0,835977;-1,713796;-0,491172;-11,75;4,0;-4,0;36,2685;spread sem bônus | delta30 favorável 33.0 | delta10 crescente 11.0 | saldo agressor30 33.0 | saldo10 favorável 10.0 | razão fluxo 2.65 | vel15 0.8360 | vel5 acelerando 1.7138 | aceleração 0.4912 | desloc15 9.75 | ticks/s 36.27 | rompimento 4.00 | continuidade 4.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True
20260719193615687227;2026-07-19 19:36:15;2026-07-19 19:36:04.494;VENDA;28815,75;28799,75;28844,75;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;650,0;-3000,0;92,9;480,02;480,02;28845,75;-2900;100;99;12;0;4;99;-6;12;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0;28826,5;2026-07-19 19:36:04.494000;mudança ALTA->BAIXA: 2 swings opostos e rompimento do nível 28829.25;topo 28826.50<28829.25 e fundo 28813.00<28823.50;12;28826,5;28829,25;28813,0;28823,5;0,351955;19,5;BAIXA confirmada em 2026-07-19 19:36:03.613000;FUNDO;28813,0;2026-07-19 19:36:03.613000;NOVA_CAMPANHA;0;-35,0;-27,0;-36,0;-26,0;-0,76746;-2,011587;-1,944464;-14,75;5,75;-4,5;54,7966;spread sem bônus | delta30 favorável 35.0 | delta10 crescente 27.0 | saldo agressor30 36.0 | saldo10 favorável 26.0 | razão fluxo 2.33 | vel15 0.7675 | vel5 acelerando 2.0116 | aceleração 1.9445 | desloc15 10.00 | ticks/s 54.80 | rompimento 5.75 | continuidade 4.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True
20260719194614591829;2026-07-19 19:46:14;2026-07-19 19:46:02.824;COMPRA;28840,75;28856,75;28811,75;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;250,0;-2950,0;12,13;770,35;770,35;28811,25;-2900;97;99;-2;12;99;4;-2;8;85;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;BAIXA;ALTA;ALTA;1;28830,25;2026-07-19 19:45:02.849000;"BAIXA mantida; candidata ALTA 1/2; rompeu_invalidação=True";topo 28828.75>28828.25 e fundo 28826.75>28825.25;12;28828,75;28828,25;28826,75;28825,25;0,358974;17,0;ALTA confirmada em 2026-07-19 19:45:48.818000;FUNDO;28826,75;2026-07-19 19:45:48.818000;NOVA_CAMPANHA;0;31,0;30,0;30,0;31,0;0,813173;2,296504;2,296504;3,75;-15,5;3,75;31,9171;spread sem bônus | delta30 favorável 31.0 | delta10 crescente 30.0 | saldo agressor30 30.0 | saldo10 favorável 31.0 | razão fluxo 1.86 | vel15 0.8132 | vel5 acelerando 2.2965 | aceleração 2.2965 | desloc15 12.00 | ticks/s 31.92 | rompimento 3.75 | continuidade 3.75 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True
20260719200617411404;2026-07-19 20:06:17;2026-07-19 20:06:06.148;COMPRA;28815,5;28831,5;28786,5;28815,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1900,0;-2775,0;423,41;46,8;423,41;28834,5;1600;93;99;-6;12;99;4;-6;8;81;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;BAIXA;TRANSICAO;ALTA;1;28791,75;2026-07-19 20:03:57.519000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 28797.00->28808.75; 28806.00->28805.00";12;28808,75;28797,0;28805,0;28806,0;0,203883;15,5;TRANSICAO confirmada em 2026-07-19 20:05:59.449000;FUNDO;28805,0;2026-07-19 20:05:59.449000;NOVA_CAMPANHA;0;20,0;10,0;19,0;9,0;1,276519;2,003205;0,855642;6,75;-22,25;5,5;54,0093;spread sem bônus | delta30 favorável 20.0 | delta10 crescente 10.0 | saldo agressor30 19.0 | saldo10 favorável 9.0 | razão fluxo 2.06 | vel15 1.2765 | vel5 acelerando 2.0032 | aceleração 0.8556 | desloc15 17.75 | ticks/s 54.01 | rompimento 6.75 | continuidade 5.50 | estrutura confirmada contrária -6;;72;12;True
20260719202654438596;2026-07-19 20:26:54;2026-07-19 20:26:42.683;VENDA;28802,0;28786,0;28831,0;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;825,0;-2975,0;137,19;529,94;529,94;28831,75;-2900;85;91;-6;12;4;91;8;-6;73;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;ALTA;TRANSICAO;BAIXA;1;28830,5;2026-07-19 20:13:09.558000;ALTA mantida durante TRANSICAO;"topos/fundos divergentes: 28811.00->28812.25; 28808.75->28808.75";12;28812,25;28811,0;28808,75;28808,75;0,153846;13,5;TRANSICAO confirmada em 2026-07-19 20:26:41.202000;TOPO;28812,25;2026-07-19 20:26:41.202000;NOVA_CAMPANHA;0;-22,0;-4,0;-21,0;-5,0;-0,593663;-3,196268;-3,276089;-13,0;6,75;-10,0;31,0062;spread sem bônus | delta30 favorável 22.0 | saldo agressor30 21.0 | saldo10 favorável 5.0 | razão fluxo 2.17 | vel15 0.5937 | vel5 acelerando 3.1963 | aceleração 3.2761 | desloc15 8.75 | ticks/s 31.01 | rompimento 6.75 | continuidade 10.00 | estrutura confirmada contrária -6;;72;12;True
20260719203744672227;2026-07-19 20:37:44;2026-07-19 20:37:33.186;VENDA;28812,75;28796,75;28841,75;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;0,0;-3325,0;0,0;305,38;305,38;28846,0;-2900;100;99;12;0;4;99;-6;12;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0;28806,75;2026-07-19 20:34:35.142000;"BAIXA mantida; estrutura bruta alinhada";topo 28823.25<28823.50 e fundo 28810.75<28821.25;12;28823,25;28823,5;28810,75;28821,25;0,302564;19,25;BAIXA confirmada em 2026-07-19 20:37:32.987000;FUNDO;28810,75;2026-07-19 20:37:32.987000;NOVA_CAMPANHA;0;-24,0;-10,0;-25,0;-11,0;-0,453436;-0,456575;-0,204756;-10,5;2,25;-0,75;23,6484;spread sem bônus | delta30 favorável 24.0 | delta10 crescente 10.0 | saldo agressor30 25.0 | saldo10 favorável 11.0 | razão fluxo 3.27 | vel15 0.4534 | vel5 acelerando 0.4566 | aceleração 0.2048 | desloc15 6.50 | ticks/s 23.65 | rompimento 2.25 | continuidade 0.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True
20260719204315949265;2026-07-19 20:43:15;2026-07-19 20:43:04.042;COMPRA;28855,5;28871,5;28826,5;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;850,0;-3150,0;106,55;154,53;154,53;28824,0;-2900;100;99;12;0;99;4;12;-6;100;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;ALTA;ALTA;;0;28853,0;2026-07-19 20:41:17.838000;"ALTA mantida; estrutura bruta alinhada";topo 28855.00>28853.00 e fundo 28853.00>28850.75;12;28855,0;28853,0;28853,0;28850,75;0,487923;27,25;ALTA confirmada em 2026-07-19 20:43:02.341000;FUNDO;28853,0;2026-07-19 20:43:02.341000;NOVA_CAMPANHA;0;52,0;45,0;51,0;44,0;0,467415;0,6233;0,290853;0,5;-12,5;1,75;46,4744;spread sem bônus | delta30 favorável 52.0 | delta10 crescente 45.0 | saldo agressor30 51.0 | saldo10 favorável 44.0 | razão fluxo 2.70 | vel15 0.4674 | vel5 acelerando 0.6233 | aceleração 0.2909 | desloc15 7.00 | ticks/s 46.47 | rompimento 0.50 | continuidade 1.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True
20260719205146907878;2026-07-19 20:51:46;2026-07-19 20:51:34.616;COMPRA;28853,5;28869,5;28824,5;28853,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1750,0;-1350,0;440,43;201,69;440,43;28871,0;1600;99;91;8;0;91;4;8;-6;99;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;ALTA;TRANSICAO;;0;28846,0;2026-07-19 20:50:47.624000;ALTA mantida durante TRANSICAO;"topos/fundos divergentes: 28852.25->28856.00; 28848.25->28847.00";12;28856,0;28852,25;28847,0;28848,25;0,296167;24,25;TRANSICAO confirmada em 2026-07-19 20:51:33.216000;TOPO;28856,0;2026-07-19 20:51:33.216000;NOVA_CAMPANHA;0;40,0;4,0;41,0;5,0;0,485145;1,124957;1,04718;1,25;-11,75;1,75;87,9952;spread sem bônus | delta30 favorável 40.0 | saldo agressor30 41.0 | saldo10 favorável 5.0 | razão fluxo 2.58 | vel15 0.4851 | vel5 acelerando 1.1250 | aceleração 1.0472 | desloc15 7.25 | ticks/s 88.00 | rompimento 1.25 | continuidade 1.75 | estrutura confirmada alinhada +8;;72;12;True
20260719205942325280;2026-07-19 20:59:42;2026-07-19 20:59:30.631;VENDA;28862,0;28846,0;28891,0;28862,0;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;2000,0;-425,0;59,5;24,2;59,5;28842,0;1600;85;91;-6;16;4;91;12;-6;69;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;ALTA;ALTA;;0;28864,75;2026-07-19 20:50:47.624000;"ALTA mantida; estrutura bruta alinhada";topo 28867.25>28867.00 e fundo 28864.00>28863.75;12;28867,25;28867,0;28864,0;28863,75;0,134328;11,0;ALTA confirmada em 2026-07-19 20:59:24.033000;TOPO;28867,25;2026-07-19 20:59:24.033000;MUDANCA_ESTRUTURAL_DE_CAMPANHA;1;-43,0;-9,0;-44,0;-10,0;-0,26996;-3,768844;-3,920931;-11,75;1,75;-3,75;55,4093;spread sem bônus | delta30 favorável 43.0 | saldo agressor30 44.0 | saldo10 favorável 10.0 | razão fluxo 1.77 | vel15 0.2700 | vel5 acelerando 3.7688 | aceleração 3.9209 | desloc15 4.00 | ticks/s 55.41 | rompimento 1.75 | continuidade 3.75 | estrutura confirmada contrária -6;;72;12;True
20260719210053904942;2026-07-19 21:00:53;2026-07-19 21:00:42.434;VENDA;28831,25;28815,25;28860,25;28831,25;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1875,0;-900,0;83,3;11,6;83,3;28812,5;1600;100;99;8;0;4;99;-6;8;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;TRANSICAO;;0;28849,0;2026-07-19 21:00:18.434000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 28831.50->28833.25; 28827.50->28826.50";12;28833,25;28831,5;28826,5;28827,5;0,116279;17,25;TRANSICAO confirmada em 2026-07-19 21:00:42.133000;TOPO;28833,25;2026-07-19 21:00:42.133000;NOVA_CAMPANHA;0;-74,0;-64,0;-40,0;-39,0;-0,695859;-2,357948;-2,558406;-22,5;6,75;-6,75;127,9022;spread sem bônus | delta30 favorável 74.0 | delta10 crescente 64.0 | saldo agressor30 40.0 | saldo10 favorável 39.0 | razão fluxo 1.58 | vel15 0.6959 | vel5 acelerando 2.3579 | aceleração 2.5584 | desloc15 10.25 | ticks/s 127.90 | rompimento 6.75 | continuidade 6.75 | estrutura confirmada alinhada +8;;72;12;True
20260719210241773001;2026-07-19 21:02:41;2026-07-19 21:02:28.733;COMPRA;28825,0;28841,0;28796,0;28825,0;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1850,0;0,0;24,8;0,0;24,8;28843,5;1600;93;99;-6;16;99;4;-6;12;77;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;BAIXA;BAIXA;;0;28824,0;2026-07-19 21:00:18.434000;"BAIXA mantida; estrutura bruta alinhada";topo 28824.00<28824.75 e fundo 28816.75<28820.25;12;28824,0;28824,75;28816,75;28820,25;0,16129;16,75;BAIXA confirmada em 2026-07-19 21:02:23.434000;FUNDO;28816,75;2026-07-19 21:02:23.434000;MUDANCA_ESTRUTURAL_DE_CAMPANHA;1;39,0;14,0;52,0;13,0;0,436857;1,276292;1,458964;0,25;-19,0;2,0;103,0311;spread sem bônus | delta30 favorável 39.0 | delta10 crescente 14.0 | saldo agressor30 52.0 | saldo10 favorável 13.0 | razão fluxo 1.93 | vel15 0.4369 | vel5 acelerando 1.2763 | aceleração 1.4590 | desloc15 6.50 | ticks/s 103.03 | rompimento 0.25 | continuidade 2.00 | estrutura confirmada contrária -6;;72;12;True
20260719210453020465;2026-07-19 21:04:53;2026-07-19 21:04:41.333;COMPRA;28869,75;28885,75;28840,75;28869,75;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1850,0;-25,0;47,7;12,22;47,7;28888,25;1600;100;99;8;0;99;4;8;-6;100;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;ALTA;TRANSICAO;BAIXA;1;28854,0;2026-07-19 21:03:29.433000;ALTA mantida durante TRANSICAO;"topos/fundos divergentes: 28863.00->28871.25; 28860.00->28857.25";12;28871,25;28863,0;28857,25;28860,0;0,361345;21,5;TRANSICAO confirmada em 2026-07-19 21:04:40.533000;TOPO;28871,25;2026-07-19 21:04:40.533000;NOVA_CAMPANHA;0;21,0;19,0;15,0;15,0;0,610457;0,853414;0,433151;1,25;-20,0;1,75;107,0813;spread sem bônus | delta30 favorável 21.0 | delta10 crescente 19.0 | saldo agressor30 15.0 | saldo10 favorável 15.0 | razão fluxo 1.24 | vel15 0.6105 | vel5 acelerando 0.8534 | aceleração 0.4332 | desloc15 8.50 | ticks/s 107.08 | rompimento 1.25 | continuidade 1.75 | estrutura confirmada alinhada +8;;72;12;True
20260719210851794749;2026-07-19 21:08:51;2026-07-19 21:08:39.651;COMPRA;28922,5;28938,5;28893,5;28922,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1750,0;0,0;179,5;0,0;179,5;28940,0;1600;100;99;8;0;99;4;8;-6;100;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;ALTA;TRANSICAO;;0;28912,25;2026-07-19 21:03:29.433000;ALTA mantida durante TRANSICAO;"topos/fundos divergentes: 28919.50->28923.25; 28917.00->28916.25";12;28923,25;28919,5;28916,25;28917,0;0,366197;13,25;TRANSICAO confirmada em 2026-07-19 21:08:38.972000;TOPO;28923,25;2026-07-19 21:08:38.972000;REENTRADA_APOS_PULLBACK_E_ROMPIMENTO;1;60,0;38,0;36,0;27,0;0,640588;0,80694;0,279116;1,5;-12,5;2,0;69,6105;spread sem bônus | delta30 favorável 60.0 | delta10 crescente 38.0 | saldo agressor30 36.0 | saldo10 favorável 27.0 | razão fluxo 1.82 | vel15 0.6406 | vel5 acelerando 0.8069 | aceleração 0.2791 | desloc15 7.50 | ticks/s 69.61 | rompimento 1.50 | continuidade 2.00 | estrutura confirmada alinhada +8;;72;12;True
