id;data_hora;data_qt;lado;preco_entrada;gain;stop;stop_protegido;protecionado;tp_mt5;sl_mt5;protecao_pontos;regra;status;mfe_mt5;mae_mt5;tempo_mfe_s;tempo_mae_s;tempo_resultado_s;preco_resultado;resultado_mt5;score_entrada;score_base_dna;ajuste_estrutura;score_oposto;score_compra_base;score_venda_base;ajuste_estrutura_compra;ajuste_estrutura_venda;diferenca_score;hard_gates_ok;qtd_hard_gates_ok;hard_gates_faltantes;gate_delta30;gate_saldo30;gate_vel15;gate_aceleracao;gate_rompimento;gate_continuidade;gate_atividade;hard_gates_compra_ok;qtd_hard_gates_compra_ok;hard_gates_compra_faltantes;hard_gates_venda_ok;qtd_hard_gates_venda_ok;hard_gates_venda_faltantes;score_spread;dna_spread;estrutura;estrutura_bruta;estrutura_candidata;confirmacoes_candidata;nivel_invalidation;ultima_mudanca_confirmada;motivo_estrutura;motivo_estrutura_bruta;qtd_swings_confirmados;ultimo_topo;topo_anterior;ultimo_fundo;fundo_anterior;eficiencia_swings;amplitude_swings;ultima_mudanca_estrutura;swing_mais_recente_tipo;swing_mais_recente_preco;swing_mais_recente_hora;tipo_entrada_campanha;campanha_entradas_antes;delta30;delta10;saldo30;saldo10;vel15;vel5;aceleracao;rompimento_compra;rompimento_venda;continuidade_2s;ticks_s;motivos;bloqueios_no_momento;score_minimo_config;diferenca_minima_config;modo_sombra
20260722105702467870;2026-07-22 10:57:02;2026-07-22 10:56:51.035;COMPRA;29254,25;29270,25;29225,25;29254,25;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1975,0;-1500,0;226,96;35,82;226,96;29274,0;1600;100;100;12;8;100;14;12;-6;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0;29250,25;2026-07-22 10:53:14.476000;"ALTA mantida; estrutura bruta alinhada";topo 29253.00>29252.00 e fundo 29250.25>29249.25;12;29253,0;29252,0;29250,25;29249,25;0,107438;8,25;ALTA confirmada em 2026-07-22 10:56:50.341000;FUNDO;29250,25;2026-07-22 10:56:50.341000;NOVA_CAMPANHA;0;168,0;50,0;167,0;49,0;0,518048;0,65;0,247464;1,25;-17,75;3,25;354,4118;spread FORTE +10 | delta30 favorável 168.0 | delta10 crescente 50.0 | saldo agressor30 167.0 | saldo10 favorável 49.0 | razão fluxo 1.44 | vel15 0.5180 | vel5 acelerando 0.6500 | aceleração 0.2475 | desloc15 7.75 | ticks/s 354.41 | rompimento 1.25 | continuidade 3.25 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722110324053489;2026-07-22 11:03:24;2026-07-22 11:03:12.704;VENDA;29243,75;29227,75;29272,75;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;350,0;-3125,0;47,46;165,8;165,8;29275,0;-2900;100;100;8;7;13;100;-6;8;93;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;9;FORTE;BAIXA;TRANSICAO;ALTA;1;29253,5;2026-07-22 11:02:25.074000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 29251.75->29250.25; 29247.75->29248.00";12;29250,25;29251,75;29248,0;29247,75;0,395604;18,25;TRANSICAO confirmada em 2026-07-22 11:03:11.965000;FUNDO;29248,0;2026-07-22 11:03:11.965000;NOVA_CAMPANHA;0;-330,0;-382,0;-331,0;-383,0;-1,073465;-3,760163;-4,067099;-25,0;8,0;-7,75;353,4384;spread FORTE +9 | delta30 favorável 330.0 | delta10 crescente 382.0 | saldo agressor30 331.0 | saldo10 favorável 383.0 | razão fluxo 1.64 | vel15 1.0735 | vel5 acelerando 3.7602 | aceleração 4.0671 | desloc15 16.00 | ticks/s 353.44 | rompimento 8.00 | continuidade 7.75 | estrutura confirmada alinhada +8;;72;12;False;;0,0;;;;;True
20260722110657397382;2026-07-22 11:06:57;2026-07-22 11:06:45.872;VENDA;29259,75;29243,75;29288,75;29259,75;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1650,0;0,0;35,7;0,0;35,7;29243,25;1600;100;100;12;8;14;100;-6;12;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;BAIXA;;0;29261,25;2026-07-22 11:06:10.535000;"BAIXA mantida; estrutura bruta alinhada";topo 29261.25<29263.50 e fundo 29259.00<29260.00;12;29261,25;29263,5;29259,0;29260,0;0,239766;12,5;BAIXA confirmada em 2026-07-22 11:06:45.273000;TOPO;29261,25;2026-07-22 11:06:45.273000;NOVA_CAMPANHA;0;-32,0;-21,0;-33,0;-21,0;-0,321533;-0,603136;-0,394194;-11,75;0,25;-1,25;243,0786;spread FORTE +10 | delta30 favorável 32.0 | delta10 crescente 21.0 | saldo agressor30 33.0 | saldo10 favorável 21.0 | razão fluxo 1.18 | vel15 0.3215 | vel5 acelerando 0.6031 | aceleração 0.3942 | desloc15 4.75 | ticks/s 243.08 | rompimento 0.25 | continuidade 1.25 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722111007348105;2026-07-22 11:10:07;2026-07-22 11:09:55.773;VENDA;29222,75;29206,75;29251,75;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;250,0;-3275,0;12,1;94,9;94,9;29255,5;-2900;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29240,5;2026-07-22 11:09:08.304000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29224.50<29230.00 e fundo 29221.25<29222.50;12;29224,5;29230,0;29221,25;29222,5;0,240506;15,5;BAIXA confirmada em 2026-07-22 11:09:55.432000;FUNDO;29221,25;2026-07-22 11:09:55.432000;NOVA_CAMPANHA;0;-94,0;-92,0;-95,0;-91,0;-0,671321;-2,29545;-2,422212;-14,0;2,25;-3,0;274,1004;spread FORTE +10 | delta30 favorável 94.0 | delta10 crescente 92.0 | saldo agressor30 95.0 | saldo10 favorável 91.0 | razão fluxo 1.32 | vel15 0.6713 | vel5 acelerando 2.2954 | aceleração 2.4222 | desloc15 10.00 | ticks/s 274.10 | rompimento 2.25 | continuidade 3.00 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722111304113508;2026-07-22 11:13:04;2026-07-22 11:12:52.786;VENDA;29250,5;29234,5;29279,5;29250,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1900,0;0,0;47,09;0,0;47,09;29231,5;1600;94;100;-6;22;14;100;8;-6;72;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;TRANSICAO;;0;29257,5;2026-07-22 11:12:41.070000;ALTA mantida durante TRANSICAO;"topos/fundos divergentes: 29257.00->29259.75; 29250.75->29249.25";12;29259,75;29257,0;29249,25;29250,75;0,096447;12,5;TRANSICAO confirmada em 2026-07-22 11:12:52.172000;FUNDO;29249,25;2026-07-22 11:12:52.172000;NOVA_CAMPANHA;0;-20,0;-48,0;-19,0;-49,0;-0,350701;-1,867995;-2,169321;-11,25;1,0;-1,5;332,4649;spread FORTE +10 | delta30 favorável 20.0 | delta10 crescente 48.0 | saldo agressor30 19.0 | saldo10 favorável 49.0 | vel15 0.3507 | vel5 acelerando 1.8680 | aceleração 2.1693 | desloc15 5.25 | ticks/s 332.46 | rompimento 1.00 | continuidade 1.50 | estrutura confirmada contrária -6;;72;12;False;;0,0;;;;;True
20260722111600822385;2026-07-22 11:16:00;2026-07-22 11:15:49.532;VENDA;29202,25;29186,25;29231,25;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;0,0;-3275,0;0,0;237,08;237,08;29235,0;-2900;90;100;-10;18;14;100;4;-10;72;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;RANGE;BAIXA;1;29257,5;2026-07-22 11:12:41.070000;ALTA mantida durante RANGE;"swings sem progresso; amplitude 6.00; eficiencia 0.107";12;29205,5;29205,25;29202,75;29202,75;0,107438;6,0;RANGE confirmada em 2026-07-22 11:15:47.891000;TOPO;29205,5;2026-07-22 11:15:47.891000;NOVA_CAMPANHA;0;-108,0;-39,0;-107,0;-38,0;-0,48372;-0,702247;-0,350983;-14,5;0,5;-0,5;285,1615;spread FORTE +10 | delta30 favorável 108.0 | delta10 crescente 39.0 | saldo agressor30 107.0 | saldo10 favorável 38.0 | razão fluxo 1.25 | vel15 0.4837 | vel5 acelerando 0.7022 | aceleração 0.3510 | desloc15 7.25 | ticks/s 285.16 | rompimento 0.50 | continuidade 0.50 | estrutura confirmada contrária -6 | range local -4;;72;12;False;;0,0;;;;;True
20260722112010161332;2026-07-22 11:20:10;2026-07-22 11:19:58.594;COMPRA;29252,5;29268,5;29223,5;29252,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1925,0;-525,0;107,47;23,68;107,47;29271,75;1600;100;100;12;8;100;14;12;-6;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0;29242,0;2026-07-22 11:19:22.972000;"ALTA mantida; estrutura bruta alinhada";topo 29253.00>29252.50 e fundo 29242.00>29232.00;12;29253,0;29252,5;29242,0;29232,0;0,562914;21,25;ALTA confirmada em 2026-07-22 11:19:57.497000;TOPO;29253,0;2026-07-22 11:19:57.497000;NOVA_CAMPANHA;0;246,0;160,0;247,0;161,0;1,241194;1,802524;0,816978;0,75;-30,5;0,5;334,7199;spread FORTE +10 | delta30 favorável 246.0 | delta10 crescente 160.0 | saldo agressor30 247.0 | saldo10 favorável 161.0 | razão fluxo 1.69 | vel15 1.2412 | vel5 acelerando 1.8025 | aceleração 0.8170 | desloc15 18.50 | ticks/s 334.72 | rompimento 0.75 | continuidade 0.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722112309688401;2026-07-22 11:23:09;2026-07-22 11:22:57.900;VENDA;29244,75;29228,75;29273,75;29244,75;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;2325,0;0,0;12,29;0,0;12,29;29221,5;1600;100;100;12;8;14;100;-6;12;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;BAIXA;;0;29246,0;2026-07-22 11:22:57.900000;mudança ALTA->BAIXA: 2 swings opostos e rompimento do nível 29260.5;topo 29246.00<29248.25 e fundo 29243.00<29244.00;12;29246,0;29248,25;29243,0;29244,0;0,205882;7,75;BAIXA confirmada em 2026-07-22 11:22:57.324000;FUNDO;29243,0;2026-07-22 11:22:57.324000;NOVA_CAMPANHA;0;-173,0;-33,0;-174,0;-34,0;-0,485599;-0,659229;-0,255148;-13,75;0,75;-0,75;292,7662;spread FORTE +10 | delta30 favorável 173.0 | delta10 crescente 33.0 | saldo agressor30 174.0 | saldo10 favorável 34.0 | razão fluxo 1.47 | vel15 0.4856 | vel5 acelerando 0.6592 | aceleração 0.2551 | desloc15 7.25 | ticks/s 292.77 | rompimento 0.75 | continuidade 0.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722112557617959;2026-07-22 11:25:57;2026-07-22 11:25:45.898;COMPRA;29231,0;29247,0;29202,0;29231,0;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1800,0;-2775,0;407,51;108,41;407,51;29249,0;1600;100;100;12;8;100;14;12;-6;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0;29229,5;2026-07-22 11:25:33.798000;"ALTA mantida; estrutura bruta alinhada";topo 29231.50>29227.50 e fundo 29229.50>29225.50;12;29231,5;29227,5;29229,5;29225,5;0,223529;19,25;ALTA confirmada em 2026-07-22 11:25:45.869000;FUNDO;29229,5;2026-07-22 11:25:45.869000;NOVA_CAMPANHA;0;37,0;54,0;36,0;55,0;0,803805;2,232143;2,131143;4,5;-19,0;4,75;313,9527;spread FORTE +10 | delta30 favorável 37.0 | delta10 crescente 54.0 | saldo agressor30 36.0 | saldo10 favorável 55.0 | razão fluxo 1.15 | vel15 0.8038 | vel5 acelerando 2.2321 | aceleração 2.1311 | desloc15 12.00 | ticks/s 313.95 | rompimento 4.50 | continuidade 4.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722113320722584;2026-07-22 11:33:20;2026-07-22 11:33:09.302;VENDA;29250,0;29234,0;29279,0;29250,0;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1700,0;-675,0;71,93;11,88;71,93;29233,0;1600;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29256,5;2026-07-22 11:32:33.408000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29255.00<29258.75 e fundo 29248.25<29250.75;12;29255,0;29258,75;29248,25;29250,75;0,222798;12,0;BAIXA confirmada em 2026-07-22 11:33:08.866000;FUNDO;29248,25;2026-07-22 11:33:08.866000;NOVA_CAMPANHA;0;-71,0;-39,0;-70,0;-40,0;-0,514368;-0,7;-0,28242;-10,25;0,75;-4,25;283,6568;spread FORTE +10 | delta30 favorável 71.0 | delta10 crescente 39.0 | saldo agressor30 70.0 | saldo10 favorável 40.0 | razão fluxo 1.23 | vel15 0.5144 | vel5 acelerando 0.7000 | aceleração 0.2824 | desloc15 7.50 | ticks/s 283.66 | rompimento 0.75 | continuidade 4.25 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722113508307087;2026-07-22 11:35:08;2026-07-22 11:34:56.806;VENDA;29217,75;29201,75;29246,75;29217,75;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;2200,0;-2475,0;407,0;107,56;407,0;29195,75;1600;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29256,5;2026-07-22 11:32:33.408000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29219.50<29228.00 e fundo 29217.50<29224.25;12;29219,5;29228,0;29217,5;29224,25;0,24;11,25;BAIXA confirmada em 2026-07-22 11:34:55.553000;TOPO;29219,5;2026-07-22 11:34:55.553000;NOVA_CAMPANHA;0;-80,0;-80,0;-80,0;-79,0;-0,700374;-1,749691;-1,394433;-11,25;3,5;-4,25;236,1926;spread FORTE +10 | delta30 favorável 80.0 | delta10 crescente 80.0 | saldo agressor30 80.0 | saldo10 favorável 79.0 | razão fluxo 1.36 | vel15 0.7004 | vel5 acelerando 1.7497 | aceleração 1.3944 | desloc15 10.50 | ticks/s 236.19 | rompimento 3.50 | continuidade 4.25 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722114319329254;2026-07-22 11:43:19;2026-07-22 11:43:07.870;VENDA;29186,0;29170,0;29215,0;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;825,0;-4000,0;119,19;203,79;203,79;29226,0;-2900;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29201,5;2026-07-22 11:42:43.840000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29190.25<29194.25 e fundo 29187.25<29191.00;12;29190,25;29194,25;29187,25;29191,0;0,268657;14,75;BAIXA confirmada em 2026-07-22 11:43:07.165000;TOPO;29190,25;2026-07-22 11:43:07.165000;NOVA_CAMPANHA;0;-108,0;-82,0;-107,0;-81,0;-0,77176;-1,754562;-1,423773;-18,5;5,0;-5,75;148,2451;spread FORTE +10 | delta30 favorável 108.0 | delta10 crescente 82.0 | saldo agressor30 107.0 | saldo10 favorável 81.0 | razão fluxo 1.41 | vel15 0.7718 | vel5 acelerando 1.7546 | aceleração 1.4238 | desloc15 11.50 | ticks/s 148.25 | rompimento 5.00 | continuidade 5.75 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722115131825149;2026-07-22 11:51:31;2026-07-22 11:51:20.319;VENDA;29188,75;29172,75;29217,75;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;225,0;-3025,0;252,15;348,92;348,92;29219,0;-2900;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29218,25;2026-07-22 11:49:43.765000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29190.75<29203.00 e fundo 29187.00<29188.50;12;29190,75;29203,0;29187,0;29188,5;0,557447;32,75;BAIXA confirmada em 2026-07-22 11:51:20.016000;FUNDO;29187,0;2026-07-22 11:51:20.016000;NOVA_CAMPANHA;0;-210,0;-95,0;-211,0;-94,0;-0,550037;-2,270382;-2,633264;-31,0;7,75;-9,0;307,7539;spread FORTE +10 | delta30 favorável 210.0 | delta10 crescente 95.0 | saldo agressor30 211.0 | saldo10 favorável 94.0 | razão fluxo 2.00 | vel15 0.5500 | vel5 acelerando 2.2704 | aceleração 2.6333 | desloc15 8.25 | ticks/s 307.75 | rompimento 7.75 | continuidade 9.00 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;2026-07-22 11:57:09.234000;0,0;;;;;True
20260722120309737328;2026-07-22 12:03:09;2026-07-22 12:02:58.239;COMPRA;29261,75;29277,75;29232,75;29261,75;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;2375,0;-225,0;167,42;59,74;167,42;29285,5;1600;100;100;12;8;100;14;12;-6;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0;29257,25;2026-07-22 12:02:58.239000;mudança BAIXA->ALTA: 3 swings opostos e rompimento do nível 29250.75;topo 29259.75>29258.00 e fundo 29257.25>29256.00;12;29259,75;29258,0;29257,25;29256,0;0,22449;8,25;ALTA confirmada em 2026-07-22 12:02:55.664000;FUNDO;29257,25;2026-07-22 12:02:55.664000;NOVA_CAMPANHA;0;122,0;78,0;122,0;77,0;0,437269;0,916739;0,632824;2,0;-10,25;3,0;165,893;spread FORTE +10 | delta30 favorável 122.0 | delta10 crescente 78.0 | saldo agressor30 122.0 | saldo10 favorável 77.0 | razão fluxo 2.06 | vel15 0.4373 | vel5 acelerando 0.9167 | aceleração 0.6328 | desloc15 6.50 | ticks/s 165.89 | rompimento 2.00 | continuidade 3.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722121031353087;2026-07-22 12:10:31;2026-07-22 12:10:19.982;COMPRA;29304,0;29320,0;29275,0;29304,0;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1800,0;-1000,0;633,08;130,68;633,08;29322,0;1600;100;100;8;12;100;14;8;-2;88;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;BAIXA;BAIXA;1;29300,5;2026-07-22 12:04:21.968000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=False";topo 29303.50<29303.75 e fundo 29299.50<29300.50;12;29303,5;29303,75;29299,5;29300,5;0,02994;15,0;BAIXA confirmada em 2026-07-22 12:10:17.751000;FUNDO;29299,5;2026-07-22 12:10:17.751000;NOVA_CAMPANHA;0;62,0;2,0;63,0;3,0;0,133449;0,362995;0,439014;0,25;-15,25;2,25;196,1033;spread FORTE +10 | delta30 favorável 62.0 | saldo agressor30 63.0 | saldo10 favorável 3.0 | razão fluxo 1.22 | vel15 0.1334 | vel5 acelerando 0.3630 | aceleração 0.4390 | desloc15 2.00 | ticks/s 196.10 | rompimento 0.25 | continuidade 2.25 | estrutura confirmada alinhada +8;;72;12;False;;0,0;;;;;True
20260722122128870220;2026-07-22 12:21:28;2026-07-22 12:21:17.313;VENDA;29311,75;29295,75;29340,75;29311,75;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;PROTEGIDO;1200,0;-1025,0;83,15;166,35;166,35;29322,0;0;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29323,25;2026-07-22 12:19:29.417000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29313.50<29328.25 e fundo 29311.50<29319.25;12;29313,5;29328,25;29311,5;29319,25;0,215686;16,75;BAIXA confirmada em 2026-07-22 12:21:16.769000;TOPO;29313,5;2026-07-22 12:21:16.769000;NOVA_CAMPANHA;0;-34,0;-70,0;-35,0;-71,0;-0,952667;-1,462873;-0,757939;-16,5;5,75;-5,25;231,4481;spread FORTE +10 | delta30 favorável 34.0 | delta10 crescente 70.0 | saldo agressor30 35.0 | saldo10 favorável 71.0 | vel15 0.9527 | vel5 acelerando 1.4629 | aceleração 0.7579 | desloc15 14.25 | ticks/s 231.45 | rompimento 5.75 | continuidade 5.25 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722122810996246;2026-07-22 12:28:10;2026-07-22 12:27:59.666;VENDA;29330,25;29314,25;29359,25;29330,25;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1850,0;-325,0;270,15;176,29;270,15;29311,75;1600;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29340,0;2026-07-22 12:22:52.360000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29333.75<29334.50 e fundo 29331.50<29332.00;12;29333,75;29334,5;29331,5;29332,0;0,067797;6,0;BAIXA confirmada em 2026-07-22 12:27:53.662000;TOPO;29333,75;2026-07-22 12:27:53.662000;NOVA_CAMPANHA;0;-78,0;-42,0;-77,0;-43,0;-0,13459;-0,710564;-0,73701;-7,25;1,25;-1,75;123,9569;spread FORTE +10 | delta30 favorável 78.0 | delta10 crescente 42.0 | saldo agressor30 77.0 | saldo10 favorável 43.0 | razão fluxo 1.71 | vel15 0.1346 | vel5 acelerando 0.7106 | aceleração 0.7370 | desloc15 2.00 | ticks/s 123.96 | rompimento 1.25 | continuidade 1.75 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722123844419955;2026-07-22 12:38:44;2026-07-22 12:38:33.062;VENDA;29285,5;29269,5;29314,5;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;LOSS;575,0;-3125,0;46,9;770,3;770,3;29316,75;-2900;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29294,0;2026-07-22 12:37:58.359000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29291.75<29296.25 e fundo 29289.50<29293.00;12;29291,75;29296,25;29289,5;29293,0;0,115152;11,5;BAIXA confirmada em 2026-07-22 12:38:31.258000;TOPO;29291,75;2026-07-22 12:38:31.258000;NOVA_CAMPANHA;0;-79,0;-86,0;-81,0;-87,0;-0,886643;-1,795039;-1,216568;-15,5;4,0;-5,0;169,901;spread FORTE +10 | delta30 favorável 79.0 | delta10 crescente 86.0 | saldo agressor30 81.0 | saldo10 favorável 87.0 | razão fluxo 1.58 | vel15 0.8866 | vel5 acelerando 1.7950 | aceleração 1.2166 | desloc15 13.25 | ticks/s 169.90 | rompimento 4.00 | continuidade 5.00 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722125333012215;2026-07-22 12:53:33;2026-07-22 12:53:21.354;VENDA;29329,5;29313,5;29358,5;29329,5;True;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;GAIN;1675,0;0,0;35,77;0,0;35,77;29312,75;1600;98;100;-2;22;14;100;8;-2;76;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;ALTA;BAIXA;BAIXA;1;29330,25;2026-07-22 12:51:35.360000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 29332.25<29332.75 e fundo 29329.75<29330.25;12;29332,25;29332,75;29329,75;29330,25;0,314286;14,0;BAIXA confirmada em 2026-07-22 12:53:14.258000;FUNDO;29329,75;2026-07-22 12:53:14.258000;NOVA_CAMPANHA;0;-24,0;-25,0;-23,0;-24,0;-0,122028;-0,4;-0,426838;-3,25;0,25;-0,25;94,066;spread FORTE +10 | delta30 favorável 24.0 | delta10 crescente 25.0 | saldo agressor30 23.0 | saldo10 favorável 24.0 | razão fluxo 1.15 | vel15 0.1220 | vel5 acelerando 0.4000 | aceleração 0.4268 | desloc15 1.75 | ticks/s 94.07 | rompimento 0.25 | continuidade 0.25 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
20260722125432120738;2026-07-22 12:54:32;2026-07-22 12:54:20.656;VENDA;29307,5;29291,5;29336,5;;False;1600;2900;1120,0;C7_DNA_FLUXO_V5_1;TIMEOUT;600,0;-2575,0;188,3;1335,07;1804,19;29312,75;-525,0;100;100;12;8;14;100;-6;12;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;BAIXA;;0;29314,5;2026-07-22 12:53:33.454000;"BAIXA mantida; estrutura bruta alinhada";topo 29316.50<29317.50 e fundo 29309.25<29314.25;12;29316,5;29317,5;29309,25;29314,25;0,25641;12,75;BAIXA confirmada em 2026-07-22 12:54:18.859000;FUNDO;29309,25;2026-07-22 12:54:18.859000;REENTRADA_APOS_PULLBACK_E_ROMPIMENTO;1;-75,0;-42,0;-74,0;-43,0;-0,641849;-1,656315;-1,54992;-12,5;2,5;-2,25;167,6914;spread FORTE +10 | delta30 favorável 75.0 | delta10 crescente 42.0 | saldo agressor30 74.0 | saldo10 favorável 43.0 | razão fluxo 1.34 | vel15 0.6418 | vel5 acelerando 1.6563 | aceleração 1.5499 | desloc15 9.50 | ticks/s 167.69 | rompimento 2.50 | continuidade 2.25 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;False;;0,0;;;;;True
