data_hora;pre60_trades_vel_s;pre60_volume_vel_s;pre5_trades_var;pre5_volume_var;pre5_ticks_var;pre5_amplitude_pts;pre15_ask_size_medio;preco_alerta;fut15_direcao;fut15_movimento_max_pts;fut15_alta_pts;fut15_queda_pts;fut15_liquido_pts;fut30_direcao;fut30_movimento_max_pts;fut30_alta_pts;fut30_queda_pts;fut30_liquido_pts;fut60_direcao;fut60_movimento_max_pts;fut60_alta_pts;fut60_queda_pts;fut60_liquido_pts;fut120_direcao;fut120_movimento_max_pts;fut120_alta_pts;fut120_queda_pts;fut120_liquido_pts;fut300_direcao;fut300_movimento_max_pts;fut300_alta_pts;fut300_queda_pts;fut300_liquido_pts;ok_pre60_trades_vel_s;limite_pre60_trades_vel_s;ok_pre60_volume_vel_s;limite_pre60_volume_vel_s;ok_pre5_trades_var;limite_pre5_trades_var;ok_pre5_volume_var;limite_pre5_volume_var;ok_pre5_ticks_var;limite_pre5_ticks_var;ok_pre5_amplitude_pts;limite_pre5_amplitude_pts;ok_pre15_ask_size_medio;limite_pre15_ask_size_medio;score_dna;dna_detectado;motivos_dna;data_analisada;grupo_alerta;inicio_cluster;fim_cluster;alertas_no_cluster
2026-07-13 00:02:05;3,051811031860907;4,586436007882392;18,0;18,0;312,0;300,0;2,4615384615384617;29716,5;ALTA;375,0;375,0;175,0;375,0;ALTA;375,0;375,0;175,0;75,0;QUEDA;925,0;375,0;925,0;-925,0;QUEDA;950,0;375,0;950,0;-500,0;QUEDA;1100,0;375,0;1100,0;-950,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=3.0518>=1.8064 | pre60_volume_vel_s=4.5864>=1.8901 | pre5_trades_var=18.0000>=10.0000 | pre5_volume_var=18.0000>=12.0000 | pre5_ticks_var=312.0000>=275.0000 | pre5_amplitude_pts=300.0000>=250.0000 | pre15_ask_size_medio=2.4615>=1.4930;2026-07-13;1;2026-07-13 00:02:05;2026-07-13 00:50:10;137
2026-07-13 00:59:25;1,9123218473750676;1,984484935955259;56,0;57,0;297,0;500,0;1,9047619047619047;29687,0;ALTA;200,0;200,0;50,0;50,0;ALTA;350,0;350,0;50,0;300,0;QUEDA;1825,0;425,0;1825,0;-1275,0;QUEDA;1850,0;425,0;1850,0;-1525,0;QUEDA;3175,0;425,0;3175,0;-1700,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=1.9123>=1.8064 | pre60_volume_vel_s=1.9845>=1.8901 | pre5_trades_var=56.0000>=10.0000 | pre5_volume_var=57.0000>=12.0000 | pre5_ticks_var=297.0000>=275.0000 | pre5_amplitude_pts=500.0000>=250.0000 | pre15_ask_size_medio=1.9048>=1.4930;2026-07-13;2;2026-07-13 00:55:25;2026-07-13 01:13:50;55
2026-07-13 01:20:05;1,9902929571563253;2,0601277977583017;13,0;13,0;352,0;275,0;1,5555555555555556;29673,25;QUEDA;75,0;50,0;75,0;-75,0;QUEDA;425,0;50,0;425,0;-275,0;QUEDA;1100,0;350,0;1100,0;-1025,0;QUEDA;2175,0;350,0;2175,0;-825,0;QUEDA;2175,0;350,0;2175,0;-2025,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=1.9903>=1.8064 | pre60_volume_vel_s=2.0601>=1.8901 | pre5_trades_var=13.0000>=10.0000 | pre5_volume_var=13.0000>=12.0000 | pre5_ticks_var=352.0000>=275.0000 | pre5_amplitude_pts=275.0000>=250.0000 | pre15_ask_size_medio=1.5556>=1.4930;2026-07-13;3;2026-07-13 01:18:15;2026-07-13 01:36:55;39
2026-07-13 01:42:30;2,2503130870381964;2,4264245460237945;38,0;46,0;298,0;400,0;2,2711864406779663;29624,75;ALTA;275,0;275,0;100,0;250,0;ALTA;425,0;425,0;100,0;150,0;ALTA;475,0;475,0;100,0;-75,0;ALTA;475,0;475,0;300,0;-125,0;ALTA;500,0;500,0;300,0;150,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=2.2503>=1.8064 | pre60_volume_vel_s=2.4264>=1.8901 | pre5_trades_var=38.0000>=10.0000 | pre5_volume_var=46.0000>=12.0000 | pre5_ticks_var=298.0000>=275.0000 | pre5_amplitude_pts=400.0000>=250.0000 | pre15_ask_size_medio=2.2712>=1.4930;2026-07-13;4;2026-07-13 01:42:30;2026-07-13 01:43:25;4
2026-07-13 01:52:00;2,4752475247524752;3,1656226847174516;32,0;43,0;158,0;275,0;1,6697247706422018;29615,0;ALTA;150,0;150,0;25,0;125,0;ALTA;275,0;275,0;75,0;150,0;ALTA;400,0;400,0;75,0;275,0;ALTA;475,0;475,0;175,0;275,0;ALTA;725,0;725,0;175,0;600,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;False;275,0;True;250,0;True;1,4929577464788732;6;True;pre60_trades_vel_s=2.4752>=1.8064 | pre60_volume_vel_s=3.1656>=1.8901 | pre5_trades_var=32.0000>=10.0000 | pre5_volume_var=43.0000>=12.0000 | pre5_amplitude_pts=275.0000>=250.0000 | pre15_ask_size_medio=1.6697>=1.4930;2026-07-13;5;2026-07-13 01:51:40;2026-07-13 01:52:25;4
2026-07-13 01:59:35;2,957821128759254;3,5391270153362173;21,0;27,0;386,0;450,0;1,6476190476190475;29631,75;QUEDA;325,0;150,0;325,0;-275,0;QUEDA;1500,0;150,0;1500,0;-1000,0;QUEDA;2650,0;150,0;2650,0;-2400,0;QUEDA;2650,0;150,0;2650,0;-1875,0;QUEDA;2650,0;850,0;2650,0;625,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=2.9578>=1.8064 | pre60_volume_vel_s=3.5391>=1.8901 | pre5_trades_var=21.0000>=10.0000 | pre5_volume_var=27.0000>=12.0000 | pre5_ticks_var=386.0000>=275.0000 | pre5_amplitude_pts=450.0000>=250.0000 | pre15_ask_size_medio=1.6476>=1.4930;2026-07-13;6;2026-07-13 01:59:10;2026-07-13 03:56:55;525
2026-07-13 04:00:00;2,471626733921816;2,538881883144178;53,0;54,0;959,0;900,0;1,7339449541284404;29640,5;QUEDA;1625,0;575,0;1625,0;-1625,0;QUEDA;2825,0;575,0;2825,0;-2000,0;QUEDA;3200,0;575,0;3200,0;-3000,0;QUEDA;3350,0;575,0;3350,0;-1850,0;QUEDA;3350,0;1050,0;3350,0;-50,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=2.4716>=1.8064 | pre60_volume_vel_s=2.5389>=1.8901 | pre5_trades_var=53.0000>=10.0000 | pre5_volume_var=54.0000>=12.0000 | pre5_ticks_var=959.0000>=275.0000 | pre5_amplitude_pts=900.0000>=250.0000 | pre15_ask_size_medio=1.7339>=1.4930;2026-07-13;7;2026-07-13 04:00:00;2026-07-13 04:11:50;53
2026-07-13 04:16:15;2,8149685955066066;2,973310579003853;68,0;72,0;583,0;975,0;1,8941176470588235;29671,5;QUEDA;1325,0;0,0;1325,0;-1200,0;QUEDA;1750,0;0,0;1750,0;-1550,0;QUEDA;2200,0;0,0;2200,0;-1850,0;QUEDA;3050,0;0,0;3050,0;-2500,0;QUEDA;3275,0;0,0;3275,0;-1900,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=2.8150>=1.8064 | pre60_volume_vel_s=2.9733>=1.8901 | pre5_trades_var=68.0000>=10.0000 | pre5_volume_var=72.0000>=12.0000 | pre5_ticks_var=583.0000>=275.0000 | pre5_amplitude_pts=975.0000>=250.0000 | pre15_ask_size_medio=1.8941>=1.4930;2026-07-13;8;2026-07-13 04:15:30;2026-07-13 04:37:45;49
2026-07-13 04:43:20;1,8680401900685553;1,8680401900685553;58,0;58,0;151,0;575,0;1,8285714285714285;29657,75;ALTA;325,0;325,0;75,0;-75,0;ALTA;325,0;325,0;75,0;250,0;ALTA;325,0;325,0;150,0;125,0;QUEDA;750,0;475,0;750,0;-600,0;QUEDA;925,0;550,0;925,0;-700,0;True;1,806442979961864;False;1,890074599404543;True;10,0;True;12,0;False;275,0;True;250,0;True;1,4929577464788732;5;True;pre60_trades_vel_s=1.8680>=1.8064 | pre5_trades_var=58.0000>=10.0000 | pre5_volume_var=58.0000>=12.0000 | pre5_amplitude_pts=575.0000>=250.0000 | pre15_ask_size_medio=1.8286>=1.4930;2026-07-13;9;2026-07-13 04:43:20;2026-07-13 04:43:20;1
2026-07-13 05:00:10;2,1306333946955753;2,232903797640963;30,0;35,0;1037,0;950,0;1,6363636363636365;29664,75;QUEDA;450,0;175,0;450,0;0,0;QUEDA;450,0;300,0;450,0;275,0;ALTA;1250,0;1250,0;450,0;1025,0;ALTA;1275,0;1275,0;450,0;650,0;ALTA;1400,0;1400,0;450,0;425,0;True;1,806442979961864;True;1,890074599404543;True;10,0;True;12,0;True;275,0;True;250,0;True;1,4929577464788732;7;True;pre60_trades_vel_s=2.1306>=1.8064 | pre60_volume_vel_s=2.2329>=1.8901 | pre5_trades_var=30.0000>=10.0000 | pre5_volume_var=35.0000>=12.0000 | pre5_ticks_var=1037.0000>=275.0000 | pre5_amplitude_pts=950.0000>=250.0000 | pre15_ask_size_medio=1.6364>=1.4930;2026-07-13;10;2026-07-13 05:00:00;2026-07-13 05:33:40;143
