gene_id,gene_key,family,description,value_type,source_plugin,rule_version,signature,status_elegibilidade,motivo_elegibilidade,historias_total,historias_com_gene,historias_sem_gene,gain_com_gene,stop_com_gene,gain_sem_gene,stop_sem_gene,cobertura_pct,taxa_gain_gene_pct,taxa_gain_base_pct,lift_gain,leverage,conviction,entropia_alvo,information_gain,mutual_information,odds_ratio,fisher_p,chi2,chi2_p,phi_mcc,bayes_media_pct,bayes_ic_inferior_pct,bayes_ic_superior_pct,bootstrap_media_pct,bootstrap_ic_inferior_pct,bootstrap_ic_superior_pct,bootstrap_desvio_pp,candidate_id,rank_cientifico,indice_candidato_0_100,faixa_evidencia,status_lab16i4,dna_count,nucleus_count,mean_reconstruction_score,max_reconstruction_score,global_role,status_lab16i5
GENE_594503662151,COMPRIMENTO_SEQ_2,COMPRIMENTO_SEQ_2,Gene extraído por sequence; origem=sequencia.,NUMERIC,sequence,16I1_v1.0.0,cb4702e245687255cc9298325190f8fadad8871ee2650f924db147ac88c1965b,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,304,524,89,215,175,349,36.7149758454,29.2763157895,31.884057971,0.918211722488,-0.00957431912063,0.963127738456,0.903116172157,0.00131920554225,0.00131920554225,0.825541528239,0.245949060771,1.50410993575,0.220040062525,-0.0426210968115,29.4117647059,24.447036798,34.6313943837,29.2282894737,24.6710526316,34.2105263158,2.56544168332,CGENE_52C15190A328,212,60.5638693271,FAIXA_EVIDENCIA_MODERADA,CANDIDATO_CIENTIFICO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_6CC330E32ED1,COMPRIMENTO_SEQ_3,COMPRIMENTO_SEQ_3,Gene extraído por sequence; origem=sequencia.,NUMERIC,sequence,16I1_v1.0.0,39cc778221a4c23140d54d85fc02a4e9b4cd33f1399e601510b1052cb544b3d2,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,568,260,170,398,94,166,68.5990338164,29.9295774648,31.884057971,0.938700384123,-0.013407547434,0.972106911368,0.903116172157,0.00274052060495,0.00274052060495,0.754303432054,0.0776162595018,3.18160055408,0.074471748745,-0.0619880048596,30,26.3095815719,33.8233526633,29.9642605634,26.2279929577,33.6267605634,1.90454566613,CGENE_9EA41F70661D,86,70.9272300469,FAIXA_EVIDENCIA_ALTA,CANDIDATO_CIENTIFICO,3,0,73.5924212102,74.878074078,GENE_SUPORTE_RECORRENTE,PARTICIPA_RECONSTRUCAO
GENE_3541726C5B8E,COMPRIMENTO_SEQ_4,COMPRIMENTO_SEQ_4,Gene extraído por sequence; origem=sequencia.,NUMERIC,sequence,16I1_v1.0.0,915f8ad2a981ff7ce12053c670c489b7ee1821a5d266724182bfd7dfc7e945c3,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,421,407,130,291,134,273,50.845410628,30.8788598575,31.884057971,0.968473331894,-0.00511097108451,0.9854574431,0.903116172157,0.000347124771794,0.000347124771794,0.910140021542,0.551089377704,0.398473088403,0.527878872909,-0.0219373583484,30.9692671395,26.6563042766,35.4526823637,30.8045130641,26.8408551069,35.1543942993,2.2284671819,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,4,0,64.1645964712,65.4030215608,GENE_SUPORTE_RECORRENTE,PARTICIPA_RECONSTRUCAO
GENE_61340A0C85C3,COMPRIMENTO_SEQ_5,COMPRIMENTO_SEQ_5,Gene extraído por sequence; origem=sequencia.,NUMERIC,sequence,16I1_v1.0.0,882befbaf7c9e3d475279a851be20d7e4107b3885fa13e88b58f7fc03e9757e1,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,180,648,53,127,211,437,21.7391304348,29.4444444444,31.884057971,0.923484848485,-0.00530350766646,0.965422800411,0.903116172157,0.000554828065464,0.000554828065464,0.864313169385,0.46986850221,0.630300343864,0.427245167212,-0.0275904385495,29.6703296703,23.2737652074,36.4900782028,29.5177777778,22.7777777778,36.1111111111,3.39943795364,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_9A3444B624C1,COMPRIMENTO_SEQ_6,COMPRIMENTO_SEQ_6,Gene extraído por sequence; origem=sequencia.,NUMERIC,sequence,16I1_v1.0.0,044037d9ccac52f3360afea0c392c168f63167a159f4b0ea15eb05aca2c74f77,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,97,731,25,72,239,492,11.7149758454,25.7731958763,31.884057971,0.808341143393,-0.00715886018343,0.91767310789,0.903116172157,0.00170178839979,0.00170178839979,0.714783821478,0.202019026988,1.88915374182,0.169297402068,-0.0477659569643,26.2626262626,18.1190623262,35.3142527777,25.6484536082,17.5257731959,34.0206185567,4.4388474721,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_2A1190BA3281,FAIXA_POS_00::AJUSTE_ESTRUTURA_ACELEROU_NEG,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,cb57bc0e099f3915d2ef20aced223bb5a6926b3f031c76945252c6872b510aac,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,173,655,66,107,198,457,20.8937198068,38.1502890173,31.884057971,1.19653179191,0.0130924875726,1.10131382907,0.903116172157,0.00336852834102,0.00336852834102,1.42367601246,0.0539565643781,3.95389917581,0.0467628946283,0.0691031153458,38.2857142857,31.2408162584,45.5842707112,38.0202312139,30.6358381503,45.0867052023,3.74896555122,CGENE_B30684DB69DC,37,77.9034624413,FAIXA_EVIDENCIA_ALTA,CANDIDATO_CIENTIFICO,3,3,73.8874783183,74.1060677356,GENE_NUCLEO_RECORRENTE,PARTICIPA_RECONSTRUCAO
GENE_25C5E9A20D56,FAIXA_POS_00::AJUSTE_ESTRUTURA_ACELEROU_POS,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,36e9047e8d9b00014a3e6458072b9d0e105b94658b700adbd1d3a4c8370f2719,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,151,677,46,105,218,459,18.2367149758,30.4635761589,31.884057971,0.955448524985,-0.00259049219352,0.979572118703,0.903116172157,0.000150428392999,0.000150428392999,0.922411533421,0.70052796187,0.171580375067,0.678711080792,-0.0143952309881,30.7189542484,23.6845720807,38.2307822386,30.6655629139,23.8410596026,38.4271523179,3.77590803157,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_25657B59BAC0,FAIXA_POS_00::AJUSTE_ESTRUTURA_CAIU,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,ab90b6a559c98d4f0b14f85279fd07586a684a0cce2d328b4abcd4c0a1029a7c,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,109,719,39,70,225,494,13.1642512077,35.7798165138,31.884057971,1.1221851543,0.00512847441014,1.06066252588,0.903116172157,0.000751320939359,0.000751320939359,1.22323809524,0.377839402263,0.877181877094,0.348974703978,0.0325484009175,36.036036036,27.4024223526,45.146374002,35.7266055046,26.6055045872,44.9541284404,4.49884559842,CGENE_317CAC6A0CEE,192,61.698943662,FAIXA_EVIDENCIA_MODERADA,CANDIDATO_CIENTIFICO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_ED9E92B3A295,FAIXA_POS_00::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,0b760d7bed8d0e859b4e763418c42e4288c8874520daa008bbda65d8f8b51b5c,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,128,700,33,95,231,469,15.4589371981,25.78125,31.884057971,0.80859375,-0.00943429251558,0.917772692601,0.903116172157,0.00233456320091,0.00233456320091,0.705263157895,0.121819642829,2.59644614362,0.107103639647,-0.0559982546271,26.1538461538,18.9938463154,34.0086111179,26.05,18.75,33.59375,3.91785875132,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_9DE8FF97A70B,FAIXA_POS_00::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,31e2f65b474e74c158da053ba13407d83370021d072e3fdacefae5bcf1219f6b,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,47,781,10,37,254,527,5.67632850242,21.2765957447,31.884057971,0.667311411992,-0.00602114401736,0.865256560909,0.903116172157,0.00240973292058,0.00240973292058,0.560757608002,0.145854564291,2.58153365569,0.108116863051,-0.0558372122348,22.4489795918,12.0330166826,34.9910240257,21.1936170213,10.6382978723,34.0425531915,5.9450045931,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_A658857870AE,FAIXA_POS_00::AJUSTE_ESTRUTURA_COMPRA_CAIU,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,f145e7173b1ce17c92049bd1b8f537232e01db917771e70eb829f87e08ed4159,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,70,758,16,54,248,510,8.45410628019,22.8571428571,31.884057971,0.716883116883,-0.0076314499755,0.882984433709,0.903116172157,0.002640436373,0.002640436373,0.609318996416,0.107419626155,2.86890079549,0.090306528769,-0.0588630277271,23.6111111111,14.6095481343,33.9998880464,22.9385714286,12.8571428571,32.8571428571,5.07663301954,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_26A3171494AD,FAIXA_POS_00::AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,bcbffe4230df0a2900a2b00c5fac52e9ed578e1db6997cd9a87725eae1b15dde,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,253,575,76,177,188,387,30.5555555556,30.0395256917,31.884057971,0.942148760331,-0.00563607085346,0.973634651601,0.903116172157,0.000500236020128,0.000500236020128,0.883880274071,0.467237291455,0.570733251275,0.449967688914,-0.0262543589957,30.1960784314,24.7253309395,35.9610600166,30.1802371542,24.9011857708,35.5830039526,2.89377911171,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_C771A09C2B54,FAIXA_POS_00::AJUSTE_ESTRUTURA_COMPRA_SUBIU,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,2cc7a6b7839986e7f670d0b133a242415595cf0bf8648e086954b8da39988238,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,43,785,11,32,253,532,5.19323671498,25.5813953488,31.884057971,0.802325581395,-0.00327312189316,0.915307971014,0.903116172157,0.00075041258031,0.00075041258031,0.722826086957,0.40513620459,0.829573554115,0.362395869258,-0.0316528107389,26.6666666667,14.9576843765,40.3380407736,25.7697674419,13.9534883721,39.5348837209,6.76936435248,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_FA767901DAFE,FAIXA_POS_00::AJUSTE_ESTRUTURA_ESTAVEL,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,92909e63ec9a732ecf468f590d2e543e7adef54a9a9462ae4bc8691aa5cb2164,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,151,677,37,114,227,450,18.2367149758,24.5033112583,31.884057971,0.76851294401,-0.0134600574109,0.902237477752,0.903116172157,0.00418987168271,0.00418987168271,0.643403663343,0.0336150177251,4.63230196219,0.0313754403817,-0.0747968420937,24.8366013072,18.3388405078,31.9572713747,24.5410596026,17.2185430464,31.7880794702,3.60616564843,CGENE_291C05510A23,245,58.1484741784,FAIXA_EVIDENCIA_BAIXA,CANDIDATO_CIENTIFICO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_23EFB7317B4A,FAIXA_POS_00::AJUSTE_ESTRUTURA_SUBIU,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,40052c2541288c70069238ba5be0494832f622d792e40715b7990e9e3a8fe86a,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,74,754,32,42,232,522,8.93719806763,43.2432432432,31.884057971,1.35626535627,0.0101519288665,1.20013802622,0.903116172157,0.00401844990406,0.00401844990406,1.71428571429,0.0358791468757,4.8279495088,0.0280019151199,0.0763600477651,43.4210526316,32.5467198016,54.6235289776,43.1864864865,32.4324324324,54.0540540541,5.61640700023,CGENE_873071B9FCAE,43,77.0422535211,FAIXA_EVIDENCIA_ALTA,CANDIDATO_CIENTIFICO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_F9FF310276CA,FAIXA_POS_00::AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,7f95d3fd76b116016306884a77818f2428c988eecf119d9720e7b80a9db7f36d,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,81,747,14,67,250,497,9.78260869565,17.2839506173,31.884057971,0.542087542088,-0.0142827137156,0.823491239455,0.903116172157,0.0084790332248,0.0084790332248,0.415402985075,0.00248470836833,8.81220303522,0.00299222533132,-0.103163740185,18.0722891566,10.6155143457,26.9836189871,17.3259259259,8.64197530864,25.9259259259,4.31199117116,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_DEC8E809142F,FAIXA_POS_00::AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,ccf5f165f9a2aae2552a1a393ecfa25a0f868ca938c73f376cdb54a613edcce1,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,104,724,37,67,227,497,12.5603864734,35.5769230769,31.884057971,1.11582167832,0.00463838129245,1.05732208523,0.903116172157,0.000640107694941,0.000640107694941,1.20908672497,0.430948065462,0.746843559931,0.387477422118,0.0300330647081,35.8490566038,27.0364921058,45.1675170172,35.5971153846,25.9615384615,44.2307692308,4.75188591318,CGENE_E72FF4551FE7,226,59.7706377152,FAIXA_EVIDENCIA_BAIXA,CANDIDATO_CIENTIFICO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_0ADA204D4834,FAIXA_POS_00::AJUSTE_ESTRUTURA_VENDA_CAIU,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,3c2c4db7dd738bff5b276221694380b2f628da94ed00a53ad398c004df3c64d0,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,80,748,24,56,240,508,9.66183574879,30,31.884057971,0.940909090909,-0.00182034586571,0.973084886128,0.903116172157,0.000127326615685,0.000127326615685,0.907142857143,0.800921282222,0.144738774708,0.703614748716,-0.0132213949137,30.487804878,21.068235438,40.8088251454,30.0825,20,40,5.11926758928,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_DC651C549B08,FAIXA_POS_00::AJUSTE_ESTRUTURA_VENDA_ESTAVEL,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,c416f54244180814a32b841182b0ec3d438c03df02e602ab877846b3a5e2813e,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,78,750,23,55,241,509,9.42028985507,29.4871794872,31.884057971,0.924825174825,-0.00225792900651,0.966007905138,0.903116172157,0.000200950911014,0.000200950911014,0.883213881554,0.702547348657,0.227789317066,0.633167883456,-0.0165863760615,30,20.528969698,40.4180728731,29.3564102564,19.2307692308,39.7435897436,5.04794551707,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_E94F65ED505A,FAIXA_POS_00::AJUSTE_ESTRUTURA_VENDA_SUBIU,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,7cf935d97ba21c96f4cb7afae46b4284b63434fb2e5678b15d6f3216468583e8,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,30,798,9,21,255,543,3.6231884058,30,31.884057971,0.940909090909,-0.000682629699643,0.973084886128,0.903116172157,4.47891791236e-05,4.47891791236e-05,0.912605042017,1,0.0508762234406,0.821545534165,-0.00783866789067,31.25,16.6823637423,48.0360658229,29.76,13.3333333333,43.4166666667,7.9906629975,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_4E35508DA002,FAIXA_POS_00::CAMPANHA_ENTRADAS_ACELEROU_NEG,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,ae8d94f5fc9bd53e77f8b6e9119591b9c670f2b298b264876eb91f0adf6c6348,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,31,797,8,23,256,541,3.74396135266,25.8064516129,31.884057971,0.809384164223,-0.00227543233214,0.918084436043,0.903116172157,0.00049501752791,0.00049501752791,0.735054347826,0.557972843376,0.547742560214,0.459241552593,-0.0257201250226,27.2727272727,13.7456903296,43.4049374922,25.7387096774,12.9032258065,41.935483871,8.05599278347,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_B15BAFD9F23B,FAIXA_POS_00::CAMPANHA_ENTRADAS_ACELEROU_POS,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,860980db054b6eb430f3e5107b2d10105371bc40be74abc96be416a7a2584a22,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,16,812,6,10,258,554,1.93236714976,37.5,31.884057971,1.17613636364,0.00108520618918,1.08985507246,0.903116172157,0.000200813569055,0.000200813569055,1.28837209302,0.59852817442,0.236928423741,0.626433424267,0.0169158339818,38.8888888889,18.4436961784,61.6716336557,37.25,12.5,62.5,11.8189069529,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_BC88F590642A,FAIXA_POS_00::CAMPANHA_ENTRADAS_CAIU,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,da947a7a2441de1e4650f860f7448d71c331e1f00a94d0902c14589839d7c682,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,40,788,6,34,258,530,4.8309178744,15,31.884057971,0.470454545455,-0.00815654974445,0.80136402387,0.903116172157,0.00546631368793,0.00546631368793,0.362517099863,0.0224722369111,5.51690394604,0.0188335625469,-0.0816267570779,16.6666666667,7.15152881523,29.1730488017,15.0875,5,27.5,5.65071006815,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_BE0D5B41C9F4,FAIXA_POS_00::CAMPANHA_ENTRADAS_ESTAVEL,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,88704f91138ca834c4fb479e53287ca57890cbf99311ea2be65aff108559914b,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,11,817,2,9,262,555,1.32850241546,18.1818181818,31.884057971,0.570247933884,-0.00182034586571,0.832528180354,0.903116172157,0.000928030879763,0.000928030879763,0.470737913486,0.517247931333,0.963744105767,0.326245352349,-0.0341165964997,23.0769230769,5.4860644528,48.4137748686,17.7181818182,0,45.4545454545,11.7412427963,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_69A6DB6A6EEA,FAIXA_POS_00::CONFIRMACOES_CANDIDATA_ACELEROU_POS,FAIXA_POS_00,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,6c91155e2f246795ffbb8a9a18dfdf6a08e0420e217cc76883e94524716ab470,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,8,820,1,7,263,557,0.966183574879,12.5,31.884057971,0.392045454545,-0.00187285584261,0.778467908903,0.903116172157,0.00143460959916,0.00143460959916,0.302552960348,0.447275135089,1.3975698212,0.237130885865,-0.0410838929203,20,2.81449734779,48.2496514917,13.15,0,37.5,11.8861802645,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_8C42520A1F3B,FAIXA_POS_02::AJUSTE_ESTRUTURA_CAIU,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,d7f9d30e263b32e16b52c67711841cea1070cdd61a36db95c5ebb5593cad2e11,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,36,792,11,25,253,539,4.34782608696,30.5555555556,31.884057971,0.958333333333,-0.000577609745852,0.980869565217,0.903116172157,2.68390840038e-05,2.68390840038e-05,0.937391304348,1,0.030585106383,0.861169225977,-0.00607770797908,31.5789473684,18.0138648052,46.9799534994,30.6333333333,16.6666666667,47.2222222222,7.69443887329,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_B4D6090B4021,FAIXA_POS_02::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,bc947111bfa4bd48f2ec061b811626bf858fb95435d61ac363dc6283a17007c4,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,31,797,15,16,249,548,3.74396135266,48.3870967742,31.884057971,1.51759530792,0.00617867394805,1.31974637681,0.903116172157,0.00329964124993,0.00329964124993,2.06325301205,0.0505975823068,4.03867767371,0.044468652445,0.069840031792,48.4848484848,31.8874964234,65.2563190714,48.6322580645,32.2580645161,64.5161290323,8.96748198274,CGENE_1B4893D8A5A4,72,72.2672143975,FAIXA_EVIDENCIA_ALTA,CANDIDATO_CIENTIFICO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_190442A147CD,FAIXA_POS_02::AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,1e7ee2837df8bb3f44b0880b80d20df7c3a25b7de396302fc13faae6a24617b8,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,60,768,10,50,254,514,7.24637681159,16.6666666667,31.884057971,0.522727272727,-0.0110270951481,0.817391304348,0.903116172157,0.00669634470885,0.00669634470885,0.404724409449,0.00908659892219,6.89728904739,0.0086326555866,-0.091269158186,17.7419354839,9.36097697943,28.0885045727,16.725,8.33333333333,26.6666666667,4.93810398656,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_CD95ECE84785,FAIXA_POS_02::AJUSTE_ESTRUTURA_COMPRA_CAIU,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,e326acc2a760b3bb4a8b864e5123232dbc85d595e840df63093b7e72f07395ba,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,59,769,15,44,249,520,7.12560386473,25.4237288136,31.884057971,0.797380585516,-0.00460337464118,0.913372859025,0.903116172157,0.00110452621354,0.00110452621354,0.711938663746,0.31165707738,1.22079556693,0.269204578187,-0.0383977965686,26.2295081967,16.074645159,37.859635548,25.5830508475,13.5593220339,37.2881355932,5.88827152474,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_94F48F1C56EE,FAIXA_POS_02::AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,cbcdc59df6fb744a19b4ad78777298c6829181a7e3920be95868449ac121cbb0,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,4,824,0,4,264,560,0.48309178744,0,31.884057971,0,-0.0015402926556,0.68115942029,0.903116172157,0.00268392892117,0.00268392892117,0,0.312668023054,1.88142945672,0.170171769573,-0.0476682053152,16.6666666667,0.505076337947,52.1823750105,0,0,0,0,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_7D245BAB0F39,FAIXA_POS_02::AJUSTE_ESTRUTURA_COMPRA_SUBIU,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,04f415a0946f5f0389d86f8c026583abf9f90931793d42bb6d2803ea3de53754,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,49,779,11,38,253,526,5.91787439614,22.4489795918,31.884057971,0.704081632653,-0.00558356087657,0.878337147216,0.903116172157,0.00197417837619,0.00197417837619,0.601830663616,0.157703396815,2.13480212504,0.143989041108,-0.0507766032345,23.5294117647,13.0609916197,35.9611888566,22.4673469388,12.2448979592,34.693877551,5.90402494675,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_CABAAEAD1771,FAIXA_POS_02::AJUSTE_ESTRUTURA_ESTAVEL,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,5be0d3658d4421363e2436afe204fd8a798fa36fa7d4dc5bbcb65a8cf04cef34,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,12,816,2,10,262,554,1.44927536232,16.6666666667,31.884057971,0.522727272727,-0.00220541902962,0.817391304348,0.903116172157,0.00126911694617,0.00126911694617,0.422900763359,0.356664076721,1.29831323245,0.254521561092,-0.03959812054,21.4285714286,5.03810734912,45.4471055677,16.375,0,41.6666666667,10.4327953214,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
GENE_3B3B0099B75A,FAIXA_POS_02::AJUSTE_ESTRUTURA_SUBIU,FAIXA_POS_02,Gene extraído por sequence; origem=sequencia.,CATEGORICAL,sequence,16I1_v1.0.0,75fa36c53a3352d817c32d0721e8ca6cea085bedd43163847f059851861e69e6,ELEGIVEL_MEDICAO,Sem indicador direto de vazamento,828,9,819,4,5,260,559,1.08695652174,44.4444444444,31.884057971,1.39393939394,0.00136525939929,1.22608695652,0.903116172157,0.000545351703021,0.000545351703021,1.72,0.476928207653,0.660956065211,0.416222619111,0.0282534266489,45.4545454545,18.7086028447,73.7621923393,44.5333333333,11.1111111111,77.7777777778,16.8443646811,,,,,NAO_PRIORIZADO_NESTA_EXECUCAO,,,,,,NAO_PARTICIPA_RECONSTRUCAO
