regra_bloqueio,componentes,variaveis,validacao_temporal,score_rank,treino_trades_base,treino_trades_bloqueados,treino_losses_evitados,treino_gains_perdidos,treino_resultado_base,treino_resultado_novo,treino_melhoria_resultado,treino_pf_base,treino_pf_novo,treino_melhoria_pf,treino_dd_base,treino_dd_novo,treino_reducao_dd,treino_expectancia_nova,treino_winrate_novo,teste_trades_base,teste_trades_bloqueados,teste_losses_evitados,teste_gains_perdidos,teste_resultado_base,teste_resultado_novo,teste_melhoria_resultado,teste_pf_base,teste_pf_novo,teste_melhoria_pf,teste_dd_base,teste_dd_novo,teste_reducao_dd,teste_expectancia_nova,teste_winrate_novo,estabilidade_resultado,saldo_eventos_teste
(13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.61612943) E (13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct >= 80.334631),2,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta | 13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct,True,3919.2727272718303,144,27,15,12,-2239.9999999928696,2080.000000006112,4319.999999998981,0.9562500000001393,1.0530612244899518,0.0968112244898125,18159.999999996944,11839.999999997235,6319.999999999709,17.777777777830014,58.119658119658126,63,12,7,5,9520.000000003347,12000.00000000291,2479.9999999995634,1.540909090909281,2.0000000000002425,0.4590909090909614,5439.999999999418,4319.999999999709,1119.999999999709,235.29411764711588,70.58823529411765,2479.9999999995634,2
