variavel,elegivel_regra,motivo
07_bloqueios_auditoria_completa__post60__f_aceleracao__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_delta__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_delta__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_delta__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_delta__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_saldo__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_saldo__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_saldo__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_saldo__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_score__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_score__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_score__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_score__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_spread__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_spread__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_spread__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_spread__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_velocidade__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_velocidade__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_velocidade__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__f_velocidade__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_compra__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_compra__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_compra__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_compra__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_venda__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_venda__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_venda__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__rompimento_venda__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__saldo30__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__saldo30__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__saldo30__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__saldo30__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_base_dna__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_base_dna__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_base_dna__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_base_dna__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra_base__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra_base__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra_base__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_compra_base__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_oposto__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_oposto__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_oposto__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_oposto__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_spread__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_spread__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_spread__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_spread__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda_base__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda_base__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda_base__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__score_venda_base__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__base__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__base__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__base__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__base__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__continuidade_2s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__continuidade_2s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__continuidade_2s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__continuidade_2s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__desloc_60s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_alta_60s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__max_baixa_60s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_contra_60s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__mov_favor_60s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco_2__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco_2__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco_2__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__preco_2__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_compra_ok__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_compra_ok__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_compra_ok__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_compra_ok__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_ok__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_ok__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_ok__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_ok__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_venda_ok__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_venda_ok__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_venda_ok__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__qtd_hard_gates_venda_ok__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__ref__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__ref__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__ref__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__ref__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__vel15__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__vel15__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__vel15__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post60__vel15__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__aceleracao__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__aceleracao__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__aceleracao__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__aceleracao__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_compra__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_compra__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_compra__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_compra__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_venda__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_venda__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_venda__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__ajuste_estrutura_venda__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__campanha_entradas__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__campanha_entradas__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__campanha_entradas__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__campanha_entradas__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__delta30__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__delta30__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__delta30__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__delta30__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__diferenca_score__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__diferenca_score__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__diferenca_score__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__diferenca_score__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_aceleracao__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_aceleracao__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_aceleracao__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_aceleracao__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_delta__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_delta__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_delta__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_delta__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_saldo__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_saldo__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_saldo__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_saldo__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_score__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_score__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_score__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_score__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_spread__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_spread__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_spread__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_spread__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_velocidade__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_velocidade__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_velocidade__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__f_velocidade__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_compra__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_compra__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_compra__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_compra__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_venda__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_venda__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_venda__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__rompimento_venda__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__saldo30__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__saldo30__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__saldo30__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__saldo30__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_base_dna__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_base_dna__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_base_dna__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_base_dna__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra_base__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra_base__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra_base__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_compra_base__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_oposto__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_oposto__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_oposto__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_oposto__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_spread__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_spread__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_spread__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_spread__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda_base__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda_base__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda_base__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__score_venda_base__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__base__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__base__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__base__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__base__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__continuidade_2s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__continuidade_2s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__continuidade_2s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__continuidade_2s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__desloc_60s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_alta_60s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_120s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_120s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_120s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_120s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_30s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_30s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_30s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_30s__range,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_60s__delta,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_60s__min,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_60s__max,False,FUTURO_OU_RESULTADO
07_bloqueios_auditoria_completa__post15__max_baixa_60s__range,False,FUTURO_OU_RESULTADO
