regra_bloqueio,componentes,variaveis,validacao_temporal,score_rank,treino_trades_base,treino_trades_bloqueados,treino_losses_evitados,treino_gains_perdidos,treino_resultado_base,treino_resultado_novo,treino_melhoria_resultado,treino_pf_base,treino_pf_novo,treino_melhoria_pf,treino_dd_base,treino_dd_novo,treino_reducao_dd,treino_expectancia_nova,treino_winrate_novo,teste_trades_base,teste_trades_bloqueados,teste_losses_evitados,teste_gains_perdidos,teste_resultado_base,teste_resultado_novo,teste_melhoria_resultado,teste_pf_base,teste_pf_novo,teste_melhoria_pf,teste_dd_base,teste_dd_novo,teste_reducao_dd,teste_expectancia_nova,teste_winrate_novo,estabilidade_resultado,saldo_eventos_teste,tipo_regra,candidata_conservadora
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct >= 80.334631,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct,True,4115.272727271779,144,29,16,13,-2239.9999999928696,2640.0000000059663,4879.999999998836,0.9562500000001393,1.0687500000001553,0.11250000000001603,18159.999999996944,11279.99999999738,6879.999999999563,22.956521739182314,58.26086956521739,63,12,7,5,9520.000000003347,12000.00000000291,2479.9999999995634,1.540909090909281,2.0000000000002425,0.4590909090909614,5439.999999999418,4319.999999999709,1119.999999999709,235.29411764711588,70.58823529411765,2479.9999999995634,2,SIMPLES,True
(13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.61612943) E (13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct >= 80.334631),2,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta | 13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct,True,3919.2727272718303,144,27,15,12,-2239.9999999928696,2080.000000006112,4319.999999998981,0.9562500000001393,1.0530612244899518,0.0968112244898125,18159.999999996944,11839.999999997235,6319.999999999709,17.777777777830014,58.119658119658126,63,12,7,5,9520.000000003347,12000.00000000291,2479.9999999995634,1.540909090909281,2.0000000000002425,0.4590909090909614,5439.999999999418,4319.999999999709,1119.999999999709,235.29411764711588,70.58823529411765,2479.9999999995634,2,COMBINADA,True
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.61612943,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta,True,3415.2727272717793,144,29,15,14,-2239.9999999928696,640.0000000059663,2879.999999998836,0.9562500000001393,1.0163265306123972,0.06007653061225793,18159.999999996944,11839.999999997235,6319.999999999709,5.565217391356229,57.391304347826086,63,12,7,5,9520.000000003347,12000.00000000291,2479.9999999995634,1.540909090909281,2.0000000000002425,0.4590909090909614,5439.999999999418,4319.999999999709,1119.999999999709,235.29411764711588,70.58823529411765,2479.9999999995634,2,SIMPLES,True
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__repique_min >= 0.16557971,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__repique_min,True,1219.272727272437,144,15,9,6,-2239.9999999928696,640.0000000066939,2879.9999999995634,0.9562500000001393,1.0145454545456067,0.05829545454546747,18159.999999996944,16879.99999999738,1279.9999999995634,4.96124031012941,57.36434108527132,63,4,2,2,9520.000000003347,9680.000000003201,159.99999999985448,1.540909090909281,1.6050000000002,0.06409090909091897,5439.999999999418,4639.999999999418,800.0,164.06779661022375,66.10169491525424,159.99999999985448,0,SIMPLES,True
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__std >= 0.13293458,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__std,False,3553.55844155654,144,72,30,42,-2239.9999999928696,-2719.9999999967986,-480.000000003929,0.9562500000001393,0.9000000000001177,-0.05625000000002156,18159.999999996944,9759.9999999984,8399.999999998545,-37.77777777773331,52.77777777777778,63,13,8,5,9520.000000003347,12800.00000000291,3279.9999999995634,1.540909090909281,2.1428571428574026,0.6019480519481215,5439.999999999418,3519.999999999709,1919.999999999709,256.0000000000582,72.0,-480.000000003929,3,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct >= 99.581129,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct,False,3262.2727272719203,144,15,7,8,-2239.9999999928696,-1439.9999999935972,799.9999999992724,0.9562500000001393,0.9684210526317194,0.012171052631580137,18159.999999996944,15039.999999997235,3119.999999999709,-11.162790697624784,55.81395348837209,63,10,6,4,9520.000000003347,12400.00000000291,2879.9999999995634,1.540909090909281,1.9687500000002274,0.4278409090909463,5439.999999999418,4319.999999999709,1119.999999999709,233.96226415099832,69.81132075471697,799.9999999992724,2,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__delta <= -0.25,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__delta,False,3137.9393939388156,144,17,7,10,-2239.9999999928696,5.820766091346741e-09,2239.9999999986903,0.9562500000001393,1.0000000000001277,0.04374999999998841,18159.999999996944,18719.999999997526,-560.0000000005821,4.583280386887198e-11,55.118110236220474,63,6,4,2,9520.000000003347,11280.000000003201,1759.9999999998545,1.540909090909281,1.7833333333335557,0.24242424242427463,5439.999999999418,3839.999999999418,1600.0,197.89473684216142,68.42105263157895,1759.9999999998545,2,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.71244615,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta,False,3127.2727272721263,144,15,7,8,-2239.9999999928696,-1439.9999999935972,799.9999999992724,0.9562500000001393,0.9684210526317194,0.012171052631580137,18159.999999996944,15039.999999997235,3119.999999999709,-11.162790697624784,55.81395348837209,63,6,4,2,9520.000000003347,12240.000000003056,2719.999999999709,1.540909090909281,1.8500000000002121,0.30909090909093107,5439.999999999418,4879.999999999563,559.9999999998545,214.73684210531678,68.42105263157895,799.9999999992724,2,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct >= 33.803195,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct,False,3020.9870129836936,144,72,36,36,-2239.9999999928696,5440.0000000037835,7679.999999996653,0.9562500000001393,1.2428571428573119,0.2866071428571726,18159.999999996944,3519.9999999982538,14639.99999999869,75.55555555560811,61.111111111111114,63,35,15,20,9520.000000003347,10960.00000000131,1439.9999999979627,1.540909090909281,2.957142857143091,1.4162337662338098,5439.999999999418,1919.999999999709,3519.999999999709,391.4285714286182,75.0,1439.9999999979627,-5,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__first >= 0.15190476,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__first,False,2558.5668449189625,144,29,16,13,-2239.9999999928696,5520.00000000553,7759.999999998399,0.9562500000001393,1.143750000000144,0.18750000000000466,18159.999999996944,15039.999999997963,3119.9999999989814,48.00000000004808,58.26086956521739,63,10,5,5,9520.000000003347,9440.000000003056,-80.00000000029104,1.540909090909281,1.6941176470590482,0.15320855614976714,5439.999999999418,3839.999999999418,1600.0,178.11320754722746,67.9245283018868,-80.00000000029104,0,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct >= 42.902164,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct,False,2090.54545454296,144,58,31,27,-2239.9999999928696,5520.000000004802,7759.999999997672,0.9562500000001393,1.209090909091091,0.2528409090909518,18159.999999996944,4479.999999998108,13679.999999998836,64.18604651168374,61.627906976744185,63,27,11,16,9520.000000003347,10640.0000000016,1119.9999999982538,1.540909090909281,2.209090909091091,0.66818181818181,5439.999999999418,3599.9999999992724,1840.0000000001455,295.5555555556,69.44444444444444,1119.9999999982538,-5,SIMPLES,False
13a_features_tempo_real__last__pre_30s_spread_minimo >= 1.0729167,1,13a_features_tempo_real__last__pre_30s_spread_minimo,False,1860.2727272709217,144,72,32,40,-2239.9999999928696,-2559.9999999962165,-320.00000000334694,0.9562500000001393,0.9000000000001478,-0.056249999999991473,18159.999999996944,9759.999999999127,8399.999999997817,-35.555555555503005,55.55555555555556,63,12,6,6,9520.000000003347,10960.000000002765,1439.999999999418,1.540909090909281,1.856250000000216,0.31534090909093493,5439.999999999418,2479.9999999995634,2959.9999999998545,214.90196078436793,68.62745098039215,-320.00000000334694,0,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.40870072,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta,False,1844.7272727244954,144,58,31,27,-2239.9999999928696,6480.000000004657,8719.999999997526,0.9562500000001393,1.245454545454722,0.28920454545458263,18159.999999996944,5279.999999998108,12879.999999998836,75.34883720935647,61.627906976744185,63,28,11,17,9520.000000003347,10400.000000001455,879.9999999981083,1.540909090909281,2.1818181818183473,0.6409090909090662,5439.999999999418,3839.999999999418,1600.0,297.1428571428987,68.57142857142857,879.9999999981083,-6,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__slope >= 0.010419813,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__slope,False,1787.2727272725388,144,14,6,8,-2239.9999999928696,-3199.9999999934516,-960.0000000005821,0.9562500000001393,0.9310344827587618,-0.025215517241377494,18159.999999996944,17039.999999997235,1119.999999999709,-24.615384615334243,55.38461538461539,63,2,2,0,9520.000000003347,11120.000000003347,1600.0,1.540909090909281,1.6950000000002092,0.15409090909092815,5439.999999999418,4639.999999999418,800.0,182.29508196726798,67.21311475409836,-960.0000000005821,2,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__first >= 0.25,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__first,False,1671.272727272149,144,17,7,10,-2239.9999999928696,5.820766091346741e-09,2239.9999999986903,0.9562500000001393,1.0000000000001277,0.04374999999998841,18159.999999996944,18719.999999997526,-560.0000000005821,4.583280386887198e-11,55.118110236220474,63,7,4,3,9520.000000003347,10080.000000003201,559.9999999998545,1.540909090909281,1.7000000000002222,0.15909090909094115,5439.999999999418,3839.999999999418,1600.0,180.00000000005716,67.85714285714286,559.9999999998545,1,SIMPLES,False
13a_features_tempo_real__last__pre_15s_spread_minimo >= 1.1583333,1,13a_features_tempo_real__last__pre_15s_spread_minimo,False,1608.91978609439,144,72,33,39,-2239.9999999928696,400.000000003638,2639.9999999965075,0.9562500000001393,1.0161290322582113,0.05987903225807201,18159.999999996944,8719.999999998981,9439.999999997963,5.555555555606083,56.94444444444444,63,11,5,6,9520.000000003347,10160.000000002765,639.9999999994179,1.540909090909281,1.7470588235296152,0.2061497326203341,5439.999999999418,3279.9999999995634,2159.9999999998545,195.38461538466856,67.3076923076923,639.9999999994179,-1,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__dist_media <= 0.31478893,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__dist_media,False,1450.7012986998234,144,48,20,28,-2239.9999999928696,-3519.9999999953434,-1280.0000000024738,0.9562500000001393,0.9000000000001322,-0.05625000000000702,18159.999999996944,15039.99999999869,3119.9999999982538,-36.66666666661816,54.166666666666664,63,15,8,7,9520.000000003347,11360.000000002765,1839.999999999418,1.540909090909281,2.014285714285961,0.4733766233766801,5439.999999999418,3279.9999999995634,2159.9999999998545,236.66666666672427,70.83333333333334,-1280.0000000024738,1,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__delta <= -0.125,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__delta,False,1438.5668449189625,144,30,15,15,-2239.9999999928696,2320.0000000055297,4559.999999998399,0.9562500000001393,1.0591836734695288,0.10293367346938953,18159.999999996944,16159.999999997672,1999.9999999992724,20.350877193030964,57.01754385964912,63,10,5,5,9520.000000003347,9440.000000003056,-80.00000000029104,1.540909090909281,1.6941176470590482,0.15320855614976714,5439.999999999418,3839.999999999418,1600.0,178.11320754722746,67.9245283018868,-80.00000000029104,0,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct >= 57.737779,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__ret_pct,False,1436.5034965017298,144,48,25,23,-2239.9999999928696,4560.000000004948,6799.999999997817,0.9562500000001393,1.1461538461540048,0.18990384615386557,18159.999999996944,7679.999999997381,10479.999999999563,47.500000000051536,59.375,63,21,9,12,9520.000000003347,10000.000000002183,479.99999999883585,1.540909090909281,1.9615384615386715,0.42062937062939043,5439.999999999418,4159.999999999127,1280.000000000291,238.09523809529006,69.04761904761905,479.99999999883585,-3,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.3520754,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta,False,1429.272727269581,144,72,36,36,-2239.9999999928696,4480.000000003929,6719.999999996799,0.9562500000001393,1.2000000000001754,0.2437500000000361,18159.999999996944,3679.9999999981083,14479.999999998836,62.22222222227679,61.111111111111114,63,34,14,20,9520.000000003347,10160.00000000131,639.9999999979627,1.540909090909281,2.5875000000002046,1.0465909090909236,5439.999999999418,2239.999999999418,3200.0,350.34482758625205,72.41379310344827,639.9999999979627,-6,SIMPLES,False
13a_features_tempo_real__window__n <= 3,1,13a_features_tempo_real__window__n,False,946.1298701294195,144,16,9,7,-2239.9999999928696,2320.0000000062573,4559.999999999127,0.9562500000001393,1.0527272727274148,0.09647727272727558,18159.999999996944,16559.99999999767,1599.9999999992724,18.125000000048885,57.03125,63,3,1,2,9520.000000003347,8880.000000003201,-640.0000000001455,1.540909090909281,1.5285714285716192,-0.01233766233766187,5439.999999999418,4639.999999999418,800.0,148.00000000005335,65.0,-640.0000000001455,-1,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta >= 0.49037878,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__delta,False,794.9650349634248,144,48,24,24,-2239.9999999928696,2560.0000000049477,4799.999999997817,0.9562500000001393,1.0800000000001546,0.12375000000001535,18159.999999996944,8479.99999999738,9679.999999999563,26.666666666718204,58.333333333333336,63,20,9,11,9520.000000003347,10240.000000002328,719.9999999989814,1.540909090909281,1.9846153846156085,0.4437062937063274,5439.999999999418,4959.999999999127,480.00000000029104,238.13953488377507,69.76744186046511,719.9999999989814,-2,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__mean >= 0.08910018,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__mean,False,482.5454545426692,144,86,35,51,-2239.9999999928696,-3759.9999999976717,-1520.0000000048021,0.9562500000001393,0.837931034482859,-0.11831896551728027,18159.999999996944,7119.999999998981,11039.999999997963,-64.82758620685641,50.0,63,23,11,12,9520.000000003347,10640.000000002328,1119.9999999989814,1.540909090909281,2.2090909090911737,0.6681818181818926,5439.999999999418,1919.999999999709,3519.999999999709,266.0000000000582,72.5,-1520.0000000048021,-1,SIMPLES,False
13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__first >= 1.0052433,1,13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__first,False,284.44919785914817,144,86,40,46,-2239.9999999928696,-479.99999999665306,1759.9999999962165,0.9562500000001393,0.9750000000001743,0.018750000000035016,18159.999999996944,13519.999999998981,4639.999999997963,-8.275862068907811,58.620689655172406,63,11,5,6,9520.000000003347,9200.00000000291,-320.00000000043656,1.540909090909281,1.6764705882355082,0.13556149732622713,5439.999999999418,3279.9999999995634,2159.9999999998545,176.9230769231329,67.3076923076923,-320.00000000043656,-1,SIMPLES,False
13a_features_tempo_real__pre60__pre_15s_spread_medio__first >= 1.619765,1,13a_features_tempo_real__pre60__pre_15s_spread_medio__first,False,284.44919785914817,144,86,40,46,-2239.9999999928696,-479.99999999665306,1759.9999999962165,0.9562500000001393,0.9750000000001743,0.018750000000035016,18159.999999996944,13519.999999998981,4639.999999997963,-8.275862068907811,58.620689655172406,63,11,5,6,9520.000000003347,9200.00000000291,-320.00000000043656,1.540909090909281,1.6764705882355082,0.13556149732622713,5439.999999999418,3279.9999999995634,2159.9999999998545,176.9230769231329,67.3076923076923,-320.00000000043656,-1,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__std >= 0.10723647,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__std,False,244.36363636100987,144,86,34,52,-2239.9999999928696,-5759.999999997672,-3520.000000004802,0.9562500000001393,0.760000000000097,-0.19625000000004222,18159.999999996944,9999.999999997817,8159.999999999127,-99.31034482754606,48.275862068965516,63,22,11,11,9520.000000003347,10880.000000002474,1359.9999999991269,1.540909090909281,2.2363636363639174,0.6954545454546364,5439.999999999418,1919.999999999709,3519.999999999709,265.3658536585969,73.17073170731707,-3520.000000004802,0,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__slope >= 0.031041396,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__slope,False,239.2727272724369,144,14,7,7,-2239.9999999928696,-2159.999999993306,79.99999999956344,0.9562500000001393,0.9526315789475153,-0.003618421052623999,18159.999999996944,18159.999999996944,0.0,-16.615384615333124,56.15384615384615,63,4,2,2,9520.000000003347,9680.000000003201,159.99999999985448,1.540909090909281,1.6050000000002,0.06409090909091897,5439.999999999418,4639.999999999418,800.0,164.06779661022375,66.10169491525424,79.99999999956344,0,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__recuo_max <= -0.15104167,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__recuo_max,False,191.27272726869705,144,108,46,62,-2239.9999999928696,-2399.999999998545,-160.00000000567525,0.9562500000001393,0.8333333333334344,-0.12291666666670487,18159.999999996944,5199.999999998545,12959.9999999984,-66.66666666662624,50.0,63,38,17,21,9520.000000003347,10400.000000001455,879.9999999981083,1.540909090909281,3.600000000000364,2.0590909090910827,5439.999999999418,1600.0,3839.999999999418,416.0000000000582,80.0,-160.00000000567525,-4,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__mean >= 0.14866975,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__mean,False,160.95693779736303,144,48,20,28,-2239.9999999928696,-639.99999999578,1599.9999999970896,0.9562500000001393,0.9818181818183017,0.02556818181816245,18159.999999996944,12479.999999998108,5679.999999998836,-6.6666666666227075,54.166666666666664,63,8,3,5,9520.000000003347,9760.000000002765,239.99999999941792,1.540909090909281,1.6421052631580766,0.10119617224879551,5439.999999999418,4879.999999999563,559.9999999998545,177.45454545459572,65.45454545454545,239.99999999941792,-2,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__repique_min <= 0.55734444,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__repique_min,False,128.27272727191485,144,36,17,19,-2239.9999999928696,-879.9999999944703,1359.9999999983993,0.9562500000001393,0.9765957446809981,0.020345744680858813,18159.999999996944,15839.999999997963,2319.9999999989814,-8.148148148096947,56.481481481481474,63,12,6,6,9520.000000003347,9040.000000003056,-480.00000000029104,1.540909090909281,1.7062500000002387,0.16534090909095767,5439.999999999418,3039.999999999418,2400.0,177.25490196084422,68.62745098039215,-480.00000000029104,0,SIMPLES,False
13a_features_tempo_real__last__pre_15s_spread_minimo >= 1.25,1,13a_features_tempo_real__last__pre_15s_spread_minimo,False,120.60606060454211,144,63,28,35,-2239.9999999928696,-2639.99999999578,-400.0000000029104,0.9562500000001393,0.9083333333334799,-0.04791666666665939,18159.999999996944,11759.9999999984,6399.999999998545,-32.59259259254049,55.55555555555556,63,9,4,5,9520.000000003347,9600.00000000291,79.99999999956344,1.540909090909281,1.6666666666668688,0.12575757575758773,5439.999999999418,3279.9999999995634,2159.9999999998545,177.7777777778317,66.66666666666666,-400.0000000029104,-1,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__slope <= -0.006223393,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__slope,False,87.2727272722841,144,14,8,6,-2239.9999999928696,-159.99999999330612,2079.9999999995634,0.9562500000001393,0.9964285714287209,0.04017857142858161,18159.999999996944,14799.99999999709,3359.9999999998545,-1.2307692307177394,56.92307692307692,63,5,2,3,9520.000000003347,9440.000000003056,-80.00000000029104,1.540909090909281,1.590000000000191,0.04909090909090996,5439.999999999418,5439.999999999418,0.0,162.75862068970787,65.51724137931035,-80.00000000029104,-1,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__dist_media <= 0.28255158,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__dist_media,False,-17.43315508098658,144,36,17,19,-2239.9999999928696,-1839.9999999943248,399.9999999985448,0.9562500000001393,0.951063829787385,-0.005186170212754249,18159.999999996944,15679.999999998108,2479.999999998836,-17.03703703698449,56.481481481481474,63,10,5,5,9520.000000003347,9440.000000003056,-80.00000000029104,1.540909090909281,1.6941176470590482,0.15320855614976714,5439.999999999418,3839.999999999418,1600.0,178.11320754722746,67.9245283018868,-80.00000000029104,0,SIMPLES,False
13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__slope >= 0.0073168315,1,13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__slope,False,-99.01298701401947,144,43,15,28,-2239.9999999928696,-11359.999999994761,-9120.000000001892,0.9562500000001393,0.7102040816327867,-0.24604591836735257,18159.999999996944,15359.999999996217,2800.0000000007276,-112.4752475247006,51.48514851485149,63,13,8,5,9520.000000003347,11840.000000003056,2319.999999999709,1.540909090909281,2.05714285714313,0.516233766233849,5439.999999999418,2719.999999999709,2719.999999999709,236.80000000006112,72.0,-9120.000000001892,3,SIMPLES,False
13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__slope <= -0.01923502,1,13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__slope,False,-168.0000000002542,144,14,12,2,-2239.9999999928696,6880.000000006839,9119.999999999709,0.9562500000001393,1.1653846153847798,0.2091346153846405,18159.999999996944,13199.999999997817,4959.999999999127,52.923076923129535,60.0,63,3,0,3,9520.000000003347,6880.000000003201,-2640.0000000001455,1.540909090909281,1.3909090909092727,-0.15000000000000835,5439.999999999418,5439.999999999418,0.0,114.66666666672002,63.33333333333333,-2640.0000000001455,-3,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__dist_media <= -0.10216431,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__dist_media,False,-178.37433155248573,144,58,21,37,-2239.9999999928696,-8719.999999996071,-6480.000000003201,0.9562500000001393,0.7465116279070909,-0.20973837209304835,18159.999999996944,14959.999999996944,3200.0,-101.39534883716361,50.0,63,9,5,4,9520.000000003347,11600.00000000291,2079.9999999995634,1.540909090909281,1.8529411764708021,0.31203208556152107,5439.999999999418,4319.999999999709,1119.999999999709,214.8148148148687,68.51851851851852,-6480.000000003201,1,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__recuo_max <= -0.44464286,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__recuo_max,False,-215.3939393955079,144,58,21,37,-2239.9999999928696,-6799.999999996362,-4560.0000000034925,0.9562500000001393,0.8023255813954546,-0.15392441860468464,18159.999999996944,12719.999999998254,5439.99999999869,-79.06976744181816,50.0,63,7,4,3,9520.000000003347,11040.000000003056,1519.999999999709,1.540909090909281,1.7666666666668789,0.2257575757575978,5439.999999999418,4879.999999999563,559.9999999998545,197.1428571429117,67.85714285714286,-4560.0000000034925,1,SIMPLES,False
13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__recuo_max <= -0.010719709,1,13a_features_tempo_real__pre60__adv_ratio_volatilidade_close_pontos_15s_60s__recuo_max,False,-328.7272727292084,144,36,14,22,-2239.9999999928696,-3999.999999994907,-1760.0000000020373,0.9562500000001393,0.9000000000001274,-0.0562500000000119,18159.999999996944,16399.999999997817,1759.9999999991269,-37.03703703698988,53.70370370370371,63,18,8,10,9520.000000003347,10640.000000002328,1119.9999999989814,1.540909090909281,1.9500000000002078,0.4090909090909267,5439.999999999418,3759.9999999998545,1679.9999999995634,236.44444444449618,68.88888888888889,-1760.0000000020373,-2,SIMPLES,False
13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__dist_media <= -0.15324755,1,13a_features_tempo_real__pre60__adv_delta_spread_minimo_15s_30s__dist_media,False,-356.7272727283056,144,36,13,23,-2239.9999999928696,-4079.999999995198,-1840.0000000023283,0.9562500000001393,0.9000000000001177,-0.05625000000002156,18159.999999996944,14719.999999997526,3439.999999999418,-37.77777777773331,52.77777777777778,63,2,1,1,9520.000000003347,10080.000000003201,559.9999999998545,1.540909090909281,1.6000000000001906,0.05909090909090953,5439.999999999418,5679.999999999563,-240.00000000014552,165.24590163939675,65.57377049180327,-1840.0000000023283,0,SIMPLES,False
13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__slope >= 0.009259569,1,13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__slope,False,-392.727272728107,144,33,13,20,-2239.9999999928696,-6239.999999994325,-4000.000000001455,0.9562500000001393,0.8470588235295509,-0.1091911764705884,18159.999999996944,12959.999999997672,5199.999999999272,-56.21621621616509,54.054054054054056,63,11,6,5,9520.000000003347,10240.000000003056,719.999999999709,1.540909090909281,1.8000000000002387,0.25909090909095767,5439.999999999418,3279.9999999995634,2159.9999999998545,196.92307692313568,69.23076923076923,-4000.000000001455,1,SIMPLES,False
13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__first >= 1.5579196,1,13a_features_tempo_real__pre60__adv_z_pre_15s_spread_medio__first,False,-393.4545454553088,144,36,18,18,-2239.9999999928696,2080.000000005384,4319.999999998254,0.9562500000001393,1.056521739130581,0.10027173913044174,18159.999999996944,14799.999999997817,3359.999999999127,19.259259259309115,57.407407407407405,63,2,0,2,9520.000000003347,8080.000000003201,-1440.0000000001455,1.540909090909281,1.459090909091091,-0.08181818181819,5439.999999999418,5439.999999999418,0.0,132.45901639349512,63.934426229508205,-1440.0000000001455,-2,SIMPLES,False
13a_features_tempo_real__pre60__pre_15s_spread_medio__first >= 1.8707792,1,13a_features_tempo_real__pre60__pre_15s_spread_medio__first,False,-393.4545454553088,144,36,18,18,-2239.9999999928696,2080.000000005384,4319.999999998254,0.9562500000001393,1.056521739130581,0.10027173913044174,18159.999999996944,14799.999999997817,3359.999999999127,19.259259259309115,57.407407407407405,63,2,0,2,9520.000000003347,8080.000000003201,-1440.0000000001455,1.540909090909281,1.459090909091091,-0.08181818181819,5439.999999999418,5439.999999999418,0.0,132.45901639349512,63.934426229508205,-1440.0000000001455,-2,SIMPLES,False
