setup_id;cluster;lado;folds;folds_positivos;pct_folds_positivos;trades_validacao;resultado_validacao_pontos;expectancia_media;expectancia_mediana;pf_medio;pf_mediano;drawdown_medio;drawdown_maximo;pior_fold_pontos;melhor_fold_pontos;degradacao_expectancia_mediana;degradacao_pf_mediana;robustez_expanding
cc5d2ddbf8bcda79;4;VENDA;4;4;1,0;86;54800,0;644,3064182194616;642,0289855072464;999,0;999,0;0,0;0,0;8000,0;16600,0;0,9463370990696143;1,0;96,82674198139229
e652ca001dfdbb3e;4;VENDA;4;4;1,0;86;54800,0;644,3064182194616;642,0289855072464;999,0;999,0;0,0;0,0;8000,0;16600,0;0,9463370990696143;1,0;96,82674198139229
0db4d8020003f81c;4;COMPRA;4;4;1,0;85;51120,0;598,4935064935065;624,0;999,0;999,0;0,0;0,0;5280,0;24240,0;0,9493916022296367;1,0;96,73783204459274
87a3b6bec001cf4f;4;COMPRA;4;4;1,0;85;51120,0;598,4935064935065;624,0;999,0;999,0;0,0;0,0;5280,0;24240,0;0,9493916022296367;1,0;96,73783204459274
47e963b1eb52f769;0;VENDA;3;3;1,0;82;48480,0;558,1974448315912;605,7142857142857;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8977309044423137;1,0;95,25461808884627
02b18486938115ba;0;VENDA;3;3;1,0;82;48480,0;558,1974448315912;605,7142857142857;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8977309044423137;1,0;95,25461808884627
81748a71373770a9;0;VENDA;3;3;1,0;82;48480,0;558,1974448315912;605,7142857142857;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8977309044423137;1,0;95,25461808884627
78af679214bbd19e;0;VENDA;3;3;1,0;82;48480,0;558,1974448315912;605,7142857142857;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8977309044423137;1,0;95,25461808884627
7ef3880778a128fa;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
77b298d787e89f2a;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
bb98ad8fef80a6d0;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
8893c4ff3f17838b;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
bf2b599663ee7cb9;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
df36a4ab883430dc;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
289e148ca842543b;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
69eef64f340bf6a5;0;VENDA;3;3;1,0;83;48720,0;552,6563192904656;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;28080,0;0,8730933496034168;1,0;94,91186699206834
5283a7c6c04725f0;0;VENDA;3;3;1,0;82;48480,0;555,1826350799394;589,0909090909091;999,0;999,0;0,0;0,0;7440,0;28080,0;0,8659856996935649;1,0;94,6197139938713
0d446bcf70bce752;0;VENDA;3;3;1,0;82;48480,0;555,1826350799394;589,0909090909091;999,0;999,0;0,0;0,0;7440,0;28080,0;0,8659856996935649;1,0;94,6197139938713
28e222ef632de8e9;0;VENDA;3;3;1,0;81;47280,0;552,0559440559441;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;26640,0;0,866639055705115;1,0;94,4827811141023
3b285aafe58e6002;0;VENDA;3;3;1,0;81;47280,0;552,0559440559441;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;26640,0;0,866639055705115;1,0;94,4827811141023
73664f3eb41cf848;0;VENDA;3;3;1,0;81;47280,0;552,0559440559441;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;26640,0;0,866639055705115;1,0;94,4827811141023
4b3b251f63f176cf;0;VENDA;3;3;1,0;81;47280,0;552,0559440559441;589,0909090909091;999,0;999,0;0,0;0,0;7680,0;26640,0;0,866639055705115;1,0;94,4827811141023
a45dadc9e1e48346;0;VENDA;3;3;1,0;76;46080,0;570,9137709137709;605,7142857142857;999,0;999,0;0,0;0,0;7200,0;26160,0;0,8803986710963454;1,0;94,00797342192692
943ed761500dcdd8;0;VENDA;3;3;1,0;76;46080,0;570,9137709137709;605,7142857142857;999,0;999,0;0,0;0,0;7200,0;26160,0;0,8803986710963454;1,0;94,00797342192692
