setup_id;cluster;lado;trades;gains;losses;protecoes;resultado_pontos;expectancia_pontos;profit_factor;winrate;max_drawdown_pontos;sharpe;mfe_medio;mae_medio;duracao_media_s;dias_operados;dias_positivos;pct_dias_positivos;atualizado_em
d16956b471e56f2c;4;VENDA;835;484;351;287;24480,000000041764;29,317365269511093;1,087179487179636;0,5796407185628742;19999,99999998472;1,0686370746829807;655,9580838323353;542,5149700598803;46,30059880239521;4;3;0,75;2026-07-30T19:08:59.473320
