setup_id;nivel;trades;profit_factor;expectancia_pontos;max_drawdown_pontos;motivos;atualizado_em
d16956b471e56f2c;VERMELHO;835;1,087179487179636;29,317365269511093;19999,99999998472;DD 20000 > 12000;2026-07-30T19:08:59.333329
