setup_id;candidato_id;cluster;lado;regra;feature_1;operador_1;limiar_1;feature_2;operador_2;limiar_2;stop_pontos;target_pontos;rr;protecao_gatilho_pct_target;protecao_resultado_pct_target;janela_horaria;hora_inicio;hora_fim;grupo_dias;dias_semana_numericos;score_otimizacao;trades;profit_factor;expectancia_pontos;resultado_total_pontos;max_drawdown_pontos;recovery_factor;pct_meses_positivos;folds;folds_positivos;pct_folds_positivos;trades_validacao;resultado_validacao_pontos;expectancia_media;expectancia_mediana;pf_medio;pf_mediano;drawdown_medio;drawdown_maximo;pior_fold_pontos;melhor_fold_pontos;degradacao_expectancia_mediana;degradacao_pf_mediana;robustez_expanding;folds_roll;folds_positivos_roll;pct_folds_positivos_roll;trades_validacao_roll;resultado_validacao_pontos_roll;expectancia_media_roll;expectancia_mediana_roll;pf_medio_roll;pf_mediano_roll;drawdown_medio_roll;drawdown_maximo_roll;pior_fold_pontos_roll;melhor_fold_pontos_roll;degradacao_expectancia_mediana_roll;degradacao_pf_mediana_roll;robustez_rolling;cenarios;cenarios_positivos;pct_cenarios_positivos;pior_resultado_pontos;pior_expectancia_pontos;pior_profit_factor;maior_drawdown_pontos;retencao_expectancia_mediana;retencao_pf_mediana;robustez_stress;sobrevive_choque_extremo;score_robustez_final;classe_robustez;aprovado_m10;ranking_geral;ranking_m11;trades_holdout;gains_holdout;losses_holdout;protecoes_holdout;zeros_holdout;resultado_holdout_pontos;expectancia_holdout_pontos;profit_factor_holdout;max_drawdown_holdout_pontos;recovery_holdout;winrate_holdout;sharpe_holdout;dias_operados_holdout;dias_positivos_holdout;pct_dias_positivos_holdout;maior_sequencia_perdas_holdout;expectancia_referencia_m10;pf_referencia_m10;retencao_expectancia_holdout;retencao_pf_holdout;inicio_primeiro_trade_holdout;fim_ultimo_trade_holdout;score_holdout;classe_holdout;aprovado_m11;ranking_holdout;ranking_m12;score_final_m12;decisao_m12;motivos_decisao_m12;parametros_congelados_m12;reotimizacao_m12;ranking_m12_final;decisao_global_m12;liberacao_capital_real;status_operacional
a61778273782bd3a;0edf4c08a7aa8a05;3;COMPRA;pre_60s_bid_size_medio_soma <= 45.3548340548 E adv_z_pre_15s_spread_medio > -0.409080208821;pre_60s_bid_size_medio_soma;<=;45,35483405483406;adv_z_pre_15s_spread_medio;>;-0,4090802088206798;1500;1200;0,8;0,4;0,2;MADRUGADA;00:00;06:00;QUA_QUI_SEX;2,3,4;85,0;422;999,0;658,5781990521327;277920,0;0,0;999,0;1,0;4;4;1,0;224;165120,0;727,4133708655876;608,7183673469387;999,0;999,0;0,0;0,0;14640,0;72720,0;0,9492726998030945;1,0;98,9854539960619;4;4;1,0;224;165120,0;727,4133708655876;608,7183673469387;999,0;999,0;0,0;0,0;14640,0;72720,0;0,9098558679228774;1,0;98,19711735845755;9;9;1,0;127440,0;301,9905213270142;13,680597014925374;1650,0;0,8481577432354634;1,0;95,21394358088658;True;98,47627977536904;EXCEPCIONAL;True;30;30;50;50;0;35;0;26400,0;528,0;999,0;0,0;999,0;1,0;8,401388774085707;1;1;1,0;0;608,7183673469387;999,0;0,8673962021242356;1,0;2026-07-24 00:07:21;2026-07-24 06:00:05;98,01094303186353;EXCEPCIONAL;True;1;1;91,27304803746841;GO_CONDICIONAL;"Baixa diversidade temporal: 1 dia(s); GO pleno exige 5.";True;False;1;GO_CONDICIONAL;False;MODO_SOMBRA
d16956b471e56f2c;5fc988b7b09c75ba;4;VENDA;adv_ratio_volatilidade_close_pontos_15s_60s > 1.2948704724 E adv_delta_spread_minimo_15s_30s <= 0.208333333333;adv_ratio_volatilidade_close_pontos_15s_60s;>;1,2948704724041395;adv_delta_spread_minimo_15s_30s;<=;0,20833333333333337;800;1200;1,5;0,4;0,2;DIA_INTEIRO;;;TODOS;0,1,2,3,4;85,0;215;999,0;646,3255813953489;138960,0;0,0;999,0;1,0;4;4;1,0;99;66000,0;684,8070055511686;692,4223602484471;999,0;999,0;0,0;0,0;13680,0;19200,0;1,0913084341288002;1,0;99,85000000000001;5;5;1,0;116;78720,0;697,4926632644643;699,1304347826087;999,0;999,0;0,0;0,0;12720,0;19200,0;1,093601040011556;1,0;100,00000000000003;9;9;1,0;46470,0;216,13953488372093;14,469565217391304;360,0;0,845279217040875;1,0;95,91598042602187;True;99,33489706390328;EXCEPCIONAL;True;14;14;10;10;0;6;0;6240,0;624,0;999,0;0,0;999,0;1,0;3,9804208320226646;1;1;1,0;0;692,4223602484471;999,0;0,901184068891281;1,0;2026-07-24 04:32:33;2026-07-24 16:36:44;88,51776103336921;EXCEPCIONAL;True;2;2;80,4600364633727;GO_CONDICIONAL;"Amostra pequena: 10 trades; GO pleno exige 30. | Baixa diversidade temporal: 1 dia(s); GO pleno exige 5.";True;False;2;GO_CONDICIONAL;False;MODO_SOMBRA
