decisao;explicacao;trades;dias_com_operacao;resultado_pontos;profit_factor;expectancia_pontos;max_drawdown_pontos;capital_real_liberado;avaliado_em
NAO_LUCRATIVO;O resultado acumulado ou o Profit Factor não confirma lucratividade no período observado.;309;3;-719,9999999837019;0,9931818181819725;-2,330097087325896;18159,999999996944;False;2026-07-29T14:41:33.509022
