periodo_inicio;periodo_fim;duracao_total_horas;dias_calendario_cobertos;dias_com_operacao;dias_positivos;dias_negativos;dias_zerados;pct_dias_positivos;trades;gains;losses;zeros;resultado_pontos;media_trade_pontos;mediana_trade_pontos;winrate_pct;profit_factor;max_drawdown_pontos;maior_gain_pontos;maior_loss_pontos;mfe_medio_pontos;mae_medio_pontos;duracao_media_segundos;payoff_medio;maior_sequencia_gains;maior_sequencia_losses;sequencia_atual_gains;sequencia_atual_losses;ultimo_trade_em
2026-07-27T22:00:49;2026-07-29T14:41:14;40,673611111111114;3;3;2;1;0;66,66666666666666;309;177;132;0;-719,9999999837019;-2,330097087325896;240,00000000014552;57,28155339805825;0,9931818181819725;18159,999999996944;1200,0;-800,0;623,3009708737864;552,9935275080907;46,310679611650485;0,74067796610181;10;5;0;1;2026-07-29T14:41:14
