_source_category;_source_file;_source_sheet;_source_row;id_sinal;posicao_id;deal_fechamento;data_abertura;data_fechamento;lado;regra;volume;entrada_quantower;entrada_mt5;saida_mt5;resultado_pontos;resultado_usd;tempo_segundos;mfe_pontos;mae_pontos;spread_abertura_pontos;spread_fechamento_pontos;offset_preco;offset_pontos;motivo_fechamento;tp_configurado;sl_configurado;protecao_percentual;datetime
mt5;historico_execucao_mt5.csv;;76;20260723022522713205;502373736;481714432.0;2026-07-23 08:25:24;2026-07-23 08:27:00;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29122.5;28966.68;28987.23;2055;17.06;96;2065;-295;195;195;-155.62;-15562;TP;2000;1200;60;2026-07-23 08:25:24
mt5;historico_execucao_mt5.csv;;77;20260723022813086182;502375415;481715498.0;2026-07-23 08:28:15;2026-07-23 08:29:02;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29151.25;28987.53;28999.48;-1195;-9.92;47;65;-405;185;185;-164.22;-16422;SL;2000;1200;60;2026-07-23 08:28:15
mt5;historico_execucao_mt5.csv;;78;20260723023014426213;502377150;481720417.0;2026-07-23 08:30:16;2026-07-23 08:36:51;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29172.5;29010.78;28998.13;-1265;-10.5;395;685;-1265;195;185;-162.32;-16232;SL;2000;1200;60;2026-07-23 08:30:16
mt5;historico_execucao_mt5.csv;;80;20260723024830593879;502385418;481725843.0;2026-07-23 08:48:32;2026-07-23 08:51:10;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29120.5;28951.03;28952.08;-105;-0.87;158;1545;-645;175;195;-168.77;-16877;SL;2000;1200;60;2026-07-23 08:48:32
mt5;historico_execucao_mt5.csv;;83;20260723033531238203;502409816;481748313.0;2026-07-23 09:35:33;2026-07-23 09:36:26;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29092.0;28923.53;28936.28;-1275;-10.58;53;365;-1155;185;185;-167.77;-16777;SL;2000;1200;60;2026-07-23 09:35:33
mt5;historico_execucao_mt5.csv;;84;20260723034917132350;502418171;481757023.0;2026-07-23 09:49:19;2026-07-23 09:52:33;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29106.25;28940.53;28920.78;1975;16.39;194;2005;-425;185;165;-166.32;-16632;TP;2000;1200;60;2026-07-23 09:49:19
mt5;historico_execucao_mt5.csv;;85;20260723040227196376;502429577;481768040.0;2026-07-23 10:02:29;2026-07-23 10:04:12;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29058.0;28896.68;28896.13;-55;-0.46;103;1315;-255;195;195;-161.22;-16122;SL;2000;1200;60;2026-07-23 10:02:29
mt5;historico_execucao_mt5.csv;;86;20260723040623851089;502432659;481773814.0;2026-07-23 10:06:25;2026-07-23 10:09:18;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29047.25;28880.63;28860.28;2035;16.89;173;2035;-325;195;195;-167.42;-16742;TP;2000;1200;60;2026-07-23 10:06:25
mt5;historico_execucao_mt5.csv;;87;20260723042556232343;502464440;481803265.0;2026-07-23 10:25:58;2026-07-23 10:29:40;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29029.5;28863.18;28851.23;-1195;-9.92;222;995;-1105;195;195;-166.22;-16622;SL;2000;1200;60;2026-07-23 10:25:58
mt5;historico_execucao_mt5.csv;;89;20260723044654634487;502491234;481830764.0;2026-07-23 10:46:56;2026-07-23 10:52:44;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28931.75;28768.38;28787.63;1925;15.98;348;1855;-775;195;195;-164.17;-16417;TP;2000;1200;60;2026-07-23 10:46:56
mt5;historico_execucao_mt5.csv;;90;20260723045447371802;502498424;481834879.0;2026-07-23 10:54:49;2026-07-23 10:57:05;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28964.75;28793.78;28814.23;2045;16.97;136;2045;-345;195;195;-170.67;-17067;TP;2000;1200;60;2026-07-23 10:54:49
mt5;historico_execucao_mt5.csv;;91;20260723050139519200;502506096;481841162.0;2026-07-23 11:01:41;2026-07-23 11:03:19;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28972.75;28808.13;28808.68;-55;-0.46;98;1235;-455;195;195;-165.12;-16512;SL;2000;1200;60;2026-07-23 11:01:41
mt5;historico_execucao_mt5.csv;;92;20260723051115288311;502514776;481848198.0;2026-07-23 11:11:17;2026-07-23 11:12:08;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29025.0;28856.63;28869.08;-1245;-10.33;51;0;-1245;185;185;-168.27;-16827;SL;2000;1200;60;2026-07-23 11:11:17
mt5;historico_execucao_mt5.csv;;93;20260723051639869328;502518575;481854902.0;2026-07-23 11:16:41;2026-07-23 11:21:16;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29042.25;28877.68;28877.53;-15;-0.12;275;1795;-205;195;185;-164.67;-16467;SL;2000;1200;60;2026-07-23 11:16:41
mt5;historico_execucao_mt5.csv;;94;20260723053229284508;502529459;481862195.0;2026-07-23 11:32:31;2026-07-23 11:34:07;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29047.5;28881.53;28893.28;-1175;-9.75;96;745;-1225;185;185;-166.47;-16647;SL;2000;1200;60;2026-07-23 11:32:31
mt5;historico_execucao_mt5.csv;;96;20260723060256341094;502553301;481884659.0;2026-07-23 12:02:58;2026-07-23 12:03:19;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29106.25;28940.88;28963.23;2235;18.55;21;2065;-185;185;185;-165.17;-16517;TP;2000;1200;60;2026-07-23 12:02:58
mt5;historico_execucao_mt5.csv;;97;20260723061503776224;502565016;481895417.0;2026-07-23 12:15:05;2026-07-23 12:16:54;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29080.5;28915.73;28927.18;-1145;-9.5;109;145;-1195;175;175;-165.27;-16527;SL;2000;1200;60;2026-07-23 12:15:05
mt5;historico_execucao_mt5.csv;;98;20260723062401588125;502570421;481904640.0;2026-07-23 12:24:03;2026-07-23 12:30:18;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29097.0;28930.38;28918.33;-1205;-10.0;375;665;-1205;165;165;-166.32;-16632;SL;2000;1200;60;2026-07-23 12:24:03
mt5;historico_execucao_mt5.csv;;100;20260723072416902607;502611024;481937405.0;2026-07-23 13:25:54;2026-07-23 13:30:25;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29043.25;28891.53;28903.08;-1155;-9.59;271;825;-845;185;185;-152.02;-15202;SL;2000;1200;60;2026-07-23 13:25:54
mt5;historico_execucao_mt5.csv;;101;20260723073538046961;502619077;481947110.0;2026-07-23 13:35:40;2026-07-23 13:43:34;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29101.75;28939.58;28939.33;-25;-0.21;474;1755;-345;195;175;-162.17;-16217;SL;2000;1200;60;2026-07-23 13:35:40
mt5;historico_execucao_mt5.csv;;102;20260723080425719628;502637758;481961157.0;2026-07-23 14:04:27;2026-07-23 14:05:12;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29069.5;28900.78;28888.13;-1265;-10.5;45;0;-1255;195;195;-169.12;-16912;SL;2000;1200;60;2026-07-23 14:04:27
mt5;historico_execucao_mt5.csv;;103;20260723080606621889;502638761;481966316.0;2026-07-23 14:06:08;2026-07-23 14:12:03;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29044.25;28877.33;28889.48;-1215;-10.08;355;645;-1155;195;185;-166.92;-16692;SL;2000;1200;60;2026-07-23 14:06:08
mt5;historico_execucao_mt5.csv;;104;20260723081521954409;502645204;481970531.0;2026-07-23 14:15:23;2026-07-23 14:17:10;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29070.75;28904.38;28892.93;-1145;-9.5;107;0;-1145;195;185;-166.07;-16607;SL;2000;1200;60;2026-07-23 14:15:23
mt5;historico_execucao_mt5.csv;;105;20260723082037082867;502651530;481978363.0;2026-07-23 14:20:39;2026-07-23 14:23:34;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29036.75;28871.93;28851.98;1995;16.56;175;1965;-405;185;185;-164.72;-16472;TP;2000;1200;60;2026-07-23 14:20:39
mt5;historico_execucao_mt5.csv;;106;20260723082810514474;502662362;481990122.0;2026-07-23 14:28:12;2026-07-23 14:32:24;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;29005.25;28843.93;28822.08;2185;18.14;252;1875;-555;185;195;-161.22;-16122;TP;2000;1200;60;2026-07-23 14:28:12
mt5;historico_execucao_mt5.csv;;107;20260723083402585057;502670762;481995607.0;2026-07-23 14:34:04;2026-07-23 14:35:34;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28976.25;28808.73;28788.78;1995;16.56;90;1965;-965;195;195;-167.52;-16752;TP;2000;1200;60;2026-07-23 14:34:04
mt5;historico_execucao_mt5.csv;;108;20260723084830642498;502692722;482018416.0;2026-07-23 14:48:32;2026-07-23 14:52:52;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28936.0;28765.38;28799.23;3385;28.1;260;3385;-215;195;195;-170.12;-17012;TP;2000;1200;60;2026-07-23 14:48:32
mt5;historico_execucao_mt5.csv;;109;20260723090347104964;502706869;482028302.0;2026-07-23 15:03:49;2026-07-23 15:05:02;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28957.0;28792.88;28781.33;-1155;-9.59;73;855;-1145;195;195;-163.72;-16372;SL;2000;1200;60;2026-07-23 15:03:49
mt5;historico_execucao_mt5.csv;;110;20260723090901434437;502710111;482031663.0;2026-07-23 15:09:03;2026-07-23 15:10:17;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28917.5;28756.23;28768.28;-1205;-10.0;74;0;-1185;195;195;-161.37;-16137;SL;2000;1200;60;2026-07-23 15:09:03
mt5;historico_execucao_mt5.csv;;111;20260723092434667822;502732917;482055016.0;2026-07-23 15:24:36;2026-07-23 15:24:58;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28865.75;28697.43;28709.78;-1235;-10.25;22;0;-1045;195;195;-168.02;-16802;SL;2000;1200;60;2026-07-23 15:24:36
mt5;historico_execucao_mt5.csv;;113;20260723093844168795;502758739;482079152.0;2026-07-23 15:38:46;2026-07-23 15:38:54;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28810.0;28649.88;28637.93;-1195;-9.92;8;0;-1195;195;195;-160.12;-16012;SL;2000;1200;60;2026-07-23 15:38:46
mt5;historico_execucao_mt5.csv;;114;20260723094144268422;502762915;482083079.0;2026-07-23 15:41:46;2026-07-23 15:42:05;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28798.25;28636.68;28623.83;-1285;-10.67;19;75;-1275;195;195;-161.17;-16117;SL;2000;1200;60;2026-07-23 15:41:46
mt5;historico_execucao_mt5.csv;;115;20260723094729387677;502773569;482095203.0;2026-07-23 15:47:31;2026-07-23 15:48:24;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28779.75;28619.13;28598.38;2075;17.22;53;1995;-505;195;195;-161.12;-16112;TP;2000;1200;60;2026-07-23 15:47:31
mt5;historico_execucao_mt5.csv;;116;20260723094937361813;502778417;482101875.0;2026-07-23 15:49:39;2026-07-23 15:53:09;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28771.25;28615.58;28635.63;2005;16.64;210;1985;-265;195;195;-155.97;-15597;TP;2000;1200;60;2026-07-23 15:49:39
mt5;historico_execucao_mt5.csv;;117;20260723095404864145;502783470;482102908.0;2026-07-23 15:54:06;2026-07-23 15:54:14;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28805.25;28628.58;28617.63;-1095;-9.09;8;0;-1145;195;195;-175.87;-17587;SL;2000;1200;60;2026-07-23 15:54:06
mt5;historico_execucao_mt5.csv;;118;20260723095430225813;502784898;482106338.0;2026-07-23 15:54:32;2026-07-23 15:57:07;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28778.5;28617.63;28630.78;-1315;-10.91;155;185;-1155;195;195;-160.17;-16017;SL;2000;1200;60;2026-07-23 15:54:32
mt5;historico_execucao_mt5.csv;;119;20260723100242694612;502801288;482121557.0;2026-07-23 16:02:44;2026-07-23 16:04:07;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28790.25;28620.43;28620.08;35;0.29;83;1375;-275;195;195;-171.32;-17132;SL;2000;1200;60;2026-07-23 16:02:44
mt5;historico_execucao_mt5.csv;;120;20260723100914372947;502819906;482147079.0;2026-07-23 16:09:16;2026-07-23 16:12:41;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28740.75;28569.13;28570.58;-145;-1.2;205;1605;-615;195;195;-171.12;-17112;SL;2000;1200;60;2026-07-23 16:09:16
mt5;historico_execucao_mt5.csv;;121;20260723101441408970;502832599;482153558.0;2026-07-23 16:14:43;2026-07-23 16:17:17;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28725.25;28558.08;28546.43;-1165;-9.67;154;755;-1185;195;195;-166.97;-16697;SL;2000;1200;60;2026-07-23 16:14:43
mt5;historico_execucao_mt5.csv;;124;20260723102804119598;502851133;482168934.0;2026-07-23 16:28:06;2026-07-23 16:28:31;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28705.0;28536.33;28548.58;-1225;-10.17;25;5;-1185;195;195;-168.67;-16867;SL;2000;1200;60;2026-07-23 16:28:06
mt5;historico_execucao_mt5.csv;;125;20260723102930290522;502853266;482170485.0;2026-07-23 16:29:32;2026-07-23 16:29:47;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28707.25;28543.63;28555.68;-1205;-10.0;15;0;-1095;195;195;-163.92;-16392;SL;2000;1200;60;2026-07-23 16:29:32
mt5;historico_execucao_mt5.csv;;126;20260723103019806402;502856243;482173657.0;2026-07-23 16:30:21;2026-07-23 16:30:37;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28681.0;28526.73;28513.68;1305;10.83;16;1305;-965;145;145;-145.17;-14517;TP;2000;1200;60;2026-07-23 16:30:21
mt5;historico_execucao_mt5.csv;;128;20260723103413259039;502867515;482185583.0;2026-07-23 16:34:15;2026-07-23 16:34:58;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28735.5;28577.68;28598.63;2095;17.39;43;1905;-955;145;145;-156.62;-15662;TP;2000;1200;60;2026-07-23 16:34:15
mt5;historico_execucao_mt5.csv;;129;20260723103817927958;502876205;482191921.0;2026-07-23 16:38:19;2026-07-23 16:38:23;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28814.5;28644.28;28629.63;-1465;-12.16;4;0;-955;145;145;-171.22;-17122;SL;2000;1200;60;2026-07-23 16:38:19
mt5;historico_execucao_mt5.csv;;131;20260723104527157008;502888811;482204636.0;2026-07-23 16:45:29;2026-07-23 16:45:50;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28842.25;28672.63;28672.88;-25;-0.21;21;1235;-645;145;145;-169.32;-16932;SL;2000;1200;60;2026-07-23 16:45:29
mt5;historico_execucao_mt5.csv;;132;20260723104730195505;502892397;482207217.0;2026-07-23 16:47:32;2026-07-23 16:47:47;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28832.75;28678.43;28678.58;-15;-0.12;15;1305;-145;145;145;-154.82;-15482;SL;2000;1200;60;2026-07-23 16:47:32
mt5;historico_execucao_mt5.csv;;133;20260723104946920286;502897254;482212144.0;2026-07-23 16:49:48;2026-07-23 16:50:01;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28753.5;28589.33;28598.28;-895;-7.43;13;0;-885;145;145;-164.17;-16417;SL;2000;1200;60;2026-07-23 16:49:48
mt5;historico_execucao_mt5.csv;;134;20260723105611197860;502908521;482223177.0;2026-07-23 16:56:13;2026-07-23 16:56:56;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28797.0;28619.63;28603.18;1645;13.65;43;1555;-295;145;145;-173.87;-17387;TP;2000;1200;60;2026-07-23 16:56:13
mt5;historico_execucao_mt5.csv;;135;20260723105725651740;502912040;482227798.0;2026-07-23 16:57:27;2026-07-23 16:58:08;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28741.75;28571.73;28550.08;2165;17.97;41;1545;-835;145;145;-169.52;-16952;TP;2000;1200;60;2026-07-23 16:57:27
mt5;historico_execucao_mt5.csv;;137;20260723110146662913;502922799;482235963.0;2026-07-23 17:01:48;2026-07-23 17:01:54;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28719.25;28549.83;28560.88;-1105;-9.17;6;0;-1105;145;145;-170.02;-17002;SL;2000;1200;60;2026-07-23 17:01:48
mt5;historico_execucao_mt5.csv;;138;20260723110441654300;502928125;482241355.0;2026-07-23 17:04:43;2026-07-23 17:04:54;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28765.75;28591.38;28582.23;-915;-7.59;11;605;-965;145;145;-169.87;-16987;SL;2000;1200;60;2026-07-23 17:04:43
mt5;historico_execucao_mt5.csv;;140;20260723111500778407;502946620;482259290.0;2026-07-23 17:15:02;2026-07-23 17:15:05;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28700.0;28539.63;28544.38;-475;-3.94;3;25;-665;145;145;-165.77;-16577;SL;2000;1200;60;2026-07-23 17:15:02
mt5;historico_execucao_mt5.csv;;141;20260723112326032643;502958125;482270499.0;2026-07-23 17:23:28;2026-07-23 17:23:41;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28745.75;28590.33;28573.68;1665;13.82;13;1565;-355;145;145;-152.92;-15292;TP;2000;1200;60;2026-07-23 17:23:28
mt5;historico_execucao_mt5.csv;;142;20260723112457049461;502960421;482272602.0;2026-07-23 17:24:59;2026-07-23 17:25:02;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28708.5;28546.38;28531.33;-1505;-12.49;3;0;-845;145;145;-162.92;-16292;SL;2000;1200;60;2026-07-23 17:24:59
mt5;historico_execucao_mt5.csv;;143;20260723112615155651;502963293;482275867.0;2026-07-23 17:26:17;2026-07-23 17:26:55;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28722.25;28546.33;28548.18;-185;-1.54;38;1515;-635;145;145;-173.12;-17312;SL;2000;1200;60;2026-07-23 17:26:17
mt5;historico_execucao_mt5.csv;;146;20260723113257791751;502972797;482284051.0;2026-07-23 17:32:59;2026-07-23 17:33:06;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28690.0;28518.23;28528.18;-995;-8.26;7;545;-995;145;145;-172.17;-17217;SL;2000;1200;60;2026-07-23 17:32:59
mt5;historico_execucao_mt5.csv;;148;20260723114029078693;502983841;482294209.0;2026-07-23 17:40:31;2026-07-23 17:40:37;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28765.75;28606.68;28594.43;-1225;-10.17;6;0;-1075;145;145;-158.57;-15857;SL;2000;1200;60;2026-07-23 17:40:31
mt5;historico_execucao_mt5.csv;;149;20260723114146198325;502985389;482295897.0;2026-07-23 17:41:48;2026-07-23 17:42:15;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28701.5;28520.83;28532.68;-1185;-9.84;27;145;-1085;145;145;-180.37;-18037;SL;2000;1200;60;2026-07-23 17:41:48
mt5;historico_execucao_mt5.csv;;151;20260723114812085334;502994269;482304294.0;2026-07-23 17:48:14;2026-07-23 17:48:53;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28639.5;28468.63;28481.38;-1275;-10.58;39;525;-1515;145;145;-170.57;-17057;SL;2000;1200;60;2026-07-23 17:48:14
mt5;historico_execucao_mt5.csv;;152;20260723115254073619;503000421;482309765.0;2026-07-23 17:52:56;2026-07-23 17:53:01;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28612.5;28452.38;28438.83;-1355;-11.25;5;0;-1195;145;145;-160.12;-16012;SL;2000;1200;60;2026-07-23 17:52:56
mt5;historico_execucao_mt5.csv;;153;20260723115514301231;503002331;482312407.0;2026-07-23 17:55:16;2026-07-23 17:56:39;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28578.5;28422.33;28437.18;-1485;-12.33;83;845;-1225;145;145;-155.37;-15537;SL;2000;1200;60;2026-07-23 17:55:16
mt5;historico_execucao_mt5.csv;;154;20260723115851399378;503004814;482314264.0;2026-07-23 17:58:53;2026-07-23 17:59:39;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28594.0;28438.83;28450.58;-1175;-9.75;46;1075;-1135;145;145;-155.67;-15567;SL;2000;1200;60;2026-07-23 17:58:53
mt5;historico_execucao_mt5.csv;;156;20260723120215803686;503008957;482317806.0;2026-07-23 18:02:17;2026-07-23 18:02:30;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28586.0;28425.58;28415.43;-1015;-8.42;13;0;-1085;145;145;-159.82;-15982;SL;2000;1200;60;2026-07-23 18:02:17
mt5;historico_execucao_mt5.csv;;157;20260723120640783584;503015975;482325179.0;2026-07-23 18:06:42;2026-07-23 18:07:42;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28538.0;28371.63;28384.08;-1245;-10.33;60;485;-1045;145;145;-166.17;-16617;SL;2000;1200;60;2026-07-23 18:06:42
mt5;historico_execucao_mt5.csv;;158;20260723121014714732;503021101;482331551.0;2026-07-23 18:10:16;2026-07-23 18:11:53;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28523.5;28373.63;28352.08;2155;17.89;97;2135;-675;145;145;-150.17;-15017;TP;2000;1200;60;2026-07-23 18:10:16
mt5;historico_execucao_mt5.csv;;159;20260723122205072906;503036927;482344525.0;2026-07-23 18:22:07;2026-07-23 18:22:13;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28521.75;28349.33;28362.68;-1335;-11.08;6;0;-1375;145;145;-172.12;-17212;SL;2000;1200;60;2026-07-23 18:22:07
mt5;historico_execucao_mt5.csv;;160;20260723122529649776;503043066;482352528.0;2026-07-23 18:25:31;2026-07-23 18:28:07;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28487.25;28315.73;28294.68;2105;17.47;156;2095;-835;145;145;-172.12;-17212;TP;2000;1200;60;2026-07-23 18:25:31
mt5;historico_execucao_mt5.csv;;161;20260723122856721723;503046210;482353955.0;2026-07-23 18:28:58;2026-07-23 18:29:31;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28451.5;28285.43;28297.78;-1235;-10.25;33;25;-1245;145;145;-166.07;-16607;SL;2000;1200;60;2026-07-23 18:28:58
mt5;historico_execucao_mt5.csv;;162;20260723123419882891;503056787;482364990.0;2026-07-23 18:34:21;2026-07-23 18:35:12;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28472.0;28325.23;28338.58;-1335;-11.08;51;685;-1315;145;145;-145.57;-14557;SL;2000;1200;60;2026-07-23 18:34:21
mt5;historico_execucao_mt5.csv;;163;20260723123531340229;503058423;482366670.0;2026-07-23 18:35:33;2026-07-23 18:36:11;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28506.25;28344.88;28333.03;-1185;-9.84;38;755;-1185;145;145;-161.37;-16137;SL;2000;1200;60;2026-07-23 18:35:33
mt5;historico_execucao_mt5.csv;;164;20260723124018059095;503065901;482373929.0;2026-07-23 18:40:20;2026-07-23 18:40:59;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28536.5;28383.38;28369.63;-1375;-11.41;39;0;-1045;145;145;-152.62;-15262;SL;2000;1200;60;2026-07-23 18:40:20
mt5;historico_execucao_mt5.csv;;165;20260723124305229715;503069686;482379383.0;2026-07-23 18:43:07;2026-07-23 18:45:02;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28511.75;28350.23;28329.08;2115;17.55;115;1885;-765;145;145;-162.12;-16212;TP;2000;1200;60;2026-07-23 18:43:07
mt5;historico_execucao_mt5.csv;;166;20260723124529182554;503073073;482380396.0;2026-07-23 18:45:31;2026-07-23 18:45:43;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28480.25;28325.63;28337.68;-1205;-10.0;12;275;-1075;145;145;-154.82;-15482;SL;2000;1200;60;2026-07-23 18:45:31
mt5;historico_execucao_mt5.csv;;167;20260723124753604157;503074964;482382706.0;2026-07-23 18:47:55;2026-07-23 18:49:26;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28507.75;28330.68;28350.43;1975;16.39;91;1725;-175;145;145;-177.27;-17727;TP;2000;1200;60;2026-07-23 18:47:55
mt5;historico_execucao_mt5.csv;;168;20260723125545203929;503080535;482387970.0;2026-07-23 18:55:47;2026-07-23 18:56:29;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28565.0;28402.58;28401.38;-120;-1.0;42;1510;-430;145;145;-162.02;-16202;SL;2000;1200;60;2026-07-23 18:55:47
mt5;historico_execucao_mt5.csv;;170;20260723130323943863;503087563;482394897.0;2026-07-23 19:03:25;2026-07-23 19:04:38;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28610.0;28462.93;28442.18;2075;17.22;73;2075;-195;145;145;-147.47;-14747;TP;2000;1200;60;2026-07-23 19:03:25
mt5;historico_execucao_mt5.csv;;171;20260723130412083407;503088476;482394929.0;2026-07-23 19:04:39;2026-07-23 19:04:43;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28614.25;28440.93;28452.88;-1195;-9.92;4;0;-1065;145;145;-173.12;-17312;SL;2000;1200;60;2026-07-23 19:04:39
mt5;historico_execucao_mt5.csv;;172;20260723130835473763;503090952;482398194.0;2026-07-23 19:08:37;2026-07-23 19:10:10;COMPRA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28605.5;28445.88;28465.23;1935;16.06;93;1955;-275;145;145;-159.42;-15942;TP;2000;1200;60;2026-07-23 19:08:37
mt5;historico_execucao_mt5.csv;;173;20260723131632634879;503096372;482403569.0;2026-07-23 19:16:34;2026-07-23 19:19:25;VENDA;C7_DNA_FLUXO_V5_2_OPERACIONAL_V3_1;0.83;28630.5;28469.18;28448.33;2085;17.31;171;1925;-865;145;145;-161.12;-16112;TP;2000;1200;60;2026-07-23 19:16:34
