scenario;entry_seq;source_id;source_type;campaign_source_id;signal_time;entry_time;exit_time;direction;side;entry_price;exit_price;tp_price;sl_original_price;sl_final_price;tp_mt5;sl_mt5;protection_active;protection_armed;protection_time;protection_trigger_mt5;protection_lock_mt5;timeout_minutes;bars_held;duration_seconds;exit_reason;result_price_units;result_mt5_points;mfe_price_units;mae_price_units;mfe_mt5_points;mae_mt5_points;score_source;is_win;is_loss;is_protected
BASE_TP2000_SL1200_P60;171;20260721010017682292;sinais;;2026-07-21 01:00:05.873;2026-07-21 01:31:00;2026-07-21 02:11:00;1;COMPRA;29060,0;29048,0;29080,0;29048,0;29048,0;2000,0;1200,0;True;False;;1200,0;0,0;180;11;2400,0;SL;-12,0;-1200,0;8,5;-19,75;850,0;-1975,0;100;False;True;False
BASE_TP2000_SL1200_P60;172;20260721013746765945;sinais;;2026-07-21 01:37:34.954;2026-07-21 02:09:00;2026-07-21 02:12:00;1;COMPRA;29049,75;29037,75;29069,75;29037,75;29037,75;2000,0;1200,0;True;False;;1200,0;0,0;180;4;180,0;SL;-12,0;-1200,0;2,5;-13,25;250,0;-1325,0;94;False;True;False
BASE_TP2000_SL1200_P60;173;20260721021214091105;sinais;;2026-07-21 02:12:02.311;2026-07-21 02:19:00;2026-07-21 02:22:00;-1;VENDA;29017,5;29029,5;28997,5;29029,5;29029,5;2000,0;1200,0;True;False;;1200,0;0,0;180;4;180,0;SL;-12,0;-1200,0;0,5;-12,0;50,0;-1200,0;100;False;True;False
BASE_TP2000_SL1200_P60;174;20260721022830796122;sinais;;2026-07-21 02:28:18.700;2026-07-21 02:44:00;2026-07-21 02:46:00;1;COMPRA;29087,75;29075,75;29107,75;29075,75;29075,75;2000,0;1200,0;True;False;;1200,0;0,0;180;3;120,0;SL;-12,0;-1200,0;0,0;-16,25;0,0;-1625,0;100;False;True;False
BASE_TP2000_SL1200_P60;175;20260721024851925865;sinais;;2026-07-21 02:48:39.401;2026-07-21 03:01:00;2026-07-21 03:14:00;1;COMPRA;29110,25;29130,25;29130,25;29098,25;29110,25;2000,0;1200,0;True;True;2026-07-21 03:14:00;1200,0;0,0;180;4;780,0;TP;20,0;2000,0;27,25;-8,75;2725,0;-875,0;100;True;False;False
BASE_TP2000_SL1200_P60;176;20260721030356440314;sinais;;2026-07-21 03:03:44.802;2026-07-21 03:15:00;2026-07-21 03:21:00;1;COMPRA;29132,25;29120,25;29152,25;29120,25;29120,25;2000,0;1200,0;True;False;;1200,0;0,0;180;7;360,0;SL;-12,0;-1200,0;7,5;-16,5;750,0;-1650,0;100;False;True;False
BASE_TP2000_SL1200_P60;177;20260721032941845805;sinais;;2026-07-21 03:29:28.597;2026-07-21 03:37:00;2026-07-21 03:41:00;-1;VENDA;29135,5;29147,5;29115,5;29147,5;29147,5;2000,0;1200,0;True;False;;1200,0;0,0;180;5;240,0;SL;-12,0;-1200,0;5,5;-16,0;550,0;-1600,0;94;False;True;False
BASE_TP2000_SL1200_P60;178;20260721034140798009;sinais;;2026-07-21 03:41:29.055;2026-07-21 04:13:00;2026-07-21 04:13:00;1;COMPRA;29119,0;29119,0;29139,0;29107,0;29119,0;2000,0;1200,0;True;True;2026-07-21 04:13:00;1200,0;0,0;180;1;0,0;PROTECAO;0,0;0,0;16,0;0,0;1600,0;0,0;100;False;False;True
BASE_TP2000_SL1200_P60;179;20260721041955028813;sinais;;2026-07-21 04:19:38.488;2026-07-21 04:28:00;2026-07-21 04:30:00;1;COMPRA;29104,0;29092,0;29124,0;29092,0;29092,0;2000,0;1200,0;True;False;;1200,0;0,0;180;3;120,0;SL;-12,0;-1200,0;6,5;-13,0;650,0;-1300,0;98;False;True;False
BASE_TP2000_SL1200_P60;180;20260721043157284663;sinais;;2026-07-21 04:31:45.305;2026-07-21 04:35:00;2026-07-21 05:25:00;1;COMPRA;29119,75;29139,75;29139,75;29107,75;29119,75;2000,0;1200,0;True;True;2026-07-21 05:09:00;1200,0;0,0;180;11;3000,0;TP;20,0;2000,0;47,75;-7,0;4775,0;-700,0;100;True;False;False
BASE_TP2000_SL1200_P60;181;20260721044142772221;sinais;;2026-07-21 04:41:30.541;2026-07-21 05:10:00;2026-07-21 05:25:00;1;COMPRA;29129,75;29149,75;29149,75;29117,75;29129,75;2000,0;1200,0;True;True;2026-07-21 05:25:00;1200,0;0,0;180;3;900,0;TP;20,0;2000,0;37,75;0,0;3775,0;0,0;94;True;False;False
BASE_TP2000_SL1200_P60;182;20260721051127015989;sinais;;2026-07-21 05:11:09.178;2026-07-21 05:55:00;2026-07-21 07:02:00;-1;VENDA;29164,75;29176,75;29144,75;29176,75;29176,75;2000,0;1200,0;True;False;;1200,0;0,0;180;8;4020,0;SL;-12,0;-1200,0;7,75;-16,0;775,0;-1600,0;100;False;True;False
BASE_TP2000_SL1200_P60;183;20260721052527242450;sinais;;2026-07-21 05:25:15.382;2026-07-21 05:56:00;2026-07-21 07:02:00;1;COMPRA;29166,5;29166,5;29186,5;29154,5;29166,5;2000,0;1200,0;True;True;2026-07-21 07:02:00;1200,0;0,0;180;7;3960,0;PROTECAO;0,0;0,0;14,25;-9,5;1425,0;-950,0;100;False;False;True
BASE_TP2000_SL1200_P60;184;20260721055854938868;sinais;;2026-07-21 05:58:42.607;2026-07-21 06:30:00;2026-07-21 07:02:00;-1;VENDA;29159,0;29171,0;29139,0;29171,0;29171,0;2000,0;1200,0;True;False;;1200,0;0,0;180;3;1920,0;SL;-12,0;-1200,0;2,0;-21,75;200,0;-2175,0;94;False;True;False
BASE_TP2000_SL1200_P60;185;20260721063045647107;sinais;;2026-07-21 06:30:33.341;2026-07-21 07:02:00;2026-07-21 07:02:00;-1;VENDA;29179,0;29179,0;29159,0;29191,0;29179,0;2000,0;1200,0;True;True;2026-07-21 07:02:00;1200,0;0,0;180;1;0,0;PROTECAO;-0,0;-0,0;16,75;-1,75;1675,0;-175,0;100;False;False;True
BASE_TP2000_SL1200_P60;186;20260721071042054936;sinais;;2026-07-21 07:10:30.314;2026-07-21 07:12:00;2026-07-21 07:12:00;1;COMPRA;29180,25;29180,25;29200,25;29168,25;29180,25;2000,0;1200,0;True;True;2026-07-21 07:12:00;1200,0;0,0;180;1;0,0;PROTECAO;0,0;0,0;14,75;0,0;1475,0;0,0;100;False;False;True
BASE_TP2000_SL1200_P60;187;20260721073649312099;sinais;;2026-07-21 07:36:37.054;2026-07-21 07:47:00;2026-07-21 08:06:00;1;COMPRA;29168,5;29156,5;29188,5;29156,5;29156,5;2000,0;1200,0;True;False;;1200,0;0,0;180;7;1140,0;SL;-12,0;-1200,0;10,75;-25,5;1075,0;-2550,0;100;False;True;False
BASE_TP2000_SL1200_P60;188;20260721074750356327;sinais;;2026-07-21 07:47:37.654;2026-07-21 07:52:00;2026-07-21 08:06:00;1;COMPRA;29177,0;29165,0;29197,0;29165,0;29165,0;2000,0;1200,0;True;False;;1200,0;0,0;180;5;840,0;SL;-12,0;-1200,0;2,25;-34,0;225,0;-3400,0;100;False;True;False
BASE_TP2000_SL1200_P60;189;20260721075541287342;sinais;;2026-07-21 07:55:28.851;2026-07-21 08:07:00;2026-07-21 08:14:00;1;COMPRA;29137,25;29157,25;29157,25;29125,25;29137,25;2000,0;1200,0;True;True;2026-07-21 08:14:00;1200,0;0,0;180;7;420,0;TP;20,0;2000,0;24,25;-2,5;2425,0;-250,0;90;True;False;False
BASE_TP2000_SL1200_P60;190;20260721081227332641;sinais;;2026-07-21 08:12:14.148;2026-07-21 08:15:00;2026-07-21 08:19:00;1;COMPRA;29147,5;29135,5;29167,5;29135,5;29135,5;2000,0;1200,0;True;False;;1200,0;0,0;180;5;240,0;SL;-12,0;-1200,0;10,75;-14,0;1075,0;-1400,0;100;False;True;False
BASE_TP2000_SL1200_P60;191;20260721081954541442;sinais;;2026-07-21 08:19:42.046;2026-07-21 08:24:00;2026-07-21 08:31:00;-1;VENDA;29140,25;29140,25;29120,25;29152,25;29140,25;2000,0;1200,0;True;True;2026-07-21 08:27:00;1200,0;0,0;180;8;420,0;PROTECAO;-0,0;-0,0;18,0;-2,25;1800,0;-225,0;100;False;False;True
BASE_TP2000_SL1200_P60;192;20260721084010661668;sinais;;2026-07-21 08:39:58.242;2026-07-21 09:00:00;2026-07-21 09:08:00;-1;VENDA;29167,75;29167,75;29147,75;29179,75;29167,75;2000,0;1200,0;True;True;2026-07-21 09:01:00;1200,0;0,0;180;6;480,0;PROTECAO;-0,0;-0,0;19,75;-12,5;1975,0;-1250,0;100;False;False;True
BASE_TP2000_SL1200_P60;193;20260721090057948480;sinais;;2026-07-21 09:00:44.740;2026-07-21 09:02:00;2026-07-21 09:08:00;-1;VENDA;29152,25;29164,25;29132,25;29164,25;29164,25;2000,0;1200,0;True;False;;1200,0;0,0;180;4;360,0;SL;-12,0;-1200,0;4,25;-28,0;425,0;-2800,0;94;False;True;False
BASE_TP2000_SL1200_P60;194;20260721090438849628;sinais;;2026-07-21 09:04:26.357;2026-07-21 09:16:00;2026-07-21 09:20:00;1;COMPRA;29159,5;29147,5;29179,5;29147,5;29147,5;2000,0;1200,0;True;False;;1200,0;0,0;180;5;240,0;SL;-12,0;-1200,0;10,5;-14,75;1050,0;-1475,0;94;False;True;False
BASE_TP2000_SL1200_P60;195;20260721090820227195;sinais;;2026-07-21 09:08:08.157;2026-07-21 09:17:00;2026-07-21 09:19:00;1;COMPRA;29168,0;29156,0;29188,0;29156,0;29156,0;2000,0;1200,0;True;False;;1200,0;0,0;180;3;120,0;SL;-12,0;-1200,0;2,0;-16,5;200,0;-1650,0;100;False;True;False
BASE_TP2000_SL1200_P60;196;20260721092519659149;sinais;;2026-07-21 09:25:07.353;2026-07-21 09:34:00;2026-07-21 09:42:00;-1;VENDA;29135,25;29115,25;29115,25;29147,25;29135,25;2000,0;1200,0;True;True;2026-07-21 09:36:00;1200,0;0,0;180;9;480,0;TP;20,0;2000,0;22,75;0,0;2275,0;0,0;94;True;False;False
BASE_TP2000_SL1200_P60;197;20260721094322886241;sinais;;2026-07-21 09:43:10.949;2026-07-21 09:47:00;2026-07-21 09:48:00;1;COMPRA;29150,75;29170,75;29170,75;29138,75;29150,75;2000,0;1200,0;True;True;2026-07-21 09:48:00;1200,0;0,0;180;2;60,0;TP;20,0;2000,0;22,75;-9,5;2275,0;-950,0;100;True;False;False
BASE_TP2000_SL1200_P60;198;20260721094753744204;sinais;;2026-07-21 09:47:41.949;2026-07-21 09:49:00;2026-07-21 09:56:00;1;COMPRA;29172,75;29172,75;29192,75;29160,75;29172,75;2000,0;1200,0;True;True;2026-07-21 09:54:00;1200,0;0,0;180;8;420,0;PROTECAO;0,0;0,0;12,25;-6,25;1225,0;-625,0;94;False;False;True
BASE_TP2000_SL1200_P60;199;20260721100308821118;sinais;;2026-07-21 10:02:55.646;2026-07-21 10:26:00;2026-07-21 10:28:00;-1;VENDA;29195,5;29207,5;29175,5;29207,5;29207,5;2000,0;1200,0;True;False;;1200,0;0,0;180;3;120,0;SL;-12,0;-1200,0;4,75;-15,5;475,0;-1550,0;100;False;True;False
BASE_TP2000_SL1200_P60;200;20260721103011394503;sinais;;2026-07-21 10:29:59.142;2026-07-21 10:31:00;2026-07-21 10:31:00;1;COMPRA;29169,5;29169,5;29189,5;29157,5;29169,5;2000,0;1200,0;True;True;2026-07-21 10:31:00;1200,0;0,0;180;1;0,0;PROTECAO;0,0;0,0;27,0;0,0;2700,0;0,0;100;False;False;True
BASE_TP2000_SL1200_P60;201;20260721103319454892;sinais;;2026-07-21 10:33:07.251;2026-07-21 10:35:00;2026-07-21 10:35:00;1;COMPRA;29162,25;29150,25;29182,25;29150,25;29150,25;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;0,0;-21,25;0,0;-2125,0;100;False;True;False
BASE_TP2000_SL1200_P60;202;20260721103601490534;sinais;;2026-07-21 10:35:49.675;2026-07-21 10:37:00;2026-07-21 10:37:00;1;COMPRA;29159,5;29159,5;29179,5;29147,5;29159,5;2000,0;1200,0;True;True;2026-07-21 10:37:00;1200,0;0,0;180;1;0,0;PROTECAO;0,0;0,0;45,75;0,0;4575,0;0,0;98;False;False;True
BASE_TP2000_SL1200_P60;203;20260721103715362894;sinais;;2026-07-21 10:37:03.534;2026-07-21 10:40:00;2026-07-21 10:43:00;-1;VENDA;29155,25;29167,25;29135,25;29167,25;29167,25;2000,0;1200,0;True;False;;1200,0;0,0;180;2;180,0;SL;-12,0;-1200,0;0,0;-17,75;0,0;-1775,0;100;False;True;False
BASE_TP2000_SL1200_P60;204;20260721103855240528;sinais;;2026-07-21 10:38:43.089;2026-07-21 10:43:00;2026-07-21 10:45:00;1;COMPRA;29167,5;29155,5;29187,5;29155,5;29155,5;2000,0;1200,0;True;False;;1200,0;0,0;180;3;120,0;SL;-12,0;-1200,0;5,5;-36,0;550,0;-3600,0;100;False;True;False
BASE_TP2000_SL1200_P60;205;20260721104035336411;sinais;;2026-07-21 10:40:23.308;2026-07-21 10:44:00;2026-07-21 10:45:00;-1;VENDA;29157,0;29137,0;29137,0;29169,0;29157,0;2000,0;1200,0;True;True;2026-07-21 10:45:00;1200,0;0,0;180;2;60,0;TP;20,0;2000,0;25,5;0,0;2550,0;0,0;94;True;False;False
BASE_TP2000_SL1200_P60;206;20260721104408852433;sinais;;2026-07-21 10:43:56.741;2026-07-21 10:45:00;2026-07-21 10:45:00;-1;VENDA;29149,25;29149,25;29129,25;29161,25;29149,25;2000,0;1200,0;True;True;2026-07-21 10:45:00;1200,0;0,0;180;1;0,0;PROTECAO;-0,0;-0,0;17,75;0,0;1775,0;0,0;88;False;False;True
BASE_TP2000_SL1200_P60;207;20260721105015531154;sinais;;2026-07-21 10:50:03.351;2026-07-21 10:53:00;2026-07-21 10:57:00;1;COMPRA;29151,25;29139,25;29171,25;29139,25;29139,25;2000,0;1200,0;True;False;;1200,0;0,0;180;4;240,0;SL;-12,0;-1200,0;6,5;-48,25;650,0;-4825,0;100;False;True;False
BASE_TP2000_SL1200_P60;208;20260721105326045594;sinais;;2026-07-21 10:53:13.837;2026-07-21 10:55:00;2026-07-21 10:57:00;-1;VENDA;29150,75;29130,75;29130,75;29162,75;29150,75;2000,0;1200,0;True;True;2026-07-21 10:57:00;1200,0;0,0;180;2;120,0;TP;20,0;2000,0;47,75;0,0;4775,0;0,0;100;True;False;False
BASE_TP2000_SL1200_P60;209;20260721105520840503;sinais;;2026-07-21 10:55:08.439;2026-07-21 10:59:00;2026-07-21 11:00:00;1;COMPRA;29144,0;29164,0;29164,0;29132,0;29144,0;2000,0;1200,0;True;True;2026-07-21 11:00:00;1200,0;0,0;180;2;60,0;TP;20,0;2000,0;39,5;0,0;3950,0;0,0;98;True;False;False
BASE_TP2000_SL1200_P60;210;20260721105715488722;sinais;;2026-07-21 10:57:03.293;2026-07-21 11:00:00;2026-07-21 11:02:00;-1;VENDA;29176,0;29156,0;29156,0;29188,0;29176,0;2000,0;1200,0;True;True;2026-07-21 11:02:00;1200,0;0,0;180;3;120,0;TP;20,0;2000,0;24,75;-7,5;2475,0;-750,0;100;True;False;False
BASE_TP2000_SL1200_P60;211;20260721105948265305;sinais;;2026-07-21 10:59:35.936;2026-07-21 11:01:00;2026-07-21 11:02:00;1;COMPRA;29167,5;29155,5;29187,5;29155,5;29155,5;2000,0;1200,0;True;False;;1200,0;0,0;180;2;60,0;SL;-12,0;-1200,0;10,5;-16,25;1050,0;-1625,0;100;False;True;False
BASE_TP2000_SL1200_P60;212;20260721110208520954;sinais;;2026-07-21 11:01:56.231;2026-07-21 11:03:00;2026-07-21 11:03:00;-1;VENDA;29100,0;29112,0;29080,0;29112,0;29112,0;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;0,0;-15,0;0,0;-1500,0;94;False;True;False
BASE_TP2000_SL1200_P60;213;20260721110531479711;sinais;;2026-07-21 11:05:19.338;2026-07-21 11:07:00;2026-07-21 11:07:00;-1;VENDA;29102,5;29114,5;29082,5;29114,5;29114,5;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;0,0;-23,0;0,0;-2300,0;100;False;True;False
BASE_TP2000_SL1200_P60;214;20260721110737852012;sinais;;2026-07-21 11:07:25.658;2026-07-21 11:10:00;2026-07-21 11:10:00;-1;VENDA;29072,25;29084,25;29052,25;29084,25;29084,25;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;0,0;-17,0;0,0;-1700,0;100;False;True;False
BASE_TP2000_SL1200_P60;215;20260721111047932987;sinais;;2026-07-21 11:10:35.540;2026-07-21 11:15:00;2026-07-21 11:15:00;-1;VENDA;29084,75;29096,75;29064,75;29096,75;29096,75;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;0,0;-40,5;0,0;-4050,0;100;False;True;False
BASE_TP2000_SL1200_P60;216;20260721111628586709;sinais;;2026-07-21 11:16:16.439;2026-07-21 11:19:00;2026-07-21 11:20:00;-1;VENDA;29148,25;29160,25;29128,25;29160,25;29160,25;2000,0;1200,0;True;False;;1200,0;0,0;180;2;60,0;SL;-12,0;-1200,0;0,0;-21,75;0,0;-2175,0;100;False;True;False
BASE_TP2000_SL1200_P60;217;20260721112105236307;sinais;;2026-07-21 11:20:53.132;2026-07-21 11:22:00;2026-07-21 11:22:00;-1;VENDA;29146,5;29146,5;29126,5;29158,5;29146,5;2000,0;1200,0;True;True;2026-07-21 11:22:00;1200,0;0,0;180;1;0,0;PROTECAO;-0,0;-0,0;27,25;0,0;2725,0;0,0;94;False;False;True
BASE_TP2000_SL1200_P60;218;20260721112348136560;sinais;;2026-07-21 11:23:36.060;2026-07-21 11:27:00;2026-07-21 11:27:00;1;COMPRA;29198,25;29186,25;29218,25;29186,25;29186,25;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;0,0;-15,0;0,0;-1500,0;100;False;True;False
BASE_TP2000_SL1200_P60;219;20260721113233569671;sinais;;2026-07-21 11:32:21.630;2026-07-21 11:39:00;2026-07-21 11:44:00;-1;VENDA;29199,5;29211,5;29179,5;29211,5;29211,5;2000,0;1200,0;True;False;;1200,0;0,0;180;2;300,0;SL;-12,0;-1200,0;0,0;-22,75;0,0;-2275,0;100;False;True;False
BASE_TP2000_SL1200_P60;220;20260721113909828411;sinais;;2026-07-21 11:38:57.627;2026-07-21 11:44:00;2026-07-21 11:45:00;1;COMPRA;29217,75;29237,75;29237,75;29205,75;29217,75;2000,0;1200,0;True;True;2026-07-21 11:45:00;1200,0;0,0;180;2;60,0;TP;20,0;2000,0;34,0;-0,5;3400,0;-50,0;94;True;False;False
BASE_TP2000_SL1200_P60;221;20260721114532607979;sinais;;2026-07-21 11:45:20.745;2026-07-21 11:48:00;2026-07-21 11:48:00;1;COMPRA;29239,75;29227,75;29259,75;29227,75;29227,75;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;9,25;-14,0;925,0;-1400,0;100;False;True;False
BASE_TP2000_SL1200_P60;222;20260721114913087424;sinais;;2026-07-21 11:49:01.325;2026-07-21 11:58:00;2026-07-21 12:03:00;-1;VENDA;29233,5;29213,5;29213,5;29245,5;29233,5;2000,0;1200,0;True;True;2026-07-21 12:03:00;1200,0;0,0;180;2;300,0;TP;20,0;2000,0;39,75;0,0;3975,0;0,0;100;True;False;False
BASE_TP2000_SL1200_P60;223;20260721115253737402;sinais;;2026-07-21 11:52:41.824;2026-07-21 12:03:00;2026-07-21 12:05:00;-1;VENDA;29201,5;29201,5;29181,5;29213,5;29201,5;2000,0;1200,0;True;True;2026-07-21 12:05:00;1200,0;0,0;180;3;120,0;PROTECAO;-0,0;-0,0;13,75;-1,25;1375,0;-125,0;94;False;False;True
BASE_TP2000_SL1200_P60;224;20260721115812381404;sinais;;2026-07-21 11:58:00.687;2026-07-21 12:04:00;2026-07-21 12:05:00;1;COMPRA;29201,5;29189,5;29221,5;29189,5;29189,5;2000,0;1200,0;True;False;;1200,0;0,0;180;2;60,0;SL;-12,0;-1200,0;1,25;-13,75;125,0;-1375,0;100;False;True;False
BASE_TP2000_SL1200_P60;225;20260721120656000644;sinais;;2026-07-21 12:06:44.300;2026-07-21 12:08:00;2026-07-21 12:13:00;1;COMPRA;29263,25;29283,25;29283,25;29251,25;29263,25;2000,0;1200,0;True;True;2026-07-21 12:13:00;1200,0;0,0;180;3;300,0;TP;20,0;2000,0;31,0;-7,75;3100,0;-775,0;100;True;False;False
BASE_TP2000_SL1200_P60;226;20260721120945714935;sinais;;2026-07-21 12:09:34.020;2026-07-21 12:21:00;2026-07-21 12:21:00;1;COMPRA;29300,0;29288,0;29320,0;29288,0;29288,0;2000,0;1200,0;True;False;;1200,0;0,0;180;1;0,0;SL;-12,0;-1200,0;0,0;-23,25;0,0;-2325,0;100;False;True;False
BASE_TP2000_SL1200_P60;227;20260721121336539514;sinais;;2026-07-21 12:13:24.721;2026-07-21 12:22:00;2026-07-21 12:26:00;-1;VENDA;29292,5;29304,5;29272,5;29304,5;29304,5;2000,0;1200,0;True;False;;1200,0;0,0;180;5;240,0;SL;-12,0;-1200,0;5,5;-21,25;550,0;-2125,0;94;False;True;False
BASE_TP2000_SL1200_P60;228;20260721122830786440;sinais;;2026-07-21 12:28:19.145;2026-07-21 12:32:00;2026-07-21 12:34:00;-1;VENDA;29290,25;29290,25;29270,25;29302,25;29290,25;2000,0;1200,0;True;True;2026-07-21 12:33:00;1200,0;0,0;180;3;120,0;PROTECAO;-0,0;-0,0;13,0;-5,0;1300,0;-500,0;100;False;False;True
BASE_TP2000_SL1200_P60;229;20260721123207372239;sinais;;2026-07-21 12:31:55.642;2026-07-21 12:33:00;2026-07-21 12:34:00;-1;VENDA;29277,25;29289,25;29257,25;29289,25;29289,25;2000,0;1200,0;True;False;;1200,0;0,0;180;2;60,0;SL;-12,0;-1200,0;0,0;-18,0;0,0;-1800,0;100;False;True;False
BASE_TP2000_SL1200_P60;230;20260721123519939388;sinais;;2026-07-21 12:35:08.334;2026-07-21 12:41:00;2026-07-21 12:59:00;1;COMPRA;29278,5;29266,5;29298,5;29266,5;29266,5;2000,0;1200,0;True;False;;1200,0;0,0;180;8;1080,0;SL;-12,0;-1200,0;10,5;-17,5;1050,0;-1750,0;100;False;True;False
BASE_TP2000_SL1200_P60;231;20260721124321924718;sinais;;2026-07-21 12:43:10.341;2026-07-21 12:48:00;2026-07-21 12:59:00;-1;VENDA;29287,25;29267,25;29267,25;29299,25;29287,25;2000,0;1200,0;True;True;2026-07-21 12:59:00;1200,0;0,0;180;4;660,0;TP;20,0;2000,0;26,25;-1,75;2625,0;-175,0;94;True;False;False
BASE_TP2000_SL1200_P60;232;20260721124834964387;sinais;;2026-07-21 12:48:23.240;2026-07-21 12:54:00;2026-07-21 12:59:00;1;COMPRA;29278,5;29266,5;29298,5;29266,5;29266,5;2000,0;1200,0;True;False;;1200,0;0,0;180;2;300,0;SL;-12,0;-1200,0;10,25;-17,5;1025,0;-1750,0;100;False;True;False
BASE_TP2000_SL1200_P60;233;20260721125446265556;sinais;;2026-07-21 12:54:34.777;2026-07-21 13:00:00;2026-07-21 13:02:00;-1;VENDA;29266,75;29278,75;29246,75;29278,75;29278,75;2000,0;1200,0;True;False;;1200,0;0,0;180;2;120,0;SL;-12,0;-1200,0;8,0;-16,75;800,0;-1675,0;100;False;True;False
BASE_TP2000_SL1200_P60;234;20260721130045495379;sinais;;2026-07-21 13:00:34.021;2026-07-21 13:03:00;2026-07-21 13:06:00;1;COMPRA;29288,5;29308,5;29308,5;29276,5;29288,5;2000,0;1200,0;True;True;2026-07-21 13:05:00;1200,0;0,0;180;3;180,0;TP;20,0;2000,0;23,5;-10,5;2350,0;-1050,0;94;True;False;False
BASE_TP2000_SL1200_P60;235;20260721130344730375;sinais;;2026-07-21 13:03:33.136;2026-07-21 13:06:00;2026-07-21 13:13:00;1;COMPRA;29312,0;29300,0;29332,0;29300,0;29300,0;2000,0;1200,0;True;False;;1200,0;0,0;180;8;420,0;SL;-12,0;-1200,0;3,75;-13,25;375,0;-1325,0;100;False;True;False
BASE_TP2000_SL1200_P60;236;20260721131339104090;sinais;;2026-07-21 13:13:27.135;2026-07-21 13:28:00;2026-07-21 13:51:00;-1;VENDA;29313,75;29325,75;29293,75;29325,75;29325,75;2000,0;1200,0;True;False;;1200,0;0,0;180;3;1380,0;SL;-12,0;-1200,0;2,75;-28,5;275,0;-2850,0;94;False;True;False
BASE_TP2000_SL1200_P60;237;20260721132342791364;sinais;;2026-07-21 13:23:31.334;2026-07-21 13:29:00;2026-07-21 13:51:00;1;COMPRA;29311,0;29331,0;29331,0;29299,0;29311,0;2000,0;1200,0;True;True;2026-07-21 13:51:00;1200,0;0,0;180;2;1320,0;TP;20,0;2000,0;31,25;0,0;3125,0;0,0;100;True;False;False
BASE_TP2000_SL1200_P60;238;20260721132948432440;sinais;;2026-07-21 13:29:36.729;2026-07-21 13:52:00;2026-07-21 14:50:00;-1;VENDA;29341,0;29341,0;29321,0;29353,0;29341,0;2000,0;1200,0;True;True;2026-07-21 14:26:00;1200,0;0,0;180;6;3480,0;PROTECAO;-0,0;-0,0;12,75;-20,5;1275,0;-2050,0;100;False;False;True
BASE_TP2000_SL1200_P60;239;20260721135455128153;sinais;;2026-07-21 13:54:43.825;2026-07-21 14:26:00;2026-07-21 14:50:00;1;COMPRA;29328,25;29348,25;29348,25;29316,25;29328,25;2000,0;1200,0;True;True;2026-07-21 14:50:00;1200,0;0,0;180;2;1440,0;TP;20,0;2000,0;33,25;0,0;3325,0;0,0;100;True;False;False
BASE_TP2000_SL1200_P60;240;20260721142604517770;sinais;;2026-07-21 14:25:53.218;2026-07-21 14:50:00;2026-07-21 15:21:00;-1;VENDA;29360,25;29340,25;29340,25;29372,25;29360,25;2000,0;1200,0;True;True;2026-07-21 14:54:00;1200,0;0,0;180;9;1860,0;TP;20,0;2000,0;28,0;-1,25;2800,0;-125,0;98;True;False;False
BASE_TP2000_SL1200_P60;241;20260721145541528624;sinais;;2026-07-21 14:55:30.311;2026-07-21 15:11:00;2026-07-21 15:21:00;1;COMPRA;29347,5;29335,5;29367,5;29335,5;29335,5;2000,0;1200,0;True;False;;1200,0;0,0;180;2;600,0;SL;-12,0;-1200,0;3,0;-15,25;300,0;-1525,0;94;False;True;False
BASE_TP2000_SL1200_P60;242;20260721151135406686;sinais;;2026-07-21 15:11:24.008;2026-07-21 15:22:00;2026-07-21 15:27:00;-1;VENDA;29341,75;29321,75;29321,75;29353,75;29341,75;2000,0;1200,0;True;True;2026-07-21 15:26:00;1200,0;0,0;180;6;300,0;TP;20,0;2000,0;21,0;-1,5;2100,0;-150,0;94;True;False;False
BASE_TP2000_SL1200_P60;243;20260721153223187935;sinais;;2026-07-21 15:32:12.304;2026-07-21 15:45:00;2026-07-21 15:55:00;-1;VENDA;29349,25;29329,25;29329,25;29361,25;29349,25;2000,0;1200,0;True;True;2026-07-21 15:55:00;1200,0;0,0;180;3;600,0;TP;20,0;2000,0;25,75;-6,25;2575,0;-625,0;100;True;False;False
BASE_TP2000_SL1200_P60;244;20260721154657012635;sinais;;2026-07-21 15:46:46.201;2026-07-21 15:59:00;2026-07-21 16:02:00;1;COMPRA;29328,25;29316,25;29348,25;29316,25;29316,25;2000,0;1200,0;True;False;;1200,0;0,0;180;4;180,0;SL;-12,0;-1200,0;4,75;-13,5;475,0;-1350,0;100;False;True;False
