_source_category;_source_file;_source_sheet;_source_row;id;data_hora;data_qt;lado;preco_entrada;gain;stop;stop_protegido;protecionado;tp_mt5;sl_mt5;protecao_pontos;regra;status;mfe_mt5;mae_mt5;tempo_mfe_s;tempo_mae_s;tempo_resultado_s;preco_resultado;resultado_mt5;score_entrada;score_base_dna;ajuste_estrutura;score_oposto;score_compra_base;score_venda_base;ajuste_estrutura_compra;ajuste_estrutura_venda;diferenca_score;hard_gates_ok;qtd_hard_gates_ok;hard_gates_faltantes;gate_delta30;gate_saldo30;gate_vel15;gate_aceleracao;gate_rompimento;gate_continuidade;gate_atividade;hard_gates_compra_ok;qtd_hard_gates_compra_ok;hard_gates_compra_faltantes;hard_gates_venda_ok;qtd_hard_gates_venda_ok;hard_gates_venda_faltantes;score_spread;dna_spread;estrutura;estrutura_bruta;estrutura_candidata;confirmacoes_candidata;nivel_invalidation;ultima_mudanca_confirmada;motivo_estrutura;motivo_estrutura_bruta;qtd_swings_confirmados;ultimo_topo;topo_anterior;ultimo_fundo;fundo_anterior;eficiencia_swings;amplitude_swings;ultima_mudanca_estrutura;swing_mais_recente_tipo;swing_mais_recente_preco;swing_mais_recente_hora;tipo_entrada_campanha;campanha_entradas_antes;delta30;delta10;saldo30;saldo10;vel15;vel5;aceleracao;rompimento_compra;rompimento_venda;continuidade_2s;ticks_s;motivos;bloqueios_no_momento;score_minimo_config;diferenca_minima_config;modo_sombra;datetime
trades;trades_c7_dna_fluxo_v5_2.csv;;103;20260720121559081279;2026-07-20 12:15:59;2026-07-20 12:15:47.103;COMPRA;28959.25;28975.25;28930.25;28959.25;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;2425;0;74.24;0.0;74.24;28983.5;1600;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;28957.0;2026-07-20 12:15:47.103000;mudança BAIXA->ALTA: 2 swings opostos e rompimento do nível 28932.75;topo 28959.00>28956.00 e fundo 28957.00>28951.25;12;28959.0;28956.0;28957.0;28951.25;0.410072;19.25;ALTA confirmada em 2026-07-20 12:15:46.023000;FUNDO;28957.0;2026-07-20 12:15:46.023;NOVA_CAMPANHA;False;70;62;69;63;1.168302;1.05;0.039593;3.25;-30.5;4.5;283.6638;spread FORTE +10 | delta30 favorável 70.0 | delta10 crescente 62.0 | saldo agressor30 69.0 | saldo10 favorável 63.0 | razão fluxo 1.26 | vel15 1.1683 | aceleração 0.0396 | desloc15 17.50 | ticks/s 283.66 | rompimento 3.25 | continuidade 4.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 12:15:47.103
trades;trades_c7_dna_fluxo_v5_2.csv;;104;20260720122234480582;2026-07-20 12:22:34;2026-07-20 12:22:22.522;COMPRA;29005.75;29021.75;28976.75;29005.75;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1600;-850;61.9;12.38;61.9;29021.75;1600;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;29004.75;2026-07-20 12:19:04.920000;"ALTA mantida; estrutura bruta alinhada";topo 29007.00>29005.00 e fundo 29004.75>29000.25;12;29007.0;29005.0;29004.75;29000.25;0.100775;8.0;ALTA confirmada em 2026-07-20 12:22:22.359000;FUNDO;29004.75;2026-07-20 12:22:22.359;NOVA_CAMPANHA;False;105;73;106;72;0.414594;0.65;0.356541;1.75;-11.5;3.5;225.9536;spread FORTE +10 | delta30 favorável 105.0 | delta10 crescente 73.0 | saldo agressor30 106.0 | saldo10 favorável 72.0 | razão fluxo 1.72 | vel15 0.4146 | vel5 acelerando 0.6500 | aceleração 0.3565 | desloc15 6.00 | ticks/s 225.95 | rompimento 1.75 | continuidade 3.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 12:22:22.522
trades;trades_c7_dna_fluxo_v5_2.csv;;105;20260720122706571704;2026-07-20 12:27:06;2026-07-20 12:26:54.623;VENDA;29002.75;28986.75;29031.75;29002.75;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1950;-700;86.58;24.83;86.58;28983.25;1600;100;100;12.0;8;14;100;-6.0;12.0;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;BAIXA;;0.0;29010.0;2026-07-20 12:26:54.623000;mudança ALTA->BAIXA: 3 swings opostos e rompimento do nível 29010.75;topo 29010.00<29010.75 e fundo 29003.50<29007.50;12;29010.0;29010.75;29003.5;29007.5;0.230769;9.75;BAIXA confirmada em 2026-07-20 12:26:53.123000;FUNDO;29003.5;2026-07-20 12:26:53.123;NOVA_CAMPANHA;False;-46;-23;-45;-24;-0.319865;-1.111111;-1.111111;-15.5;2.0;-1.0;213.9394;spread FORTE +10 | delta30 favorável 46.0 | delta10 crescente 23.0 | saldo agressor30 45.0 | saldo10 favorável 24.0 | razão fluxo 1.36 | vel15 0.3199 | vel5 acelerando 1.1111 | aceleração 1.1111 | desloc15 4.75 | ticks/s 213.94 | rompimento 2.00 | continuidade 1.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 12:26:54.623
trades;trades_c7_dna_fluxo_v5_2.csv;;106;20260720123933981599;2026-07-20 12:39:33;2026-07-20 12:39:22.356;VENDA;29000.0;28984.0;29029.0;29000.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;PROTEGIDO;1150;-1050;72.06;120.36;120.36;29010.5;0;100;100;12.0;8;14;100;-6.0;12.0;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;BAIXA;;0.0;29007.25;2026-07-20 12:36:08.622000;"BAIXA mantida; estrutura bruta alinhada";topo 29016.00<29020.25 e fundo 29004.50<29007.75;12;29016.0;29020.25;29004.5;29007.75;0.216495;15.75;BAIXA confirmada em 2026-07-20 12:39:20.319000;FUNDO;29004.5;2026-07-20 12:39:20.319;NOVA_CAMPANHA;False;-95;-112;-96;-111;-1.188643;-2.679134;-2.168217;-20.25;1.25;-6.0;230.0275;spread FORTE +10 | delta30 favorável 95.0 | delta10 crescente 112.0 | saldo agressor30 96.0 | saldo10 favorável 111.0 | razão fluxo 1.44 | vel15 1.1886 | vel5 acelerando 2.6791 | aceleração 2.1682 | desloc15 17.75 | ticks/s 230.03 | rompimento 1.25 | continuidade 6.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 12:39:22.356
trades;trades_c7_dna_fluxo_v5_2.csv;;107;20260720124649830496;2026-07-20 12:46:49;2026-07-20 12:46:37.817;COMPRA;29021.75;29037.75;28992.75;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;0;-3100;0.0;85.1;85.1;28990.75;-2900;100;100;8.0;8;100;14;8.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;TRANSICAO;;0.0;29026.0;2026-07-20 12:42:10.715000;ALTA mantida durante TRANSICAO;"topos/fundos divergentes: 29013.50->29018.75; 29012.75->29011.25";12;29018.75;29013.5;29011.25;29012.75;0.120567;7.5;TRANSICAO confirmada em 2026-07-20 12:46:32.454000;TOPO;29018.75;2026-07-20 12:46:32.454;NOVA_CAMPANHA;False;29;9;30;8;0.393485;1.08995;0.877477;3.0;-10.5;2.25;187.0937;spread FORTE +10 | delta30 favorável 29.0 | saldo agressor30 30.0 | saldo10 favorável 8.0 | razão fluxo 1.27 | vel15 0.3935 | vel5 acelerando 1.0899 | aceleração 0.8775 | desloc15 5.75 | ticks/s 187.09 | rompimento 3.00 | continuidade 2.25 | estrutura confirmada alinhada +8;;72;12;True;2026-07-20 12:46:37.817
trades;trades_c7_dna_fluxo_v5_2.csv;;108;20260720124926215762;2026-07-20 12:49:26;2026-07-20 12:49:14.816;VENDA;28978.0;28962.0;29007.0;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;125;-3075;83.7;119.76;119.76;29008.75;-2900;100;96;8.0;13;19;96;-6.0;8.0;87;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;TRANSICAO;;0.0;28984.75;2026-07-20 12:47:13.916000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 28984.50->28987.75; 28982.00->28981.75";12;28987.75;28984.5;28981.75;28982.0;0.165644;9.0;TRANSICAO confirmada em 2026-07-20 12:49:11.428000;TOPO;28987.75;2026-07-20 12:49:11.428;NOVA_CAMPANHA;False;-47;2;-48;1;-0.517529;-1.80036;-1.877102;-11.5;2.5;-4.75;275.6594;spread FORTE +10 | delta30 favorável 47.0 | saldo agressor30 48.0 | razão fluxo 1.35 | vel15 0.5175 | vel5 acelerando 1.8004 | aceleração 1.8771 | desloc15 7.75 | ticks/s 275.66 | rompimento 2.50 | continuidade 4.75 | estrutura confirmada alinhada +8;;72;12;True;2026-07-20 12:49:14.816
trades;trades_c7_dna_fluxo_v5_2.csv;;109;20260720125426441782;2026-07-20 12:54:26;2026-07-20 12:54:14.901;COMPRA;29051.75;29067.75;29022.75;29051.75;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;PROTEGIDO;1425;-1275;433.81;469.83;469.83;29039.0;0;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;29053.25;2026-07-20 12:51:14.579000;"ALTA mantida; estrutura bruta alinhada";topo 29055.25>29052.00 e fundo 29053.25>29047.25;12;29055.25;29052.0;29053.25;29047.25;0.278912;16.0;ALTA confirmada em 2026-07-20 12:54:13.817000;FUNDO;29053.25;2026-07-20 12:54:13.817;NOVA_CAMPANHA;False;74;94;76;93;0.984383;1.374465;0.616813;2.5;-19.25;4.0;265.1495;spread FORTE +10 | delta30 favorável 74.0 | delta10 crescente 94.0 | saldo agressor30 76.0 | saldo10 favorável 93.0 | razão fluxo 1.26 | vel15 0.9844 | vel5 acelerando 1.3745 | aceleração 0.6168 | desloc15 14.75 | ticks/s 265.15 | rompimento 2.50 | continuidade 4.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 12:54:14.901
trades;trades_c7_dna_fluxo_v5_2.csv;;110;20260720130527863088;2026-07-20 13:05:27;2026-07-20 13:05:16.212;COMPRA;29070.75;29086.75;29041.75;29070.75;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1675;0;24.09;0.0;24.09;29087.5;1600;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;29067.75;2026-07-20 13:03:52.630000;"ALTA mantida; estrutura bruta alinhada";topo 29072.50>29070.25 e fundo 29067.75>29065.25;12;29072.5;29070.25;29067.75;29065.25;0.245033;12.75;ALTA confirmada em 2026-07-20 13:05:15.715000;TOPO;29072.5;2026-07-20 13:05:15.715;NOVA_CAMPANHA;False;52;40;53;39;0.342771;0.612745;0.402019;0.25;-8.25;1.0;175.4987;spread FORTE +10 | delta30 favorável 52.0 | delta10 crescente 40.0 | saldo agressor30 53.0 | saldo10 favorável 39.0 | razão fluxo 1.35 | vel15 0.3428 | vel5 acelerando 0.6127 | aceleração 0.4020 | desloc15 5.00 | ticks/s 175.50 | rompimento 0.25 | continuidade 1.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 13:05:16.212
trades;trades_c7_dna_fluxo_v5_2.csv;;111;20260720130727295677;2026-07-20 13:07:27;2026-07-20 13:07:15.811;COMPRA;29102.5;29118.5;29073.5;29102.5;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;PROTEGIDO;1325;-625;333.3;23.8;392.52;29101.75;0;100;100;8.0;12;100;14;8.0;-2.0;88;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;BAIXA;BAIXA;1.0;29096.75;2026-07-20 13:03:52.630000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=False";topo 29098.00<29100.00 e fundo 29093.00<29093.75;12;29098.0;29100.0;29093.0;29093.75;0.133758;9.25;BAIXA confirmada em 2026-07-20 13:07:08.412000;TOPO;29098.0;2026-07-20 13:07:08.412;REENTRADA_APOS_PULLBACK_E_ROMPIMENTO;True;81;15;80;16;0.200013;0.95038;1.127524;2.5;-9.5;2.75;209.1473;spread FORTE +10 | delta30 favorável 81.0 | delta10 crescente 15.0 | saldo agressor30 80.0 | saldo10 favorável 16.0 | razão fluxo 1.36 | vel15 0.2000 | vel5 acelerando 0.9504 | aceleração 1.1275 | desloc15 3.00 | ticks/s 209.15 | rompimento 2.50 | continuidade 2.75 | estrutura confirmada alinhada +8;;72;12;True;2026-07-20 13:07:15.811
trades;trades_c7_dna_fluxo_v5_2.csv;;112;20260720131546271880;2026-07-20 13:15:46;2026-07-20 13:15:34.810;VENDA;29096.0;29080.0;29125.0;29096.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1725;-1375;616.81;331.5;616.81;29078.75;1600;100;100;12.0;8;14;100;-6.0;12.0;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;BAIXA;;0.0;29097.5;2026-07-20 13:15:34.810000;mudança ALTA->BAIXA: 2 swings opostos e rompimento do nível 29103.0;topo 29097.50<29099.50 e fundo 29094.00<29097.50;12;29097.5;29099.5;29094.0;29097.5;0.308824;14.25;BAIXA confirmada em 2026-07-20 13:15:34.609000;TOPO;29097.5;2026-07-20 13:15:34.609;NOVA_CAMPANHA;False;-106;-15;-107;-16;-0.4;-0.45;-0.072166;-12.25;0.75;-0.5;180.4;spread FORTE +10 | delta30 favorável 106.0 | delta10 crescente 15.0 | saldo agressor30 107.0 | saldo10 favorável 16.0 | razão fluxo 1.62 | vel15 0.4000 | vel5 acelerando 0.4500 | aceleração 0.0722 | desloc15 6.00 | ticks/s 180.40 | rompimento 0.75 | continuidade 0.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 13:15:34.810
trades;trades_c7_dna_fluxo_v5_2.csv;;113;20260720132614625616;2026-07-20 13:26:14;2026-07-20 13:26:03.451;VENDA;29075.25;29059.25;29104.25;29075.25;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;2075;-2250;451.36;249.33;451.36;29054.5;1600;100;100;8.0;8;14;100;-6.0;8.0;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;TRANSICAO;;0.0;29079.75;2026-07-20 13:25:51.620000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 29079.75->29082.00; 29077.00->29072.75";12;29082.0;29079.75;29072.75;29077.0;0.385965;25.0;TRANSICAO confirmada em 2026-07-20 13:26:02.209000;FUNDO;29072.75;2026-07-20 13:26:02.209;NOVA_CAMPANHA;False;-121;-12;-120;-11;-0.334582;-0.910563;-0.859842;-22.5;1.5;-2.5;239.1595;spread FORTE +10 | delta30 favorável 121.0 | delta10 crescente 12.0 | saldo agressor30 120.0 | saldo10 favorável 11.0 | razão fluxo 1.38 | vel15 0.3346 | vel5 acelerando 0.9106 | aceleração 0.8598 | desloc15 5.00 | ticks/s 239.16 | rompimento 1.50 | continuidade 2.50 | estrutura confirmada alinhada +8;;72;12;True;2026-07-20 13:26:03.451
trades;trades_c7_dna_fluxo_v5_2.csv;;114;20260720133358225020;2026-07-20 13:33:58;2026-07-20 13:33:46.867;VENDA;29048.5;29032.5;29077.5;29048.5;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;7675;-2600;461.01;378.55;461.01;28971.75;1600;100;100;8.0;8;14;100;-6.0;8.0;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;TRANSICAO;;0.0;29056.75;2026-07-20 13:30:36.507000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 29055.50->29056.00; 29053.75->29050.25";12;29056.0;29055.5;29050.25;29053.75;0.231707;15.25;TRANSICAO confirmada em 2026-07-20 13:33:44.006000;TOPO;29056.0;2026-07-20 13:33:44.006;NOVA_CAMPANHA;False;-211;-55;-212;-54;-0.718391;-1.249219;-0.8668;-17.0;1.75;-6.5;200.9489;spread FORTE +10 | delta30 favorável 211.0 | delta10 crescente 55.0 | saldo agressor30 212.0 | saldo10 favorável 54.0 | razão fluxo 1.95 | vel15 0.7184 | vel5 acelerando 1.2492 | aceleração 0.8668 | desloc15 10.75 | ticks/s 200.95 | rompimento 1.75 | continuidade 6.50 | estrutura confirmada alinhada +8;;72;12;True;2026-07-20 13:33:46.867
trades;trades_c7_dna_fluxo_v5_2.csv;;115;20260720134649164863;2026-07-20 13:46:49;2026-07-20 13:46:37.700;COMPRA;29014.75;29030.75;28985.75;29014.75;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;2525;0;35.99;0.0;35.99;29040.0;1600;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;29011.75;2026-07-20 13:46:37.700000;mudança BAIXA->ALTA: 2 swings opostos e rompimento do nível 29003.75;topo 29013.75>29012.00 e fundo 29011.75>29009.75;12;29013.75;29012.0;29011.75;29009.75;0.129032;8.75;ALTA confirmada em 2026-07-20 13:46:37.645000;FUNDO;29011.75;2026-07-20 13:46:37.645;NOVA_CAMPANHA;False;37;54;36;55;0.401553;0.765426;0.790727;2.25;-23.0;1.75;210.6813;spread FORTE +10 | delta30 favorável 37.0 | delta10 crescente 54.0 | saldo agressor30 36.0 | saldo10 favorável 55.0 | razão fluxo 1.15 | vel15 0.4016 | vel5 acelerando 0.7654 | aceleração 0.7907 | desloc15 6.00 | ticks/s 210.68 | rompimento 2.25 | continuidade 1.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 13:46:37.700
trades;trades_c7_dna_fluxo_v5_2.csv;;116;20260720134848211664;2026-07-20 13:48:48;2026-07-20 13:48:36.723;COMPRA;29042.0;29058.0;29013.0;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;925;-3050;59.71;202.99;202.99;29011.5;-2900;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;29034.5;2026-07-20 13:46:37.700000;"ALTA mantida; estrutura bruta alinhada";topo 29042.75>29036.50 e fundo 29034.50>29032.00;12;29042.75;29036.5;29034.5;29032.0;0.104972;10.75;ALTA confirmada em 2026-07-20 13:48:35.853000;TOPO;29042.75;2026-07-20 13:48:35.853;REENTRADA_APOS_PULLBACK_E_ROMPIMENTO;True;30;47;29;48;0.316984;0.776398;0.650135;1.75;-10.0;3.5;148.1481;spread FORTE +10 | delta30 favorável 30.0 | delta10 crescente 47.0 | saldo agressor30 29.0 | saldo10 favorável 48.0 | razão fluxo 1.25 | vel15 0.3170 | vel5 acelerando 0.7764 | aceleração 0.6501 | desloc15 4.75 | ticks/s 148.15 | rompimento 1.75 | continuidade 3.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 13:48:36.723
trades;trades_c7_dna_fluxo_v5_2.csv;;117;20260720135358542730;2026-07-20 13:53:58;2026-07-20 13:53:47.038;COMPRA;29006.5;29022.5;28977.5;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;0;-3175;0.0;473.0;473.0;28974.75;-2900;98;100;-2.0;22;100;14;-2.0;8.0;76;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;BAIXA;ALTA;ALTA;1.0;28998.5;2026-07-20 13:50:12.339000;"BAIXA mantida; candidata ALTA 1/2; rompeu_invalidação=True";topo 29003.75>29000.50 e fundo 29000.50>28998.25;12;29003.75;29000.5;29000.5;28998.25;0.005076;9.0;ALTA confirmada em 2026-07-20 13:53:43.803000;FUNDO;29000.5;2026-07-20 13:53:43.803;NOVA_CAMPANHA;False;36;25;35;24;0.526209;1.011236;0.643743;2.75;-11.5;3.75;160.9859;spread FORTE +10 | delta30 favorável 36.0 | delta10 crescente 25.0 | saldo agressor30 35.0 | saldo10 favorável 24.0 | razão fluxo 1.28 | vel15 0.5262 | vel5 acelerando 1.0112 | aceleração 0.6437 | desloc15 7.75 | ticks/s 160.99 | rompimento 2.75 | continuidade 3.75 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True;2026-07-20 13:53:47.038
trades;trades_c7_dna_fluxo_v5_2.csv;;118;20260720140938395792;2026-07-20 14:09:38;2026-07-20 14:09:26.939;COMPRA;28961.0;28977.0;28932.0;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;725;-3300;23.8;285.57;285.57;28928.0;-2900;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;28955.75;2026-07-20 14:09:03.194000;"ALTA mantida; estrutura bruta alinhada";topo 28957.75>28955.00 e fundo 28955.75>28952.00;12;28957.75;28955.0;28955.75;28952.0;0.298013;13.25;ALTA confirmada em 2026-07-20 14:09:19.832000;FUNDO;28955.75;2026-07-20 14:09:19.832;NOVA_CAMPANHA;False;90;91;89;93;0.462582;0.67038;0.350686;1.5;-14.25;2.5;153.5088;spread FORTE +10 | delta30 favorável 90.0 | delta10 crescente 91.0 | saldo agressor30 89.0 | saldo10 favorável 93.0 | razão fluxo 1.71 | vel15 0.4626 | vel5 acelerando 0.6704 | aceleração 0.3507 | desloc15 6.75 | ticks/s 153.51 | rompimento 1.50 | continuidade 2.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 14:09:26.939
trades;trades_c7_dna_fluxo_v5_2.csv;;119;20260720141746528629;2026-07-20 14:17:46;2026-07-20 14:17:35.130;COMPRA;28938.0;28954.0;28909.0;28938.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1875;0;95.8;0.0;95.8;28956.75;1600;94;100;-6.0;22;100;14;-6.0;8.0;72;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;BAIXA;TRANSICAO;;0.0;28916.5;2026-07-20 14:15:59.633000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 28926.50->28932.00; 28924.25->28923.50";12;28932.0;28926.5;28923.5;28924.25;0.180723;12.5;TRANSICAO confirmada em 2026-07-20 14:17:29.351000;TOPO;28932.0;2026-07-20 14:17:29.351;NOVA_CAMPANHA;False;77;80;76;80;0.831806;1.500901;1.011109;2.5;-18.5;2.75;220.4794;spread FORTE +10 | delta30 favorável 77.0 | delta10 crescente 80.0 | saldo agressor30 76.0 | saldo10 favorável 80.0 | razão fluxo 1.35 | vel15 0.8318 | vel5 acelerando 1.5009 | aceleração 1.0111 | desloc15 12.25 | ticks/s 220.48 | rompimento 2.50 | continuidade 2.75 | estrutura confirmada contrária -6;;72;12;True;2026-07-20 14:17:35.130
trades;trades_c7_dna_fluxo_v5_2.csv;;120;20260720142121671562;2026-07-20 14:21:21;2026-07-20 14:21:10.029;COMPRA;28955.25;28971.25;28926.25;28955.25;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1750;0;59.7;0.0;59.7;28972.75;1600;94;100;-6.0;22;100;14;-6.0;8.0;72;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;BAIXA;TRANSICAO;ALTA;1.0;28948.5;2026-07-20 14:20:34.531000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 28953.00->28952.00; 28950.00->28950.00";12;28952.0;28953.0;28950.0;28950.0;0.088757;11.5;TRANSICAO confirmada em 2026-07-20 14:21:07.831000;FUNDO;28950.0;2026-07-20 14:21:07.831;NOVA_CAMPANHA;False;41;29;41;28;0.338409;0.738085;0.738085;2.25;-11.0;4.0;196.6159;spread FORTE +10 | delta30 favorável 41.0 | delta10 crescente 29.0 | saldo agressor30 41.0 | saldo10 favorável 28.0 | razão fluxo 1.35 | vel15 0.3384 | vel5 acelerando 0.7381 | aceleração 0.7381 | desloc15 5.00 | ticks/s 196.62 | rompimento 2.25 | continuidade 4.00 | estrutura confirmada contrária -6;;72;12;True;2026-07-20 14:21:10.029
trades;trades_c7_dna_fluxo_v5_2.csv;;121;20260720142408930314;2026-07-20 14:24:08;2026-07-20 14:23:57.528;COMPRA;28971.25;28987.25;28942.25;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;75;-3275;180.18;994.4;994.4;28938.5;-2900;100;100;12.0;8;100;14;12.0;-6.0;92;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;10;FORTE;ALTA;ALTA;;0.0;28968.5;2026-07-20 14:23:57.528000;mudança BAIXA->ALTA: 2 swings opostos e rompimento do nível 28963.0;topo 28972.50>28971.00 e fundo 28968.50>28964.25;12;28972.5;28971.0;28968.5;28964.25;0.319728;12.5;ALTA confirmada em 2026-07-20 14:23:56.530000;TOPO;28972.5;2026-07-20 14:23:56.530;NOVA_CAMPANHA;False;26;17;25;18;0.385595;0.653517;0.176632;0.25;-11.25;1.5;132.4437;spread FORTE +10 | delta30 favorável 26.0 | delta10 crescente 17.0 | saldo agressor30 25.0 | saldo10 favorável 18.0 | razão fluxo 1.23 | vel15 0.3856 | vel5 acelerando 0.6535 | aceleração 0.1766 | desloc15 5.75 | ticks/s 132.44 | rompimento 0.25 | continuidade 1.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 14:23:57.528
