_source_category;_source_file;_source_sheet;_source_row;id;data_hora;data_qt;lado;preco_entrada;gain;stop;stop_protegido;protecionado;tp_mt5;sl_mt5;protecao_pontos;regra;status;mfe_mt5;mae_mt5;tempo_mfe_s;tempo_mae_s;tempo_resultado_s;preco_resultado;resultado_mt5;score_entrada;score_base_dna;ajuste_estrutura;score_oposto;score_compra_base;score_venda_base;ajuste_estrutura_compra;ajuste_estrutura_venda;diferenca_score;hard_gates_ok;qtd_hard_gates_ok;hard_gates_faltantes;gate_delta30;gate_saldo30;gate_vel15;gate_aceleracao;gate_rompimento;gate_continuidade;gate_atividade;hard_gates_compra_ok;qtd_hard_gates_compra_ok;hard_gates_compra_faltantes;hard_gates_venda_ok;qtd_hard_gates_venda_ok;hard_gates_venda_faltantes;score_spread;dna_spread;estrutura;estrutura_bruta;estrutura_candidata;confirmacoes_candidata;nivel_invalidation;ultima_mudanca_confirmada;motivo_estrutura;motivo_estrutura_bruta;qtd_swings_confirmados;ultimo_topo;topo_anterior;ultimo_fundo;fundo_anterior;eficiencia_swings;amplitude_swings;ultima_mudanca_estrutura;swing_mais_recente_tipo;swing_mais_recente_preco;swing_mais_recente_hora;tipo_entrada_campanha;campanha_entradas_antes;delta30;delta10;saldo30;saldo10;vel15;vel5;aceleracao;rompimento_compra;rompimento_venda;continuidade_2s;ticks_s;motivos;bloqueios_no_momento;score_minimo_config;diferenca_minima_config;modo_sombra;datetime
trades;trades_c7_dna_fluxo_v5_2.csv;;42;20260720002720989444;2026-07-20 00:27:20;2026-07-20 00:27:08.653;VENDA;28873.0;28857.0;28902.0;28873.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;2000;-2425;529.03;252.7;529.03;28853.0;1600;97;99;-2.0;12;4;99;8.0;-2.0;85;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;ALTA;BAIXA;BAIXA;1.0;28892.75;2026-07-20 00:24:11.565000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 28881.50<28895.50 e fundo 28874.75<28879.00;12;28881.5;28895.5;28874.75;28879.0;0.28866;20.75;BAIXA confirmada em 2026-07-20 00:27:08.153000;FUNDO;28874.75;2026-07-20 00:27:08.153;NOVA_CAMPANHA;False;-22;-20;-23;-21;-1.25773;-1.570211;-0.333947;-16.0;6.0;-4.0;90.3469;spread sem bônus | delta30 favorável 22.0 | delta10 crescente 20.0 | saldo agressor30 23.0 | saldo10 favorável 21.0 | razão fluxo 3.56 | vel15 1.2577 | vel5 acelerando 1.5702 | aceleração 0.3339 | desloc15 12.00 | ticks/s 90.35 | rompimento 6.00 | continuidade 4.00 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True;2026-07-20 00:27:08.653
trades;trades_c7_dna_fluxo_v5_2.csv;;43;20260720003622797890;2026-07-20 00:36:22;2026-07-20 00:36:10.488;COMPRA;28860.0;28876.0;28831.0;28860.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;2000;-425;87.0;11.2;87.0;28880.0;1600;97;99;-2.0;12;99;4;-2.0;8.0;85;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;BAIXA;ALTA;ALTA;1.0;28855.5;2026-07-20 00:35:07.788000;"BAIXA mantida; candidata ALTA 1/2; rompeu_invalidação=True";topo 28857.50>28853.75 e fundo 28855.25>28851.75;12;28857.5;28853.75;28855.25;28851.75;0.064378;19.0;ALTA confirmada em 2026-07-20 00:36:06.488000;FUNDO;28855.25;2026-07-20 00:36:06.488;NOVA_CAMPANHA;False;52;51;52;51;0.520191;1.033058;0.810864;2.25;-9.0;1.75;87.7004;spread sem bônus | delta30 favorável 52.0 | delta10 crescente 51.0 | saldo agressor30 52.0 | saldo10 favorável 51.0 | razão fluxo 2.11 | vel15 0.5202 | vel5 acelerando 1.0331 | aceleração 0.8109 | desloc15 6.75 | ticks/s 87.70 | rompimento 2.25 | continuidade 1.75 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True;2026-07-20 00:36:10.488
trades;trades_c7_dna_fluxo_v5_2.csv;;44;20260720005107687419;2026-07-20 00:51:07;2026-07-20 00:50:55.579;COMPRA;28919.5;28935.5;28890.5;28919.5;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1650;-75;188.09;37.36;188.09;28936.0;1600;100;100;12.0;0;100;5;12.0;-6.0;100;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;1;FRACO;ALTA;ALTA;;0.0;28906.5;2026-07-20 00:42:04.994000;"ALTA mantida; estrutura bruta alinhada";topo 28922.75>28914.75 e fundo 28906.50>28901.00;12;28922.75;28914.75;28906.5;28901.0;0.539216;27.5;ALTA confirmada em 2026-07-20 00:50:55.042000;TOPO;28922.75;2026-07-20 00:50:55.042;NOVA_CAMPANHA;False;40;40;39;37;0.5705;1.411509;1.167527;4.75;-15.5;4.5;59.7469;spread FRACO +1 | delta30 favorável 40.0 | delta10 crescente 40.0 | saldo agressor30 39.0 | saldo10 favorável 37.0 | razão fluxo 1.91 | vel15 0.5705 | vel5 acelerando 1.4115 | aceleração 1.1675 | desloc15 8.25 | ticks/s 59.75 | rompimento 4.75 | continuidade 4.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 00:50:55.579
trades;trades_c7_dna_fluxo_v5_2.csv;;45;20260720005532413511;2026-07-20 00:55:32;2026-07-20 00:55:20.191;VENDA;28929.0;28913.0;28958.0;28929.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1625;-400;49.8;12.38;49.8;28912.75;1600;100;99;12.0;0;4;99;-6.0;12.0;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0.0;28934.5;2026-07-20 00:55:20.191000;mudança ALTA->BAIXA: 2 swings opostos e rompimento do nível 28934.75;topo 28934.50<28935.50 e fundo 28927.00<28931.50;12;28934.5;28935.5;28927.0;28931.5;0.165775;10.75;BAIXA confirmada em 2026-07-20 00:55:18.897000;FUNDO;28927.0;2026-07-20 00:55:18.897;NOVA_CAMPANHA;False;-20;-28;-20;-26;-0.182855;-0.591716;-0.798279;-6.5;1.0;-1.0;48.1276;spread sem bônus | delta30 favorável 20.0 | delta10 crescente 28.0 | saldo agressor30 20.0 | saldo10 favorável 26.0 | razão fluxo 1.74 | vel15 0.1829 | vel5 acelerando 0.5917 | aceleração 0.7983 | desloc15 2.50 | ticks/s 48.13 | rompimento 1.00 | continuidade 1.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 00:55:20.191
trades;trades_c7_dna_fluxo_v5_2.csv;;46;20260720010640405951;2026-07-20 01:06:40;2026-07-20 01:06:26.171;VENDA;28883.25;28867.25;28912.25;28883.25;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;2025;-375;492.65;26.3;492.65;28863.0;1600;100;99;8.0;2;4;99;-2.0;8.0;98;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;ALTA;ALTA;1.0;28888.0;2026-07-20 01:04:34.172000;"BAIXA mantida; candidata ALTA 1/2; rompeu_invalidação=False";topo 28889.50>28888.00 e fundo 28884.75>28884.50;12;28889.5;28888.0;28884.75;28884.5;0.156757;13.25;ALTA confirmada em 2026-07-20 01:06:23.972000;FUNDO;28884.75;2026-07-20 01:06:23.972;NOVA_CAMPANHA;False;-26;-14;-27;-14;-0.345332;-0.779336;-0.701358;-6.25;1.25;-2.75;42.4149;spread sem bônus | delta30 favorável 26.0 | delta10 crescente 14.0 | saldo agressor30 27.0 | saldo10 favorável 14.0 | razão fluxo 4.00 | vel15 0.3453 | vel5 acelerando 0.7793 | aceleração 0.7014 | desloc15 4.25 | ticks/s 42.41 | rompimento 1.25 | continuidade 2.75 | estrutura confirmada alinhada +8;;72;12;True;2026-07-20 01:06:26.171
trades;trades_c7_dna_fluxo_v5_2.csv;;47;20260720011735255141;2026-07-20 01:17:35;2026-07-20 01:17:22.151;VENDA;28854.75;28838.75;28883.75;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;975;-3025;304.52;570.34;570.34;28885.0;-2900;100;100;12.0;0;5;100;-6.0;12.0;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;1;FRACO;BAIXA;BAIXA;;0.0;28858.75;2026-07-20 01:17:22.151000;mudança ALTA->BAIXA: 2 swings opostos e rompimento do nível 28859.75;topo 28858.75<28860.25 e fundo 28853.75<28855.25;12;28858.75;28860.25;28853.75;28855.25;0.101796;13.0;BAIXA confirmada em 2026-07-20 01:17:21.328000;FUNDO;28853.75;2026-07-20 01:17:21.328;NOVA_CAMPANHA;False;-26;-15;-27;-16;-0.236279;-0.750751;-0.445361;-7.75;0.5;-2.5;51.5763;spread FRACO +1 | delta30 favorável 26.0 | delta10 crescente 15.0 | saldo agressor30 27.0 | saldo10 favorável 16.0 | razão fluxo 2.93 | vel15 0.2363 | vel5 acelerando 0.7508 | aceleração 0.4454 | desloc15 3.50 | ticks/s 51.58 | rompimento 0.50 | continuidade 2.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 01:17:22.151
trades;trades_c7_dna_fluxo_v5_2.csv;;48;20260720013403447846;2026-07-20 01:34:03;2026-07-20 01:33:50.186;VENDA;28911.5;28895.5;28940.5;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;675;-2900;76.4;876.25;876.25;28940.5;-2900;100;100;12.0;8;14;100;-6.0;12.0;92;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;10;FORTE;BAIXA;BAIXA;;0.0;28919.25;2026-07-20 01:33:50.186000;mudança ALTA->BAIXA: 2 swings opostos e rompimento do nível 28926.5;topo 28919.25<28931.75 e fundo 28913.00<28928.50;12;28919.25;28931.75;28913.0;28928.5;0.104072;23.5;BAIXA confirmada em 2026-07-20 01:33:46.303000;TOPO;28919.25;2026-07-20 01:33:46.303;NOVA_CAMPANHA;False;-54;-63;-53;-61;-1.29199;-2.399596;-1.518428;-25.0;1.5;-1.5;82.6873;spread FORTE +10 | delta30 favorável 54.0 | delta10 crescente 63.0 | saldo agressor30 53.0 | saldo10 favorável 61.0 | razão fluxo 1.88 | vel15 1.2920 | vel5 acelerando 2.3996 | aceleração 1.5184 | desloc15 17.50 | ticks/s 82.69 | rompimento 1.50 | continuidade 1.50 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 01:33:50.186
trades;trades_c7_dna_fluxo_v5_2.csv;;49;20260720020054973288;2026-07-20 02:00:54;2026-07-20 02:00:42.753;VENDA;28886.5;28870.5;28915.5;28886.5;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1650;-1175;278.08;12.29;278.08;28870.0;1600;100;100;12.0;1;7;100;-6.0;12.0;99;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;3;FRACO;BAIXA;BAIXA;;0.0;28890.75;2026-07-20 01:50:33.086000;"BAIXA mantida; estrutura bruta alinhada";topo 28890.75<28897.00 e fundo 28887.50<28894.75;12;28890.75;28897.0;28887.5;28894.75;0.255814;14.25;BAIXA confirmada em 2026-07-20 02:00:42.581000;TOPO;28890.75;2026-07-20 02:00:42.581;NOVA_CAMPANHA;False;-27;-27;-26;-26;-0.584659;-4.058853;-4.170648;-14.75;7.25;-8.0;84.7254;spread FRACO +3 | delta30 favorável 27.0 | delta10 crescente 27.0 | saldo agressor30 26.0 | saldo10 favorável 26.0 | razão fluxo 1.93 | vel15 0.5847 | vel5 acelerando 4.0589 | aceleração 4.1706 | desloc15 8.75 | ticks/s 84.73 | rompimento 7.25 | continuidade 8.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 02:00:42.753
trades;trades_c7_dna_fluxo_v5_2.csv;;50;20260720020636911090;2026-07-20 02:06:36;2026-07-20 02:06:24.334;COMPRA;28868.5;28884.5;28839.5;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;0;-3750;0.0;279.03;279.03;28831.0;-2900;98;100;-2.0;15;100;7;-2.0;8.0;83;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;3;FRACO;BAIXA;ALTA;ALTA;1.0;28862.5;2026-07-20 02:01:30.643000;"BAIXA mantida; candidata ALTA 1/2; rompeu_invalidação=True";topo 28866.00>28862.50 e fundo 28863.75>28860.25;12;28866.0;28862.5;28863.75;28860.25;0.019108;8.0;ALTA confirmada em 2026-07-20 02:06:21.834000;FUNDO;28863.75;2026-07-20 02:06:21.834;NOVA_CAMPANHA;False;36;36;37;35;0.567517;0.842697;0.148588;0.75;-10.5;2.5;48.0154;spread FRACO +3 | delta30 favorável 36.0 | delta10 crescente 36.0 | saldo agressor30 37.0 | saldo10 favorável 35.0 | razão fluxo 1.41 | vel15 0.5675 | vel5 acelerando 0.8427 | aceleração 0.1486 | desloc15 8.25 | ticks/s 48.02 | rompimento 0.75 | continuidade 2.50 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True;2026-07-20 02:06:24.334
trades;trades_c7_dna_fluxo_v5_2.csv;;51;20260720021141104355;2026-07-20 02:11:41;2026-07-20 02:11:28.764;VENDA;28826.0;28810.0;28855.0;28826.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;PROTEGIDO;1175;-400;88.3;25.3;114.07;28828.5;0;100;100;8.0;7;13;100;-6.0;8.0;93;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;9;FORTE;BAIXA;TRANSICAO;;0.0;28835.0;2026-07-20 02:08:43.080000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 28833.25->28836.75; 28830.50->28830.00";12;28836.75;28833.25;28830.0;28830.5;0.333333;17.25;TRANSICAO confirmada em 2026-07-20 02:11:26.368000;FUNDO;28830.0;2026-07-20 02:11:26.368;NOVA_CAMPANHA;False;-31;-38;-32;-37;-0.854139;-1.668057;-1.245331;-10.75;3.5;-5.25;80.7709;spread FORTE +9 | delta30 favorável 31.0 | delta10 crescente 38.0 | saldo agressor30 32.0 | saldo10 favorável 37.0 | razão fluxo 1.54 | vel15 0.8541 | vel5 acelerando 1.6681 | aceleração 1.2453 | desloc15 9.75 | ticks/s 80.77 | rompimento 3.50 | continuidade 5.25 | estrutura confirmada alinhada +8;;72;12;True;2026-07-20 02:11:28.764
trades;trades_c7_dna_fluxo_v5_2.csv;;52;20260720021347535383;2026-07-20 02:13:47;2026-07-20 02:13:35.261;COMPRA;28836.0;28852.0;28807.0;28836.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;2150;0;25.45;0.0;25.45;28857.5;1600;100;99;12.0;0;99;4;12.0;-6.0;100;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;ALTA;ALTA;;0.0;28827.0;2026-07-20 02:13:22.837000;"ALTA mantida; estrutura bruta alinhada";topo 28837.25>28829.00 e fundo 28827.00>28825.25;12;28837.25;28829.0;28827.0;28825.25;0.50838;22.75;ALTA confirmada em 2026-07-20 02:13:34.699000;TOPO;28837.25;2026-07-20 02:13:34.699;NOVA_CAMPANHA;False;55;28;56;27;0.58548;0.974959;0.429618;3.25;-19.0;2.0;57.5148;spread sem bônus | delta30 favorável 55.0 | delta10 crescente 28.0 | saldo agressor30 56.0 | saldo10 favorável 27.0 | razão fluxo 2.22 | vel15 0.5855 | vel5 acelerando 0.9750 | aceleração 0.4296 | desloc15 8.50 | ticks/s 57.51 | rompimento 3.25 | continuidade 2.00 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 02:13:35.261
trades;trades_c7_dna_fluxo_v5_2.csv;;53;20260720023016855270;2026-07-20 02:30:16;2026-07-20 02:30:04.722;VENDA;28824.0;28808.0;28853.0;28824.0;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;PROTEGIDO;1150;-1025;718.05;184.05;807.15;28824.5;0;100;100;12.0;3;9;100;-6.0;12.0;97;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;5;MODERADO;BAIXA;BAIXA;;0.0;28824.75;2026-07-20 02:29:52.061000;"BAIXA mantida; estrutura bruta alinhada";topo 28824.75<28833.75 e fundo 28819.25<28829.75;12;28824.75;28833.75;28819.25;28829.75;0.148594;21.25;BAIXA confirmada em 2026-07-20 02:30:04.176000;TOPO;28824.75;2026-07-20 02:30:04.176;NOVA_CAMPANHA;False;-26;-31;-27;-30;-0.459917;-1.603273;-1.955606;-15.25;5.75;-8.25;85.686;spread MODERADO +5 | delta30 favorável 26.0 | delta10 crescente 31.0 | saldo agressor30 27.0 | saldo10 favorável 30.0 | razão fluxo 1.79 | vel15 0.4599 | vel5 acelerando 1.6033 | aceleração 1.9556 | desloc15 6.50 | ticks/s 85.69 | rompimento 5.75 | continuidade 8.25 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 02:30:04.722
trades;trades_c7_dna_fluxo_v5_2.csv;;54;20260720025516639755;2026-07-20 02:55:16;2026-07-20 02:55:03.468;VENDA;28789.0;28773.0;28818.0;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;0;-3275;0.0;176.7;176.7;28821.75;-2900;100;100;12.0;2;8;100;-6.0;12.0;98;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;4;FRACO;BAIXA;BAIXA;;0.0;28794.5;2026-07-20 02:49:00.168000;"BAIXA mantida; estrutura bruta alinhada";topo 28794.50<28795.25 e fundo 28792.50<28793.00;12;28794.5;28795.25;28792.5;28793.0;0.242424;12.5;BAIXA confirmada em 2026-07-20 02:54:58.468000;TOPO;28794.5;2026-07-20 02:54:58.468;NOVA_CAMPANHA;False;-75;-11;-76;-12;-0.301245;-1.1;-1.201968;-11.25;1.0;-3.75;48.9356;spread FRACO +4 | delta30 favorável 75.0 | delta10 crescente 11.0 | saldo agressor30 76.0 | saldo10 favorável 12.0 | razão fluxo 2.95 | vel15 0.3012 | vel5 acelerando 1.1000 | aceleração 1.2020 | desloc15 4.50 | ticks/s 48.94 | rompimento 1.00 | continuidade 3.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 02:55:03.468
trades;trades_c7_dna_fluxo_v5_2.csv;;55;20260720031528158996;2026-07-20 03:15:28;2026-07-20 03:15:15.568;VENDA;28779.75;28763.75;28808.75;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;50;-3075;227.7;315.7;315.7;28810.5;-2900;100;91;12.0;0;4;91;-6.0;12.0;100;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;BAIXA;BAIXA;;0.0;28783.75;2026-07-20 03:13:33.064000;"BAIXA mantida; estrutura bruta alinhada";topo 28783.75<28788.00 e fundo 28778.25<28780.00;12;28783.75;28788.0;28778.25;28780.0;0.364486;9.75;BAIXA confirmada em 2026-07-20 03:15:14.767000;FUNDO;28778.25;2026-07-20 03:15:14.767;NOVA_CAMPANHA;False;-23;-9;-24;-8;-0.169377;-0.45208;-0.45208;-8.25;0.25;-1.75;44.9187;spread sem bônus | delta30 favorável 23.0 | saldo agressor30 24.0 | saldo10 favorável 8.0 | razão fluxo 2.14 | vel15 0.1694 | vel5 acelerando 0.4521 | aceleração 0.4521 | desloc15 2.50 | ticks/s 44.92 | rompimento 0.25 | continuidade 1.75 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 03:15:15.568
trades;trades_c7_dna_fluxo_v5_2.csv;;56;20260720032135101578;2026-07-20 03:21:35;2026-07-20 03:21:23.157;VENDA;28799.5;28783.5;28828.5;28799.5;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1750;0;187.41;0.0;187.41;28782.0;1600;97;99;-2.0;12;4;99;8.0;-2.0;85;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;0;FRACO;ALTA;BAIXA;BAIXA;1.0;28812.25;2026-07-20 03:20:19.366000;"ALTA mantida; candidata BAIXA 1/2; rompeu_invalidação=True";topo 28810.00<28815.25 e fundo 28806.50<28812.25;12;28810.0;28815.25;28806.5;28812.25;0.377432;30.75;BAIXA confirmada em 2026-07-20 03:21:09.897000;TOPO;28810.0;2026-07-20 03:21:09.897;NOVA_CAMPANHA;False;-51;-12;-52;-13;-0.628667;-3.386551;-2.914285;-12.75;5.5;-3.5;43.9369;spread sem bônus | delta30 favorável 51.0 | delta10 crescente 12.0 | saldo agressor30 52.0 | saldo10 favorável 13.0 | razão fluxo 7.50 | vel15 0.6287 | vel5 acelerando 3.3866 | aceleração 2.9143 | desloc15 9.00 | ticks/s 43.94 | rompimento 5.50 | continuidade 3.50 | estrutura confirmada contrária -6 | estrutura local alinhada +4;;72;12;True;2026-07-20 03:21:23.157
trades;trades_c7_dna_fluxo_v5_2.csv;;57;20260720033929046619;2026-07-20 03:39:29;2026-07-20 03:39:15.363;VENDA;28771.0;28755.0;28800.0;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;150;-3225;11.2;128.22;128.22;28803.25;-2900;87;93;-6.0;18;6;93;12.0;-6.0;69;True;7;;True;True;True;True;True;True;True;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;True;7;;2;FRACO;ALTA;ALTA;;0.0;28775.0;2026-07-20 03:36:43.585000;"ALTA mantida; estrutura bruta alinhada";topo 28785.75>28777.00 e fundo 28773.25>28766.25;12;28785.75;28777.0;28773.25;28766.25;0.202797;19.75;ALTA confirmada em 2026-07-20 03:38:43.394000;TOPO;28785.75;2026-07-20 03:38:43.394;NOVA_CAMPANHA;False;-20;-4;-21;-5;-0.562284;-1.173709;-1.058837;-13.75;4.5;-1.0;61.3322;spread FRACO +2 | delta30 favorável 20.0 | saldo agressor30 21.0 | saldo10 favorável 5.0 | razão fluxo 3.62 | vel15 0.5623 | vel5 acelerando 1.1737 | aceleração 1.0588 | desloc15 6.50 | ticks/s 61.33 | rompimento 4.50 | continuidade 1.00 | estrutura confirmada contrária -6;;72;12;True;2026-07-20 03:39:15.363
trades;trades_c7_dna_fluxo_v5_2.csv;;58;20260720034420405410;2026-07-20 03:44:20;2026-07-20 03:44:06.561;COMPRA;28801.5;28817.5;28772.5;28801.5;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1725;-2150;965.91;242.25;965.91;28818.75;1600;93;99;-6.0;16;99;4;-6.0;12.0;77;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;BAIXA;BAIXA;;0.0;28790.0;2026-07-20 03:43:03.164000;"BAIXA mantida; estrutura bruta alinhada";topo 28790.00<28794.75 e fundo 28786.50<28787.75;12;28790.0;28794.75;28786.5;28787.75;0.429907;27.0;BAIXA confirmada em 2026-07-20 03:42:58.264000;FUNDO;28786.5;2026-07-20 03:42:58.264;NOVA_CAMPANHA;False;22;12;23;13;0.136184;0.498008;0.472171;1.75;-9.75;1.5;26.624;spread sem bônus | delta30 favorável 22.0 | delta10 crescente 12.0 | saldo agressor30 23.0 | saldo10 favorável 13.0 | razão fluxo 4.83 | vel15 0.1362 | vel5 acelerando 0.4980 | aceleração 0.4722 | desloc15 2.00 | ticks/s 26.62 | rompimento 1.75 | continuidade 1.50 | estrutura confirmada contrária -6;;72;12;True;2026-07-20 03:44:06.561
trades;trades_c7_dna_fluxo_v5_2.csv;;59;20260720040426677232;2026-07-20 04:04:26;2026-07-20 04:04:14.367;COMPRA;28833.5;28849.5;28804.5;;False;1600;2900;1120;C7_DNA_FLUXO_V5_1;LOSS;0;-2925;0.0;815.39;815.39;28804.25;-2900;93;99;-6.0;12;99;4;-6.0;8.0;81;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;BAIXA;TRANSICAO;ALTA;2.0;28821.25;2026-07-20 04:02:19.788000;BAIXA mantida durante TRANSICAO;"topos/fundos divergentes: 28829.25->28830.00; 28827.25->28827.00";12;28830.0;28829.25;28827.0;28827.25;0.159664;18.5;TRANSICAO confirmada em 2026-07-20 04:04:12.466000;FUNDO;28827.0;2026-07-20 04:04:12.466;NOVA_CAMPANHA;False;25;25;26;26;0.983618;1.178037;0.272131;3.5;-18.5;6.5;70.5344;spread sem bônus | delta30 favorável 25.0 | delta10 crescente 25.0 | saldo agressor30 26.0 | saldo10 favorável 26.0 | razão fluxo 1.60 | vel15 0.9836 | vel5 acelerando 1.1780 | aceleração 0.2721 | desloc15 13.75 | ticks/s 70.53 | rompimento 3.50 | continuidade 6.50 | estrutura confirmada contrária -6;;72;12;True;2026-07-20 04:04:14.367
trades;trades_c7_dna_fluxo_v5_2.csv;;60;20260720042632731672;2026-07-20 04:26:32;2026-07-20 04:26:20.221;COMPRA;28855.25;28871.25;28826.25;28855.25;True;1600;2900;1120;C7_DNA_FLUXO_V5_1;GAIN;1725;0;51.1;0.0;51.1;28872.5;1600;100;99;12.0;0;99;4;12.0;-6.0;100;True;7;;True;True;True;True;True;True;True;True;7;;False;1;delta30 | saldo30 | vel15 | aceleracao | rompimento | continuidade;0;FRACO;ALTA;ALTA;;0.0;28842.25;2026-07-20 04:19:44.873000;"ALTA mantida; estrutura bruta alinhada";topo 28854.00>28849.00 e fundo 28840.25>28840.00;12;28854.0;28849.0;28840.25;28840.0;0.218487;14.0;ALTA confirmada em 2026-07-20 04:26:15.421000;TOPO;28854.0;2026-07-20 04:26:15.421;NOVA_CAMPANHA;False;34;20;35;19;0.420943;0.709651;0.759933;1.25;-12.0;0.25;58.8518;spread sem bônus | delta30 favorável 34.0 | delta10 crescente 20.0 | saldo agressor30 35.0 | saldo10 favorável 19.0 | razão fluxo 6.83 | vel15 0.4209 | vel5 acelerando 0.7097 | aceleração 0.7599 | desloc15 5.25 | ticks/s 58.85 | rompimento 1.25 | continuidade 0.25 | estrutura confirmada alinhada +8 | estrutura local alinhada +4;;72;12;True;2026-07-20 04:26:20.221
