datetime;open;high;low;close;first_price;last_price;state_count;spread_atual_last;imbalance_atual_last;delta30_sum;delta10_sum;compra30_last;venda30_last;saldo30_last;compra10_last;venda10_last;saldo10_last;razao_compra30_last;razao_venda30_last;vel15_last;vel5_last;vel_anterior_last;aceleracao_last;desloc15_last;topo_30s_last;fundo_30s_last;rompimento_compra_last;rompimento_venda_last;continuidade_2s_last;ticks_s_sum;score_spread_last;spread_pct_120_60_last;spread_pct_60_last;spread_pct_30_last;spread_pct_15_last;spread_pct_5_last;spread_medio_30_last;spread_max_30_last;dna_spread_last;qtd_swings_confirmados_sum;ultimo_topo_last;topo_anterior_last;ultimo_fundo_last;fundo_anterior_last;amplitude_swings_last;eficiencia_swings_last;swing_mais_recente_preco_last;confirmacoes_candidata_last;nivel_invalidation_last;aprovado_max;score_last;score_base_dna_last;ajuste_estrutura_last;score_oposto_last;diferenca_score_last;gate_delta30_sum;gate_saldo30_max;gate_vel15_max;gate_aceleracao_max;gate_rompimento_max;gate_continuidade_max;gate_atividade_max;hard_gates_ok_max;qtd_hard_gates_ok_sum;hard_gates_compra_ok_max;qtd_hard_gates_compra_ok_sum;hard_gates_venda_ok_max;qtd_hard_gates_venda_ok_sum;score_compra_last;score_venda_last;score_compra_base_last;score_venda_base_last;ajuste_estrutura_compra_last;ajuste_estrutura_venda_last;campanha_ativa_max;campanha_entradas_last;campanha_pullback_max;ticks_sum;spread_last;imbalance_last;timeframe_min;range;body;body_abs;upper_wick;lower_wick;return_points;direction;start_time;end_time;duration_seconds;date;hour;minute
2026-07-17 17:39:00;28757,75;28761,25;28757,75;28760,0;28757,75;28760,0;6;0,75;1,5;-53;6;37,0;38,0;-1;21,0;9,0;12;0,9743589743589745;1,0263157894736843;0,0206406869220607;0,2925687536571094;-0,0436986540814542;0,3362674077385637;0,25;28761,0;28758,0;-1,0;-2,0;0,5;182,8834367720102;10;0,0;0,0;0,0;0,0;0,0;0,654320987654321;1,0;FORTE;72;28761,0;28762,0;28758,0;28757,25;8,0;0,2212389380530973;28761,0;0,0;28758,0;False;57;49;8,0;8;49;1;True;True;True;True;True;True;False;21;False;17;False;17;57;8;49;14;8,0;-6,0;False;0,0;False;182,8834367720102;0,75;1,5;3;3,5;2,25;2,25;1,25;0,0;;1;2026-07-17 17:39:00;2026-07-17 17:42:00;180;2026-07-17;17;39
2026-07-17 17:42:00;28759,25;28760,25;28756,75;28760,0;28759,25;28760,0;15;0,75;1,3333333333333333;-49;-18;41,0;26,0;15;23,0;7,0;16;1,5555555555555556;0,6428571428571429;0,1031211329575141;0,1236399604352126;0,0838269811109869;0,0398129793242257;1,5;28760,25;28757,75;-0,25;-2,25;0,25;318,1007172988652;10;0,0;0,0;0,0;0,0;0,0;0,6677631578947368;1,25;FORTE;180;28759,25;28760,0;28756,5;28757,5;6,5;0,0;28759,25;1,0;28758,0;False;85;77;8,0;12;73;2;True;True;True;False;True;True;False;49;False;40;False;37;85;12;77;14;8,0;-2,0;False;0,0;False;318,1007172988652;0,75;1,3333333333333333;3;3,5;0,75;0,75;0,25;2,5;0,0;1;2026-07-17 17:42:00;2026-07-17 17:45:00;180;2026-07-17;17;42
2026-07-17 17:45:00;28764,0;28764,0;28764,0;28764,0;28764,0;28764,0;1;0,5;3,0;48;29;68,0;20,0;48;35,0;5,0;30;3,2857142857142856;0,3043478260869565;0,2650176678445229;0,7125407166123778;0,0284026357645989;0,6841380808477788;3,75;28761,0;28757,75;3,0;-6,25;2,5;20,28268551236749;10;0,0;0,0;0,0;0,0;0,0;0,5963855421686747;1,25;FORTE;12;28759,25;28760,0;28756,5;28757,5;6,5;0,0;28759,25;1,0;28758,0;True;100;100;8,0;12;88;1;True;True;True;True;True;True;True;7;True;7;False;1;100;12;100;14;8,0;-2,0;False;0,0;False;20,28268551236749;0,5;3,0;3;0,0;0,0;0,0;0,0;0,0;4,0;0;2026-07-17 17:45:00;2026-07-17 17:48:00;180;2026-07-17;17;45
2026-07-19 19:00:00;28779,25;28811,0;28779,25;28803,0;28779,25;28803,0;11;3,25;0,5;280;-35;62,0;96,0;-34;25,0;37,0;-12;0,6494845360824743;1,5396825396825398;-0,19701963031953;-1,10483672968328;0,1141943587986753;-1,2190310884819553;-2,75;28813,25;28804,75;-10,25;1,75;-4,25;1883,7128042695276;0;0,8834782608695653;0,887434554973822;0,9053254437869822;0,9523809523809524;0,9666666666666668;2,4363905325443787;4,5;FRACO;132;28804,5;28809,0;28802,25;28806,75;7,0;0,0571428571428571;28804,5;0,0;28771,75;True;100;99;12,0;0;100;5;True;True;True;True;True;True;True;44;False;33;True;37;0;100;4;99;-6,0;12,0;False;0,0;False;1883,7128042695276;3,25;0,5;3;31,75;23,75;23,75;8,0;0,0;39,0;1;2026-07-19 19:00:00;2026-07-19 19:03:00;180;2026-07-19;19;0
2026-07-19 19:03:00;28779,75;28780,75;28733,0;28741,75;28779,75;28741,75;15;3,5;0,25;-605;-150;57,0;43,0;14;9,0;7,0;2;1,318181818181818;0,7586206896551724;0,033395671920919;-10,784313725490197;0,3058852318610057;-11,0901989573512;0,5;28747,5;28730,25;-5,75;-11,5;-2,75;1581,8772761823288;0;0,9629629629629628;0,918819188191882;0,9712230215827338;0,9705882352941176;1,0;2,7607913669064748;4,0;FRACO;180;28747,5;28743,75;28740,25;28741,25;17,25;0,2840909090909091;28747,5;0,0;28735,0;False;34;26;8,0;31;3;6;True;True;True;True;True;True;False;66;False;35;False;60;31;34;37;26;-6,0;8,0;True;1,0;True;1581,8772761823288;3,5;0,25;3;47,75;-38,0;38,0;1,0;8,75;-61,25;-1;2026-07-19 19:03:00;2026-07-19 19:06:00;180;2026-07-19;19;3
2026-07-19 19:06:00;28742,5;28743,25;28724,5;28724,5;28742,5;28724,5;8;3,25;2,0;-85;-33;58,0;82,0;-24;10,0;14,0;-4;0,7108433734939759;1,4067796610169492;-0,2557631973809848;-1,529675708749745;0,3915222384631447;-1,9211979472128895;-3,75;28734,75;28725,0;-10,25;0,5;-1,5;462,0306285363893;0;0,988929889298893;0,9307228915662652;0,943661971830986;0,935897435897436;0,9523809523809524;3,0193661971830985;5,25;FRACO;96;28731,25;28734,75;28728,0;28728,5;9,75;0,077720207253886;28731,25;0,0;28731,25;True;100;91;12,0;0;100;5;True;True;True;True;True;True;True;35;False;22;True;29;0;100;4;91;-6,0;12,0;True;1,0;True;462,0306285363893;3,25;2,0;3;18,75;-18,0;18,0;0,75;0,0;-17,25;-1;2026-07-19 19:06:00;2026-07-19 19:09:00;180;2026-07-19;19;6
2026-07-19 19:15:00;28724,25;28753,5;28724,25;28753,5;28724,25;28753,5;6;2,75;1,0;142;98;71,0;29,0;42;50,0;8,0;42;2,4;0,4166666666666667;0,7750472589792061;1,334976381187102;0,2723735408560311;1,062602840331071;10,25;28748,0;28742,25;5,5;-11,25;11,75;295,0424369559829;0;0,8200589970501475;0,8333333333333334;0,9230769230769232;0,8970588235294118;0,9523809523809524;2,4615384615384617;4,0;FRACO;72;28747,0;28747,75;28741,75;28745,0;6,0;0,1007751937984496;28741,75;3,0;28728,75;True;100;99;8,0;2;98;4;True;True;True;True;True;True;True;27;True;23;False;20;100;2;99;4;8,0;-2,0;False;0,0;False;295,0424369559829;2,75;1,0;3;29,25;29,25;29,25;0,0;0,0;29,0;1;2026-07-19 19:15:00;2026-07-19 19:18:00;180;2026-07-19;19;15
2026-07-19 19:18:00;28767,0;28806,75;28761,5;28806,75;28767,0;28806,75;4;2,25;1,0;16;-40;114,0;81,0;33;24,0;23,0;1;1,4024390243902438;0,7130434782608696;0,6850758853288365;0,550110022004401;0,7661157929298457;-0,2160057709254447;9,75;28808,0;28790,25;-1,25;-16,5;1,5;174,51460205425826;0;0,8472622478386167;0,8559077809798271;0,8181818181818182;0,863013698630137;0,9393939393939394;2,0054112554112558;3,25;FRACO;48;28805,25;28808,0;28802,75;28803,25;12,25;0,0785340314136125;28802,75;2,0;28798,25;True;67;59;8,0;8;59;3;True;True;True;True;True;True;True;21;False;13;True;15;67;8;59;10;8,0;-2,0;True;0,0;True;174,51460205425826;2,25;1,0;3;45,25;39,75;39,75;0,0;5,5;53,25;1;2026-07-19 19:18:00;2026-07-19 19:21:00;180;2026-07-19;19;18
2026-07-19 19:21:00;28809,0;28813,0;28790,0;28802,75;28809,0;28802,75;15;2,5;0,3333333333333333;132;98;51,0;75,0;-24;6,0;9,0;-3;0,6842105263157895;1,4615384615384617;-0,2376773438642679;-0,7692307692307693;-0,06006006006006;-0,7091707091707092;-3,25;28810,0;28796,25;-7,25;-6,5;-0,5;536,9242559733686;0;0,7790055248618785;0,9016393442622952;0,913793103448276;0,8333333333333334;0,9333333333333332;2,265086206896552;3,25;FRACO;180;28805,25;28806,0;28803,25;28804,0;11,5;0,1525423728813559;28805,25;0,0;28797,0;False;83;71;12,0;0;83;7;True;True;True;True;True;True;False;72;False;56;False;43;0;83;4;71;-6,0;12,0;False;0,0;False;536,9242559733686;2,5;0,3333333333333333;3;23,0;-6,25;6,25;4,0;12,75;-4,0;-1;2026-07-19 19:21:00;2026-07-19 19:24:00;180;2026-07-19;19;21
2026-07-19 19:24:00;28803,25;28803,25;28765,5;28773,75;28803,25;28773,75;11;2,0;0,5;-108;4;82,0;28,0;54;41,0;4,0;37;2,862068965517241;0,3493975903614458;0,2873951852853665;1,2752391073326248;-0,0516368893937829;1,3268759967264077;4,25;28773,5;28762,25;0,25;-11,5;0,5;348,36150827374627;0;0,8939393939393939;0,9219512195121952;0,8880597014925373;0,851063829787234;0,6904761904761905;2,03544776119403;3,0;FRACO;132;28773,5;28767,5;28771,25;28765,5;9,25;0,2058823529411764;28771,25;1,0;28767,75;True;97;99;-2,0;12;85;6;True;True;True;True;True;True;True;46;True;30;True;38;97;12;99;4;-2,0;8,0;True;1,0;True;348,36150827374627;2,0;0,5;3;37,75;-29,5;29,5;0,0;8,25;-29,0;-1;2026-07-19 19:24:00;2026-07-19 19:27:00;180;2026-07-19;19;24
2026-07-19 19:27:00;28776,25;28776,25;28765,0;28765,0;28776,25;28765,0;5;2,0;2,0;6;4;19,0;52,0;-33;4,0;14,0;-10;0,3773584905660377;2,65;-0,835977021349567;-1,713796058269066;-1,2226238571124812;-0,4911722011565849;-9,75;28776,75;28769,0;-11,75;4,0;-4,0;161,25277150175583;0;0,7857142857142857;0,9637305699481864;0,956989247311828;0,9130434782608696;0,8421052631578947;2,327956989247312;2,75;FRACO;60;28771,0;28775,25;28769,0;28772,0;12,0;0,0854271356783919;28771,0;0,0;28769,0;True;100;99;12,0;0;100;1;True;True;True;True;True;True;True;21;False;13;True;17;0;100;4;99;-6,0;12,0;False;0,0;False;161,25277150175583;2,0;2,0;3;11,25;-11,25;11,25;0,0;0,0;-8,75;-1;2026-07-19 19:27:00;2026-07-19 19:30:00;180;2026-07-19;19;27
2026-07-19 19:33:00;28807,25;28832,5;28807,25;28828,5;28807,25;28828,5;8;3,25;0,6666666666666666;412;120;7,0;10,0;-3;5,0;4,0;1;0,7272727272727273;1,375;-0,3191715724519469;-1,024590163934426;-0,0944941413632354;-0,9300960225711908;-4,5;28833,0;28828,75;-4,5;0,25;-2,0;479,6793541561909;0;0,9529411764705882;0,9970414201183432;0,9970414201183432;0,9970414201183432;1,0;2,826183431952663;4,25;FRACO;96;28832,25;28831,25;28829,25;28829,0;12,75;0,2580645161290322;28832,25;0,0;28829,25;False;58;64;-6,0;21;37;6;True;True;True;True;True;True;False;41;False;36;False;16;21;58;9;64;12,0;-6,0;False;0,0;False;479,6793541561909;3,25;0,6666666666666666;3;25,25;21,25;21,25;4,0;0,0;63,5;1;2026-07-19 19:33:00;2026-07-19 19:36:00;180;2026-07-19;19;33
2026-07-19 19:36:00;28823,5;28823,5;28815,75;28815,75;28823,5;28815,75;2;0,75;0,5;-54;-34;26,0;62,0;-36;19,0;45,0;-26;0,4285714285714285;2,333333333333333;-0,7674597083653109;-2,0115867396202125;-0,0671231037723184;-1,9444636358478944;-10,0;28830,5;28821,5;-14,75;5,75;-4,5;94,41021689470625;0;0,9069767441860463;0,9907834101382488;0,97;0,9558823529411764;0,9433962264150944;2,78;4,5;FRACO;24;28826,5;28829,25;28813,0;28823,5;19,5;0,3519553072625698;28813,0;0,0;28826,5;True;100;99;12,0;0;100;1;True;True;True;True;True;True;True;13;False;2;True;13;0;100;4;99;-6,0;12,0;False;0,0;False;94,41021689470625;0,75;0,5;3;7,75;-7,75;7,75;0,0;0,0;-12,75;-1;2026-07-19 19:36:00;2026-07-19 19:39:00;180;2026-07-19;19;36
2026-07-19 19:42:00;28849,0;28849,0;28844,75;28844,75;28849,0;28844,75;3;2,5;2,0;75;-18;47,0;50,0;-3;9,0;29,0;-20;0,9411764705882352;1,0625;-0,0667378537106246;-0,2320724065908563;0,1002137894174238;-0,3322861960082802;-1,0;28851,0;28842,5;-6,25;-2,25;-1,0;100,74690018194498;0;0,7966101694915254;0,8892988929889298;0,9655172413793104;0,9649122807017544;1,0;2,334051724137931;3,5;FRACO;36;28847,75;28848,0;28842,5;28845,75;8,5;0,0314465408805031;28847,75;1,0;28846,75;False;50;52;-2,0;12;38;2;True;True;True;False;True;True;False;13;False;10;False;8;12;50;4;52;8,0;-2,0;False;0,0;False;100,74690018194498;2,5;2,0;3;4,25;-4,25;4,25;0,0;0,0;29,0;-1;2026-07-19 19:42:00;2026-07-19 19:45:00;180;2026-07-19;19;42
2026-07-19 19:45:00;28845,5;28845,5;28827,5;28840,75;28845,5;28840,75;7;2,0;1,5;-98;3;64,0;34,0;30;37,0;6,0;31;1,8571428571428568;0,5384615384615384;0,8131734092295182;2,296504210257719;0,0;2,296504210257719;12,0;28837,0;28825,25;3,75;-15,5;3,75;194,90774583157122;0;0,9700598802395208;0,8939393939393939;0,8956521739130435;0,8333333333333334;0,84375;2,095652173913044;3,0;FRACO;84;28828,75;28828,25;28826,75;28825,25;17,0;0,358974358974359;28826,75;1,0;28830,25;True;97;99;-2,0;12;85;4;True;True;True;True;True;True;True;31;True;21;False;25;97;12;99;4;-2,0;8,0;False;0,0;False;194,90774583157122;2,0;1,5;3;18,0;-4,75;4,75;0,0;13,25;-4,0;-1;2026-07-19 19:45:00;2026-07-19 19:48:00;180;2026-07-19;19;45
2026-07-19 19:57:00;28812,25;28816,25;28810,0;28810,0;28812,25;28810,0;4;2,75;13,0;3;7;8,0;37,0;-29;4,0;30,0;-26;0,2368421052631578;4,222222222222222;-0,5912372417226786;-0,5020080321285141;-2,323874755381605;1,8218667232530907;-4,75;28816,25;28810,0;-6,25;0,0;-1,25;80,94087495221738;0;0,8444444444444444;0,8467153284671532;0,9333333333333332;1,0;1,0;2,238888888888889;2,75;FRACO;48;28812,25;28816,25;28810,0;28813,0;8,25;0,0064516129032258;28812,25;0,0;28812,25;False;79;67;12,0;4;75;1;True;True;True;False;True;True;False;16;False;13;False;10;4;79;10;67;-6,0;12,0;False;0,0;False;80,94087495221738;2,75;13,0;3;6,25;-2,25;2,25;4,0;0,0;-30,75;-1;2026-07-19 19:57:00;2026-07-19 20:00:00;180;2026-07-19;19;57
2026-07-19 20:00:00;28810,75;28825,25;28802,75;28805,5;28810,75;28805,5;16;2,25;2,0;-303;-88;15,0;16,0;-1;2,0;2,0;0;0,9411764705882352;1,0625;-0,0900414190527642;0,2145002145002145;0,40290088638195;-0,1884006718817355;-1,0;28809,0;28805,0;-3,5;-0,5;0,5;565,3259738404337;0;0,9444444444444444;0,8705882352941177;0,775;0,6666666666666666;1,0;1,96875;3,0;FRACO;192;28809,0;28808,5;28806,25;28805,25;7,25;0,0945945945945946;28806,25;0,0;28806,25;False;32;20;12,0;17;15;7;True;True;True;True;True;True;False;64;False;44;False;53;32;17;20;23;12,0;-6,0;False;0,0;False;565,3259738404337;2,25;2,0;3;22,5;-5,25;5,25;14,5;2,75;-4,5;-1;2026-07-19 20:00:00;2026-07-19 20:03:00;180;2026-07-19;20;0
2026-07-19 20:03:00;28812,0;28812,0;28787,75;28793,75;28812,0;28793,75;15;2,75;1,0;-205;-4;28,0;27,0;1;9,0;13,0;-4;1,0357142857142858;0,9655172413793104;-0,4818675042832667;-0,9284476355533549;-0,4602991944764097;-0,4681484410769451;-6,75;28801,75;28792,75;-8,0;-1,0;-0,5;558,5303496834723;0;0,9551724137931036;0,952755905511811;0,9714285714285714;1,0;1,0;2,3892857142857142;3,5;FRACO;180;28797,0;28799,0;28794,5;28794,5;9,75;0,0576923076923076;28797,0;1,0;28791,75;False;52;44;8,0;0;52;3;True;True;True;True;True;True;False;56;False;34;False;53;0;52;4;44;-6,0;8,0;False;0,0;False;558,5303496834723;2,75;1,0;3;24,25;-18,25;18,25;0,0;6,0;-11,75;-1;2026-07-19 20:03:00;2026-07-19 20:06:00;180;2026-07-19;20;3
2026-07-19 20:06:00;28806,25;28815,5;28806,25;28815,5;28806,25;28815,5;2;2,5;0,5;30;26;36,0;17,0;19;17,0;8,0;9;2,055555555555556;0,4864864864864865;1,2765192376842862;2,003205128205128;1,1475631159713784;0,8556420122337498;17,75;28808,75;28793,25;6,75;-22,25;5,5;94,08198838016182;0;0,9655172413793104;0,9069767441860463;0,8412698412698413;0,8245614035087719;0,5714285714285714;2,3253968253968256;3,75;FRACO;24;28808,75;28797,0;28805,0;28806,0;15,5;0,203883495145631;28805,0;1,0;28791,75;True;93;99;-6,0;12;81;1;True;True;True;True;True;True;True;13;True;13;False;2;93;12;99;4;-6,0;8,0;False;0,0;False;94,08198838016182;2,5;0,5;3;9,25;9,25;9,25;0,0;0,0;21,75;1;2026-07-19 20:06:00;2026-07-19 20:09:00;180;2026-07-19;20;6
2026-07-19 20:12:00;28832,5;28832,5;28813,0;28817,75;28832,5;28817,75;8;2,75;1,0;-49;-33;31,0;44,0;-13;9,0;13,0;-4;0,7111111111111111;1,40625;0,3191942119449567;-1,0185604345857855;1,092010708750176;-2,110571143335961;4,5;28822,75;28807,0;-5,0;-10,75;-1,25;286,51841773258457;0;0,8347107438016529;0,9723756906077348;0,98989898989899;1,0;1,0;2,590909090909091;3,25;FRACO;96;28822,75;28819,25;28813,25;28814,0;15,75;0,0825688073394495;28822,75;0,0;28830,5;False;40;46;-6,0;25;15;1;True;True;True;True;True;True;False;29;False;21;False;26;25;40;17;46;8,0;-6,0;False;0,0;False;286,51841773258457;2,75;1,0;3;19,5;-14,75;14,75;0,0;4,75;2,25;-1;2026-07-19 20:12:00;2026-07-19 20:15:00;180;2026-07-19;20;12
2026-07-19 20:15:00;28812,75;28815,0;28794,75;28798,25;28812,75;28798,25;15;3,0;1,0;-239;-100;20,0;20,0;0;5,0;6,0;-1;1,0;1,0;0,520343762588962;0,495049504950495;0,7650719167601754;-0,2700224118096803;7,75;28799,75;28790,5;-1,5;-7,75;0,75;450,2827419862908;0;0,9859154929577464;0,96875;0,9814814814814816;1,0;1,0;2,5694444444444446;3,25;FRACO;180;28798,0;28794,75;28795,25;28791,75;10,75;0,0462962962962962;28795,25;0,0;28830,5;False;39;27;12,0;9;30;3;True;True;True;True;True;True;False;53;False;32;False;49;39;9;27;15;12,0;-6,0;False;0,0;False;450,2827419862908;3,0;1,0;3;20,25;-14,5;14,5;2,25;3,5;-19,5;-1;2026-07-19 20:15:00;2026-07-19 20:18:00;180;2026-07-19;20;15
