cluster_id;cluster_best_score;cluster_average_score;cluster_median_score;cluster_scenarios_evaluated;cluster_eligible_candidates;cluster_total_trades;cluster_average_pf;cluster_total_net_mt5_points;cluster_average_participation_pct;cluster_rank
0;59,755544667883825;59,25440435546848;59,012700692375596;5;5;1410;1,0804751914098556;61700,0;91,85667752442997;1
2;37,118450671120094;37,02895999103477;37,02853189017855;5;0;15;1,5625;4500,0;0,9771986970684038;2
1;30,05630776563902;29,952861295433962;29,942754155942097;5;0;110;0,4934210526315789;-38500,0;7,16612377850163;3
