trade_uid,motor_id,lado_norm,rotulo,qtd_eventos
motor_c7_dna_fluxo_v5_2::20260717174502.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260719190221.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260719191628.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719191847.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,3
motor_c7_dna_fluxo_v5_2::20260719192449.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719192908.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260719193615.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260719194614.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260719200617.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260719202654.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260719203744.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260719205146.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719205942.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260719210241.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260719210453.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719210851.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719211314.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719211713.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260719213222.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719214012.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260719214311.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260719220541.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260719222001.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260719222516.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260719224858.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260719225706.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260719230058.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719230337.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260719231552.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260719233118.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260719233628.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260719234655.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260719235755.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260720002333.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260720002720.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720005107.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720005532.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720010640.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720011735.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720013403.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260720020054.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720020636.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260720025516.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260720031528.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720032135.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720033929.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,1
motor_c7_dna_fluxo_v5_2::20260720034420.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,1
motor_c7_dna_fluxo_v5_2::20260720040426.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260720042632.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720043113.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260720044557.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260720045611.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720050132.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720051811.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720062442.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260720064610.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260720065312.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,2
motor_c7_dna_fluxo_v5_2::20260720070054.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720074140.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,1
motor_c7_dna_fluxo_v5_2::20260720080214.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260720081547.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720082907.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720083234.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720083750.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260720085454.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260720101138.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260720102627.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720103400.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720103704.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260720104335.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720104613.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720105151.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720110217.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720110452.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260720110853.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720111052.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260720111557.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260720111813.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720112311.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720112400.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260720112605.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720113245.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720114028.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260720114518.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260720115234.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,10
motor_c7_dna_fluxo_v5_2::20260720115949.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720120435.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720120627.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720120958.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720121239.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720121559.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720122234.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720122706.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720124649.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720124926.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260720130527.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720131546.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720134649.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720134848.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260720135358.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260720140938.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260720141746.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720142121.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720142408.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720144419.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260720144654.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260720145231.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720150946.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260720171406.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720173116.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260720190241.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720190530.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720193914.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720195439.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720200716.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720201441.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720205231.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260720210011.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720210155.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260720210915.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720211915.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720212111.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260720212818.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720213405.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260720214601.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260720215343.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260720220214.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260720220957.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720222219.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260720223922.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260720224549.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720225701.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260720230948.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,10
motor_c7_dna_fluxo_v5_2::20260720231745.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260720233626.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721000456.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260721003209.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260721022830.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721024851.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260721030356.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260721032941.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,3
motor_c7_dna_fluxo_v5_2::20260721041955.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260721043157.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721044142.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260721051127.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260721071042.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721073649.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260721075541.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260721081227.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260721090057.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260721090438.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260721090820.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260721092519.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260721094322.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260721094753.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260721103319.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260721103601.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260721103715.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260721103855.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260721104408.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,9
motor_c7_dna_fluxo_v5_2::20260721105326.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260721105520.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260721105715.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260721110208.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260721110737.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,10
motor_c7_dna_fluxo_v5_2::20260721111047.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260721111628.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260721112105.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260721112348.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260721113233.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721113909.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260721114532.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260721120656.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260721120945.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260721121336.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,1
motor_c7_dna_fluxo_v5_2::20260721122830.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721123207.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260721123519.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260721125446.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260721130045.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260721130344.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721131339.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260721132342.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,3
motor_c7_dna_fluxo_v5_2::20260721132948.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260721142604.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260721151135.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260721153223.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260721154657.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260721160541.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260721163117.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260721165949.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260721205411.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260721210747.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260721213011.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260721215702.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260721223715.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260721224656.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260721230708.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260721234650.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260722003018.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,3
motor_c7_dna_fluxo_v5_2::20260722004520.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,2
motor_c7_dna_fluxo_v5_2::20260722005429.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260722012349.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,2
motor_c7_dna_fluxo_v5_2::20260722014918.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,1
motor_c7_dna_fluxo_v5_2::20260722022241.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260722024507.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260722030009.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260722031523.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260722032454.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260722035111.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260722035625.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260722041135.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260722041906.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260722043833.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260722044236.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,5
