trade_uid,motor_id,lado_norm,rotulo,qtd_eventos
motor_c7_dna_fluxo_v5_2::20260724102721.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260724103500.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260724103602.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724103639.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,10
motor_c7_dna_fluxo_v5_2::20260724103856.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260724104556.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260724105028.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260724105143.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724105820.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260724110407.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,10
motor_c7_dna_fluxo_v5_2::20260724110534.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260724111020.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260724111606.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260724112151.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724112418.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724113229.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260724113509.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724113611.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260724114411.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724114550.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260724114918.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260724115133.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260724115449.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724115514.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724115907.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724120159.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724120639.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260724120917.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724121438.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724122027.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724122411.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260724122603.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260724122857.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260724123229.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,10
motor_c7_dna_fluxo_v5_2::20260724123511.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260724123855.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724124058.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260724124755.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260724125100.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260724125541.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260724130333.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724130759.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724131247.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260724131523.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260724132814.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724133247.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724133907.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724135957.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260724140752.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724141159.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724141704.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724141850.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260724142444.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724143619.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260724143818.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260724144105.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,10
motor_c7_dna_fluxo_v5_2::20260724144515.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260724144936.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724145158.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724150512.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260724150907.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724151807.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724152016.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724152642.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724153157.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260724154325.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724155001.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260724155453.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724160209.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260724160610.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724160734.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260724161223.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260724161534.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260724162319.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260724162821.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,3
motor_c7_dna_fluxo_v5_2::20260724163022.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260724163424.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724164004.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,9
motor_c7_dna_fluxo_v5_2::20260724164331.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260724164544.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260724165024.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260724165350.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260724165628.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260724170229.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260724170739.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260724172117.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260724173533.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260724174435.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260726190421.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260726190932.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726191518.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726192506.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260726193612.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260726194154.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260726200516.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260726201940.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726204107.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,1
motor_c7_dna_fluxo_v5_2::20260726204511.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,2
motor_c7_dna_fluxo_v5_2::20260726205138.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260726205904.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726210152.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260726210321.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260726210528.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726211045.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260726211145.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260726211408.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260726212202.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260726212326.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726212921.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260726213340.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260726214744.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260726215108.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260726215423.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260726215954.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726220202.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260726220353.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260726220859.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260726221628.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260726221856.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260726222545.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260726223134.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260726223417.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,10
motor_c7_dna_fluxo_v5_2::20260726223842.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260726225038.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260726225747.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,8
motor_c7_dna_fluxo_v5_2::20260726230308.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260726231045.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260726232106.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260726232824.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260726235043.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727000123.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727001457.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,2
motor_c7_dna_fluxo_v5_2::20260727004431.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,3
motor_c7_dna_fluxo_v5_2::20260727005612.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,2
motor_c7_dna_fluxo_v5_2::20260727005918.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,3
motor_c7_dna_fluxo_v5_2::20260727011519.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,2
motor_c7_dna_fluxo_v5_2::20260727011858.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260727012719.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727014926.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260727025708.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727035242.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260727040351.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260727041408.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260727044418.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727045526.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727050304.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260727050643.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727052337.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260727053122.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727060035.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727063124.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260727063755.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,2
motor_c7_dna_fluxo_v5_2::20260727064822.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727075649.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260727080114.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260727082041.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260727082847.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727083307.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,3
motor_c7_dna_fluxo_v5_2::20260727085054.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260727085527.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260727090436.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727090632.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260727091216.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260727092608.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260727094732.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727095950.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727100250.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727101749.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727101946.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,10
motor_c7_dna_fluxo_v5_2::20260727102908.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727103208.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727103352.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727103455.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,5
motor_c7_dna_fluxo_v5_2::20260727103755.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260727103837.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,8
motor_c7_dna_fluxo_v5_2::20260727103953.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,5
motor_c7_dna_fluxo_v5_2::20260727104312.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727104537.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727104646.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,9
motor_c7_dna_fluxo_v5_2::20260727104714.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,9
motor_c7_dna_fluxo_v5_2::20260727105313.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727105621.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260727105818.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260727110043.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727110309.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727110507.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727110650.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260727110812.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727110914.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727111108.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,9
motor_c7_dna_fluxo_v5_2::20260727111208.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,8
motor_c7_dna_fluxo_v5_2::20260727111241.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,10
motor_c7_dna_fluxo_v5_2::20260727111308.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,10
motor_c7_dna_fluxo_v5_2::20260727111514.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727111713.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260727111918.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,10
motor_c7_dna_fluxo_v5_2::20260727112124.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727112243.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727112343.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260727112542.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727112755.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,6
motor_c7_dna_fluxo_v5_2::20260727112955.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260727113028.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,10
motor_c7_dna_fluxo_v5_2::20260727113750.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,5
motor_c7_dna_fluxo_v5_2::20260727113823.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727114022.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260727114312.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727114511.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,4
motor_c7_dna_fluxo_v5_2::20260727114949.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,2
motor_c7_dna_fluxo_v5_2::20260727115049.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727115201.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727115247.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,7
motor_c7_dna_fluxo_v5_2::20260727120514.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260727120633.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,GAIN,7
motor_c7_dna_fluxo_v5_2::20260727120738.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,4
motor_c7_dna_fluxo_v5_2::20260727120910.000000::VENDA,motor_c7_dna_fluxo_v5_2,VENDA,STOP,6
motor_c7_dna_fluxo_v5_2::20260727121135.000000::COMPRA,motor_c7_dna_fluxo_v5_2,COMPRA,STOP,10
