status,spread_media_count,spread_media_mean,spread_media_median,spread_media_std,spread_media_min,spread_media_max,delta_media_count,delta_media_mean,delta_media_median,delta_media_std,delta_media_min,delta_media_max,saldo_media_count,saldo_media_mean,saldo_media_median,saldo_media_std,saldo_media_min,saldo_media_max,razao_fluxo_media_count,razao_fluxo_media_mean,razao_fluxo_media_median,razao_fluxo_media_std,razao_fluxo_media_min,razao_fluxo_media_max,velocidade_media_count,velocidade_media_mean,velocidade_media_median,velocidade_media_std,velocidade_media_min,velocidade_media_max,aceleracao_media_count,aceleracao_media_mean,aceleracao_media_median,aceleracao_media_std,aceleracao_media_min,aceleracao_media_max,ticks_s_media_count,ticks_s_media_mean,ticks_s_media_median,ticks_s_media_std,ticks_s_media_min,ticks_s_media_max,estrutura_media_count,estrutura_media_mean,estrutura_media_median,estrutura_media_std,estrutura_media_min,estrutura_media_max,score_media_count,score_media_mean,score_media_median,score_media_std,score_media_min,score_media_max,spread_variacao_count,spread_variacao_mean,spread_variacao_median,spread_variacao_std,spread_variacao_min,spread_variacao_max,delta_variacao_count,delta_variacao_mean,delta_variacao_median,delta_variacao_std,delta_variacao_min,delta_variacao_max,saldo_variacao_count,saldo_variacao_mean,saldo_variacao_median,saldo_variacao_std,saldo_variacao_min,saldo_variacao_max,razao_fluxo_variacao_count,razao_fluxo_variacao_mean,razao_fluxo_variacao_median,razao_fluxo_variacao_std,razao_fluxo_variacao_min,razao_fluxo_variacao_max,velocidade_variacao_count,velocidade_variacao_mean,velocidade_variacao_median,velocidade_variacao_std,velocidade_variacao_min,velocidade_variacao_max,aceleracao_variacao_count,aceleracao_variacao_mean,aceleracao_variacao_median,aceleracao_variacao_std,aceleracao_variacao_min,aceleracao_variacao_max,ticks_s_variacao_count,ticks_s_variacao_mean,ticks_s_variacao_median,ticks_s_variacao_std,ticks_s_variacao_min,ticks_s_variacao_max,estrutura_variacao_count,estrutura_variacao_mean,estrutura_variacao_median,estrutura_variacao_std,estrutura_variacao_min,estrutura_variacao_max,score_variacao_count,score_variacao_mean,score_variacao_median,score_variacao_std,score_variacao_min,score_variacao_max
LOSS,99,1.2656565656565657,1.25,0.48590138892667717,0.5,2.7083333333333335,99,5.124242424242424,0.8,47.66993062850597,-127.0,248.0,99,4.860437710437711,1.3333333333333333,46.93268250371657,-127.2,248.0,99,1.2340878102451955,1.0969187093200388,0.6785414977215624,0.35575070690749594,5.461538461538462,99,0.05165607629724075,-0.0048338105611359095,0.4782498851404954,-0.914719954967633,3.944614393817421,99,-0.11640316329576472,0.032092373749911404,2.6786676607709348,-23.45311290004633,10.172967745960449,99,194.8303624809536,68.15323598335043,607.204513019971,19.103213741173125,4743.486590038315,0,,,,,,99,72.02306397306398,70.6,11.68899702286845,49.333333333333336,100.0,99,-0.12626262626262627,0.0,0.3998943377244204,-2.25,1.0,99,22.282828282828284,11.0,106.19831664026185,-146.0,517.0,99,22.343434343434343,12.0,105.43458767349948,-146.0,517.0,99,0.22841658191000486,-0.08791208791208793,1.4292198647192527,-2.9023569023569027,8.484375,99,0.07303471243696226,0.10319825501958979,0.9571434410720583,-2.5750769364754316,4.394328623653789,99,0.06568975242952643,0.16197151625502437,2.494754637395424,-10.794901312041882,7.695430590225582,99,-24.914772067731377,2.713859937450465,419.5275690102296,-3983.9627409350487,1137.2918443278704,0,,,,,,99,27.67676767676768,27.0,22.361970397478846,-8.0,75.0
TIMEOUT,14,1.1139880952380952,1.1625,0.41371262820497,0.5625,1.7916666666666667,14,36.351190476190474,1.5,199.94707873171225,-186.25,702.0,14,1.8464285714285726,1.2999999999999998,79.03289485505209,-186.25,196.0,14,1.2401022537994815,1.0919804185643986,0.6564816547691509,0.2399181322013341,2.509616509221772,14,0.03935202153784073,0.05197261984228997,0.1977250384700829,-0.34625412708316516,0.33192582663092046,14,0.09415163345308737,0.012523898876341482,0.673425337118628,-1.1892071868673892,1.4456905484879736,14,59.04990020902083,25.83471141467365,90.41659672923471,8.251096464252809,359.1239098546473,0,,,,,,14,73.29642857142858,73.3,13.73066967349152,48.666666666666664,94.5,14,-0.16071428571428573,0.0,0.36171523618436663,-1.0,0.25,14,21.928571428571427,21.5,71.69965592205209,-61.0,214.0,14,22.714285714285715,20.5,70.38512580130786,-61.0,214.0,14,0.35491100159509964,-0.1688097213226079,1.7971337335851745,-2.2752293577981653,4.066666666666667,14,-0.019603526508487883,-0.04919197364658731,0.5406188280952869,-0.847609169823903,0.8489038195863379,14,-0.7293207480813695,-0.38883286198675115,2.3712906206467412,-6.0033067531469335,3.140405367916423,14,0.8722447759409201,9.594960603033854,28.147125621892265,-83.74449926656891,28.462935298174955,0,,,,,,14,26.214285714285715,25.0,26.62612531801331,0.0,78.0
