variaveis,regra,amostra,taxa_alvo_300_120s,taxa_base,lift
4,_f_delta<=0 E _f_aceleracao>=-0.552272 E _f_ticks_s>=153.857 E _f_score<=47,229,0.7510917030567685,0.6188781756963575,1.2136341731741394
4,_f_velocidade<=0 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=61,723,0.7510373443983402,0.6188781756963575,1.2135463389919643
4,_f_delta>=16 E _f_razao_fluxo>=0.741693 E _f_velocidade<=0.205388 E _f_score>=77,249,0.751004016064257,0.6188781756963575,1.213492486173442
4,_f_velocidade<=0 E _f_aceleracao>=-0.552272 E _f_ticks_s>=153.857 E _f_score<=47,257,0.7509727626459144,0.6188781756963575,1.2134419860595747
4,_f_delta>=16 E _f_velocidade<=0.205388 E _f_ticks_s>=153.857 E _f_score>=61,783,0.7509578544061303,0.6188781756963575,1.2134178969247988
4,_f_spread<=1 E _f_saldo>=19 E _f_velocidade<=-0.216667 E _f_score<=61,265,0.7509433962264151,0.6188781756963575,1.2133945350091861
4,_f_delta>=16 E _f_velocidade<=-0.216667 E _f_aceleracao<=-0.552272 E _f_score<=77,265,0.7509433962264151,0.6188781756963575,1.2133945350091861
4,_f_spread>=1 E _f_saldo<=0 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,534,0.7509363295880149,0.6188781756963575,1.2133831165448135
4,_f_spread>=1 E _f_razao_fluxo>=1 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,534,0.7509363295880149,0.6188781756963575,1.2133831165448135
4,_f_spread<=1 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=61,542,0.7509225092250923,0.6188781756963575,1.213360785230727
3,_f_delta<=0 E _f_ticks_s>=153.857 E _f_score<=47,301,0.7508305647840532,0.6188781756963575,1.213212218930202
4,_f_delta<=0 E _f_saldo<=19 E _f_ticks_s>=153.857 E _f_score<=47,301,0.7508305647840532,0.6188781756963575,1.213212218930202
4,_f_delta<=0 E _f_razao_fluxo>=0.741693 E _f_ticks_s>=153.857 E _f_score<=47,301,0.7508305647840532,0.6188781756963575,1.213212218930202
4,_f_spread>=1.25 E _f_razao_fluxo<=1.33364 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,305,0.7508196721311475,0.6188781756963575,1.2131946182886968
4,_f_saldo>=19 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=77,321,0.7507788161993769,0.6188781756963575,1.2131286021753889
4,_f_spread<=1 E _f_saldo>=19 E _f_velocidade<=0 E _f_ticks_s>=153.857,682,0.750733137829912,0.6188781756963575,1.2130547938375629
4,_f_spread<=1.25 E _f_saldo>=19 E _f_velocidade<=0 E _f_ticks_s>=153.857,746,0.7506702412868632,0.6188781756963575,1.2129531639118056
4,_f_saldo>=19 E _f_velocidade<=0 E _f_aceleracao>=-0.552272 E _f_ticks_s>=153.857,561,0.750445632798574,0.6188781756963575,1.2125902354759523
4,_f_spread>=1 E _f_delta<=16 E _f_ticks_s>=153.857 E _f_score<=77,1274,0.750392464678179,0.6188781756963575,1.212504324997149
4,_f_delta<=16 E _f_saldo>=-17 E _f_velocidade>=0 E _f_ticks_s>=153.857,641,0.750390015600624,0.6188781756963575,1.2125003677117718
4,_f_spread>=1 E _f_razao_fluxo>=0.741693 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857,1334,0.7503748125937032,0.6188781756963575,1.2124758022843294
3,_f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=61,721,0.7503467406380028,0.6188781756963575,1.2124304428633597
4,_f_saldo>=19 E _f_velocidade<=0 E _f_ticks_s>=153.857 E _f_score<=77,745,0.7503355704697987,0.6188781756963575,1.212412393805172
4,_f_spread<=1.75 E _f_saldo>=19 E _f_velocidade<=0 E _f_ticks_s>=153.857,793,0.7503152585119798,0.6188781756963575,1.2123795731974716
4,_f_spread<=1.25 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=61,953,0.7502623294858342,0.6188781756963575,1.2122940490535865
4,_f_spread<=1.25 E _f_delta<=16 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,1116,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=-16 E _f_velocidade<=0.205388 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,696,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=16 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=61,600,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_razao_fluxo>=0.741693 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857,448,0.75,0.6188781756963575,1.211870170015456
3,_f_spread>=1.25 E _f_delta<=-16 E _f_ticks_s>=153.857,340,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_delta<=-16 E _f_saldo<=0 E _f_ticks_s>=153.857,340,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_delta<=-16 E _f_saldo<=19 E _f_ticks_s>=153.857,340,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_delta<=-16 E _f_razao_fluxo>=0.741693 E _f_ticks_s>=153.857,340,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_delta<=-16 E _f_razao_fluxo>=1 E _f_ticks_s>=153.857,340,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=-16 E _f_saldo<=0 E _f_velocidade>=0 E _f_ticks_s>=153.857,304,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=-16 E _f_razao_fluxo>=1 E _f_velocidade>=0 E _f_ticks_s>=153.857,304,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo<=19 E _f_velocidade>=0.205388 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,296,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_saldo>=19 E _f_velocidade<=0 E _f_aceleracao<=-0.552272,288,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=77,288,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=16 E _f_velocidade<=-0.216667 E _f_aceleracao<=-0.552272 E _f_score>=47,276,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=19 E _f_velocidade<=0 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,268,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_saldo>=-17 E _f_ticks_s>=153.857 E _f_score<=61,212,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=16 E _f_aceleracao>=0.543681 E _f_ticks_s>=72.5852 E _f_score<=61,204,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_razao_fluxo<=1.33364 E _f_velocidade<=0 E _f_ticks_s>=153.857,168,0.75,0.6188781756963575,1.211870170015456
4,_f_velocidade>=0.205388 E _f_aceleracao<=-0.552272 E _f_ticks_s>=153.857 E _f_score>=77,168,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=0 E _f_saldo>=0 E _f_aceleracao<=-0.552272 E _f_ticks_s>=42.0552,164,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=0 E _f_razao_fluxo<=1 E _f_aceleracao<=-0.552272 E _f_ticks_s>=42.0552,164,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=-16 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857 E _f_score<=61,160,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=16 E _f_razao_fluxo<=0.741693 E _f_velocidade<=0 E _f_ticks_s>=153.857,156,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=19 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=61,144,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1.75 E _f_razao_fluxo<=0.741693 E _f_velocidade<=0 E _f_ticks_s>=153.857,140,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo<=-17 E _f_razao_fluxo<=1.33364 E _f_aceleracao>=0.543681 E _f_score>=77,128,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_delta<=0 E _f_velocidade>=0.205388 E _f_ticks_s>=153.857,124,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=-16 E _f_velocidade>=0 E _f_ticks_s>=72.5852 E _f_score>=77,104,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_delta<=-16 E _f_velocidade>=0 E _f_score>=77,96,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=61,88,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=61,88,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_delta>=0 E _f_velocidade<=0 E _f_ticks_s>=153.857,88,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=0 E _f_velocidade>=0.205388 E _f_ticks_s>=153.857 E _f_score<=47,84,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_saldo<=0 E _f_velocidade>=0.205388 E _f_score>=77,80,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_razao_fluxo>=1 E _f_velocidade>=0.205388 E _f_score>=77,80,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_velocidade>=0.205388 E _f_ticks_s>=153.857 E _f_score<=61,80,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=0 E _f_aceleracao<=-0.552272 E _f_ticks_s>=153.857 E _f_score<=47,72,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_saldo>=0 E _f_razao_fluxo>=1 E _f_velocidade<=-0.216667,68,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_saldo<=0 E _f_razao_fluxo<=1 E _f_velocidade<=-0.216667,68,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.25 E _f_razao_fluxo<=0.741693 E _f_velocidade<=0.205388 E _f_ticks_s>=153.857,68,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=19 E _f_velocidade>=0 E _f_aceleracao>=0.543681 E _f_score<=61,64,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=19 E _f_aceleracao>=0.543681 E _f_ticks_s>=42.0552 E _f_score<=47,56,0.75,0.6188781756963575,1.211870170015456
4,_f_razao_fluxo<=0.741693 E _f_velocidade<=0 E _f_aceleracao<=-0.552272 E _f_ticks_s>=153.857,52,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_delta<=-16 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,48,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=16 E _f_aceleracao>=0.543681 E _f_ticks_s>=42.0552 E _f_score<=47,44,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo<=-17 E _f_velocidade>=0.205388 E _f_aceleracao<=-0.552272 E _f_ticks_s<=72.5852,44,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_razao_fluxo<=0.741693 E _f_aceleracao>=0.543681 E _f_score<=61,40,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1.75 E _f_saldo>=19 E _f_ticks_s>=153.857 E _f_score<=47,40,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=-16 E _f_saldo<=-17 E _f_razao_fluxo<=1.33364 E _f_aceleracao<=-0.552272,40,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_razao_fluxo<=0.741693 E _f_velocidade<=-0.216667 E _f_aceleracao<=-0.552272,36,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_delta>=16 E _f_aceleracao<=-0.552272 E _f_score>=77,32,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_razao_fluxo<=0.741693 E _f_velocidade<=0 E _f_ticks_s>=153.857,32,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=16 E _f_saldo>=19 E _f_aceleracao<=-0.552272 E _f_ticks_s>=153.857,32,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_delta>=0 E _f_saldo<=0 E _f_velocidade<=-0.216667,28,0.75,0.6188781756963575,1.211870170015456
4,_f_spread>=1.75 E _f_delta>=0 E _f_razao_fluxo>=1 E _f_velocidade<=-0.216667,28,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=-16 E _f_velocidade<=-0.216667 E _f_ticks_s>=72.5852 E _f_score<=47,28,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1 E _f_saldo>=19 E _f_aceleracao<=-0.552272 E _f_ticks_s<=42.0552,24,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=0 E _f_razao_fluxo>=1 E _f_velocidade<=0 E _f_ticks_s>=153.857,24,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo<=0 E _f_razao_fluxo<=1 E _f_velocidade<=0 E _f_ticks_s>=153.857,24,0.75,0.6188781756963575,1.211870170015456
4,_f_razao_fluxo<=0.741693 E _f_velocidade<=-0.216667 E _f_ticks_s>=72.5852 E _f_score>=77,24,0.75,0.6188781756963575,1.211870170015456
3,_f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=47,20,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=-16 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=47,20,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=0 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=47,20,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=-17 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=47,20,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo<=-17 E _f_velocidade>=0.205388 E _f_ticks_s<=153.857 E _f_score>=77,20,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=0 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=47,20,0.75,0.6188781756963575,1.211870170015456
4,_f_delta<=-16 E _f_razao_fluxo>=1.33364 E _f_velocidade>=0.205388 E _f_score>=77,16,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo>=0 E _f_razao_fluxo>=1 E _f_ticks_s>=153.857 E _f_score<=47,16,0.75,0.6188781756963575,1.211870170015456
4,_f_saldo<=0 E _f_razao_fluxo<=1 E _f_ticks_s>=153.857 E _f_score<=47,16,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1.25 E _f_saldo<=-17 E _f_velocidade<=-0.216667 E _f_score<=47,12,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=-16 E _f_saldo<=-17 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,12,0.75,0.6188781756963575,1.211870170015456
4,_f_delta>=16 E _f_razao_fluxo<=0.741693 E _f_ticks_s>=153.857 E _f_score<=47,12,0.75,0.6188781756963575,1.211870170015456
4,_f_spread<=1.25 E _f_saldo<=19 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,1127,0.7497781721384206,0.6188781756963575,1.2115117345910207
4,_f_delta<=0 E _f_razao_fluxo<=1.33364 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,803,0.7496886674968867,0.6188781756963575,1.2113671105841504
4,_f_saldo>=19 E _f_velocidade<=0 E _f_ticks_s>=153.857 E _f_score>=47,799,0.7496871088861077,0.6188781756963575,1.2113645921389373
4,_f_spread>=1 E _f_saldo<=0 E _f_velocidade>=-0.216667 E _f_ticks_s>=153.857,699,0.7496423462088698,0.6188781756963575,1.2112922634012377
4,_f_spread>=1 E _f_razao_fluxo>=1 E _f_velocidade>=-0.216667 E _f_ticks_s>=153.857,699,0.7496423462088698,0.6188781756963575,1.2112922634012377
4,_f_spread>=1 E _f_saldo>=-17 E _f_ticks_s>=153.857 E _f_score<=77,1366,0.7496339677891655,0.6188781756963575,1.2112787253253556
4,_f_spread>=1 E _f_saldo<=0 E _f_ticks_s>=153.857 E _f_score<=61,551,0.7495462794918331,0.6188781756963575,1.2111370362162936
4,_f_spread>=1 E _f_razao_fluxo>=1 E _f_ticks_s>=153.857 E _f_score<=61,551,0.7495462794918331,0.6188781756963575,1.2111370362162936
4,_f_spread<=1 E _f_saldo>=19 E _f_velocidade<=0.205388 E _f_ticks_s>=153.857,1050,0.7495238095238095,0.6188781756963575,1.2111007286376683
4,_f_delta>=0 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=77,483,0.7494824016563147,0.6188781756963575,1.211033820691774
4,_f_spread>=1 E _f_saldo>=-17 E _f_ticks_s>=153.857 E _f_score<=61,846,0.7494089834515366,0.6188781756963575,1.2109151895820316
4,_f_delta>=16 E _f_saldo>=19 E _f_velocidade<=0 E _f_ticks_s>=153.857,802,0.7493765586034913,0.6188781756963575,1.210862796640547
4,_f_delta>=-16 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857 E _f_score<=77,778,0.7493573264781491,0.6188781756963575,1.2108317208552029
4,_f_razao_fluxo>=0.741693 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=61,1089,0.7493112947658402,0.6188781756963575,1.210757341576507
4,_f_saldo<=-17 E _f_velocidade<=0.205388 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,690,0.7492753623188406,0.6188781756963575,1.210699280962301
4,_f_velocidade>=-0.216667 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=61,678,0.7492625368731564,0.6188781756963575,1.2106785572622452
4,_f_spread>=1.25 E _f_saldo<=19 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857,315,0.7492063492063492,0.6188781756963575,1.2105877677191432
4,_f_spread>=1 E _f_delta<=-16 E _f_velocidade>=0.205388 E _f_aceleracao>=-0.000831627,311,0.7491961414790996,0.6188781756963575,1.2105712737989334
4,_f_spread<=1.25 E _f_delta<=-16 E _f_velocidade>=0.205388 E _f_score<=61,295,0.7491525423728813,0.6188781756963575,1.2105008251905798
4,_f_spread>=1 E _f_delta<=16 E _f_razao_fluxo<=1.33364 E _f_ticks_s>=153.857,1407,0.7491115849324804,0.6188781756963575,1.210434645056897
4,_f_saldo>=19 E _f_velocidade<=-0.216667 E _f_aceleracao<=-0.552272 E _f_score>=47,279,0.7491039426523297,0.6188781756963575,1.210422296455103
4,_f_saldo>=19 E _f_velocidade<=0.205388 E _f_ticks_s>=153.857 E _f_score<=61,538,0.7490706319702602,0.6188781756963575,1.2103684721591792
4,_f_delta>=16 E _f_velocidade<=-0.216667 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857,255,0.7490196078431373,0.6188781756963575,1.2102860260023638
4,_f_saldo>=19 E _f_razao_fluxo<=0.741693 E _f_velocidade<=-0.216667 E _f_ticks_s>=72.5852,251,0.749003984063745,0.6188781756963575,1.210260780679446
4,_f_saldo<=19 E _f_razao_fluxo<=1.33364 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,992,0.748991935483871,0.6188781756963575,1.2102413122600588
4,_f_velocidade<=0.205388 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=47,247,0.7489878542510121,0.6188781756963575,1.2102347176942474
4,_f_spread>=1.25 E _f_razao_fluxo<=0.741693 E _f_velocidade<=-0.216667 E _f_ticks_s>=72.5852,243,0.7489711934156379,0.6188781756963575,1.210207796668384
4,_f_razao_fluxo>=0.741693 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=61,705,0.7489361702127659,0.6188781756963575,1.210151205235292
4,_f_spread>=1.25 E _f_delta<=-16 E _f_ticks_s>=153.857 E _f_score>=61,235,0.7489361702127659,0.6188781756963575,1.210151205235292
4,_f_velocidade<=0.205388 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=61,920,0.7489130434782608,0.6188781756963575,1.2101138364357233
4,_f_spread<=1.75 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=61,673,0.7488855869242199,0.6188781756963575,1.2100694713973053
4,_f_spread<=1 E _f_saldo>=19 E _f_velocidade<=-0.216667 E _f_score<=77,446,0.7488789237668162,0.6188781756963575,1.2100587048883777
4,_f_spread>=1.25 E _f_delta<=-16 E _f_ticks_s>=153.857 E _f_score<=77,223,0.7488789237668162,0.6188781756963575,1.2100587048883777
4,_f_razao_fluxo<=0.741693 E _f_velocidade<=0.205388 E _f_aceleracao<=0.543681 E _f_ticks_s>=153.857,219,0.7488584474885844,0.6188781756963575,1.210025618767335
4,_f_delta>=16 E _f_velocidade<=0 E _f_aceleracao<=-0.552272 E _f_ticks_s>=72.5852,434,0.7488479262672811,0.6188781756963575,1.2100086182950023
4,_f_spread>=1 E _f_delta>=-16 E _f_saldo<=19 E _f_ticks_s>=153.857,645,0.7488372093023256,0.6188781756963575,1.2099913015348118
4,_f_delta>=16 E _f_razao_fluxo>=0.741693 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,422,0.7488151658767772,0.6188781756963575,1.2099556831749891
4,_f_saldo<=0 E _f_velocidade>=-0.216667 E _f_ticks_s>=153.857 E _f_score<=47,203,0.7487684729064039,0.6188781756963575,1.2098802354177294
4,_f_razao_fluxo>=1 E _f_velocidade>=-0.216667 E _f_ticks_s>=153.857 E _f_score<=47,203,0.7487684729064039,0.6188781756963575,1.2098802354177294
4,_f_saldo<=-17 E _f_velocidade>=-0.216667 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,402,0.7487562189054726,0.6188781756963575,1.2098604350734734
4,_f_spread>=1 E _f_saldo<=19 E _f_ticks_s>=153.857 E _f_score<=61,788,0.748730964467005,0.6188781756963575,1.209819628272621
4,_f_delta<=16 E _f_razao_fluxo<=1.33364 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,979,0.7487231869254342,0.6188781756963575,1.2098070611117866
4,_f_delta<=0 E _f_velocidade>=0 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,382,0.7486910994764397,0.6188781756963575,1.2097552133487623
4,_f_delta<=0 E _f_velocidade>=0.205388 E _f_ticks_s>=153.857 E _f_score<=61,374,0.7486631016042781,0.6188781756963575,1.2097099736339667
4,_f_spread>=1 E _f_saldo<=19 E _f_velocidade>=-0.216667 E _f_ticks_s>=153.857,923,0.7486457204767064,0.6188781756963575,1.2096818887405996
4,_f_spread>=1 E _f_razao_fluxo>=0.741693 E _f_ticks_s>=153.857 E _f_score<=77,1838,0.7486398258977149,0.6188781756963575,1.2096723641213403
4,_f_spread>=1.25 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857 E _f_score<=61,179,0.7486033519553073,0.6188781756963575,1.2096134285442912
4,_f_saldo>=0 E _f_aceleracao>=-0.552272 E _f_ticks_s>=153.857 E _f_score<=47,179,0.7486033519553073,0.6188781756963575,1.2096134285442912
4,_f_razao_fluxo<=1 E _f_aceleracao>=-0.552272 E _f_ticks_s>=153.857 E _f_score<=47,179,0.7486033519553073,0.6188781756963575,1.2096134285442912
4,_f_spread>=1 E _f_saldo<=19 E _f_razao_fluxo<=1 E _f_ticks_s>=153.857,350,0.7485714285714286,0.6188781756963575,1.2095618458820931
3,_f_delta<=-16 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,871,0.748564867967853,0.6188781756963575,1.2095512450823993
4,_f_delta<=-16 E _f_saldo<=0 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,871,0.748564867967853,0.6188781756963575,1.2095512450823993
4,_f_delta<=-16 E _f_saldo<=19 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,871,0.748564867967853,0.6188781756963575,1.2095512450823993
4,_f_delta<=-16 E _f_razao_fluxo>=0.741693 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,871,0.748564867967853,0.6188781756963575,1.2095512450823993
4,_f_delta<=-16 E _f_razao_fluxo>=1 E _f_aceleracao>=0.543681 E _f_ticks_s>=153.857,871,0.748564867967853,0.6188781756963575,1.2095512450823993
4,_f_spread>=1.25 E _f_delta<=16 E _f_velocidade>=-0.216667 E _f_ticks_s>=153.857,346,0.7485549132947977,0.6188781756963575,1.2095351600539619
3,_f_saldo>=0 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,684,0.7485380116959064,0.6188781756963575,1.2095078499959326
3,_f_razao_fluxo<=1 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,684,0.7485380116959064,0.6188781756963575,1.2095078499959326
4,_f_delta>=-16 E _f_saldo>=0 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,684,0.7485380116959064,0.6188781756963575,1.2095078499959326
4,_f_delta>=-16 E _f_razao_fluxo<=1 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,684,0.7485380116959064,0.6188781756963575,1.2095078499959326
4,_f_saldo>=-17 E _f_razao_fluxo<=1 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,684,0.7485380116959064,0.6188781756963575,1.2095078499959326
4,_f_saldo>=0 E _f_razao_fluxo<=1 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,684,0.7485380116959064,0.6188781756963575,1.2095078499959326
4,_f_saldo>=0 E _f_razao_fluxo<=1.33364 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,684,0.7485380116959064,0.6188781756963575,1.2095078499959326
4,_f_saldo>=19 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=77,513,0.7485380116959064,0.6188781756963575,1.2095078499959326
3,_f_delta>=0 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,680,0.7485294117647059,0.6188781756963575,1.2094939539958178
4,_f_delta>=0 E _f_razao_fluxo<=1.33364 E _f_velocidade<=-0.216667 E _f_ticks_s>=153.857,680,0.7485294117647059,0.6188781756963575,1.2094939539958178
4,_f_delta>=16 E _f_velocidade<=-0.216667 E _f_aceleracao>=-0.552272 E _f_ticks_s>=153.857,338,0.7485207100591716,0.6188781756963575,1.2094798935459976
4,_f_delta<=-16 E _f_aceleracao>=-0.552272 E _f_ticks_s>=72.5852 E _f_score<=47,167,0.7485029940119761,0.6188781756963575,1.209451267480495
4,_f_delta>=16 E _f_razao_fluxo>=0.741693 E _f_velocidade<=-0.216667 E _f_aceleracao<=-0.552272,167,0.7485029940119761,0.6188781756963575,1.209451267480495
4,_f_delta>=16 E _f_razao_fluxo>=0.741693 E _f_velocidade<=0.205388 E _f_ticks_s>=153.857,994,0.7484909456740443,0.6188781756963575,1.2094317994520447
4,_f_delta>=0 E _f_saldo<=19 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857,330,0.7484848484848485,0.6188781756963575,1.2094219474497683
4,_f_spread>=1 E _f_delta<=0 E _f_velocidade>=0 E _f_score>=77,163,0.7484662576687117,0.6188781756963575,1.209391907909085
4,_f_spread>=1 E _f_delta<=0 E _f_aceleracao>=-0.552272 E _f_ticks_s>=153.857,954,0.7484276729559748,0.6188781756963575,1.2093295616925723
4,_f_spread>=1.25 E _f_delta<=-16 E _f_velocidade>=-0.216667 E _f_ticks_s>=153.857,159,0.7484276729559748,0.6188781756963575,1.2093295616925723
4,_f_saldo>=19 E _f_razao_fluxo<=0.741693 E _f_velocidade<=0 E _f_ticks_s>=153.857,159,0.7484276729559748,0.6188781756963575,1.2093295616925723
4,_f_delta>=0 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=77,787,0.7484116899618806,0.6188781756963575,1.2093037359408785
4,_f_saldo<=19 E _f_aceleracao>=-0.000831627 E _f_ticks_s>=153.857 E _f_score<=61,930,0.7483870967741936,0.6188781756963575,1.2092639976068207
