evento;data_hora_sistema;trade_id;lado;data_qt_entrada;preco_entrada;data_qt_disparo;preco_disparo;tempo_posicao_s;resultado_sombra_mt5;mfe_mt5_no_disparo;mae_mt5_no_disparo;score_lado_atual;score_oposto_atual;delta10_direcional;saldo10_direcional;rompimento_contrario;persistencia_s;status_real_final;resultado_real_final_mt5;impacto_liquido_mt5
DISPARO_SOMBRA;2026-07-22 10:46:36;20260722104523766410;COMPRA;2026-07-22 10:45:12.075;29208,25;2026-07-22 10:46:24.963;29197,5;72,89;-1075,0;425,0;-1075,0;22;98;-72,0;-71,0;0,25;12,125;;;
RESULTADO_FINAL;2026-07-22 10:48:13;20260722104523766410;COMPRA;2026-07-22 10:45:12.075;29208,25;2026-07-22 10:46:24.963000;29197,5;72,89;-1075,0;;;22;98;-72,0;-71,0;0,25;5,0;LOSS;-2900,0;1825,0
DISPARO_SOMBRA;2026-07-22 13:31:27;20260722132619135256;VENDA;2026-07-22 13:26:07.549;29304,75;2026-07-22 13:31:16.846;29323,5;309,3;-1875,0;350,0;-1875,0;14;100;-57,0;-56,0;0,25;11,486;;;
RESULTADO_FINAL;2026-07-22 13:42:39;20260722132619135256;VENDA;2026-07-22 13:26:07.549;29304,75;2026-07-22 13:31:16.846000;29323,5;309,3;-1875,0;;;14;100;-57,0;-56,0;0,25;5,0;GAIN;1600,0;-3475,0
DISPARO_SOMBRA;2026-07-22 15:30:25;20260722152843073857;COMPRA;2026-07-22 15:28:32.147;29243,0;2026-07-22 15:30:14.501;29229,0;102,35;-1400,0;250,0;-1400,0;26;94;-33,0;-33,0;1,5;11,979;;;
RESULTADO_FINAL;2026-07-22 15:30:25;20260722152843073857;COMPRA;2026-07-22 15:28:32.147;29243,0;2026-07-22 15:30:14.501000;29229,0;102,35;-1400,0;;;26;94;-33,0;-33,0;1,5;5,0;LOSS;-1200,0;-200,0
DISPARO_SOMBRA;2026-07-22 16:04:14;20260722160148457250;VENDA;2026-07-22 16:01:37.733;29237,75;2026-07-22 16:04:04.356;29251,75;146,62;-1400,0;125,0;-1400,0;8;100;-23,0;-24,0;1,25;11,34;;;
RESULTADO_FINAL;2026-07-22 16:04:14;20260722160148457250;VENDA;2026-07-22 16:01:37.733;29237,75;2026-07-22 16:04:04.356000;29251,75;146,62;-1400,0;;;8;100;-23,0;-24,0;1,25;5,0;LOSS;-1200,0;-200,0
DISPARO_SOMBRA;2026-07-22 20:16:40;20260722201315507352;COMPRA;2026-07-22 20:13:03.662;29063,0;2026-07-22 20:16:27.662;29059,5;204,0;-350,0;400,0;-350,0;12;97;-13,0;-12,0;0,25;11,599;;;
RESULTADO_FINAL;2026-07-22 20:17:53;20260722201315507352;COMPRA;2026-07-22 20:13:03.662;29063,0;2026-07-22 20:16:27.662000;29059,5;204,0;-350,0;;;12;97;-13,0;-12,0;0,25;5,0;LOSS;-1200,0;850,0
DISPARO_SOMBRA;2026-07-23 01:49:13;20260723014614203578;COMPRA;2026-07-23 01:46:02.541;29154,5;2026-07-23 01:49:00.723;29140,25;178,18;-1425,0;75,0;-1425,0;8;100;-15,0;-16,0;3,0;10,9;;;
RESULTADO_FINAL;2026-07-23 01:49:13;20260723014614203578;COMPRA;2026-07-23 01:46:02.541;29154,5;2026-07-23 01:49:00.723000;29140,25;178,18;-1425,0;;;8;100;-15,0;-16,0;3,0;5,0;LOSS;-1200,0;-225,0
DISPARO_SOMBRA;2026-07-23 02:23:17;20260723022129342336;COMPRA;2026-07-23 02:21:17.855;29124,75;2026-07-23 02:23:05.138;29112,5;107,28;-1225,0;400,0;-1225,0;27;88;-18,0;-19,0;0,5;11,714;;;
RESULTADO_FINAL;2026-07-23 02:23:17;20260723022129342336;COMPRA;2026-07-23 02:21:17.855;29124,75;2026-07-23 02:23:05.138000;29112,5;107,28;-1225,0;;;27;88;-18,0;-19,0;0,5;5,0;LOSS;-1200,0;-25,0
DISPARO_SOMBRA;2026-07-23 03:35:47;20260723032521985582;COMPRA;2026-07-23 03:25:10.398;29095,0;2026-07-23 03:35:36.255;29083,25;625,86;-1175,0;1175,0;-1175,0;8;100;-15,0;-14,0;0,75;12,34;;;
RESULTADO_FINAL;2026-07-23 03:45:16;20260723032521985582;COMPRA;2026-07-23 03:25:10.398;29095,0;2026-07-23 03:35:36.255000;29083,25;625,86;-1175,0;;;8;100;-15,0;-14,0;0,75;5,0;LOSS;-1200,0;25,0
DISPARO_SOMBRA;2026-07-23 05:19:37;20260723051734937945;COMPRA;2026-07-23 05:17:23.200;29058,75;2026-07-23 05:19:25.731;29051,25;122,53;-750,0;125,0;-750,0;8;100;-5,0;-4,0;0,5;15,8;;;
RESULTADO_FINAL;2026-07-23 05:21:03;20260723051734937945;COMPRA;2026-07-23 05:17:23.200;29058,75;2026-07-23 05:19:25.731000;29051,25;122,53;-750,0;;;8;100;-5,0;-4,0;0,5;5,0;LOSS;-1200,0;450,0
DISPARO_SOMBRA;2026-07-23 05:32:33;20260723053029787862;COMPRA;2026-07-23 05:30:17.229;29056,5;2026-07-23 05:32:20.929;29042,75;123,7;-1375,0;450,0;-1375,0;8;100;-24,0;-23,0;4,75;12,3;;;
RESULTADO_FINAL;2026-07-23 05:32:33;20260723053029787862;COMPRA;2026-07-23 05:30:17.229;29056,5;2026-07-23 05:32:20.929000;29042,75;123,7;-1375,0;;;8;100;-24,0;-23,0;4,75;5,0;LOSS;-1200,0;-175,0
DISPARO_SOMBRA;2026-07-23 06:55:35;20260723065230271451;COMPRA;2026-07-23 06:52:18.215;29065,75;2026-07-23 06:55:23.114;29056,75;184,9;-900,0;850,0;-900,0;8;100;-20,0;-23,0;1,25;14,6;;;
RESULTADO_FINAL;2026-07-23 06:58:53;20260723065230271451;COMPRA;2026-07-23 06:52:18.215;29065,75;2026-07-23 06:55:23.114000;29056,75;184,9;-900,0;;;8;100;-20,0;-23,0;1,25;5,0;LOSS;-1200,0;300,0
DISPARO_SOMBRA;2026-07-23 16:36:24;20260723163422472005;COMPRA;2026-07-23 16:34:17.829;28558,25;2026-07-23 16:36:19.217;28540,25;121,39;-1800,0;1050,0;-1800,0;8;100;-47,0;-48,0;2,75;5,501;;;
RESULTADO_FINAL;2026-07-23 16:36:24;20260723163422472005;COMPRA;2026-07-23 16:34:17.829;28558,25;2026-07-23 16:36:19.217000;28540,25;121,39;-1800,0;;;8;100;-47,0;-48,0;2,75;5,0;LOSS;-1200,0;-600,0
DISPARO_SOMBRA;2026-07-23 17:40:24;20260723173434560813;COMPRA;2026-07-23 17:34:20.084;28769,0;2026-07-23 17:40:14.983;28761,75;354,9;-725,0;250,0;-725,0;10;83;-6,0;-7,0;0,25;10,201;;;
RESULTADO_FINAL;2026-07-23 17:40:45;20260723173434560813;COMPRA;2026-07-23 17:34:20.084;28769,0;2026-07-23 17:40:14.983000;28761,75;354,9;-725,0;;;10;83;-6,0;-7,0;0,25;5,0;LOSS;-1200,0;475,0
DISPARO_SOMBRA;2026-07-23 19:19:41;20260723191426423308;COMPRA;2026-07-23 19:14:14.381;28639,0;2026-07-23 19:19:28.880;28625,75;314,5;-1325,0;375,0;-1325,0;5;100;-22,0;-21,0;1,75;9,600999999999999;;;
RESULTADO_FINAL;2026-07-23 19:19:41;20260723191426423308;COMPRA;2026-07-23 19:14:14.381;28639,0;2026-07-23 19:19:28.880000;28625,75;314,5;-1325,0;;;5;100;-22,0;-21,0;1,75;5,0;LOSS;-1200,0;-125,0
DISPARO_SOMBRA;2026-07-23 20:03:50;20260723195851782497;COMPRA;2026-07-23 19:58:39.577;28726,0;2026-07-23 20:03:39.884;28712,0;300,31;-1400,0;700,0;-1400,0;25;84;-1,0;-2,0;2,0;11,012;;;
RESULTADO_FINAL;2026-07-23 20:03:50;20260723195851782497;COMPRA;2026-07-23 19:58:39.577;28726,0;2026-07-23 20:03:39.884000;28712,0;300,31;-1400,0;;;25;84;-1,0;-2,0;2,0;5,0;LOSS;-1200,0;-200,0
DISPARO_SOMBRA;2026-07-23 21:21:06;20260723211946876873;VENDA;2026-07-23 21:19:35.178;28630,5;2026-07-23 21:20:55.344;28637,75;80,17;-725,0;425,0;-725,0;1;80;-4,0;-2,0;1,75;12,066;;;
RESULTADO_FINAL;2026-07-23 21:21:18;20260723211946876873;VENDA;2026-07-23 21:19:35.178;28630,5;2026-07-23 21:20:55.344000;28637,75;80,17;-725,0;;;1;80;-4,0;-2,0;1,75;5,0;LOSS;-1200,0;475,0
DISPARO_SOMBRA;2026-07-23 21:57:04;20260723215413103101;VENDA;2026-07-23 21:54:02.172;28643,25;2026-07-23 21:56:53.350;28659,25;171,18;-1600,0;1125,0;-1600,0;14;100;-12,0;-13,0;1,0;11,5;;;
RESULTADO_FINAL;2026-07-23 21:57:04;20260723215413103101;VENDA;2026-07-23 21:54:02.172;28643,25;2026-07-23 21:56:53.350000;28659,25;171,18;-1600,0;;;14;100;-12,0;-13,0;1,0;5,0;LOSS;-1200,0;-400,0
DISPARO_SOMBRA;2026-07-24 02:28:05;20260724022118268504;COMPRA;2026-07-24 02:21:05.789;28594,5;2026-07-24 02:27:52.403;28587,0;406,61;-750,0;550,0;-775,0;26;83;-2,0;-1,0;1,5;12,221;;;
RESULTADO_FINAL;2026-07-24 02:29:45;20260724022118268504;COMPRA;2026-07-24 02:21:05.789;28594,5;2026-07-24 02:27:52.403000;28587,0;406,61;-750,0;;;26;83;-2,0;-1,0;1,5;5,0;LOSS;-1200,0;450,0
DISPARO_SOMBRA;2026-07-24 03:24:02;20260724032130389927;COMPRA;2026-07-24 03:21:18.087;28561,75;2026-07-24 03:23:50.069;28550,5;151,98;-1125,0;125,0;-1125,0;8;100;-7,0;-6,0;1,25;12,646;;;
RESULTADO_FINAL;2026-07-24 03:24:27;20260724032130389927;COMPRA;2026-07-24 03:21:18.087;28561,75;2026-07-24 03:23:50.069000;28550,5;151,98;-1125,0;;;8;100;-7,0;-6,0;1,25;5,0;LOSS;-1200,0;75,0
DISPARO_SOMBRA;2026-07-24 06:47:29;20260724064302815550;COMPRA;2026-07-24 06:42:48.307;28698,5;2026-07-24 06:47:17.406;28693,75;269,1;-475,0;250,0;-475,0;7;90;-4,0;-3,0;0,25;17,3;;;
RESULTADO_FINAL;2026-07-24 06:50:02;20260724064302815550;COMPRA;2026-07-24 06:42:48.307;28698,5;2026-07-24 06:47:17.406000;28693,75;269,1;-475,0;;;7;90;-4,0;-3,0;0,25;5,0;LOSS;-1200,0;725,0
DISPARO_SOMBRA;2026-07-24 08:28:59;20260724082744665597;COMPRA;2026-07-24 08:27:32.453;28647,5;2026-07-24 08:28:47.053;28639,0;74,6;-850,0;0,0;-850,0;22;87;-4,0;-5,0;0,75;12,0;;;
RESULTADO_FINAL;2026-07-24 08:31:53;20260724082744665597;COMPRA;2026-07-24 08:27:32.453;28647,5;2026-07-24 08:28:47.053000;28639,0;74,6;-850,0;;;22;87;-4,0;-5,0;0,75;5,0;LOSS;-1200,0;350,0
DISPARO_SOMBRA;2026-07-24 08:51:45;20260724084659325884;VENDA;2026-07-24 08:46:47.250;28614,25;2026-07-24 08:51:32.849;28622,75;285,6;-850,0;1000,0;-850,0;8;95;-19,0;-18,0;1,0;14,101;;;
RESULTADO_FINAL;2026-07-24 08:52:47;20260724084659325884;VENDA;2026-07-24 08:46:47.250;28614,25;2026-07-24 08:51:32.849000;28622,75;285,6;-850,0;;;8;95;-19,0;-18,0;1,0;5,0;LOSS;-1200,0;350,0
DISPARO_SOMBRA;2026-07-24 09:20:02;20260724091437481278;COMPRA;2026-07-24 09:14:25.545;28687,25;2026-07-24 09:19:48.943;28678,5;323,4;-875,0;675,0;-875,0;7;98;-8,0;-9,0;0,5;11,248;;;
RESULTADO_FINAL;2026-07-24 09:20:39;20260724091437481278;COMPRA;2026-07-24 09:14:25.545;28687,25;2026-07-24 09:19:48.943000;28678,5;323,4;-875,0;;;7;98;-8,0;-9,0;0,5;5,0;LOSS;-1200,0;325,0
