versao;gerado_em;total_trades;positivos;negativos;zeros;win_rate_pct;taxa_sem_perda_pct;resultado_total_pontos;expectancia_pontos;profit_factor;drawdown_maximo_pontos;media_gain;media_loss;melhor_trade;pior_trade;maior_sequencia_ganhos;maior_sequencia_perdas;mfe_medio;mae_medio;primeiro_trade;ultimo_trade
1.0.0;2026-07-28 22:05:34;307;307;0;0;100,0;100,0;343840,0;1120,0;INFINITO;0,0;1120,0;0;1120,0;1120,0;307;0;;;2026-07-17 17:45:02;2026-07-22 09:56:21
