motivo_bloqueio,salvou_loss_30s_count,salvou_loss_30s_mean,salvou_loss_30s_median,salvou_loss_30s_std,salvou_loss_30s_min,salvou_loss_30s_max,salvou_loss_60s_count,salvou_loss_60s_mean,salvou_loss_60s_median,salvou_loss_60s_std,salvou_loss_60s_min,salvou_loss_60s_max,salvou_loss_120s_count,salvou_loss_120s_mean,salvou_loss_120s_median,salvou_loss_120s_std,salvou_loss_120s_min,salvou_loss_120s_max,impediu_gain_30s_count,impediu_gain_30s_mean,impediu_gain_30s_median,impediu_gain_30s_std,impediu_gain_30s_min,impediu_gain_30s_max,impediu_gain_60s_count,impediu_gain_60s_mean,impediu_gain_60s_median,impediu_gain_60s_std,impediu_gain_60s_min,impediu_gain_60s_max,impediu_gain_120s_count,impediu_gain_120s_mean,impediu_gain_120s_median,impediu_gain_120s_std,impediu_gain_120s_min,impediu_gain_120s_max,mov_favor_30s_count,mov_favor_30s_mean,mov_favor_30s_median,mov_favor_30s_std,mov_favor_30s_min,mov_favor_30s_max,mov_favor_60s_count,mov_favor_60s_mean,mov_favor_60s_median,mov_favor_60s_std,mov_favor_60s_min,mov_favor_60s_max,mov_favor_120s_count,mov_favor_120s_mean,mov_favor_120s_median,mov_favor_120s_std,mov_favor_120s_min,mov_favor_120s_max
delta30 insuficiente -11.0 | saldo30 insuficiente -12.0 | hard-gate DNA incompleto | score 69 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,125.0,125.0,,125.0,125.0,1,175.0,175.0,,175.0,175.0,1,175.0,175.0,,175.0,175.0
delta30 insuficiente -11.0 | saldo30 insuficiente -12.0 | hard-gate DNA incompleto | score 71 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,3050.0,3050.0,,3050.0,3050.0
delta30 insuficiente -11.0 | saldo30 insuficiente -12.0 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,625.0,625.0,,625.0,625.0
delta30 insuficiente -11.0 | saldo30 insuficiente -12.0 | sem rompimento confirmado -1.75 | sem continuidade -0.75 | hard-gate DNA incompleto | score 64 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,-0.0,,-0.0,-0.0,1,1650.0,1650.0,,1650.0,1650.0,1,1650.0,1650.0,,1650.0,1650.0
delta30 insuficiente -11.0 | saldo30 insuficiente -12.0 | sem rompimento confirmado -2.50 | sem continuidade -1.50 | hard-gate DNA incompleto | score 64 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,650.0,650.0,,650.0,650.0,1,750.0,750.0,,750.0,750.0,1,750.0,750.0,,750.0,750.0
delta30 insuficiente -11.0 | saldo30 insuficiente -23.0 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,725.0,725.0,,725.0,725.0,1,1650.0,1650.0,,1650.0,1650.0,1,1650.0,1650.0,,1650.0,1650.0
delta30 insuficiente -11.0 | saldo30 insuficiente -28.0 | aceleração insuficiente -0.0377 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,825.0,825.0,,825.0,825.0,1,825.0,825.0,,825.0,825.0,1,825.0,825.0,,825.0,825.0
delta30 insuficiente -11.0 | saldo30 insuficiente -9.0 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,475.0,475.0,,475.0,475.0,1,475.0,475.0,,475.0,475.0,1,475.0,475.0,,475.0,475.0
delta30 insuficiente -110.0 | saldo30 insuficiente -111.0 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1200.0,1200.0,,1200.0,1200.0,1,2275.0,2275.0,,2275.0,2275.0,1,2275.0,2275.0,,2275.0,2275.0
delta30 insuficiente -111.0 | saldo30 insuficiente -112.0 | sem rompimento confirmado -17.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 66 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
delta30 insuficiente -111.0 | saldo30 insuficiente -214.0 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,425.0,425.0,,425.0,425.0,1,425.0,425.0,,425.0,425.0,1,425.0,425.0,,425.0,425.0
delta30 insuficiente -112.0 | saldo30 insuficiente -111.0 | sem rompimento confirmado -8.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 66 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,2700.0,2700.0,,2700.0,2700.0,1,3075.0,3075.0,,3075.0,3075.0,1,3975.0,3975.0,,3975.0,3975.0
delta30 insuficiente -115.0 | saldo30 insuficiente -230.0 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
delta30 insuficiente -117.0 | saldo30 insuficiente -226.0 | aceleração insuficiente -3.7250 | sem rompimento confirmado -8.25 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1375.0,1375.0,,1375.0,1375.0,1,1375.0,1375.0,,1375.0,1375.0,1,1375.0,1375.0,,1375.0,1375.0
delta30 insuficiente -118.0 | saldo30 insuficiente -117.0 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,75.0,75.0,,75.0,75.0
delta30 insuficiente -118.0 | saldo30 insuficiente -119.0 | hard-gate DNA incompleto | lados próximos: diferença 5 | score 67 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,50.0,50.0,,50.0,50.0
delta30 insuficiente -12.0 | saldo30 insuficiente -10.0 | hard-gate DNA incompleto,2,0.0,0.0,0.0,False,False,2,0.5,0.5,0.7071067811865476,False,True,2,0.5,0.5,0.7071067811865476,False,True,2,0.5,0.5,0.7071067811865476,False,True,2,0.5,0.5,0.7071067811865476,False,True,2,1.0,1.0,0.0,True,True,2,1050.0,1050.0,1166.7261889578035,225.0,1875.0,2,1250.0,1250.0,1449.5689014324225,225.0,2275.0,2,1400.0,1400.0,1484.9242404917497,350.0,2450.0
delta30 insuficiente -12.0 | saldo30 insuficiente -10.0 | hard-gate DNA incompleto | score 67 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
delta30 insuficiente -12.0 | saldo30 insuficiente -10.0 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,400.0,400.0,,400.0,400.0
delta30 insuficiente -12.0 | saldo30 insuficiente -11.0 | aceleração insuficiente -0.0644 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,25.0,25.0,,25.0,25.0,1,25.0,25.0,,25.0,25.0
delta30 insuficiente -12.0 | saldo30 insuficiente -11.0 | aceleração insuficiente -0.1047 | sem continuidade -1.25 | hard-gate DNA incompleto | score 66 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
delta30 insuficiente -12.0 | saldo30 insuficiente -11.0 | aceleração insuficiente -0.2783 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,275.0,275.0,,275.0,275.0,1,650.0,650.0,,650.0,650.0,1,650.0,650.0,,650.0,650.0
delta30 insuficiente -12.0 | saldo30 insuficiente -11.0 | hard-gate DNA incompleto,4,0.5,0.5,0.5773502691896257,False,True,4,0.75,1.0,0.5,False,True,4,0.75,1.0,0.5,False,True,4,0.25,0.0,0.5,False,True,4,0.25,0.0,0.5,False,True,4,0.25,0.0,0.5,False,True,4,112.5,75.0,143.61406616345073,0.0,300.0,4,112.5,75.0,143.61406616345073,0.0,300.0,4,112.5,75.0,143.61406616345073,0.0,300.0
delta30 insuficiente -12.0 | saldo30 insuficiente -12.0 | hard-gate DNA incompleto,2,0.5,0.5,0.7071067811865476,False,True,2,0.5,0.5,0.7071067811865476,False,True,2,1.0,1.0,0.0,True,True,2,0.5,0.5,0.7071067811865476,False,True,2,0.5,0.5,0.7071067811865476,False,True,2,0.5,0.5,0.7071067811865476,False,True,2,162.5,162.5,229.80970388562795,-0.0,325.0,2,562.5,562.5,795.4951288348659,-0.0,1125.0,2,562.5,562.5,795.4951288348659,-0.0,1125.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | aceleração insuficiente -0.1756 | hard-gate DNA incompleto | score 65 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,200.0,200.0,,200.0,200.0,1,525.0,525.0,,525.0,525.0,1,625.0,625.0,,625.0,625.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | aceleração insuficiente -0.3075 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 62 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1775.0,1775.0,,1775.0,1775.0,1,1775.0,1775.0,,1775.0,1775.0,1,1900.0,1900.0,,1900.0,1900.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,0.0,0.0,0.0,False,False,3,0.3333333333333333,0.0,0.5773502691896258,False,True,3,0.3333333333333333,0.0,0.5773502691896258,False,True,3,41.666666666666664,-0.0,72.16878364870323,-0.0,125.0,3,166.66666666666666,25.0,267.3169155390907,-0.0,475.0,3,225.0,200.0,238.4848003542364,-0.0,475.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,475.0,475.0,,475.0,475.0,1,475.0,475.0,,475.0,475.0,1,1350.0,1350.0,,1350.0,1350.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto | score 63 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,425.0,425.0,,425.0,425.0,1,425.0,425.0,,425.0,425.0,1,425.0,425.0,,425.0,425.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto | score 64 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,25.0,25.0,,25.0,25.0,1,25.0,25.0,,25.0,25.0,1,25.0,25.0,,25.0,25.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto | score 65 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto | score 68 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,825.0,825.0,,825.0,825.0,1,825.0,825.0,,825.0,825.0,1,825.0,825.0,,825.0,825.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | sem continuidade -0.00 | hard-gate DNA incompleto | score 62 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,150.0,150.0,,150.0,150.0,1,225.0,225.0,,225.0,225.0,1,350.0,350.0,,350.0,350.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | sem rompimento confirmado -3.50 | hard-gate DNA incompleto | score 70 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,550.0,550.0,,550.0,550.0,1,550.0,550.0,,550.0,550.0,1,550.0,550.0,,550.0,550.0
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto | score 66 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
delta30 insuficiente -12.0 | saldo30 insuficiente -16.0 | aceleração insuficiente -0.2764 | hard-gate DNA incompleto | score 64 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,50.0,50.0,,50.0,50.0,1,50.0,50.0,,50.0,50.0
delta30 insuficiente -12.0 | saldo30 insuficiente -16.0 | sem rompimento confirmado -4.75 | sem continuidade -5.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 64 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,1050.0,1050.0,,1050.0,1050.0,1,1050.0,1050.0,,1050.0,1050.0
delta30 insuficiente -12.0 | saldo30 insuficiente -32.0 | hard-gate DNA incompleto,3,0.3333333333333333,0.0,0.5773502691896258,False,True,3,0.3333333333333333,0.0,0.5773502691896258,False,True,3,1.0,1.0,0.0,True,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,775.0,600.0,728.4401142166732,150.0,1575.0,3,775.0,600.0,728.4401142166732,150.0,1575.0,3,775.0,600.0,728.4401142166732,150.0,1575.0
delta30 insuficiente -12.0 | saldo30 insuficiente -36.0 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,875.0,875.0,,875.0,875.0,1,925.0,925.0,,925.0,925.0,1,975.0,975.0,,975.0,975.0
delta30 insuficiente -12.0 | saldo30 insuficiente -5.0 | hard-gate DNA incompleto | score 69 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
delta30 insuficiente -121.0 | saldo30 insuficiente -122.0 | hard-gate DNA incompleto | lados próximos: diferença 1 | score 63 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1125.0,1125.0,,1125.0,1125.0,1,1225.0,1225.0,,1225.0,1225.0,1,1225.0,1225.0,,1225.0,1225.0
delta30 insuficiente -123.0 | saldo30 insuficiente -124.0 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
delta30 insuficiente -125.0 | saldo30 insuficiente -124.0 | sem rompimento confirmado -19.75 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,600.0,600.0,,600.0,600.0,1,1025.0,1025.0,,1025.0,1025.0
delta30 insuficiente -125.0 | saldo30 insuficiente -126.0 | aceleração insuficiente -0.0302 | sem rompimento confirmado -10.75 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,350.0,350.0,,350.0,350.0,1,950.0,950.0,,950.0,950.0,1,950.0,950.0,,950.0,950.0
delta30 insuficiente -13.0 | saldo30 insuficiente -10.0 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1200.0,1200.0,,1200.0,1200.0,1,1200.0,1200.0,,1200.0,1200.0,1,1200.0,1200.0,,1200.0,1200.0
delta30 insuficiente -13.0 | saldo30 insuficiente -11.0 | hard-gate DNA incompleto | score 69 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,25.0,25.0,,25.0,25.0,1,25.0,25.0,,25.0,25.0
delta30 insuficiente -13.0 | saldo30 insuficiente -11.0 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
delta30 insuficiente -13.0 | saldo30 insuficiente -12.0 | aceleração insuficiente -0.8110 | hard-gate DNA incompleto | score 68 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
delta30 insuficiente -13.0 | saldo30 insuficiente -12.0 | hard-gate DNA incompleto,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,1.0,1.0,0.0,True,True,3,1.0,1.0,0.0,True,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,0.6666666666666666,1.0,0.5773502691896258,False,True,3,741.6666666666666,525.0,870.4644354213061,-0.0,1700.0,3,741.6666666666666,525.0,870.4644354213061,-0.0,1700.0,3,741.6666666666666,525.0,870.4644354213061,-0.0,1700.0
delta30 insuficiente -13.0 | saldo30 insuficiente -12.0 | sem rompimento confirmado -3.75 | hard-gate DNA incompleto | score 70 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,350.0,350.0,,350.0,350.0,1,350.0,350.0,,350.0,350.0,1,350.0,350.0,,350.0,350.0
delta30 insuficiente -13.0 | saldo30 insuficiente -12.0 | sem rompimento confirmado 0.00 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
delta30 insuficiente -13.0 | saldo30 insuficiente -13.0 | aceleração insuficiente -0.1002 | hard-gate DNA incompleto | score 65 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,850.0,850.0,,850.0,850.0,1,1125.0,1125.0,,1125.0,1125.0,1,1125.0,1125.0,,1125.0,1125.0
delta30 insuficiente -13.0 | saldo30 insuficiente -13.0 | hard-gate DNA incompleto | score 68 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,125.0,125.0,,125.0,125.0,1,125.0,125.0,,125.0,125.0,1,125.0,125.0,,125.0,125.0
delta30 insuficiente -13.0 | saldo30 insuficiente -14.0 | aceleração insuficiente -0.1058 | hard-gate DNA incompleto | score 70 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,775.0,775.0,,775.0,775.0,1,775.0,775.0,,775.0,775.0,1,775.0,775.0,,775.0,775.0
delta30 insuficiente -13.0 | saldo30 insuficiente -14.0 | hard-gate DNA incompleto,11,0.36363636363636365,0.0,0.504524979109513,False,True,11,0.6363636363636364,1.0,0.504524979109513,False,True,11,0.8181818181818182,1.0,0.40451991747794525,False,True,11,0.18181818181818182,0.0,0.40451991747794525,False,True,11,0.2727272727272727,0.0,0.4670993664969138,False,True,11,0.36363636363636365,0.0,0.504524979109513,False,True,11,252.27272727272728,-0.0,514.5938380721423,0.0,1350.0,11,329.54545454545456,-0.0,557.2048750031471,0.0,1450.0,11,443.1818181818182,125.0,617.3624248659482,-0.0,1850.0
delta30 insuficiente -13.0 | saldo30 insuficiente -14.0 | hard-gate DNA incompleto | score 63 < 72,4,0.75,1.0,0.5,False,True,4,0.75,1.0,0.5,False,True,4,0.75,1.0,0.5,False,True,4,0.0,0.0,0.0,False,False,4,0.25,0.0,0.5,False,True,4,0.5,0.5,0.5773502691896257,False,True,4,25.0,12.5,35.35533905932738,0.0,75.0,4,168.75,37.5,289.6657556564117,0.0,600.0,4,262.5,225.0,309.23292192132453,0.0,600.0
delta30 insuficiente -13.0 | saldo30 insuficiente -14.0 | hard-gate DNA incompleto | score 65 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,125.0,125.0,,125.0,125.0,1,125.0,125.0,,125.0,125.0,1,900.0,900.0,,900.0,900.0
delta30 insuficiente -13.0 | saldo30 insuficiente -14.0 | sem continuidade -0.00 | hard-gate DNA incompleto | score 69 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,-0.0,,-0.0,-0.0,1,75.0,75.0,,75.0,75.0,1,1175.0,1175.0,,1175.0,1175.0
delta30 insuficiente -13.0 | saldo30 insuficiente -14.0 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | score 66 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
