motivo_bloqueio,salvou_loss_30s_count,salvou_loss_30s_mean,salvou_loss_30s_median,salvou_loss_30s_std,salvou_loss_30s_min,salvou_loss_30s_max,salvou_loss_60s_count,salvou_loss_60s_mean,salvou_loss_60s_median,salvou_loss_60s_std,salvou_loss_60s_min,salvou_loss_60s_max,salvou_loss_120s_count,salvou_loss_120s_mean,salvou_loss_120s_median,salvou_loss_120s_std,salvou_loss_120s_min,salvou_loss_120s_max,impediu_gain_30s_count,impediu_gain_30s_mean,impediu_gain_30s_median,impediu_gain_30s_std,impediu_gain_30s_min,impediu_gain_30s_max,impediu_gain_60s_count,impediu_gain_60s_mean,impediu_gain_60s_median,impediu_gain_60s_std,impediu_gain_60s_min,impediu_gain_60s_max,impediu_gain_120s_count,impediu_gain_120s_mean,impediu_gain_120s_median,impediu_gain_120s_std,impediu_gain_120s_min,impediu_gain_120s_max,mov_favor_30s_count,mov_favor_30s_mean,mov_favor_30s_median,mov_favor_30s_std,mov_favor_30s_min,mov_favor_30s_max,mov_favor_60s_count,mov_favor_60s_mean,mov_favor_60s_median,mov_favor_60s_std,mov_favor_60s_min,mov_favor_60s_max,mov_favor_120s_count,mov_favor_120s_mean,mov_favor_120s_median,mov_favor_120s_std,mov_favor_120s_min,mov_favor_120s_max
aceleração insuficiente -0.5914 | sem rompimento confirmado -7.25 | hard-gate DNA incompleto | score 66 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,200.0,200.0,,200.0,200.0,1,1075.0,1075.0,,1075.0,1075.0,1,3075.0,3075.0,,3075.0,3075.0
aceleração insuficiente -0.5922 | sem rompimento confirmado -2.00 | sem continuidade 0.00 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.5923 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,225.0,225.0,,225.0,225.0,1,350.0,350.0,,350.0,350.0,1,350.0,350.0,,350.0,350.0
aceleração insuficiente -0.5926 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
aceleração insuficiente -0.5928 | sem rompimento confirmado -3.50 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,275.0,275.0,,275.0,275.0,1,275.0,275.0,,275.0,275.0,1,500.0,500.0,,500.0,500.0
aceleração insuficiente -0.5929 | sem rompimento confirmado -1.25 | sem continuidade -1.00 | hard-gate DNA incompleto | score 71 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
aceleração insuficiente -0.5946 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,2075.0,2075.0,,2075.0,2075.0,1,2375.0,2375.0,,2375.0,2375.0,1,3150.0,3150.0,,3150.0,3150.0
aceleração insuficiente -0.5955 | sem rompimento confirmado -0.50 | sem continuidade 0.00 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,675.0,675.0,,675.0,675.0,1,675.0,675.0,,675.0,675.0,1,675.0,675.0,,675.0,675.0
aceleração insuficiente -0.5969 | sem rompimento confirmado -1.50 | sem continuidade -0.25 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,700.0,700.0,,700.0,700.0,1,700.0,700.0,,700.0,700.0,1,700.0,700.0,,700.0,700.0
aceleração insuficiente -0.5972 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,925.0,925.0,,925.0,925.0,1,925.0,925.0,,925.0,925.0,1,925.0,925.0,,925.0,925.0
aceleração insuficiente -0.5976 | sem rompimento confirmado -0.25 | sem continuidade -0.25 | hard-gate DNA incompleto | score 65 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,275.0,275.0,,275.0,275.0,1,275.0,275.0,,275.0,275.0,1,275.0,275.0,,275.0,275.0
aceleração insuficiente -0.6002 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto | score 71 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,875.0,875.0,,875.0,875.0,1,2050.0,2050.0,,2050.0,2050.0,1,2050.0,2050.0,,2050.0,2050.0
aceleração insuficiente -0.6002 | sem rompimento confirmado -2.50 | sem continuidade -0.00 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,225.0,225.0,,225.0,225.0,1,350.0,350.0,,350.0,350.0,1,350.0,350.0,,350.0,350.0
aceleração insuficiente -0.6006 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto | score 71 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6012 | sem rompimento confirmado -3.50 | sem continuidade -1.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 64 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,375.0,375.0,,375.0,375.0,1,1575.0,1575.0,,1575.0,1575.0
aceleração insuficiente -0.6016 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1250.0,1250.0,,1250.0,1250.0,1,1250.0,1250.0,,1250.0,1250.0,1,1250.0,1250.0,,1250.0,1250.0
aceleração insuficiente -0.6021 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto | score 71 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6022 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 71 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,25.0,25.0,,25.0,25.0,1,200.0,200.0,,200.0,200.0,1,225.0,225.0,,225.0,225.0
aceleração insuficiente -0.6023 | sem rompimento confirmado -3.25 | sem continuidade -1.25 | hard-gate DNA incompleto | score 66 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1100.0,1100.0,,1100.0,1100.0,1,1100.0,1100.0,,1100.0,1100.0,1,1100.0,1100.0,,1100.0,1100.0
aceleração insuficiente -0.6025 | sem rompimento confirmado -3.25 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
aceleração insuficiente -0.6027 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
aceleração insuficiente -0.6028 | sem rompimento confirmado -7.50 | sem continuidade -3.75 | hard-gate DNA incompleto | score 62 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,225.0,225.0,,225.0,225.0,1,225.0,225.0,,225.0,225.0,1,2475.0,2475.0,,2475.0,2475.0
aceleração insuficiente -0.6033 | sem rompimento confirmado -5.25 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,2600.0,2600.0,,2600.0,2600.0,1,3900.0,3900.0,,3900.0,3900.0,1,3900.0,3900.0,,3900.0,3900.0
aceleração insuficiente -0.6035 | sem rompimento confirmado -1.25 | sem continuidade -0.25 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,200.0,200.0,,200.0,200.0
aceleração insuficiente -0.6046 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,100.0,100.0,,100.0,100.0,1,100.0,100.0,,100.0,100.0,1,275.0,275.0,,275.0,275.0
aceleração insuficiente -0.6049 | sem rompimento confirmado -6.50 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,275.0,275.0,,275.0,275.0,1,550.0,550.0,,550.0,550.0,1,1125.0,1125.0,,1125.0,1125.0
aceleração insuficiente -0.6052 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,25.0,25.0,,25.0,25.0
aceleração insuficiente -0.6053 | sem rompimento confirmado -9.50 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,250.0,250.0,,250.0,250.0,1,250.0,250.0,,250.0,250.0,1,250.0,250.0,,250.0,250.0
aceleração insuficiente -0.6054 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
aceleração insuficiente -0.6062 | sem rompimento confirmado -2.75 | sem continuidade -0.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6064 | sem continuidade -0.25 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,125.0,125.0,,125.0,125.0,1,125.0,125.0,,125.0,125.0,1,125.0,125.0,,125.0,125.0
aceleração insuficiente -0.6064 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,75.0,75.0,,75.0,75.0
aceleração insuficiente -0.6067 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6068 | sem rompimento confirmado -3.00 | sem continuidade -0.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,725.0,725.0,,725.0,725.0,1,2725.0,2725.0,,2725.0,2725.0,1,3825.0,3825.0,,3825.0,3825.0
aceleração insuficiente -0.6077 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,250.0,250.0,,250.0,250.0,1,375.0,375.0,,375.0,375.0,1,1050.0,1050.0,,1050.0,1050.0
aceleração insuficiente -0.6077 | sem rompimento confirmado -4.00 | sem continuidade -2.50 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,450.0,450.0,,450.0,450.0,1,1400.0,1400.0,,1400.0,1400.0,1,1400.0,1400.0,,1400.0,1400.0
aceleração insuficiente -0.6081 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,625.0,625.0,,625.0,625.0,1,625.0,625.0,,625.0,625.0,1,625.0,625.0,,625.0,625.0
aceleração insuficiente -0.6081 | sem rompimento confirmado 0.00 | sem continuidade 0.00 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,475.0,475.0,,475.0,475.0,1,1000.0,1000.0,,1000.0,1000.0,1,1000.0,1000.0,,1000.0,1000.0
aceleração insuficiente -0.6086 | sem rompimento confirmado -2.50 | sem continuidade -0.75 | hard-gate DNA incompleto | score 69 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,400.0,400.0,,400.0,400.0,1,400.0,400.0,,400.0,400.0,1,400.0,400.0,,400.0,400.0
aceleração insuficiente -0.6091 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,275.0,275.0,,275.0,275.0,1,500.0,500.0,,500.0,500.0,1,500.0,500.0,,500.0,500.0
aceleração insuficiente -0.6096 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,225.0,225.0,,225.0,225.0,1,225.0,225.0,,225.0,225.0,1,225.0,225.0,,225.0,225.0
aceleração insuficiente -0.6096 | sem rompimento confirmado -1.50 | hard-gate DNA incompleto | score 65 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0,1,0.0,-0.0,,-0.0,-0.0
aceleração insuficiente -0.6097 | sem rompimento confirmado -4.75 | sem continuidade -2.00 | hard-gate DNA incompleto | score 65 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,50.0,50.0,,50.0,50.0,1,425.0,425.0,,425.0,425.0,1,425.0,425.0,,425.0,425.0
aceleração insuficiente -0.6103 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1100.0,1100.0,,1100.0,1100.0,1,1100.0,1100.0,,1100.0,1100.0,1,1100.0,1100.0,,1100.0,1100.0
aceleração insuficiente -0.6103 | sem rompimento confirmado -2.25 | sem continuidade -1.00 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,575.0,575.0,,575.0,575.0,1,950.0,950.0,,950.0,950.0,1,1200.0,1200.0,,1200.0,1200.0
aceleração insuficiente -0.6113 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,100.0,100.0,,100.0,100.0,1,375.0,375.0,,375.0,375.0,1,1100.0,1100.0,,1100.0,1100.0
aceleração insuficiente -0.6114 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto | score 71 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,850.0,850.0,,850.0,850.0,1,1900.0,1900.0,,1900.0,1900.0,1,8500.0,8500.0,,8500.0,8500.0
aceleração insuficiente -0.6119 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1175.0,1175.0,,1175.0,1175.0,1,1175.0,1175.0,,1175.0,1175.0,1,1375.0,1375.0,,1375.0,1375.0
aceleração insuficiente -0.6121 | sem rompimento confirmado -1.50 | sem continuidade -1.00 | hard-gate DNA incompleto | score 64 < 72,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,450.0,450.0,,450.0,450.0,1,1450.0,1450.0,,1450.0,1450.0,1,1450.0,1450.0,,1450.0,1450.0
aceleração insuficiente -0.6124 | sem rompimento confirmado -2.75 | sem continuidade -2.25 | hard-gate DNA incompleto | score 66 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,425.0,425.0,,425.0,425.0
aceleração insuficiente -0.6126 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1300.0,1300.0,,1300.0,1300.0,1,1300.0,1300.0,,1300.0,1300.0,1,2525.0,2525.0,,2525.0,2525.0
aceleração insuficiente -0.6126 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,25.0,25.0,,25.0,25.0,1,25.0,25.0,,25.0,25.0,1,100.0,100.0,,100.0,100.0
aceleração insuficiente -0.6134 | sem continuidade -0.00 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,475.0,475.0,,475.0,475.0,1,1100.0,1100.0,,1100.0,1100.0,1,1100.0,1100.0,,1100.0,1100.0
aceleração insuficiente -0.6151 | sem rompimento confirmado -8.50 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6156 | sem rompimento confirmado -0.75 | sem continuidade -0.50 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6157 | sem rompimento confirmado -2.25 | sem continuidade -1.00 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,575.0,575.0,,575.0,575.0,1,1250.0,1250.0,,1250.0,1250.0,1,1250.0,1250.0,,1250.0,1250.0
aceleração insuficiente -0.6161 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,75.0,75.0,,75.0,75.0,1,675.0,675.0,,675.0,675.0
aceleração insuficiente -0.6164 | sem rompimento confirmado -3.75 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,0.0,-0.0,,-0.0,-0.0,1,75.0,75.0,,75.0,75.0,1,850.0,850.0,,850.0,850.0
aceleração insuficiente -0.6169 | sem rompimento confirmado -1.75 | sem continuidade 0.00 | hard-gate DNA incompleto | score 71 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6172 | sem rompimento confirmado -4.00 | sem continuidade -0.25 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6175 | sem rompimento confirmado -5.25 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,300.0,300.0,,300.0,300.0,1,800.0,800.0,,800.0,800.0,1,2125.0,2125.0,,2125.0,2125.0
aceleração insuficiente -0.6176 | sem rompimento confirmado -11.25 | hard-gate DNA incompleto,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0,1,0.0,0.0,,0.0,0.0
aceleração insuficiente -0.6183 | sem rompimento confirmado -1.75 | sem continuidade -1.00 | hard-gate DNA incompleto | score 71 < 72,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,625.0,625.0,,625.0,625.0,1,625.0,625.0,,625.0,625.0,1,625.0,625.0,,625.0,625.0
aceleração insuficiente -0.6189 | sem rompimento confirmado -3.25 | sem continuidade -1.50 | hard-gate DNA incompleto | score 70 < 72,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,125.0,125.0,,125.0,125.0,1,125.0,125.0,,125.0,125.0,1,525.0,525.0,,525.0,525.0
aceleração insuficiente -0.6204 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,1900.0,1900.0,,1900.0,1900.0,1,2175.0,2175.0,,2175.0,2175.0,1,2575.0,2575.0,,2575.0,2575.0
aceleração insuficiente -0.6211 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,0.0,0.0,,False,False,1,1.0,1.0,,True,True,1,1.0,1.0,,True,True,1,0.0,0.0,,0.0,0.0,1,250.0,250.0,,250.0,250.0,1,700.0,700.0,,700.0,700.0
