reconstructed_dna_id,rank_reconstruction,source_type,source_candidate_id,source_interaction_id,component_count,components_present_in_candidates,gene_ids,gene_signature,families,distinct_families,historias,gain,stop,taxa_gain_pct,taxa_gain_base_pct,lift_gain,fisher_p,bootstrap_ic_inferior_pct,interaction_score_0_100,component_score_mean_0_100,coherence_score_0_100,parsimony_score_0_100,reconstruction_score_0_100,evidence_band,scientific_status,operational_status
RDNA_C72C5527DFF6,1016,TRIPLET,CTRIP_9E4292009609,TRIP_413FD5F97081,3,2,GENE_4198BB471C6A|GENE_BC1C60CBD2B6|GENE_C28B03B5A8E5,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,50.0932446531,50,80,61.4421331772,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_50A036B9C0D9,1017,TRIPLET,CTRIP_C4D516C74445,TRIP_CC6026178E7C,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_C28B03B5A8E5,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,49.8832811685,50,80,61.3896423061,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_BB1AE53A11A2,1018,TRIPLET,CTRIP_7D658198ABDF,TRIP_CE232BE1EF7C,3,2,GENE_4198BB471C6A|GENE_89EA67606038|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_89EA67606038 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,49.8832811685,50,80,61.3896423061,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_4687AB91314D,1019,TRIPLET,CTRIP_20BA5783F29E,TRIP_4EF9C0C819A5,3,2,GENE_3CAC3B45F3BF|GENE_89EA67606038|GENE_BC1C60CBD2B6,NUM::HORA::POSITIVO + GENE_89EA67606038 + NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO,NUM|DESCONHECIDA|NUM,2,790,257,533,32.5316455696,31.884057971,1.02031070196,0.07558722008,29.3670886076,67.8628184843,46.4312728221,50,80,61.0392274477,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B50B849B32C2,1020,TRIPLET,CTRIP_E5CA6E170BB4,TRIP_F3F0B3405DC5,3,2,GENE_3CAC3B45F3BF|GENE_BC1C60CBD2B6|GENE_C28B03B5A8E5,NUM::HORA::POSITIVO + NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,790,257,533,32.5316455696,31.884057971,1.02031070196,0.07558722008,29.3670886076,67.8628184843,46.4312728221,50,80,61.0392274477,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_16C019F738F0,1021,TRIPLET,CTRIP_4B3F53EC7231,TRIP_2C78544A295B,3,2,GENE_3CAC3B45F3BF|GENE_8FC3D8F1510A|GENE_C28B03B5A8E5,NUM::HORA::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,790,257,533,32.5316455696,31.884057971,1.02031070196,0.07558722008,29.3670886076,67.8628184843,46.2213093375,50,80,60.9867365765,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_C6C47090082A,1022,TRIPLET,CTRIP_C92235B6AC41,TRIP_8A40320D9D66,3,2,GENE_3CAC3B45F3BF|GENE_89EA67606038|GENE_8FC3D8F1510A,NUM::HORA::POSITIVO + GENE_89EA67606038 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,790,257,533,32.5316455696,31.884057971,1.02031070196,0.07558722008,29.3670886076,67.8628184843,46.2213093375,50,80,60.9867365765,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_01C1AF8E92DE,1023,TRIPLET,CTRIP_F326D2933F3F,TRIP_1CD71A160B79,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_9F81AAC8272C,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9F81AAC8272C,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_14F2E8BD5FE2,1024,TRIPLET,CTRIP_3356C7AEDAA4,TRIP_700DB4198C00,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_F206ABCF3D62,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_F206ABCF3D62,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_18249771DFFB,1025,TRIPLET,CTRIP_ADA778B84965,TRIP_6A400AD1F55E,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_C2B6AA9300BD,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C2B6AA9300BD,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_24C681B7FCE4,1026,TRIPLET,CTRIP_27A448E0D90E,TRIP_7E6FEB1ECB91,3,2,GENE_4198BB471C6A|GENE_773483BF6143|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_773483BF6143 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_31A7E32C2706,1027,TRIPLET,CTRIP_FB9773FC8E98,TRIP_19FA296D75E9,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_DC7ACBC144F9,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_DC7ACBC144F9,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_32F4F0D11FDC,1028,TRIPLET,CTRIP_309114A4F6EA,TRIP_62795CD8812C,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_A0AD854DCA9C,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_A0AD854DCA9C,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_3779BDCD063A,1029,TRIPLET,CTRIP_892208E76B75,TRIP_35D1AD5FD21A,3,2,GENE_4198BB471C6A|GENE_4A0FB2BB16B7|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_4A0FB2BB16B7 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_39A5B3539B84,1030,TRIPLET,CTRIP_78DB8CDFEF5A,TRIP_69828731674E,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_EFF8628D99DA,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_EFF8628D99DA,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_4623DC817AED,1031,TRIPLET,CTRIP_D1882DBE3170,TRIP_763FE0281BBD,3,2,GENE_4198BB471C6A|GENE_6C2EEC3CDEEE|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_6C2EEC3CDEEE + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_50EBA0FF91C5,1032,TRIPLET,CTRIP_87C542144FAA,TRIP_98A387BD364F,3,2,GENE_4198BB471C6A|GENE_528B08C898F3|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_528B08C898F3 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_5C4A1D83E87B,1033,TRIPLET,CTRIP_3991F8A8DC19,TRIP_4A8ACC889B02,3,2,GENE_39C0D2FA8D0F|GENE_4198BB471C6A|GENE_8FC3D8F1510A,GENE_39C0D2FA8D0F + NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|NUM|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_5CB1144222AB,1034,TRIPLET,CTRIP_9A4DDCDE256F,TRIP_77E3A1E10B00,3,2,GENE_4198BB471C6A|GENE_7B6541847FC0|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_7B6541847FC0 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_5D8EF8CFBEDC,1035,TRIPLET,CTRIP_A7645459B02D,TRIP_19D676501181,3,2,GENE_375C727503E6|GENE_4198BB471C6A|GENE_8FC3D8F1510A,GENE_375C727503E6 + NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|NUM|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_60F7AFF02768,1036,TRIPLET,CTRIP_8A98D67FF415,TRIP_859FC3C9810D,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_D458F8F86E0D,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_D458F8F86E0D,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_610A3DB809B3,1037,TRIPLET,CTRIP_14A3C63C51C8,TRIP_96EA524DE2A7,3,2,GENE_18BF3F5C97E0|GENE_4198BB471C6A|GENE_8FC3D8F1510A,GENE_18BF3F5C97E0 + NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|NUM|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_6BC50C5305E8,1038,TRIPLET,CTRIP_AC6B2A0C9F33,TRIP_2790762295B1,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_9BAFBDF14400,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_9BAFBDF14400,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_8F4BF8BE7C09,1039,TRIPLET,CTRIP_68B405A704AA,TRIP_05D5955BF31E,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_BAEE17666C06,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_BAEE17666C06,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_90DF02384136,1040,TRIPLET,CTRIP_26453BC969EB,TRIP_179C0A90B248,3,2,GENE_276A34905D7D|GENE_4198BB471C6A|GENE_8FC3D8F1510A,GENE_276A34905D7D + NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|NUM|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_9BE994A2D224,1041,TRIPLET,CTRIP_1DCFE8301D5F,TRIP_350E8EDC7396,3,2,GENE_035C4B2B0FFF|GENE_4198BB471C6A|GENE_8FC3D8F1510A,GENE_035C4B2B0FFF + NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|NUM|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_9FB5F989B1A9,1042,TRIPLET,CTRIP_312409F2372C,TRIP_39195CEA15D7,3,2,GENE_4198BB471C6A|GENE_69DAB69CABB1|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_69DAB69CABB1 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A5729B6C89B2,1043,TRIPLET,CTRIP_B6FCB73BB299,TRIP_72CC8B5FA344,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_D849FDF0A923,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_D849FDF0A923,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AC8B684752AF,1044,TRIPLET,CTRIP_B5264E115466,TRIP_25106CFF5CF6,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_A46719CEF957,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_A46719CEF957,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_BDA0547498DA,1045,TRIPLET,CTRIP_86C5EE290AA3,TRIP_7309E3D42E49,3,2,GENE_14882DFD3B6D|GENE_4198BB471C6A|GENE_8FC3D8F1510A,GENE_14882DFD3B6D + NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|NUM|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_C5B974661DC9,1046,TRIPLET,CTRIP_8678AC53000D,TRIP_04C4319919FC,3,2,GENE_4198BB471C6A|GENE_7F3DEF113C57|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_7F3DEF113C57 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_D00C95E009BD,1047,TRIPLET,CTRIP_B01F1EF85562,TRIP_7F3CF50CC70E,3,2,GENE_4198BB471C6A|GENE_7093592BE550|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_7093592BE550 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_D60BF400CAF7,1048,TRIPLET,CTRIP_B159861AE4CA,TRIP_7C1E9B34DFCB,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_92D9825D8693,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_92D9825D8693,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_DDCD5C0CB1B2,1049,TRIPLET,CTRIP_F6FBABF52340,TRIP_035C474C63EC,3,2,GENE_4198BB471C6A|GENE_67B04509C20C|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_67B04509C20C + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_E3C19F3A83F7,1050,TRIPLET,CTRIP_612375F8AD62,TRIP_70A7F26C5692,3,2,GENE_2224BF0E6480|GENE_4198BB471C6A|GENE_8FC3D8F1510A,GENE_2224BF0E6480 + NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,DESCONHECIDA|NUM|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_F8C9E24D8DB4,1051,TRIPLET,CTRIP_B87EA6377DE3,TRIP_31A93F1BAB1D,3,2,GENE_4198BB471C6A|GENE_4A231073E368|GENE_8FC3D8F1510A,NUM::MAX_DRAWDOWN_R::POSITIVO + GENE_4A231073E368 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_F9D76D46BC5F,1052,TRIPLET,CTRIP_330C3A82112B,TRIP_5C54D41DED7A,3,2,GENE_4198BB471C6A|GENE_8FC3D8F1510A|GENE_B81B8E3617B1,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_B81B8E3617B1,NUM|NUM|DESCONHECIDA,2,808,261,547,32.301980198,31.884057971,1.01310756076,0.143493013898,29.3316831683,65.6947115385,49.8832811685,50,80,60.8181760614,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_7330E086608C,1053,TRIPLET,CTRIP_614F41BC0415,TRIP_CE49B1CD8CB1,3,2,GENE_1464D5165355|GENE_BC1C60CBD2B6|GENE_C28B03B5A8E5,NUM::TAXA_ALVO_MAX_DIA_PCT::POSITIVO + NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,47.1550599896,50,80,60.7075870113,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_F403139B3955,1054,TRIPLET,CTRIP_87AD9B0A6FB5,TRIP_C0F891BF67A2,3,2,GENE_1464D5165355|GENE_89EA67606038|GENE_BC1C60CBD2B6,NUM::TAXA_ALVO_MAX_DIA_PCT::POSITIVO + GENE_89EA67606038 + NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO,NUM|DESCONHECIDA|NUM,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,47.1550599896,50,80,60.7075870113,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_83214CA30D4C,1055,TRIPLET,CTRIP_C588E34977DA,TRIP_CAE928DBF9B7,3,2,GENE_2666EA8D7159|GENE_BC1C60CBD2B6|GENE_C28B03B5A8E5,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::POSITIVO + NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,47.0559467919,50,80,60.6828087119,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_DAE6FAAF4AB8,1056,TRIPLET,CTRIP_B677139D8F0D,TRIP_DACFA8BCAC4C,3,2,GENE_2666EA8D7159|GENE_89EA67606038|GENE_BC1C60CBD2B6,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::POSITIVO + GENE_89EA67606038 + NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO,NUM|DESCONHECIDA|NUM,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,47.0559467919,50,80,60.6828087119,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_2A73FD535660,1057,TRIPLET,CTRIP_CCC65302EFB3,TRIP_2B11D5DAB990,3,2,GENE_1464D5165355|GENE_89EA67606038|GENE_8FC3D8F1510A,NUM::TAXA_ALVO_MAX_DIA_PCT::POSITIVO + GENE_89EA67606038 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,46.945096505,50,80,60.6550961402,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_96563FE5E322,1058,TRIPLET,CTRIP_F68AEBE96D0F,TRIP_776841E496C8,3,2,GENE_1464D5165355|GENE_8FC3D8F1510A|GENE_C28B03B5A8E5,NUM::TAXA_ALVO_MAX_DIA_PCT::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,46.945096505,50,80,60.6550961402,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B136B96625E8,1059,TRIPLET,CTRIP_6601C8B527C1,TRIP_D6C42F3C1187,3,2,GENE_2666EA8D7159|GENE_89EA67606038|GENE_8FC3D8F1510A,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::POSITIVO + GENE_89EA67606038 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|DESCONHECIDA|NUM,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,46.8459833073,50,80,60.6303178408,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B6FBD1516DFA,1060,TRIPLET,CTRIP_01AFB1258D8D,TRIP_12C30DE8765D,3,2,GENE_2666EA8D7159|GENE_8FC3D8F1510A|GENE_C28B03B5A8E5,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::POSITIVO + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO + GENE_C28B03B5A8E5,NUM|NUM|DESCONHECIDA,2,802,260,542,32.4189526185,31.884057971,1.01677624122,0.0858160717771,29.0523690773,66.8376440279,46.8459833073,50,80,60.6303178408,EVIDENCIA_MODERADA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
