reconstructed_dna_id,rank_reconstruction,source_type,source_candidate_id,source_interaction_id,component_count,components_present_in_candidates,gene_ids,gene_signature,families,distinct_families,historias,gain,stop,taxa_gain_pct,taxa_gain_base_pct,lift_gain,fisher_p,bootstrap_ic_inferior_pct,interaction_score_0_100,component_score_mean_0_100,coherence_score_0_100,parsimony_score_0_100,reconstruction_score_0_100,evidence_band,scientific_status,operational_status
RDNA_E5093FE49F78,188,PAIR,CPAIR_129F38AA5F09,PAIR_BF952F83C9B6,2,2,GENE_A03688A02685|GENE_C62E084D2D54,NUM::ULTIMA_POSICAO::POSITIVO + NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P25,NUM|NUM,1,259,107,152,41.3127413127,31.884057971,1.29571779572,0.000110259484222,35.5212355212,86.6694681779,81.8309859155,100,100,88.7924805678,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_89D01595272C,189,PAIR,CPAIR_B384417FDBB9,PAIR_EC364874FD45,2,2,GENE_A97E3DDC5077|GENE_ADF059010517,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + NUM::MOTORES_ATIVOS::ATE_P10,NUM|NUM,1,304,123,181,40.4605263158,31.884057971,1.26898923445,7.63450857216e-05,34.8684210526,86.8210819813,81.4434174491,100,100,88.7713953529,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_26F194AF5EAB,190,PAIR,CPAIR_92886A1F9395,PAIR_2C384FE38ADD,2,2,GENE_8D1ED91639D5|GENE_C62E084D2D54,NUM::PRIMEIRA_POSICAO::POSITIVO + NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P25,NUM|NUM,1,259,107,152,41.3127413127,31.884057971,1.29571779572,0.000110259484222,35.5212355212,86.6694681779,81.7410015649,100,100,88.7699844802,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_AE7F0A718462,191,PAIR,CPAIR_6C7CF3F39846,PAIR_7B50EA409E65,2,2,GENE_ADF059010517|GENE_C62E084D2D54,NUM::MOTORES_ATIVOS::ATE_P10 + NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P25,NUM|NUM,1,286,117,169,40.9090909091,31.884057971,1.28305785124,6.26657894819e-05,34.965034965,86.8735023542,81.3182218309,100,100,88.7663066348,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_3A6D69467AE5,192,PAIR,CPAIR_13C971FC0A4D,PAIR_0CA35FAEB8F7,2,2,GENE_A03688A02685|GENE_A97E3DDC5077,NUM::ULTIMA_POSICAO::POSITIVO + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,NUM|NUM,1,276,112,164,40.5797101449,31.884057971,1.27272727273,0.000194698497715,34.5923913043,86.4475342272,81.9561815337,100,100,88.712812497,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_6F80F30A5372,193,PAIR,CPAIR_6676EF3871FD,PAIR_72CF85438E48,2,2,GENE_4198BB471C6A|GENE_9C1287D2EBBC,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P10,NUM|NUM,1,184,84,100,45.652173913,31.884057971,1.43181818182,9.81241127092e-06,38.5869565217,87.7895522454,79.2229068858,100,100,88.7005028441,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_0A780DC6DA9D,194,PAIR,CPAIR_AA0D4EB98FFF,PAIR_8399F479FBD9,2,2,GENE_8D1ED91639D5|GENE_A97E3DDC5077,NUM::PRIMEIRA_POSICAO::POSITIVO + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,NUM|NUM,1,276,112,164,40.5797101449,31.884057971,1.27272727273,0.000194698497715,34.5923913043,86.4475342272,81.8661971831,100,100,88.6903164094,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_03C45FA3DC18,195,PAIR,CPAIR_80D27FF87242,PAIR_44BFB5CE22CD,2,2,GENE_4ECE39167BEE|GENE_A97E3DDC5077,NUM::DIAS_ACIMA_58_PCT::ATE_P25 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,NUM|NUM,1,293,119,174,40.614334471,31.884057971,1.2738132175,9.25204146855e-05,35.1535836177,86.7930336491,81.0712539124,100,100,88.6643303026,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_8BFCCD0F9C58,196,PAIR,CPAIR_EB589B65C4C5,PAIR_91FE01CEBCD3,2,2,GENE_1464D5165355|GENE_F062C1E0D022,NUM::TAXA_ALVO_MAX_DIA_PCT::POSITIVO + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,208,99,109,47.5961538462,31.884057971,1.49278846154,4.64221817407e-08,40.3846153846,89.2937589416,75.9394561815,100,100,88.6317435162,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_C7AFF15A0FDC,197,PAIR,CPAIR_A3297EC4289E,PAIR_456B0E8D9C45,2,2,GENE_2666EA8D7159|GENE_F062C1E0D022,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::POSITIVO + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,208,99,109,47.5961538462,31.884057971,1.49278846154,4.64221817407e-08,40.3846153846,89.2937589416,75.790786385,100,100,88.594576067,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_8FEC6B74DCAB,198,PAIR,CPAIR_771856D2022C,PAIR_D5C4F3A23586,2,2,GENE_06BC096ADF16|GENE_8FC3D8F1510A,NUM::TAXA_SEGUNDA_METADE_PCT::ATE_P10 + NUM::CV_TAXA_ALVO_DIARIA::POSITIVO,NUM|NUM,1,290,116,174,40,31.884057971,1.25454545455,0.000314042615091,34.4827586207,86.1334161606,82.0652386541,100,100,88.5830177438,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_8123E23FD70D,199,PAIR,CPAIR_93E670FBD954,PAIR_0BCABE6D503B,2,2,GENE_B2BA214748C1|GENE_C62E084D2D54,NUM::TAXA_SEGUNDA_METADE_PCT::POSITIVO + NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P25,NUM|NUM,1,293,121,172,41.2969283276,31.884057971,1.295221843,2.40413320943e-05,35.8361774744,87.3222092297,79.6613360719,100,100,88.5764386328,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_10BA52F296FF,200,PAIR,CPAIR_274968DC0601,PAIR_8BD9988540C7,2,2,GENE_A97E3DDC5077|GENE_BFA8521B0DB6,NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25 + NUM::TAXA_ALVO_MAX_DIA_PCT::ATE_P25,NUM|NUM,1,290,114,176,39.3103448276,31.884057971,1.2329153605,0.00100538885106,33.7931034483,85.516873292,83.197134194,100,100,88.5577201945,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_7EFFB38E4E0B,201,PAIR,CPAIR_298A6DA5D004,PAIR_628FDA287DC0,2,2,GENE_685DB6CC2BF3|GENE_F062C1E0D022,NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::POSITIVO + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,207,99,108,47.8260869565,31.884057971,1.5,2.81302467709e-08,41.5458937198,89.6014268883,74.9393583725,100,100,88.5355530373,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_6587609D0E0F,202,PAIR,CPAIR_0E64E97C9913,PAIR_76B50F1CAA07,2,2,GENE_4198BB471C6A|GENE_BD0CBFEEE0B2,NUM::MAX_DRAWDOWN_R::POSITIVO + NUM::TAXA_ALVO_MAX_DIA_PCT::ATE_P10,NUM|NUM,1,252,106,146,42.0634920635,31.884057971,1.31926406926,4.78892925017e-05,36.5079365079,87.3945723764,79.3341647105,100,100,88.5308273658,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_7F43C4BA32AE,203,PAIR,CPAIR_B55BF58D4EB4,PAIR_7CDF13CA9FD2,2,2,GENE_360036310E06|GENE_F062C1E0D022,NUM::DEGRADACAO_SEGUNDA_MENOS_PRIMEIRA_PP::NEGATIVO + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,145,65,80,44.8275862069,31.884057971,1.40595611285,0.000382467697339,36.5517241379,86.0581463075,81.9972613459,100,100,88.5283884902,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_7F012DCAB87F,204,PAIR,CPAIR_B1257573331C,PAIR_F68EA5A5BBE5,2,2,GENE_9C1287D2EBBC|GENE_B2BA214748C1,NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P10 + NUM::TAXA_SEGUNDA_METADE_PCT::POSITIVO,NUM|NUM,1,174,79,95,45.4022988506,31.884057971,1.42398119122,3.39326169948e-05,37.9310344828,87.4004577647,79.2175273865,100,100,88.504610729,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_4789D0FED1A1,205,PAIR,CPAIR_B5DD63D28897,PAIR_0097900AA22D,2,2,GENE_E16C27552409|GENE_F062C1E0D022,NUM::DIAS_ATIVOS_Y::ATE_P25 + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,147,75,72,51.0204081633,31.884057971,1.60018552876,1.00360179886e-07,43.537414966,89.1255243145,75.6910211268,100,100,88.4855174389,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_A4E9EDE2F9EA,206,PAIR,CPAIR_98ED93289485,PAIR_7705520840A3,2,2,GENE_9C1287D2EBBC|GENE_FCB5DD6E2EE7,NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P10 + NUM::TAXA_ALVO_MIN_DIA_PCT::POSITIVO,NUM|NUM,1,131,59,72,45.0381679389,31.884057971,1.41256072172,0.000695629678787,36.641221374,85.8102956093,82.311228482,100,100,88.4829549251,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_B5618E91A135,207,PAIR,CPAIR_5DACC6E316E2,PAIR_0600158C8821,2,2,GENE_412E6AF6D530|GENE_ADF059010517,NUM::PROPORCAO_DIAS_ACIMA_58_PCT::ATE_P10 + NUM::MOTORES_ATIVOS::ATE_P10,NUM|NUM,1,140,65,75,46.4285714286,31.884057971,1.45616883117,9.31321794889e-05,37.8571428571,86.7611097085,80.4051741001,100,100,88.4818483793,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_8B0FBDCC7374,208,PAIR,CPAIR_9C3D5468B5E3,PAIR_7919803A9BF4,2,2,GENE_533B4E5C3716|GENE_F062C1E0D022,NUM::DIAS_ATIVOS_X::ATE_P25 + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,147,75,72,51.0204081633,31.884057971,1.60018552876,1.00360179886e-07,43.537414966,89.1255243145,75.585387324,100,100,88.4591089882,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_093C9C4114C4,209,PAIR,CPAIR_AFE4642B0593,PAIR_D7856A4F9301,2,2,GENE_BC1C60CBD2B6|GENE_E93B98B1FCDD,NUM::TAXA_ALVO_DESVIO_DIAS_PP::POSITIVO + NUM::DIAS_ACIMA_50_PCT::ATE_P10,NUM|NUM,1,434,163,271,37.5576036866,31.884057971,1.17794302472,0.000251419408275,33.4101382488,85.772397695,82.2708822379,100,100,88.453919407,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_D4903B7A3C30,210,PAIR,CPAIR_1DB5F160D8D8,PAIR_8B36069C23D0,2,2,GENE_3CAC3B45F3BF|GENE_F062C1E0D022,NUM::HORA::POSITIVO + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,207,98,109,47.3429951691,31.884057971,1.48484848485,7.48254898681e-08,41.2922705314,89.4763277835,74.8537754303,100,100,88.4516077493,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_58E13848C86C,211,PAIR,CPAIR_C5C9A7F4204D,PAIR_98035F28F986,2,2,GENE_2088C9F7870C|GENE_3B9A74376FCF,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + NUM::SCORE_ESTABILIDADE::POSITIVO,NUM|NUM,1,325,137,188,42.1538461538,31.884057971,1.3220979021,4.37023033831e-07,36.6153846154,88.2549574569,77.217576291,100,100,88.4318728012,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_91018DD16F24,212,PAIR,CPAIR_8A2D6AA331D5,PAIR_8453584608D3,2,2,GENE_06F6DD284AA5|GENE_F062C1E0D022,NUM::DIAS_AVALIADOS::ATE_P25 + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,147,75,72,51.0204081633,31.884057971,1.60018552876,1.00360179886e-07,43.537414966,89.1255243145,75.4699726134,100,100,88.4302553106,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_4A78C1B120E4,213,PAIR,CPAIR_81B469FFE278,PAIR_1CED6A4318F0,2,2,GENE_0CCEB6043553|GENE_4F06674D2393,NUM::DEGRADACAO_SEGUNDA_MENOS_PRIMEIRA_PP::ATE_P50 + NUM::MAX_DRAWDOWN_R::ATE_P10,NUM|NUM,1,129,59,70,45.7364341085,31.884057971,1.43446088795,0.000432594149998,37.2093023256,85.9565057071,81.7903951486,100,100,88.4258516407,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_347882121F9A,214,PAIR,CPAIR_86FE65B59032,PAIR_0AE5C1A431F9,2,2,GENE_1607707786DD|GENE_ADF059010517,NUM::DIAS_ACIMA_58_PCT::ATE_P10 + NUM::MOTORES_ATIVOS::ATE_P10,NUM|NUM,1,194,83,111,42.7835051546,31.884057971,1.34184629803,0.000291614419566,36.3273195876,86.3952965616,80.8374902191,100,100,88.4070208356,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_89E93EFDFA81,215,PAIR,CPAIR_07191711ACB6,PAIR_36CA64E7B487,2,2,GENE_2088C9F7870C|GENE_EF4DDC050120,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + NUM::TAXA_PRIMEIRA_METADE_PCT::POSITIVO,NUM|NUM,1,312,132,180,42.3076923077,31.884057971,1.32692307692,7.75988465686e-07,36.2179487179,88.1404442998,77.2889769171,100,100,88.3924663792,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_1386008D292B,216,PAIR,CPAIR_973D77EE96E6,PAIR_5CDCE63F8326,2,2,GENE_1607707786DD|GENE_4198BB471C6A,NUM::DIAS_ACIMA_58_PCT::ATE_P10 + NUM::MAX_DRAWDOWN_R::POSITIVO,NUM|NUM,1,208,91,117,43.75,31.884057971,1.37215909091,3.41420993354e-05,37.5,87.1308538298,79.1859839593,100,100,88.3619229047,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_ACBACCE941E0,217,PAIR,CPAIR_0C61B2D26A56,PAIR_BE92104E698C,2,2,GENE_1607707786DD|GENE_FCB5DD6E2EE7,NUM::DIAS_ACIMA_58_PCT::ATE_P10 + NUM::TAXA_ALVO_MIN_DIA_PCT::POSITIVO,NUM|NUM,1,162,70,92,43.2098765432,31.884057971,1.35521885522,0.000708619584187,34.8611111111,85.5462614773,82.2743055556,100,100,88.3417071275,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_3ACF04EC5B62,218,PAIR,CPAIR_4F1108F2C64C,PAIR_C521B58EDED0,2,2,GENE_941F584722E4|GENE_F062C1E0D022,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::POSITIVO + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,208,99,109,47.5961538462,31.884057971,1.49278846154,4.64221817407e-08,40.3846153846,89.2937589416,74.635172144,100,100,88.3056725068,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_314311D2C3E1,219,PAIR,CPAIR_671ED07E5862,PAIR_4361B8FA5C9C,2,2,GENE_412E6AF6D530|GENE_4198BB471C6A,NUM::PROPORCAO_DIAS_ACIMA_58_PCT::ATE_P10 + NUM::MAX_DRAWDOWN_R::POSITIVO,NUM|NUM,1,143,67,76,46.8531468531,31.884057971,1.46948506039,4.58810261708e-05,38.4615384615,87.1732972791,78.7536678404,100,100,88.2750655996,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_0AC7255AE581,220,PAIR,CPAIR_63A304C4FEC5,PAIR_DB9AAE30D9B9,2,2,GENE_F062C1E0D022|GENE_FF7A9C9785CD,NUM::SCORE_DESCOBERTA_16E::ATE_P10 + NUM::DIAS_ACIMA_50_PCT::POSITIVO,NUM|NUM,1,208,99,109,47.5961538462,31.884057971,1.49278846154,4.64221817407e-08,40.3846153846,89.2937589416,74.5021517997,100,100,88.2724174207,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_7FAEBA4E5359,221,PAIR,CPAIR_0E5CDD5EBC18,PAIR_C310F2D3AB03,2,2,GENE_1464D5165355|GENE_2088C9F7870C,NUM::TAXA_ALVO_MAX_DIA_PCT::POSITIVO + NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10,NUM|NUM,1,330,140,190,42.4242424242,31.884057971,1.3305785124,1.95628060994e-07,36.9696969697,88.5800545686,75.8991099374,100,100,88.2648047687,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_D174ECB4725B,222,PAIR,CPAIR_3FD4CFB6780E,PAIR_9ED7290F92A5,2,2,GENE_B2BA214748C1|GENE_BD0CBFEEE0B2,NUM::TAXA_SEGUNDA_METADE_PCT::POSITIVO + NUM::TAXA_ALVO_MAX_DIA_PCT::ATE_P10,NUM|NUM,1,244,102,142,41.8032786885,31.884057971,1.31110283159,0.000114675392376,35.6557377049,86.8646715034,79.3287852112,100,100,88.2645320545,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_20CFA5EC4CF3,223,PAIR,CPAIR_416D7AFA5A6D,PAIR_4AB05CAE53B1,2,2,GENE_2088C9F7870C|GENE_2666EA8D7159,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::POSITIVO,NUM|NUM,1,330,140,190,42.4242424242,31.884057971,1.3305785124,1.95628060994e-07,36.9696969697,88.5800545686,75.7504401409,100,100,88.2276373195,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_97AA9C845D0D,224,PAIR,CPAIR_D7F0F6B2271D,PAIR_DAD8F4306485,2,2,GENE_1607707786DD|GENE_B2BA214748C1,NUM::DIAS_ACIMA_58_PCT::ATE_P10 + NUM::TAXA_SEGUNDA_METADE_PCT::POSITIVO,NUM|NUM,1,198,86,112,43.4343434343,31.884057971,1.36225895317,0.0001113559069,36.8686868687,86.8295474175,79.1806044601,100,100,88.2099248238,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_D944C6E1F677,225,PAIR,CPAIR_716D12CF5493,PAIR_0690A9FB60A4,2,2,GENE_047FF08CDB13|GENE_4F06674D2393,NUM::ULTIMA_POSICAO::ATE_P75 + NUM::MAX_DRAWDOWN_R::ATE_P10,NUM|NUM,1,140,70,70,50,31.884057971,1.56818181818,1.34832091897e-06,41.0535714286,88.2778235469,76.2470657277,100,100,88.2006782054,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_CC413D9435F3,226,PAIR,CPAIR_F454822C67D0,PAIR_24402668365B,2,2,GENE_4F06674D2393|GENE_FFE891D4E357,NUM::MAX_DRAWDOWN_R::ATE_P10 + NUM::PRIMEIRA_POSICAO::ATE_P75,NUM|NUM,1,140,70,70,50,31.884057971,1.56818181818,1.34832091897e-06,41.0535714286,88.2778235469,76.1453442879,100,100,88.1752478454,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_441C55650CCA,227,PAIR,CPAIR_47BAF1BD9361,PAIR_CB422944B178,2,2,GENE_3B9A74376FCF|GENE_A97E3DDC5077,NUM::SCORE_ESTABILIDADE::POSITIVO + NUM::TAXA_ALVO_MEDIA_DIAS_PCT::ATE_P25,NUM|NUM,1,317,132,185,41.6403785489,31.884057971,1.30599369085,2.71619990416e-06,36.427444795,87.9858185949,76.7031005477,100,100,88.1686844344,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_D7578F998B3B,228,PAIR,CPAIR_703DA41ABEE5,PAIR_9F1A1454449B,2,2,GENE_C62E084D2D54|GENE_E1311CCF98ED,NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P25 + NUM::SCORE_ESTABILIDADE::ATE_P25,NUM|NUM,1,134,61,73,45.5223880597,31.884057971,1.42774762551,0.000362810458592,36.921641791,86.0386686067,80.5937010955,100,100,88.1677595772,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_CEDF549B1235,229,PAIR,CPAIR_CCF093BDD197,PAIR_491F25BE833D,2,2,GENE_ADF059010517|GENE_BD0CBFEEE0B2,NUM::MOTORES_ATIVOS::ATE_P10 + NUM::TAXA_ALVO_MAX_DIA_PCT::ATE_P10,NUM|NUM,1,235,96,139,40.8510638298,31.884057971,1.28123791103,0.000675299806746,34.8936170213,85.8415053306,80.9856709702,100,100,88.1671704079,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_DC5EA9B5B4B0,230,PAIR,CPAIR_5A987DFA8D56,PAIR_B9115058700D,2,2,GENE_412E6AF6D530|GENE_B2BA214748C1,NUM::PROPORCAO_DIAS_ACIMA_58_PCT::ATE_P10 + NUM::TAXA_SEGUNDA_METADE_PCT::POSITIVO,NUM|NUM,1,135,63,72,46.6666666667,31.884057971,1.46363636364,0.000110836945594,38.5185185185,86.9433075993,78.7482883411,100,100,88.1587258849,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_44B49ECBD764,231,PAIR,CPAIR_BE567414470E,PAIR_5D3ED6421E1B,2,2,GENE_1B320D324990|GENE_4F06674D2393,NUM::CV_TAXA_ALVO_DIARIA::ATE_P75 + NUM::MAX_DRAWDOWN_R::ATE_P10,NUM|NUM,1,113,58,55,51.3274336283,31.884057971,1.6098149638,3.97492408298e-06,42.4778761062,88.012073074,76.6084702661,100,100,88.1581541035,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_9EC46365FB65,232,PAIR,CPAIR_DCBF73EA8A02,PAIR_0007F170CBC3,2,2,GENE_4F06674D2393|GENE_AB159EA2F46C,NUM::MAX_DRAWDOWN_R::ATE_P10 + NUM::SCORE_DESCOBERTA_16E::ATE_P75,NUM|NUM,1,111,52,59,46.8468468468,31.884057971,1.46928746929,0.000428012715679,37.8378378378,85.8462612559,80.8939749608,100,100,88.1466243682,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_3438CD483656,233,PAIR,CPAIR_9CBE777CFE70,PAIR_A66858C11FCD,2,2,GENE_4F06674D2393|GENE_D15D29FD672C,NUM::MAX_DRAWDOWN_R::ATE_P10 + NUM::COBERTURA_HISTORIA_MEDIANA_PCT::ATE_P75,NUM|NUM,1,106,54,52,50.9433962264,31.884057971,1.59777015437,1.7270773955e-05,41.0141509434,87.2600666162,78.0183881064,100,100,88.1346303347,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_34FBE2F43184,234,PAIR,CPAIR_465E475BE0B5,PAIR_E51DF16D710F,2,2,GENE_AD356A1AC75F|GENE_F062C1E0D022,NUM::HORAS_ATIVAS::ATE_P50 + NUM::SCORE_DESCOBERTA_16E::ATE_P10,NUM|NUM,1,101,50,51,49.504950495,31.884057971,1.55265526553,9.21151278475e-05,40.5940594059,86.6006595178,79.3104460094,100,100,88.1279412613,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_F74B40FC1545,235,PAIR,CPAIR_5CF8B90D4208,PAIR_EA1AE8BAE36A,2,2,GENE_2088C9F7870C|GENE_90F83D24C40F,NUM::PROPORCAO_DIAS_ACIMA_50_PCT::ATE_P10 + NUM::TAMANHO::ATE_P25,NUM|NUM,1,248,102,146,41.1290322581,31.884057971,1.28995601173,0.000243147840214,35.4838709677,86.3073756151,79.8166079812,100,100,88.1078398029,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_3F3BAD8E075E,236,PAIR,CPAIR_9A049D1A3C5D,PAIR_5FBA1202F0F8,2,2,GENE_06BC096ADF16|GENE_4198BB471C6A,NUM::TAXA_SEGUNDA_METADE_PCT::ATE_P10 + NUM::MAX_DRAWDOWN_R::POSITIVO,NUM|NUM,1,291,117,174,40.206185567,31.884057971,1.26101218369,0.000178086049293,34.7079037801,86.5619034331,79.1158059468,100,100,88.0599032033,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
RDNA_C229F7681E64,237,PAIR,CPAIR_73AFFD514828,PAIR_6C39B99959AB,2,2,GENE_C62E084D2D54|GENE_EF4DDC050120,NUM::TAXA_ALVO_MEDIANA_DIAS_PCT::ATE_P25 + NUM::TAXA_PRIMEIRA_METADE_PCT::POSITIVO,NUM|NUM,1,297,124,173,41.7508417508,31.884057971,1.30945821855,6.38259081927e-06,36.0269360269,87.7765634205,76.6493055556,100,100,88.0506080991,EVIDENCIA_MUITO_ALTA,DNA_RECONSTRUIDO_CANDIDATO,NAO_OPERACIONAL
